orderID,orderTime,userID,couponsReceived,couponID1,price1,basePrice1,reward1,premiumProduct1,brand1,productGroup1,categoryIDs1,couponID2,price2,basePrice2,reward2,premiumProduct2,brand2,productGroup2,categoryIDs2,couponID3,price3,basePrice3,reward3,premiumProduct3,brand3,productGroup3,categoryIDs3,coupon1Used,coupon2Used,coupon3Used,basketValue,couponsReceivedDate,couponsReceivedTime,couponsReceivedDoW,couponsReceivedWeekend,couponsReceivedFriSat,orderTimeDate,orderTimeTime,orderTimeDoW,orderTimeWeekend,orderTimeFriSat,batchID,couponsExpire,couponsSent,TimeBtwnSentRec,TimeBtwnRecExpire,TimeBtwnRecOrder,TimeBtwnOrderExpire
1662,2015-01-23 11:03:56,user1350,2015-01-23 09:36:55,cpn1905,3.66,1.82,1.57,0,brand3,prod106,cat8:cat15,cpn1481,2.73,0.78,1.57,1,brand4,prod11,cat3,cpn312,3.89,0.56,2.2,1,brand4,prod37,cat5:cat7,1,0,0,185.56,2015-01-23,55,Friday,0,1,2015-01-23,56,Friday,0,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,81.615,86.385,1.45027777777778,84.9347222222222
1663,2015-01-23 11:27:06,user1351,2015-01-23 11:01:43,cpn16,7.5,1.25,0.63,0,brand2,prod15,cat8:cat9,cpn301,20.38,13.58,0.94,0,brand3,prod18,cat5,cpn172,6.44,0,1.57,0,brand3,prod77,cat6,1,0,0,511.17,2015-01-23,43,Friday,0,1,2015-01-23,6,Friday,0,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,83.0283333333333,84.9716666666667,0.423055555555556,84.5486111111111
1664,2015-01-23 11:58:31,user446,2015-01-20 14:28:57,cpn412,8.66,5.09,1.26,0,brand2,prod131,cat1:cat4,cpn1208,4.21,0,1.57,0,brand3,prod37,cat5,cpn26,3.98,1.99,1.88,0,brand2,prod14,cat5:cat4,0,0,0,240.12,2015-01-20,57,Tuesday,0,0,2015-01-23,31,Friday,0,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,14.4822222222222,153.517777777778,69.4927777777778,84.025
1665,2015-01-23 12:39:42,user1352,2015-01-23 12:09:03,cpn937,5.37,0,1.26,0,brand3,prod52,cat5,cpn1218,6.44,1.07,1.57,0,brand3,prod115,cat13,cpn1906,4.54,0.6,3.14,0,brand3,prod115,cat13,0,0,0,144.49,2015-01-23,3,Friday,0,1,2015-01-23,42,Friday,0,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,84.1505555555556,83.8494444444444,0.510833333333333,83.3386111111111
1666,2015-01-23 12:42:03,user1353,2015-01-23 11:24:10,cpn992,4.12,5.88,1.26,0,brand7,prod1,cat1,cpn1599,5.37,1.51,1.57,0,brand3,prod46,cat3,cpn1907,22.18,8.87,1.88,0,brand5,prod24,cat5:cat15:cat2,1,1,1,190.38,2015-01-23,10,Friday,0,1,2015-01-23,3,Friday,0,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,83.4025,84.5975,1.29805555555556,83.2994444444444
1667,2015-01-23 13:16:49,user1354,2015-01-20 16:18:03,cpn1908,2.96,1.64,1.26,0,brand2,prod38,cat1,cpn465,3.33,1.9,1.57,0,brand3,prod28,cat3,cpn389,8.89,2.22,1.57,0,brand3,prod126,cat5:cat15,0,0,0,284.71,2015-01-20,3,Tuesday,0,0,2015-01-23,49,Friday,0,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,16.3005555555556,151.699444444444,68.9794444444444,82.72
1668,2015-01-23 13:41:16,user482,2015-01-23 13:08:52,cpn530,6.67,1.67,1.57,0,brand6,prod33,cat1,cpn69,7.32,1.35,1.26,0,brand3,prod46,cat3,cpn3,12.92,12.92,2.2,0,brand3,prod3,cat5:cat4:cat2,0,0,0,258.6,2015-01-23,52,Friday,0,1,2015-01-23,16,Friday,0,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,85.1475,82.8525,0.54,82.3125
1669,2015-01-23 13:44:10,user1355,2015-01-20 14:11:13,cpn180,6.11,2.04,1.26,0,brand3,prod74,cat1,cpn1049,3.89,0.52,1.26,0,brand2,prod8,cat3,cpn969,3.98,3.45,1.26,0,brand3,prod12,cat5:cat2,0,0,0,1107.78,2015-01-20,13,Tuesday,0,0,2015-01-23,10,Friday,0,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,14.1866666666667,153.813333333333,71.5491666666667,82.2641666666667
1670,2015-01-23 14:08:38,user438,2015-01-20 15:39:14,cpn1909,5.37,1.34,2.2,1,brand4,prod194,cat11:cat7,cpn682,4.35,2.18,1.57,1,brand4,prod14,cat5:cat7,cpn1266,5.28,3.52,1.57,0,brand3,prod18,cat5,0,0,0,118.79,2015-01-20,14,Tuesday,0,0,2015-01-23,38,Friday,0,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,15.6536111111111,152.346388888889,70.49,81.8563888888889
1671,2015-01-23 14:40:29,user555,2015-01-23 14:15:21,cpn505,4.58,1.53,1.88,0,brand6,prod33,cat1,cpn1115,8.29,2.36,1.57,0,brand3,prod28,cat3,cpn817,7.87,1.31,1.26,0,brand3,prod27,cat5:cat2,0,0,0,188.99,2015-01-23,21,Friday,0,1,2015-01-23,29,Friday,0,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,86.2555555555556,81.7444444444444,0.418888888888889,81.3255555555556
1672,2015-01-23 14:42:10,user697,2015-01-21 12:56:16,cpn900,12.04,3.01,1.88,0,brand2,prod76,cat1,cpn1805,5.51,1.22,1.57,1,brand4,prod43,cat3,cpn1910,2.87,3.58,1.26,1,brand4,prod12,cat5:cat7,0,0,0,192,2015-01-21,16,Wednesday,0,0,2015-01-23,10,Friday,0,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,36.9375,131.0625,49.765,81.2975
1673,2015-01-23 14:42:10,user1356,2015-01-20 16:51:58,cpn476,2.96,0.59,0.94,0,brand3,prod135,cat11:cat15:cat4,cpn1333,4.45,2.88,1.57,0,brand3,prod12,cat5:cat9,cpn401,4.08,11.32,1.57,0,brand3,prod63,cat5:cat18,0,0,0,95.07,2015-01-20,58,Tuesday,0,0,2015-01-23,10,Friday,0,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,16.8658333333333,151.134166666667,69.8366666666667,81.2975
1674,2015-01-23 15:28:21,user607,2015-01-21 07:55:13,cpn283,10.98,3.43,1.57,0,brand2,prod31,cat1,cpn625,7.87,2.19,1.57,0,brand3,prod28,cat3,cpn71,5.51,1.1,1.88,1,brand4,prod24,cat5:cat7,1,0,0,214.65,2015-01-21,13,Wednesday,0,0,2015-01-23,21,Friday,0,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,31.92,136.08,55.5522222222222,80.5277777777778
1675,2015-01-23 15:54:37,user1357,2015-01-20 17:18:40,cpn318,7.41,1.85,1.26,0,brand6,prod7,cat1:cat4,cpn219,5.88,1.95,1.57,0,brand3,prod46,cat3,cpn1530,7.04,1.41,1.26,0,brand3,prod19,cat5,0,0,0,359.46,2015-01-20,40,Tuesday,0,0,2015-01-23,37,Friday,0,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,17.3108333333333,150.689166666667,70.5991666666667,80.09
1676,2015-01-23 16:22:15,user1358,2015-01-20 16:05:06,cpn556,3.66,3.66,1.57,0,brand3,prod135,cat11:cat4,cpn16,7.5,1.25,0.63,0,brand2,prod15,cat8:cat9,cpn1911,11.58,4.63,1.57,0,brand3,prod86,cat3,0,0,0,232.01,2015-01-20,6,Tuesday,0,0,2015-01-23,15,Friday,0,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,16.0847222222222,151.915277777778,72.2858333333333,79.6294444444444
1677,2015-01-23 16:23:42,user470,2015-01-23 11:32:34,cpn283,10.98,3.43,1.57,0,brand2,prod31,cat1,cpn1720,4.58,1.91,1.88,1,brand4,prod43,cat3,cpn1007,4.58,5.09,1.57,0,brand5,prod64,cat5:cat2,1,1,0,409.1,2015-01-23,34,Friday,0,1,2015-01-23,42,Friday,0,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,83.5425,84.4575,4.85222222222222,79.6052777777778
1678,2015-01-23 16:27:30,user1359,2015-01-20 15:03:20,cpn1912,2.59,0.52,2.2,0,brand3,prod117,cat11,cpn625,7.87,2.19,1.57,0,brand3,prod28,cat3,cpn1913,3.01,1,1.57,0,brand3,prod112,cat21,0,0,0,1700.69,2015-01-20,20,Tuesday,0,0,2015-01-23,30,Friday,0,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,15.0552777777778,152.944722222222,73.4027777777778,79.5419444444444
1679,2015-01-23 17:32:08,user1360,2015-01-23 16:55:55,cpn1914,5,1.85,0.94,1,brand4,prod51,cat8:cat7,cpn1915,8.71,8.71,1.26,0,brand5,prod114,cat5:cat2,cpn1369,4.91,0.56,1.57,1,brand4,prod16,cat5:cat7,0,0,0,194.59,2015-01-23,55,Friday,0,1,2015-01-23,8,Friday,0,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,88.9316666666667,79.0683333333333,0.603611111111111,78.4647222222222
1680,2015-01-23 17:54:17,user1361,2015-01-23 15:19:32,cpn565,2.73,1.36,0.63,0,brand2,prod74,cat1,cpn473,3.8,0.84,1.88,0,brand2,prod86,cat3,cpn295,3.06,0.31,1.88,1,brand4,prod75,cat5:cat7,0,1,1,199.97,2015-01-23,32,Friday,0,1,2015-01-23,17,Friday,0,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,87.3252777777778,80.6747222222222,2.57916666666667,78.0955555555555
1681,2015-01-23 18:19:04,user1362,2015-01-21 13:22:42,cpn264,3.66,3.66,0.63,0,brand2,prod3,cat5:cat9,cpn1916,2.22,1.06,1.57,0,brand3,prod12,cat5,cpn1917,2.32,0.82,0.94,0,brand3,prod111,cat5,0,0,0,592.95,2015-01-21,42,Wednesday,0,0,2015-01-23,4,Friday,0,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,37.3780555555556,130.621944444444,52.9394444444444,77.6825
1682,2015-01-23 18:34:54,user65,2015-01-20 14:34:11,cpn1918,4.82,1.93,0.94,0,brand3,prod164,cat8,cpn637,6.95,0.77,1.88,0,brand2,prod2,cat3:cat4:cat2,cpn1382,5.51,0,0.94,0,brand3,prod82,cat5,0,0,0,484.31,2015-01-20,11,Tuesday,0,0,2015-01-23,54,Friday,0,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,14.5694444444444,153.430555555556,76.0119444444444,77.4186111111111
1683,2015-01-23 18:36:02,user1363,2015-01-23 17:52:55,cpn77,4.4,1.99,0.94,1,brand4,prod51,cat8:cat7,cpn426,7.36,7.36,1.88,1,brand4,prod14,cat5:cat7:cat4:cat2,cpn965,3.06,1.53,1.57,1,brand4,prod68,cat8:cat7,0,0,1,343.67,2015-01-23,55,Friday,0,1,2015-01-23,2,Friday,0,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,89.8816666666667,78.1183333333333,0.718611111111111,77.3997222222222
1684,2015-01-23 19:46:29,user705,2015-01-23 19:31:38,cpn1534,6.58,1.36,1.57,0,brand3,prod43,cat3,cpn1919,7.97,3.19,1.88,0,brand3,prod5,cat6,cpn1920,6.85,3.91,1.26,0,brand3,prod198,cat6,0,0,0,186.44,2015-01-23,38,Friday,0,1,2015-01-23,29,Friday,0,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,91.5269444444444,76.4730555555556,0.2475,76.2255555555556
1685,2015-01-23 19:51:47,user1330,2015-01-20 13:53:24,cpn128,6.44,0,0.94,1,brand4,prod35,cat8:cat7,cpn8,4.17,1.39,1.26,1,brand4,prod8,cat3:cat7,cpn842,4.91,2.45,2.2,1,brand4,prod14,cat5:cat7,0,0,0,204.6,2015-01-20,24,Tuesday,0,0,2015-01-23,47,Friday,0,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,13.8897222222222,154.110277777778,77.9730555555556,76.1372222222222
1686,2015-01-23 19:57:58,user1364,2015-01-20 13:51:16,cpn1921,7.22,1.81,1.26,0,brand3,prod168,cat1,cpn1399,4.58,1.47,1.88,0,brand5,prod9,cat5:cat2,cpn1474,4.26,1.37,1.57,0,brand5,prod9,cat5:cat2,0,0,0,327.83,2015-01-20,16,Tuesday,0,0,2015-01-23,58,Friday,0,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,13.8541666666667,154.145833333333,78.1116666666667,76.0341666666667
1687,2015-01-23 20:40:01,user586,2015-01-22 09:59:08,cpn1922,7.18,1.59,0.63,0,brand3,prod104,cat8:cat4:cat2,cpn1233,5.19,2.07,1.57,0,brand3,prod93,cat10:cat9,cpn215,5.37,2.98,1.57,0,brand5,prod29,cat5:cat15:cat2,0,0,0,186.72,2015-01-22,8,Thursday,0,0,2015-01-23,1,Friday,0,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,57.9852777777778,110.014722222222,34.6813888888889,75.3333333333333
1688,2015-01-23 20:45:10,user1365,2015-01-23 19:14:21,cpn125,5.97,1.99,1.57,0,brand6,prod33,cat1,cpn1125,9.22,0.92,1.88,0,brand2,prod86,cat3:cat4,cpn1379,3.24,3.24,1.88,1,brand4,prod69,cat5:cat7,0,0,0,210.8,2015-01-23,21,Friday,0,1,2015-01-23,10,Friday,0,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,91.2388888888889,76.7611111111111,1.51361111111111,75.2475
1689,2015-01-23 20:51:04,user212,2015-01-20 14:36:52,cpn412,8.66,5.09,1.26,0,brand2,prod131,cat1:cat4,cpn819,9.22,0.88,1.26,0,brand2,prod2,cat3,cpn161,8.29,1.66,1.57,1,brand4,prod3,cat5:cat7:cat15:cat4,0,0,0,141.71,2015-01-20,52,Tuesday,0,0,2015-01-23,4,Friday,0,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,14.6141666666667,153.385833333333,78.2366666666667,75.1491666666667
1690,2015-01-23 20:56:03,user1366,2015-01-23 10:29:50,cpn82,3.98,2.65,1.57,0,brand10,prod30,cat1,cpn1197,9.22,1.84,1.57,0,brand3,prod2,cat3,cpn71,5.51,1.1,1.88,1,brand4,prod24,cat5:cat7,0,0,0,408.13,2015-01-23,50,Friday,0,1,2015-01-23,3,Friday,0,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,82.4969444444444,85.5030555555556,10.4369444444444,75.0661111111111
1691,2015-01-23 21:14:02,user1367,2015-01-20 17:51:05,cpn1923,12.78,1.42,1.57,0,brand3,prod87,cat12,cpn1238,8.29,2.76,1.57,0,brand3,prod87,cat12,cpn575,6.76,0,1.57,0,brand3,prod141,cat6,0,0,0,217.52,2015-01-20,5,Tuesday,0,0,2015-01-23,2,Friday,0,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,17.8511111111111,150.148888888889,75.3825,74.7663888888889
1692,2015-01-23 21:24:41,user1368,2015-01-23 19:51:39,cpn915,4.91,4.91,1.57,0,brand6,prod156,cat1,cpn1603,5.97,0.99,1.26,0,brand3,prod43,cat3,cpn1924,9.22,3.69,1.26,0,brand3,prod12,cat5,0,0,0,223.4,2015-01-23,39,Friday,0,1,2015-01-23,41,Friday,0,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,91.8605555555555,76.1394444444445,1.55055555555556,74.5888888888889
1693,2015-01-23 21:50:12,user730,2015-01-23 20:46:12,cpn951,2.78,2.78,1.88,0,brand22,prod61,cat11:cat4:cat2,cpn1925,2.32,0,1.57,0,brand4,prod63,cat5,cpn207,2.27,0.45,0,1,brand4,prod85,cat5:cat7,1,0,1,185.66,2015-01-23,12,Friday,0,1,2015-01-23,12,Friday,0,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,92.7697222222222,75.2302777777778,1.06666666666667,74.1636111111111
1694,2015-01-23 21:51:44,user1369,2015-01-23 20:44:47,cpn1085,5.37,3.58,1.88,0,brand3,prod30,cat1,cpn319,9.17,1.05,1.26,0,brand3,prod28,cat3,cpn309,5.51,0.73,1.26,0,brand3,prod27,cat5:cat2,0,0,0,210.76,2015-01-23,47,Friday,0,1,2015-01-23,44,Friday,0,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,92.7461111111111,75.2538888888889,1.11583333333333,74.1380555555556
1695,2015-01-23 22:09:26,user1370,2015-01-23 21:41:00,cpn1926,5.93,0.74,1.26,0,brand3,prod124,cat8,cpn1793,2.55,0.51,2.2,1,brand4,prod58,cat5:cat7,cpn144,4.49,0.49,0,0,brand3,prod71,cat16:cat12,1,0,1,190.38,2015-01-23,0,Friday,0,1,2015-01-23,26,Friday,0,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,93.6830555555556,74.3169444444444,0.473888888888889,73.8430555555556
1696,2015-01-23 22:16:25,user98,2015-01-20 22:11:28,cpn1653,3.89,1.56,1.57,0,brand2,prod47,cat11,cpn878,5.19,0,0.94,0,brand3,prod3,cat5,cpn256,4.12,3.43,1.26,0,brand3,prod12,cat5:cat9,0,0,1,185.24,2015-01-20,28,Tuesday,0,0,2015-01-23,25,Friday,0,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,22.1908333333333,145.809166666667,72.0825,73.7266666666667
1697,2015-01-23 23:07:43,user1371,2015-01-20 22:25:49,cpn1085,5.37,3.58,1.88,0,brand3,prod30,cat1,cpn414,3.06,2.04,2.2,0,brand2,prod4,cat5,cpn932,3.06,2.65,1.88,0,brand2,prod4,cat5,0,0,0,241.09,2015-01-20,49,Tuesday,0,0,2015-01-23,43,Friday,0,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,22.43,145.57,72.6983333333333,72.8716666666667
1698,2015-01-23 23:25:13,user558,2015-01-22 22:21:18,cpn1542,5.79,2.63,1.57,0,brand3,prod51,cat8,cpn574,5.97,1.24,1.57,0,brand3,prod43,cat3:cat2,cpn1927,16.63,6.65,1.26,0,brand3,prod114,cat5:cat2,1,0,0,192.6,2015-01-22,18,Thursday,0,0,2015-01-23,13,Friday,0,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,70.3547222222222,97.6452777777778,25.0652777777778,72.58
1699,2015-01-23 23:25:30,user1372,2015-01-20 13:55:15,cpn13,12.27,2.45,1.26,0,brand6,prod7,cat1,cpn633,3.33,0.67,0.63,1,brand4,prod11,cat3:cat7,cpn1508,5.51,0.66,1.26,0,brand2,prod80,cat5,0,0,0,197.88,2015-01-20,15,Tuesday,0,0,2015-01-23,30,Friday,0,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,13.9205555555556,154.079444444444,81.5041666666667,72.5752777777778
1700,2015-01-23 23:28:20,user247,2015-01-20 16:02:41,cpn624,9.08,2.27,0.63,1,brand4,prod31,cat1:cat7,cpn185,7.36,2.04,1.88,1,brand4,prod36,cat3:cat7,cpn12,5.74,4.25,1.57,0,brand5,prod12,cat5:cat2,0,0,0,188.34,2015-01-20,41,Tuesday,0,0,2015-01-23,20,Friday,0,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,16.0444444444444,151.955555555556,79.4275,72.5280555555556
1701,2015-01-23 23:31:44,user375,2015-01-23 21:13:22,cpn341,14.82,8.22,0.63,0,brand6,prod45,cat1:cat4:cat9,cpn187,6.44,0.85,1.88,0,brand2,prod13,cat3,cpn1384,6.3,2.52,1.88,0,brand5,prod19,cat5,0,0,0,311.02,2015-01-23,22,Friday,0,1,2015-01-23,44,Friday,0,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,93.2225,74.7775,2.30611111111111,72.4713888888889
1702,2015-01-23 23:52:26,user1052,2015-01-20 19:03:12,cpn576,7.32,2.93,0.94,1,brand4,prod33,cat1:cat7:cat4,cpn120,7.13,1.78,1.26,1,brand4,prod11,cat3:cat7:cat4,cpn564,8.29,1.66,1.57,1,brand4,prod17,cat5,0,0,0,300.83,2015-01-20,12,Tuesday,0,0,2015-01-23,26,Friday,0,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,19.0530555555556,148.946944444444,76.8205555555556,72.1263888888889
1703,2015-01-24 00:55:26,user1373,2015-01-24 00:06:03,cpn1602,3.24,4.32,1.26,0,brand11,prod21,cat11:cat12,cpn567,9.59,1.18,0.94,0,brand3,prod2,cat16:cat3:cat2,cpn1191,4.35,1.08,1.26,0,brand3,prod37,cat5:cat2,0,0,0,186.81,2015-01-24,3,Saturday,1,1,2015-01-24,26,Saturday,1,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,96.1005555555556,71.8994444444444,0.823055555555556,71.0763888888889
1704,2015-01-24 02:22:01,user1374,2015-01-20 13:59:32,cpn288,6.67,8.34,1.26,0,brand2,prod40,cat1,cpn1870,5.37,2.15,1.57,0,brand3,prod93,cat10,cpn1928,13.85,0,1.26,0,brand5,prod3,cat5:cat2,0,0,0,631.21,2015-01-20,32,Tuesday,0,0,2015-01-24,1,Saturday,1,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,13.9919444444444,154.008055555556,84.3747222222222,69.6333333333333
1705,2015-01-24 08:40:18,user529,2015-01-20 14:58:41,cpn13,12.27,2.45,1.26,0,brand6,prod7,cat1,cpn1735,6.44,1.6,1.57,1,brand4,prod28,cat3:cat7,cpn1000,3.52,4.14,1.88,0,brand5,prod103,cat5:cat15:cat4:cat2,0,0,0,171.86,2015-01-20,41,Tuesday,0,0,2015-01-24,18,Saturday,1,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,14.9777777777778,153.022222222222,89.6936111111111,63.3286111111111
1706,2015-01-24 08:43:59,user529,2015-01-20 14:58:41,cpn13,12.27,2.45,1.26,0,brand6,prod7,cat1,cpn1735,6.44,1.6,1.57,1,brand4,prod28,cat3:cat7,cpn1000,3.52,4.14,1.88,0,brand5,prod103,cat5:cat15:cat4:cat2,0,0,0,141.2,2015-01-20,41,Tuesday,0,0,2015-01-24,59,Saturday,1,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,14.9777777777778,153.022222222222,89.755,63.2672222222222
1707,2015-01-24 10:47:38,user675,2015-01-24 10:15:46,cpn512,7.59,5.06,1.26,1,brand4,prod7,cat1,cpn260,5.93,4.56,1.26,0,brand5,prod100,cat2,cpn1775,5.51,4.23,1.26,0,brand5,prod64,cat5:cat2,0,0,0,189.04,2015-01-24,46,Saturday,1,1,2015-01-24,38,Saturday,1,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,106.2625,61.7375,0.531111111111111,61.2063888888889
1708,2015-01-24 10:53:36,user1375,2015-01-21 17:44:54,cpn205,6.25,2.5,0.63,0,brand2,prod51,cat8:cat4:cat9,cpn1227,5.51,1.57,1.26,0,brand20,prod108,cat23:cat10,cpn518,4.58,1.39,0.94,0,brand3,prod85,cat5,0,0,0,162.41,2015-01-21,54,Wednesday,0,0,2015-01-24,36,Saturday,1,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,41.7480555555556,126.251944444444,65.145,61.1069444444444
1709,2015-01-24 10:56:56,user1376,2015-01-24 10:53:09,cpn67,2.73,2.73,1.57,1,brand4,prod47,cat11:cat7:cat19,cpn332,17.55,0,1.57,0,brand3,prod3,cat5:cat15,cpn1676,5.19,0,1.26,0,brand3,prod3,cat5,0,0,0,213.35,2015-01-24,9,Saturday,1,1,2015-01-24,56,Saturday,1,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,106.885555555556,61.1144444444444,0.0630555555555556,61.0513888888889
1710,2015-01-24 11:03:04,user530,2015-01-24 10:25:56,cpn153,9.22,11.51,1.26,0,brand5,prod40,cat1:cat2,cpn219,5.88,1.95,1.57,0,brand3,prod46,cat3,cpn1879,3.24,2.16,0.94,1,brand4,prod50,cat5:cat7,0,0,0,188.9,2015-01-24,56,Saturday,1,1,2015-01-24,4,Saturday,1,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,106.431944444444,61.5680555555556,0.618888888888889,60.9491666666667
1711,2015-01-24 11:59:54,user1377,2015-01-20 14:59:34,cpn106,22.92,4.58,1.88,0,brand3,prod1,cat1:cat15,cpn558,2.73,2.73,1.57,1,brand4,prod75,cat5:cat7,cpn158,2.69,2.69,1.57,1,brand4,prod75,cat5:cat7:cat4,0,0,1,188.11,2015-01-20,34,Tuesday,0,0,2015-01-24,54,Saturday,1,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,14.9925,153.0075,93.0055555555556,60.0019444444444
1712,2015-01-24 12:02:29,user1378,2015-01-20 17:32:24,cpn203,10.88,3.2,1.57,0,brand2,prod31,cat1:cat4:cat2,cpn1929,6.21,2.48,0.94,0,brand3,prod12,cat5,cpn1714,2.73,0,1.26,0,brand25,prod17,cat5:cat9,0,0,0,161.71,2015-01-20,24,Tuesday,0,0,2015-01-24,29,Saturday,1,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,17.5397222222222,150.460277777778,90.5013888888889,59.9588888888889
1713,2015-01-24 12:17:24,user1379,2015-01-22 18:03:00,cpn1930,7.22,1.81,1.26,0,brand3,prod20,cat16:cat12,cpn1237,10.14,3.07,1.26,0,brand3,prod109,cat12:cat2,cpn827,3.01,0,1.57,0,brand2,prod140,cat13:cat9,1,0,0,375.3,2015-01-22,0,Thursday,0,0,2015-01-24,24,Saturday,1,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,66.0497222222222,101.950277777778,42.24,59.7102777777778
1714,2015-01-24 12:25:19,user1380,2015-01-20 18:49:38,cpn1931,2.73,1.82,0.63,0,brand3,prod39,cat5:cat26,cpn1932,7.22,1.2,1.88,1,brand4,prod145,cat12:cat7,cpn266,2.73,0.27,1.57,0,brand13,prod102,cat13,0,0,0,290.92,2015-01-20,38,Tuesday,0,0,2015-01-24,19,Saturday,1,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,18.8269444444444,149.173055555556,89.5947222222222,59.5783333333333
1715,2015-01-24 12:43:11,user1381,2015-01-20 19:15:47,cpn780,8.66,8.66,1.26,0,brand1,prod40,cat1,cpn1720,4.58,1.91,1.88,1,brand4,prod43,cat3,cpn207,2.27,0.45,0,1,brand4,prod85,cat5:cat7,0,0,0,202.98,2015-01-20,47,Tuesday,0,0,2015-01-24,11,Saturday,1,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,19.2627777777778,148.737222222222,89.4566666666667,59.2805555555556
1716,2015-01-24 12:59:04,user1115,2015-01-24 12:34:58,cpn439,6.67,1.67,1.26,0,brand6,prod33,cat1:cat4,cpn798,6.07,0.92,0,0,brand2,prod46,cat3,cpn1314,2.73,6.07,2.2,1,brand4,prod4,cat5:cat7,0,0,0,185.56,2015-01-24,58,Saturday,1,1,2015-01-24,4,Saturday,1,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,108.5825,59.4175,0.401666666666667,59.0158333333333
1717,2015-01-24 13:07:00,user14,2015-01-21 11:49:36,cpn211,2.73,2.09,1.26,0,brand2,prod38,cat1,cpn664,2.96,0.59,0.94,1,brand4,prod11,cat3:cat7,cpn1812,6.76,0,1.57,0,brand3,prod195,cat5,0,0,0,185.47,2015-01-21,36,Wednesday,0,0,2015-01-24,0,Saturday,1,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,35.8263888888889,132.173611111111,73.29,58.8836111111111
1718,2015-01-24 13:11:43,user1030,2015-01-20 14:58:55,cpn97,5.84,5.84,1.26,1,brand4,prod40,cat1,cpn515,6.02,0.75,1.57,0,brand3,prod11,cat3,cpn121,4.58,1.14,0.94,0,brand5,prod58,cat5:cat15:cat2,0,0,0,192.6,2015-01-20,55,Tuesday,0,0,2015-01-24,43,Saturday,1,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,14.9816666666667,153.018333333333,94.2133333333333,58.805
