orderID,batchID,couponsSent,couponsExpire
776,1,2015-01-06,2016-01-06
777,1,2015-01-06,2016-01-06
778,1,2015-01-06,2016-01-06
779,1,2015-01-06,2016-01-06
780,1,2015-01-06,2016-01-06
781,1,2015-01-06,2016-01-06
782,1,2015-01-06,2016-01-06
783,1,2015-01-06,2016-01-06
784,1,2015-01-06,2016-01-06
785,1,2015-01-06,2016-01-06
786,1,2015-01-06,2016-01-06
787,1,2015-01-06,2016-01-06
788,1,2015-01-06,2016-01-06
789,1,2015-01-06,2016-01-06
790,1,2015-01-06,2016-01-06
791,1,2015-01-06,2016-01-06
792,1,2015-01-06,2016-01-06
793,1,2015-01-06,2016-01-06
794,1,2015-01-06,2016-01-06
795,1,2015-01-06,2016-01-06
796,1,2015-01-06,2016-01-06
797,1,2015-01-06,2016-01-06
798,1,2015-01-06,2016-01-06
799,1,2015-01-06,2016-01-06
800,1,2015-01-06,2016-01-06
801,1,2015-01-06,2016-01-06
802,1,2015-01-06,2016-01-06
803,1,2015-01-06,2016-01-06
804,1,2015-01-06,2016-01-06
805,1,2015-01-06,2016-01-06
806,1,2015-01-06,2016-01-06
807,1,2015-01-06,2016-01-06
808,1,2015-01-06,2016-01-06
809,1,2015-01-06,2016-01-06
810,1,2015-01-06,2016-01-06
811,1,2015-01-06,2016-01-06
812,1,2015-01-06,2016-01-06
813,1,2015-01-06,2016-01-06
814,1,2015-01-06,2016-01-06
815,1,2015-01-06,2016-01-06
816,1,2015-01-06,2016-01-06
817,1,2015-01-06,2016-01-06
818,1,2015-01-06,2016-01-06
819,1,2015-01-06,2016-01-06
820,1,2015-01-06,2016-01-06
821,1,2015-01-06,2016-01-06
822,1,2015-01-06,2016-01-06
823,1,2015-01-06,2016-01-06
824,1,2015-01-06,2016-01-06
825,1,2015-01-06,2016-01-06
826,1,2015-01-06,2016-01-06
827,1,2015-01-06,2016-01-06
828,1,2015-01-06,2016-01-06
829,1,2015-01-06,2016-01-06
830,1,2015-01-06,2016-01-06
831,1,2015-01-06,2016-01-06
832,1,2015-01-06,2016-01-06
833,1,2015-01-06,2016-01-06
834,1,2015-01-06,2016-01-06
835,1,2015-01-06,2016-01-06
836,1,2015-01-06,2016-01-06
837,1,2015-01-06,2016-01-06
838,1,2015-01-06,2016-01-06
839,1,2015-01-06,2016-01-06
840,1,2015-01-06,2016-01-06
841,1,2015-01-06,2016-01-06
842,1,2015-01-06,2016-01-06
843,1,2015-01-06,2016-01-06
844,1,2015-01-06,2016-01-06
845,1,2015-01-06,2016-01-06
846,1,2015-01-06,2016-01-06
847,1,2015-01-06,2016-01-06
848,1,2015-01-06,2016-01-06
849,1,2015-01-06,2016-01-06
850,1,2015-01-06,2016-01-06
851,1,2015-01-06,2016-01-06
852,1,2015-01-06,2016-01-06
853,1,2015-01-06,2016-01-06
854,1,2015-01-06,2016-01-06
855,2,2015-01-06,2016-01-06
856,2,2015-01-06,2016-01-06
857,2,2015-01-06,2016-01-06
858,2,2015-01-06,2016-01-06
859,2,2015-01-06,2016-01-06
860,2,2015-01-06,2016-01-06
861,2,2015-01-06,2016-01-06
862,2,2015-01-06,2016-01-06
863,2,2015-01-06,2016-01-06
864,2,2015-01-06,2016-01-06
865,2,2015-01-06,2016-01-06
866,2,2015-01-06,2016-01-06
867,2,2015-01-06,2016-01-06
868,2,2015-01-06,2016-01-06
869,2,2015-01-06,2016-01-06
870,2,2015-01-06,2016-01-06
871,2,2015-01-06,2016-01-06
872,2,2015-01-06,2016-01-06
873,2,2015-01-06,2016-01-06
874,2,2015-01-06,2016-01-06
875,2,2015-01-06,2016-01-06
876,2,2015-01-06,2016-01-06
877,2,2015-01-06,2016-01-06
878,2,2015-01-06,2016-01-06
879,2,2015-01-06,2016-01-06
880,2,2015-01-06,2016-01-06
881,2,2015-01-06,2016-01-06
882,2,2015-01-06,2016-01-06
883,2,2015-01-06,2016-01-06
884,2,2015-01-06,2016-01-06
885,2,2015-01-06,2016-01-06
886,2,2015-01-06,2016-01-06
887,2,2015-01-06,2016-01-06
888,2,2015-01-06,2016-01-06
889,2,2015-01-06,2016-01-06
890,2,2015-01-06,2016-01-06
891,2,2015-01-06,2016-01-06
892,2,2015-01-06,2016-01-06
893,2,2015-01-06,2016-01-06
894,2,2015-01-06,2016-01-06
895,2,2015-01-06,2016-01-06
896,2,2015-01-06,2016-01-06
897,2,2015-01-06,2016-01-06
898,2,2015-01-06,2016-01-06
899,2,2015-01-06,2016-01-06
900,2,2015-01-06,2016-01-06
901,2,2015-01-06,2016-01-06
902,2,2015-01-06,2016-01-06
903,2,2015-01-06,2016-01-06
904,2,2015-01-06,2016-01-06
905,2,2015-01-06,2016-01-06
906,2,2015-01-06,2016-01-06
907,2,2015-01-06,2016-01-06
908,2,2015-01-06,2016-01-06
909,2,2015-01-06,2016-01-06
910,2,2015-01-06,2016-01-06
911,2,2015-01-06,2016-01-06
912,2,2015-01-06,2016-01-06
913,2,2015-01-06,2016-01-06
914,2,2015-01-06,2016-01-06
915,2,2015-01-06,2016-01-06
916,2,2015-01-06,2016-01-06
917,2,2015-01-06,2016-01-06
918,2,2015-01-06,2016-01-06
919,2,2015-01-06,2016-01-06
920,2,2015-01-06,2016-01-06
921,2,2015-01-06,2016-01-06
922,2,2015-01-06,2016-01-06
923,2,2015-01-06,2016-01-06
924,2,2015-01-06,2016-01-06
925,2,2015-01-06,2016-01-06
926,2,2015-01-06,2016-01-06
927,2,2015-01-06,2016-01-06
928,2,2015-01-06,2016-01-06
929,2,2015-01-06,2016-01-06
930,2,2015-01-06,2016-01-06
931,2,2015-01-06,2016-01-06
932,2,2015-01-06,2016-01-06
933,2,2015-01-06,2016-01-06
934,2,2015-01-06,2016-01-06
935,2,2015-01-06,2016-01-06
936,2,2015-01-06,2016-01-06
937,2,2015-01-06,2016-01-06
938,2,2015-01-06,2016-01-06
939,2,2015-01-06,2016-01-06
940,2,2015-01-06,2016-01-06
941,2,2015-01-06,2016-01-06
942,2,2015-01-06,2016-01-06
943,2,2015-01-06,2016-01-06
944,2,2015-01-06,2016-01-06
945,2,2015-01-06,2016-01-06
946,2,2015-01-06,2016-01-06
947,2,2015-01-06,2016-01-06
948,2,2015-01-06,2016-01-06
949,2,2015-01-06,2016-01-06
950,2,2015-01-06,2016-01-06
951,2,2015-01-06,2016-01-06
952,2,2015-01-06,2016-01-06
953,2,2015-01-06,2016-01-06
954,2,2015-01-06,2016-01-06
955,2,2015-01-06,2016-01-06
956,2,2015-01-06,2016-01-06
957,2,2015-01-06,2016-01-06
958,2,2015-01-06,2016-01-06
959,2,2015-01-06,2016-01-06
960,2,2015-01-06,2016-01-06
961,2,2015-01-06,2016-01-06
962,2,2015-01-06,2016-01-06
963,2,2015-01-06,2016-01-06
964,2,2015-01-06,2016-01-06
965,2,2015-01-06,2016-01-06
966,2,2015-01-06,2016-01-06
967,2,2015-01-06,2016-01-06
968,2,2015-01-06,2016-01-06
969,2,2015-01-06,2016-01-06
970,2,2015-01-06,2016-01-06
971,2,2015-01-06,2016-01-06
972,2,2015-01-06,2016-01-06
973,2,2015-01-06,2016-01-06
974,2,2015-01-06,2016-01-06
975,2,2015-01-06,2016-01-06
976,2,2015-01-06,2016-01-06
977,2,2015-01-06,2016-01-06
978,2,2015-01-06,2016-01-06
979,2,2015-01-06,2016-01-06
980,2,2015-01-06,2016-01-06
981,2,2015-01-06,2016-01-06
982,2,2015-01-06,2016-01-06
983,2,2015-01-06,2016-01-06
984,2,2015-01-06,2016-01-06
985,2,2015-01-06,2016-01-06
986,2,2015-01-06,2016-01-06
987,2,2015-01-06,2016-01-06
988,2,2015-01-06,2016-01-06
989,2,2015-01-06,2016-01-06
990,2,2015-01-06,2016-01-06
991,2,2015-01-06,2016-01-06
992,2,2015-01-06,2016-01-06
993,2,2015-01-06,2016-01-06
994,2,2015-01-06,2016-01-06
995,2,2015-01-06,2016-01-06
996,2,2015-01-06,2016-01-06
997,2,2015-01-06,2016-01-06
998,2,2015-01-06,2016-01-06
999,2,2015-01-06,2016-01-06
1000,2,2015-01-06,2016-01-06
1001,2,2015-01-06,2016-01-06
1002,2,2015-01-06,2016-01-06
1003,2,2015-01-06,2016-01-06
1004,2,2015-01-06,2016-01-06
1005,2,2015-01-06,2016-01-06
1006,2,2015-01-06,2016-01-06
1007,2,2015-01-06,2016-01-06
1008,2,2015-01-06,2016-01-06
1009,2,2015-01-06,2016-01-06
1010,2,2015-01-06,2016-01-06
1011,2,2015-01-06,2016-01-06
1012,2,2015-01-06,2016-01-06
1013,2,2015-01-06,2016-01-06
1014,2,2015-01-06,2016-01-06
1015,2,2015-01-06,2016-01-06
1016,2,2015-01-06,2016-01-06
1017,2,2015-01-06,2016-01-06
1018,2,2015-01-06,2016-01-06
1019,2,2015-01-06,2016-01-06
1020,2,2015-01-06,2016-01-06
1021,2,2015-01-06,2016-01-06
1022,2,2015-01-06,2016-01-06
1023,2,2015-01-06,2016-01-06
1024,2,2015-01-06,2016-01-06
1025,2,2015-01-06,2016-01-06
1026,2,2015-01-06,2016-01-06
1027,2,2015-01-06,2016-01-06
1028,2,2015-01-06,2016-01-06
1029,2,2015-01-06,2016-01-06
1030,2,2015-01-06,2016-01-06
1031,2,2015-01-06,2016-01-06
1032,2,2015-01-06,2016-01-06
1033,2,2015-01-06,2016-01-06
1034,2,2015-01-06,2016-01-06
1035,2,2015-01-06,2016-01-06
1036,2,2015-01-06,2016-01-06
1037,2,2015-01-06,2016-01-06
1038,2,2015-01-06,2016-01-06
1039,2,2015-01-06,2016-01-06
1040,2,2015-01-06,2016-01-06
1041,2,2015-01-06,2016-01-06
1042,2,2015-01-06,2016-01-06
1043,2,2015-01-06,2016-01-06
1044,2,2015-01-06,2016-01-06
1045,2,2015-01-06,2016-01-06
1046,2,2015-01-06,2016-01-06
1047,2,2015-01-06,2016-01-06
1048,2,2015-01-06,2016-01-06
1049,2,2015-01-06,2016-01-06
1050,2,2015-01-06,2016-01-06
1051,2,2015-01-06,2016-01-06
1052,2,2015-01-06,2016-01-06
1053,2,2015-01-06,2016-01-06
1054,2,2015-01-06,2016-01-06
1055,2,2015-01-06,2016-01-06
1056,2,2015-01-06,2016-01-06
1057,2,2015-01-06,2016-01-06
1058,2,2015-01-06,2016-01-06
1059,2,2015-01-06,2016-01-06
1060,2,2015-01-06,2016-01-06
1061,2,2015-01-06,2016-01-06
1062,2,2015-01-06,2016-01-06
1063,2,2015-01-06,2016-01-06
1064,2,2015-01-06,2016-01-06
1065,2,2015-01-06,2016-01-06
1066,2,2015-01-06,2016-01-06
1067,2,2015-01-06,2016-01-06
1068,2,2015-01-06,2016-01-06
1069,2,2015-01-06,2016-01-06
1070,2,2015-01-06,2016-01-06
1071,2,2015-01-06,2016-01-06
1072,2,2015-01-06,2016-01-06
1073,2,2015-01-06,2016-01-06
1074,2,2015-01-06,2016-01-06
1075,2,2015-01-06,2016-01-06
1076,2,2015-01-06,2016-01-06
1077,2,2015-01-06,2016-01-06
1078,2,2015-01-06,2016-01-06
1079,2,2015-01-06,2016-01-06
1080,2,2015-01-06,2016-01-06
1081,2,2015-01-06,2016-01-06
1082,2,2015-01-06,2016-01-06
1083,2,2015-01-06,2016-01-06
1084,2,2015-01-06,2016-01-06
1085,2,2015-01-06,2016-01-06
1086,2,2015-01-06,2016-01-06
1087,2,2015-01-06,2016-01-06
1088,2,2015-01-06,2016-01-06
1089,2,2015-01-06,2016-01-06
1090,2,2015-01-06,2016-01-06
1091,2,2015-01-06,2016-01-06
1092,2,2015-01-06,2016-01-06
1093,2,2015-01-06,2016-01-06
1094,2,2015-01-06,2016-01-06
1095,2,2015-01-06,2016-01-06
1096,2,2015-01-06,2016-01-06
1097,2,2015-01-06,2016-01-06
1098,2,2015-01-06,2016-01-06
1099,2,2015-01-06,2016-01-06
1100,2,2015-01-06,2016-01-06
1101,2,2015-01-06,2016-01-06
1102,2,2015-01-06,2016-01-06
1103,2,2015-01-06,2016-01-06
1104,2,2015-01-06,2016-01-06
1105,2,2015-01-06,2016-01-06
1106,2,2015-01-06,2016-01-06
1107,2,2015-01-06,2016-01-06
1108,2,2015-01-06,2016-01-06
1109,2,2015-01-06,2016-01-06
1110,2,2015-01-06,2016-01-06
1111,2,2015-01-06,2016-01-06
1112,2,2015-01-06,2016-01-06
1113,2,2015-01-06,2016-01-06
1114,2,2015-01-06,2016-01-06
1115,2,2015-01-06,2016-01-06
1116,2,2015-01-06,2016-01-06
1117,2,2015-01-06,2016-01-06
1118,2,2015-01-06,2016-01-06
1119,2,2015-01-06,2016-01-06
1120,2,2015-01-06,2016-01-06
1121,2,2015-01-06,2016-01-06
1122,2,2015-01-06,2016-01-06
1123,2,2015-01-06,2016-01-06
1124,2,2015-01-06,2016-01-06
1125,2,2015-01-06,2016-01-06
1126,2,2015-01-06,2016-01-06
1127,2,2015-01-06,2016-01-06
1128,2,2015-01-06,2016-01-06
1129,2,2015-01-06,2016-01-06
1130,2,2015-01-06,2016-01-06
1131,2,2015-01-06,2016-01-06
1132,2,2015-01-06,2016-01-06
1133,2,2015-01-06,2016-01-06
1134,2,2015-01-06,2016-01-06
1135,2,2015-01-06,2016-01-06
1136,2,2015-01-06,2016-01-06
1137,2,2015-01-06,2016-01-06
1138,2,2015-01-06,2016-01-06
1139,2,2015-01-06,2016-01-06
1140,2,2015-01-06,2016-01-06
1141,2,2015-01-06,2016-01-06
1142,2,2015-01-06,2016-01-06
1143,2,2015-01-06,2016-01-06
1144,2,2015-01-06,2016-01-06
1145,2,2015-01-06,2016-01-06
1146,2,2015-01-06,2016-01-06
1147,2,2015-01-06,2016-01-06
1148,2,2015-01-06,2016-01-06
1149,2,2015-01-06,2016-01-06
1150,2,2015-01-06,2016-01-06
1151,2,2015-01-06,2016-01-06
1152,2,2015-01-06,2016-01-06
1153,2,2015-01-06,2016-01-06
1154,2,2015-01-06,2016-01-06
1155,2,2015-01-06,2016-01-06
1156,2,2015-01-06,2016-01-06
1157,2,2015-01-06,2016-01-06
1158,2,2015-01-06,2016-01-06
1159,2,2015-01-06,2016-01-06
1160,2,2015-01-06,2016-01-06
1161,2,2015-01-06,2016-01-06
1162,2,2015-01-06,2016-01-06
1163,2,2015-01-06,2016-01-06
1164,2,2015-01-06,2016-01-06
1165,2,2015-01-06,2016-01-06
1166,2,2015-01-06,2016-01-06
1167,2,2015-01-06,2016-01-06
1168,2,2015-01-06,2016-01-06
1169,2,2015-01-06,2016-01-06
1170,2,2015-01-06,2016-01-06
1171,2,2015-01-06,2016-01-06
1172,2,2015-01-06,2016-01-06
1173,2,2015-01-06,2016-01-06
1174,2,2015-01-06,2016-01-06
1175,2,2015-01-06,2016-01-06
1176,2,2015-01-06,2016-01-06
1177,2,2015-01-06,2016-01-06
1178,2,2015-01-06,2016-01-06
1179,2,2015-01-06,2016-01-06
1180,2,2015-01-06,2016-01-06
1181,2,2015-01-06,2016-01-06
1182,2,2015-01-06,2016-01-06
1183,2,2015-01-06,2016-01-06
1184,2,2015-01-06,2016-01-06
1185,2,2015-01-06,2016-01-06
1186,2,2015-01-06,2016-01-06
1187,2,2015-01-06,2016-01-06
1188,2,2015-01-06,2016-01-06
1189,2,2015-01-06,2016-01-06
1190,2,2015-01-06,2016-01-06
1191,2,2015-01-06,2016-01-06
1192,2,2015-01-06,2016-01-06
1193,2,2015-01-06,2016-01-06
1194,2,2015-01-06,2016-01-06
1195,2,2015-01-06,2016-01-06
1196,2,2015-01-06,2016-01-06
1197,2,2015-01-06,2016-01-06
1198,2,2015-01-06,2016-01-06
1199,2,2015-01-06,2016-01-06
1200,2,2015-01-06,2016-01-06
1201,2,2015-01-06,2016-01-06
1202,2,2015-01-06,2016-01-06
1203,2,2015-01-06,2016-01-06
1204,2,2015-01-06,2016-01-06
1205,2,2015-01-06,2016-01-06
1206,2,2015-01-06,2016-01-06
1207,2,2015-01-06,2016-01-06
1208,2,2015-01-06,2016-01-06
1209,2,2015-01-06,2016-01-06
1210,2,2015-01-06,2016-01-06
1211,2,2015-01-06,2016-01-06
1212,2,2015-01-06,2016-01-06
1213,2,2015-01-06,2016-01-06
1214,2,2015-01-06,2016-01-06
1215,2,2015-01-06,2016-01-06
1216,2,2015-01-06,2016-01-06
1217,2,2015-01-06,2016-01-06
1218,2,2015-01-06,2016-01-06
1219,2,2015-01-06,2016-01-06
1220,2,2015-01-06,2016-01-06
1221,2,2015-01-06,2016-01-06
1222,2,2015-01-06,2016-01-06
1223,2,2015-01-06,2016-01-06
1224,2,2015-01-06,2016-01-06
1225,2,2015-01-06,2016-01-06
1226,2,2015-01-06,2016-01-06
1227,2,2015-01-06,2016-01-06
1228,2,2015-01-06,2016-01-06
1229,2,2015-01-06,2016-01-06
1230,2,2015-01-06,2016-01-06
1231,2,2015-01-06,2016-01-06
1232,2,2015-01-06,2016-01-06
1233,2,2015-01-06,2016-01-06
1234,2,2015-01-06,2016-01-06
1235,2,2015-01-06,2016-01-06
1236,2,2015-01-06,2016-01-06
1237,2,2015-01-06,2016-01-06
1238,2,2015-01-06,2016-01-06
1239,2,2015-01-06,2016-01-06
1240,2,2015-01-06,2016-01-06
1241,2,2015-01-06,2016-01-06
1242,2,2015-01-06,2016-01-06
1243,2,2015-01-06,2016-01-06
1244,2,2015-01-06,2016-01-06
1245,2,2015-01-06,2016-01-06
1246,2,2015-01-06,2016-01-06
1247,2,2015-01-06,2016-01-06
1248,2,2015-01-06,2016-01-06
1249,2,2015-01-06,2016-01-06
1250,2,2015-01-06,2016-01-06
1251,2,2015-01-06,2016-01-06
1252,2,2015-01-06,2016-01-06
1253,2,2015-01-06,2016-01-06
1254,2,2015-01-06,2016-01-06
1255,2,2015-01-06,2016-01-06
1256,2,2015-01-06,2016-01-06
1257,2,2015-01-06,2016-01-06
1258,2,2015-01-06,2016-01-06
1259,2,2015-01-06,2016-01-06
1260,2,2015-01-06,2016-01-06
1261,2,2015-01-06,2016-01-06
1262,2,2015-01-06,2016-01-06
1263,2,2015-01-06,2016-01-06
1264,2,2015-01-06,2016-01-06
1265,2,2015-01-06,2016-01-06
1266,2,2015-01-06,2016-01-06
1267,2,2015-01-06,2016-01-06
1268,2,2015-01-06,2016-01-06
1269,2,2015-01-06,2016-01-06
1270,2,2015-01-06,2016-01-06
1271,2,2015-01-06,2016-01-06
1272,2,2015-01-06,2016-01-06
1273,2,2015-01-06,2016-01-06
1274,2,2015-01-06,2016-01-06
1275,2,2015-01-06,2016-01-06
1276,2,2015-01-06,2016-01-06
1277,2,2015-01-06,2016-01-06
1278,2,2015-01-06,2016-01-06
1279,2,2015-01-06,2016-01-06
1280,2,2015-01-06,2016-01-06
1281,2,2015-01-06,2016-01-06
1282,2,2015-01-06,2016-01-06
1283,2,2015-01-06,2016-01-06
1284,2,2015-01-06,2016-01-06
1285,2,2015-01-06,2016-01-06
1286,2,2015-01-06,2016-01-06
1287,2,2015-01-06,2016-01-06
1288,2,2015-01-06,2016-01-06
1289,2,2015-01-06,2016-01-06
1290,2,2015-01-06,2016-01-06
1291,2,2015-01-06,2016-01-06
1292,2,2015-01-06,2016-01-06
1293,2,2015-01-06,2016-01-06
1294,2,2015-01-06,2016-01-06
1295,2,2015-01-06,2016-01-06
1296,2,2015-01-06,2016-01-06
1297,2,2015-01-06,2016-01-06
1298,2,2015-01-06,2016-01-06
1299,2,2015-01-06,2016-01-06
1300,2,2015-01-06,2016-01-06
1301,2,2015-01-06,2016-01-06
1302,2,2015-01-06,2016-01-06
1303,2,2015-01-06,2016-01-06
1304,2,2015-01-06,2016-01-06
1305,2,2015-01-06,2016-01-06
1306,2,2015-01-06,2016-01-06
1307,2,2015-01-06,2016-01-06
1308,2,2015-01-06,2016-01-06
1309,2,2015-01-06,2016-01-06
1310,2,2015-01-06,2016-01-06
1311,2,2015-01-06,2016-01-06
1312,2,2015-01-06,2016-01-06
1313,2,2015-01-06,2016-01-06
1314,2,2015-01-06,2016-01-06
1315,2,2015-01-06,2016-01-06
1316,2,2015-01-06,2016-01-06
1317,2,2015-01-06,2016-01-06
1318,2,2015-01-06,2016-01-06
1319,2,2015-01-06,2016-01-06
1320,2,2015-01-06,2016-01-06
1321,2,2015-01-06,2016-01-06
1322,2,2015-01-06,2016-01-06
1323,2,2015-01-06,2016-01-06
1324,2,2015-01-06,2016-01-06
1325,2,2015-01-06,2016-01-06
1326,2,2015-01-06,2016-01-06
1327,2,2015-01-06,2016-01-06
1328,2,2015-01-06,2016-01-06
1329,2,2015-01-06,2016-01-06
1330,2,2015-01-06,2016-01-06
1331,2,2015-01-06,2016-01-06
1332,2,2015-01-06,2016-01-06
1333,2,2015-01-06,2016-01-06
1334,2,2015-01-06,2016-01-06
1335,2,2015-01-06,2016-01-06
1336,2,2015-01-06,2016-01-06
1337,2,2015-01-06,2016-01-06
1338,2,2015-01-06,2016-01-06
1339,2,2015-01-06,2016-01-06
1340,2,2015-01-06,2016-01-06
1341,2,2015-01-06,2016-01-06
1342,2,2015-01-06,2016-01-06
1343,2,2015-01-06,2016-01-06
1344,2,2015-01-06,2016-01-06
1345,2,2015-01-06,2016-01-06
1346,2,2015-01-06,2016-01-06
1347,2,2015-01-06,2016-01-06
1348,2,2015-01-06,2016-01-06
1349,2,2015-01-06,2016-01-06
1350,2,2015-01-06,2016-01-06
1351,2,2015-01-06,2016-01-06
1352,2,2015-01-06,2016-01-06
1353,2,2015-01-06,2016-01-06
1354,2,2015-01-06,2016-01-06
1355,2,2015-01-06,2016-01-06
1356,2,2015-01-06,2016-01-06
1357,2,2015-01-06,2016-01-06
1358,2,2015-01-06,2016-01-06
1359,2,2015-01-06,2016-01-06
1360,2,2015-01-06,2016-01-06
1361,2,2015-01-06,2016-01-06
1362,2,2015-01-06,2016-01-06
1363,2,2015-01-06,2016-01-06
1364,2,2015-01-06,2016-01-06
1365,2,2015-01-06,2016-01-06
1366,2,2015-01-06,2016-01-06
1367,2,2015-01-06,2016-01-06
1368,2,2015-01-06,2016-01-06
1369,2,2015-01-06,2016-01-06
1370,2,2015-01-06,2016-01-06
1371,2,2015-01-06,2016-01-06
1372,2,2015-01-06,2016-01-06
1373,2,2015-01-06,2016-01-06
1374,2,2015-01-06,2016-01-06
1375,2,2015-01-06,2016-01-06
1376,2,2015-01-06,2016-01-06
1377,2,2015-01-06,2016-01-06
1378,2,2015-01-06,2016-01-06
1379,2,2015-01-06,2016-01-06
1380,2,2015-01-06,2016-01-06
1381,2,2015-01-06,2016-01-06
1382,2,2015-01-06,2016-01-06
1383,2,2015-01-06,2016-01-06
1384,2,2015-01-06,2016-01-06
1385,2,2015-01-06,2016-01-06
1386,2,2015-01-06,2016-01-06
1387,2,2015-01-06,2016-01-06
1388,2,2015-01-06,2016-01-06
1389,2,2015-01-06,2016-01-06
1390,2,2015-01-06,2016-01-06
1391,2,2015-01-06,2016-01-06
1392,2,2015-01-06,2016-01-06
1393,2,2015-01-06,2016-01-06
1394,2,2015-01-06,2016-01-06
1395,2,2015-01-06,2016-01-06
1396,2,2015-01-06,2016-01-06
1397,2,2015-01-06,2016-01-06
1398,2,2015-01-06,2016-01-06
1399,2,2015-01-06,2016-01-06
1400,2,2015-01-06,2016-01-06
1401,2,2015-01-06,2016-01-06
1402,2,2015-01-06,2016-01-06
1403,2,2015-01-06,2016-01-06
1404,2,2015-01-06,2016-01-06
1405,2,2015-01-06,2016-01-06
1406,2,2015-01-06,2016-01-06
1407,3,2015-01-06,2016-01-06
1408,3,2015-01-06,2016-01-06
1409,3,2015-01-06,2016-01-06
1410,3,2015-01-06,2016-01-06
1411,3,2015-01-06,2016-01-06
1412,3,2015-01-06,2016-01-06
1413,3,2015-01-06,2016-01-06
1414,3,2015-01-06,2016-01-06
1415,3,2015-01-06,2016-01-06
1416,3,2015-01-06,2016-01-06
1417,3,2015-01-06,2016-01-06
1418,3,2015-01-06,2016-01-06
1419,3,2015-01-06,2016-01-06
1420,3,2015-01-06,2016-01-06
1421,3,2015-01-06,2016-01-06
1422,3,2015-01-06,2016-01-06
1423,3,2015-01-06,2016-01-06
1424,3,2015-01-06,2016-01-06
1425,3,2015-01-06,2016-01-06
1426,3,2015-01-06,2016-01-06
1427,3,2015-01-06,2016-01-06
1428,3,2015-01-06,2016-01-06
1429,3,2015-01-06,2016-01-06
1430,3,2015-01-06,2016-01-06
1431,3,2015-01-06,2016-01-06
1432,3,2015-01-06,2016-01-06
1433,3,2015-01-06,2016-01-06
1434,3,2015-01-06,2016-01-06
1435,3,2015-01-06,2016-01-06
1436,3,2015-01-06,2016-01-06
1437,3,2015-01-06,2016-01-06
1438,3,2015-01-06,2016-01-06
1439,3,2015-01-06,2016-01-06
1440,3,2015-01-06,2016-01-06
1441,3,2015-01-06,2016-01-06
1442,3,2015-01-06,2016-01-06
1443,3,2015-01-06,2016-01-06
1444,3,2015-01-06,2016-01-06
1445,3,2015-01-06,2016-01-06
1446,3,2015-01-06,2016-01-06
1447,3,2015-01-06,2016-01-06
1448,3,2015-01-06,2016-01-06
1449,3,2015-01-06,2016-01-06
1450,3,2015-01-06,2016-01-06
1451,3,2015-01-06,2016-01-06
1452,3,2015-01-06,2016-01-06
1453,3,2015-01-06,2016-01-06
1454,3,2015-01-06,2016-01-06
1455,3,2015-01-06,2016-01-06
1456,3,2015-01-06,2016-01-06
1457,3,2015-01-06,2016-01-06
1458,3,2015-01-06,2016-01-06
1459,3,2015-01-06,2016-01-06
1460,3,2015-01-06,2016-01-06
1461,3,2015-01-06,2016-01-06
1462,3,2015-01-06,2016-01-06
1463,3,2015-01-06,2016-01-06
1464,3,2015-01-06,2016-01-06
1465,3,2015-01-06,2016-01-06
1466,3,2015-01-06,2016-01-06
1467,3,2015-01-06,2016-01-06
1468,3,2015-01-06,2016-01-06
1469,3,2015-01-06,2016-01-06
1470,3,2015-01-06,2016-01-06
1471,3,2015-01-06,2016-01-06
1472,3,2015-01-06,2016-01-06
1473,3,2015-01-06,2016-01-06
1474,3,2015-01-06,2016-01-06
1475,3,2015-01-06,2016-01-06
1476,3,2015-01-06,2016-01-06
1477,3,2015-01-06,2016-01-06
1478,3,2015-01-06,2016-01-06
1479,3,2015-01-06,2016-01-06
1480,3,2015-01-06,2016-01-06
1481,3,2015-01-06,2016-01-06
1482,3,2015-01-06,2016-01-06
1483,3,2015-01-06,2016-01-06
1484,3,2015-01-06,2016-01-06
1485,3,2015-01-06,2016-01-06
1486,3,2015-01-06,2016-01-06
1487,3,2015-01-06,2016-01-06
1488,3,2015-01-06,2016-01-06
1489,3,2015-01-06,2016-01-06
1490,3,2015-01-06,2016-01-06
1491,3,2015-01-06,2016-01-06
1492,3,2015-01-06,2016-01-06
1493,3,2015-01-06,2016-01-06
1494,3,2015-01-06,2016-01-06
1495,3,2015-01-06,2016-01-06
1496,3,2015-01-06,2016-01-06
1497,3,2015-01-06,2016-01-06
1498,3,2015-01-06,2016-01-06
1499,3,2015-01-06,2016-01-06
1500,3,2015-01-06,2016-01-06
1501,3,2015-01-06,2016-01-06
1502,3,2015-01-06,2016-01-06
1503,3,2015-01-06,2016-01-06
1504,3,2015-01-06,2016-01-06
1505,3,2015-01-06,2016-01-06
1506,3,2015-01-06,2016-01-06
1507,3,2015-01-06,2016-01-06
1508,3,2015-01-06,2016-01-06
1509,3,2015-01-06,2016-01-06
1510,3,2015-01-06,2016-01-06
1511,3,2015-01-06,2016-01-06
1512,3,2015-01-06,2016-01-06
1513,3,2015-01-06,2016-01-06
1514,3,2015-01-06,2016-01-06
1515,3,2015-01-06,2016-01-06
1516,3,2015-01-06,2016-01-06
1517,3,2015-01-06,2016-01-06
1518,3,2015-01-06,2016-01-06
1519,3,2015-01-06,2016-01-06
1520,3,2015-01-06,2016-01-06
1521,3,2015-01-06,2016-01-06
1522,3,2015-01-06,2016-01-06
