orderID,nCoupon1Used,nCoupon2Used,nCoupon3Used,pCoupon1Used,pCoupon2Used,pCoupon3Used,nCoup1Col1Used,nCoup1Col2Used,nCoup1Col3Used,nCoup2Col1Used,nCoup2Col2Used,nCoup2Col3Used,nCoup3Col1Used,nCoup3Col2Used,nCoup3Col3Used,pCoup1Col1Used,pCoup1Col2Used,pCoup1Col3Used,pCoup2Col1Used,pCoup2Col2Used,pCoup2Col3Used,pCoup3Col1Used,pCoup3Col2Used,pCoup3Col3Used
6270,4,4,9,0.235294117647059,0.173913043478261,0.128571428571429,3,0,1,0,4,0,0,1,8,0.75,0,0.25,0,1,0,0,0.111111111111111,0.888888888888889
6271,6,3,6,0.25,0.214285714285714,0.193548387096774,6,0,0,0,3,0,0,1,5,1,0,0,0,1,0,0,0.166666666666667,0.833333333333333
6272,11,2,1,0.354838709677419,0.08,0.333333333333333,11,0,0,0,2,0,0,0,1,1,0,0,0,1,0,0,0,1
6273,0,1,1,0,0.25,0.5,0,0,0,0,1,0,0,1,0,,,,0,1,0,0,1,0
6274,1,1,2,0.142857142857143,0.0384615384615385,0.5,1,0,0,0,1,0,0,0,2,1,0,0,0,1,0,0,0,1
6275,44,4,4,0.321167883211679,0.181818181818182,0.173913043478261,43,0,1,0,4,0,0,0,4,0.977272727272727,0,0.0227272727272727,0,1,0,0,0,1
6276,1,3,,0.333333333333333,0.5,,1,0,0,1,1,1,,,,1,0,0,0.333333333333333,0.333333333333333,0.333333333333333,,,
6277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
6278,5,10,9,0.227272727272727,0.204081632653061,0.128571428571429,5,0,0,0,10,0,0,1,8,1,0,0,0,1,0,0,0.111111111111111,0.888888888888889
6279,3,10,1,0.428571428571429,0.204081632653061,0.125,3,0,0,0,10,0,0,0,1,1,0,0,0,1,0,0,0,1
6280,5,1,4,0.138888888888889,0.0434782608695652,0.125,5,0,0,0,1,0,0,1,3,1,0,0,0,1,0,0,0.25,0.75
6281,5,1,0,0.185185185185185,0.0714285714285714,0,5,0,0,0,1,0,0,0,0,1,0,0,0,1,0,,,
6282,7,3,1,0.142857142857143,0.142857142857143,0.1,6,0,1,0,3,0,0,0,1,0.857142857142857,0,0.142857142857143,0,1,0,0,0,1
6283,7,3,6,0.1,0.0882352941176471,0.146341463414634,7,0,0,0,3,0,0,2,4,1,0,0,0,1,0,0,0.333333333333333,0.666666666666667
6284,1,1,1,0.0588235294117647,0.111111111111111,0.5,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
6285,0,4,5,0,0.133333333333333,0.25,0,0,0,0,4,0,0,1,4,,,,0,1,0,0,0.2,0.8
6286,7,2,3,0.148936170212766,0.0869565217391304,0.428571428571429,7,0,0,0,2,0,0,1,2,1,0,0,0,1,0,0,0.333333333333333,0.666666666666667
6287,2,,,0.0625,,,2,0,0,,,,,,,1,0,0,,,,,,
6288,28,2,1,0.345679012345679,0.181818181818182,0.333333333333333,26,1,1,0,2,0,0,0,1,0.928571428571429,0.0357142857142857,0.0357142857142857,0,1,0,0,0,1
6289,0,4,1,0,0.285714285714286,0.2,0,0,0,0,4,0,0,0,1,,,,0,1,0,0,0,1
6290,3,0,0,0.428571428571429,0,0,3,0,0,0,0,0,0,0,0,1,0,0,,,,,,
6291,2,3,5,0.0952380952380952,0.0833333333333333,0.384615384615385,2,0,0,0,0,3,0,1,4,1,0,0,0,0,1,0,0.2,0.8
6292,4,3,2,0.285714285714286,0.5,0.333333333333333,1,3,0,1,1,1,0,1,1,0.25,0.75,0,0.333333333333333,0.333333333333333,0.333333333333333,0,0.5,0.5
6293,8,3,1,0.181818181818182,0.6,0.2,8,0,0,0,2,1,0,0,1,1,0,0,0,0.666666666666667,0.333333333333333,0,0,1
6294,3,0,1,0.428571428571429,0,0.333333333333333,3,0,0,0,0,0,0,0,1,1,0,0,,,,0,0,1
6295,5,1,2,0.454545454545455,0.142857142857143,0.0869565217391304,5,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0.5,0.5
6296,2,4,0,0.142857142857143,0.153846153846154,0,2,0,0,0,4,0,0,0,0,1,0,0,0,1,0,,,
6297,8,6,1,0.2,0.157894736842105,0.142857142857143,8,0,0,0,6,0,0,0,1,1,0,0,0,1,0,0,0,1
6298,6,8,2,0.6,0.285714285714286,0.222222222222222,4,1,1,1,1,6,2,0,0,0.666666666666667,0.166666666666667,0.166666666666667,0.125,0.125,0.75,1,0,0
6299,20,2,1,0.210526315789474,0.133333333333333,0.1,20,0,0,0,2,0,0,1,0,1,0,0,0,1,0,0,1,0
6300,7,0,1,0.142857142857143,0,0.2,6,0,1,0,0,0,0,1,0,0.857142857142857,0,0.142857142857143,,,,0,1,0
6301,5,4,24,0.333333333333333,0.571428571428571,0.263736263736264,5,0,0,0,4,0,2,5,17,1,0,0,0,1,0,0.0833333333333333,0.208333333333333,0.708333333333333
6302,7,1,3,0.318181818181818,0.0625,0.0833333333333333,7,0,0,0,1,0,0,0,3,1,0,0,0,1,0,0,0,1
6303,6,4,2,0.214285714285714,0.173913043478261,0.133333333333333,6,0,0,0,4,0,0,1,1,1,0,0,0,1,0,0,0.5,0.5
6304,20,1,0,0.210526315789474,0.0666666666666667,0,20,0,0,0,1,0,0,0,0,1,0,0,0,1,0,,,
6305,1,2,,1,0.333333333333333,,1,0,0,0,2,0,,,,1,0,0,0,1,0,,,
6306,7,0,0,0.205882352941176,0,0,7,0,0,0,0,0,0,0,0,1,0,0,,,,,,
6307,2,1,0,0.222222222222222,0.111111111111111,0,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,,,
6308,24,5,0,0.19672131147541,0.192307692307692,0,24,0,0,0,5,0,0,0,0,1,0,0,0,1,0,,,
6309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
6310,4,3,1,0.333333333333333,0.333333333333333,0.2,4,0,0,0,2,1,0,1,0,1,0,0,0,0.666666666666667,0.333333333333333,0,1,0
6311,8,5,2,0.181818181818182,0.147058823529412,0.5,8,0,0,0,5,0,0,0,2,1,0,0,0,1,0,0,0,1
6312,6,9,1,0.6,0.105882352941176,0.5,4,1,1,1,1,7,0,0,1,0.666666666666667,0.166666666666667,0.166666666666667,0.111111111111111,0.111111111111111,0.777777777777778,0,0,1
6313,24,2,24,0.19672131147541,0.2,0.263736263736264,24,0,0,0,2,0,2,5,17,1,0,0,0,1,0,0.0833333333333333,0.208333333333333,0.708333333333333
6314,0,3,4,0,0.142857142857143,0.285714285714286,0,0,0,0,3,0,1,3,0,,,,0,1,0,0.25,0.75,0
6315,4,1,2,0.210526315789474,0.0666666666666667,0.0952380952380952,4,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0.5,0.5
6316,0,6,0,0,0.157894736842105,0,0,0,0,0,6,0,0,0,0,,,,0,1,0,,,
6317,0,8,0,0,0.242424242424242,0,0,0,0,0,7,1,0,0,0,,,,0,0.875,0.125,,,
6318,0,0,1,0,0,0.0526315789473684,0,0,0,0,0,0,0,0,1,,,,,,,0,0,1
6319,3,3,1,0.2,0.115384615384615,0.111111111111111,3,0,0,0,3,0,0,0,1,1,0,0,0,1,0,0,0,1
6320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
6321,7,,3,0.636363636363636,,0.375,4,2,1,,,,2,1,0,0.571428571428571,0.285714285714286,0.142857142857143,,,,0.666666666666667,0.333333333333333,0
6322,5,1,1,0.3125,0.0357142857142857,0.0769230769230769,3,1,1,0,1,0,0,0,1,0.6,0.2,0.2,0,1,0,0,0,1
6323,3,2,4,0.1875,0.4,0.363636363636364,3,0,0,0,2,0,0,0,4,1,0,0,0,1,0,0,0,1
6324,4,1,1,0.2,0.2,0.333333333333333,1,1,2,0,0,1,0,1,0,0.25,0.25,0.5,0,0,1,0,1,0
6325,4,1,4,0.19047619047619,0.166666666666667,0.173913043478261,4,0,0,0,1,0,0,0,4,1,0,0,0,1,0,0,0,1
6326,24,0,9,0.19672131147541,0,0.128571428571429,24,0,0,0,0,0,0,1,8,1,0,0,,,,0,0.111111111111111,0.888888888888889
6327,9,1,18,0.105882352941176,0.333333333333333,0.72,1,1,7,0,1,0,15,2,1,0.111111111111111,0.111111111111111,0.777777777777778,0,1,0,0.833333333333333,0.111111111111111,0.0555555555555556
6328,1,1,8,0.333333333333333,0.0434782608695652,0.285714285714286,1,0,0,0,1,0,1,1,6,1,0,0,0,1,0,0.125,0.125,0.75
6329,4,,0,0.2,,0,1,2,1,,,,0,0,0,0.25,0.5,0.25,,,,,,
6330,1,3,1,0.2,0.214285714285714,0.0769230769230769,1,0,0,0,3,0,0,1,0,1,0,0,0,1,0,0,1,0
6331,28,1,1,0.345679012345679,0.166666666666667,0.142857142857143,26,1,1,0,1,0,0,0,1,0.928571428571429,0.0357142857142857,0.0357142857142857,0,1,0,0,0,1
6332,7,1,5,0.148936170212766,0.166666666666667,0.106382978723404,7,0,0,1,0,0,0,0,5,1,0,0,1,0,0,0,0,1
6333,1,6,0,0.0625,0.153846153846154,0,1,0,0,0,6,0,0,0,0,1,0,0,0,1,0,,,
6334,6,3,0,0.206896551724138,0.166666666666667,0,6,0,0,0,3,0,0,0,0,1,0,0,0,1,0,,,
6335,9,8,2,0.257142857142857,0.16,0.1,9,0,0,0,8,0,0,0,2,1,0,0,0,1,0,0,0,1
6336,4,6,4,0.19047619047619,0.230769230769231,0.173913043478261,4,0,0,0,6,0,0,0,4,1,0,0,0,1,0,0,0,1
6337,9,6,0,0.257142857142857,0.230769230769231,0,9,0,0,0,6,0,0,0,0,1,0,0,0,1,0,,,
6338,24,2,24,0.19672131147541,0.117647058823529,0.263736263736264,24,0,0,0,2,0,2,5,17,1,0,0,0,1,0,0.0833333333333333,0.208333333333333,0.708333333333333
6339,3,0,0,0.3,0,0,3,0,0,0,0,0,0,0,0,1,0,0,,,,,,
6340,7,2,0,0.148936170212766,0.5,0,7,0,0,0,0,2,0,0,0,1,0,0,0,0,1,,,
6341,,,,,,,,,,,,,,,,,,,,,,,,
6342,44,4,0,0.321167883211679,0.19047619047619,0,43,0,1,0,4,0,0,0,0,0.977272727272727,0,0.0227272727272727,0,1,0,,,
6343,0,1,,0,0.333333333333333,,0,0,0,0,1,0,,,,,,,0,1,0,,,
6344,1,1,1,0.2,0.111111111111111,0.333333333333333,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
6345,,2,1,,0.4,0.25,,,,0,2,0,1,0,0,,,,0,1,0,1,0,0
6346,17,11,2,0.68,0.366666666666667,0.285714285714286,13,3,1,11,0,0,0,0,2,0.764705882352941,0.176470588235294,0.0588235294117647,1,0,0,0,0,1
6347,3,3,3,0.214285714285714,0.214285714285714,0.428571428571429,3,0,0,2,1,0,0,1,2,1,0,0,0.666666666666667,0.333333333333333,0,0,0.333333333333333,0.666666666666667
6348,13,2,1,0.464285714285714,0.666666666666667,0.0714285714285714,10,0,3,0,2,0,0,1,0,0.769230769230769,0,0.230769230769231,0,1,0,0,1,0
6349,5,1,1,0.227272727272727,0.0384615384615385,0.166666666666667,5,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
6350,0,4,1,0,0.133333333333333,0.2,0,0,0,0,4,0,0,0,1,,,,0,1,0,0,0,1
6351,9,1,,0.375,0.0714285714285714,,6,2,1,0,0,1,,,,0.666666666666667,0.222222222222222,0.111111111111111,0,0,1,,,
6352,,1,24,,0.125,0.263736263736264,,,,0,1,0,2,5,17,,,,0,1,0,0.0833333333333333,0.208333333333333,0.708333333333333
6353,,,4,,,0.125,,,,,,,0,1,3,,,,,,,0,0.25,0.75
6354,0,,,0,,,0,0,0,,,,,,,,,,,,,,,
6355,0,0,5,0,0,0.25,0,0,0,0,0,0,0,1,4,,,,,,,0,0.2,0.8
6356,1,5,2,0.5,0.357142857142857,0.117647058823529,1,0,0,0,5,0,0,0,2,1,0,0,0,1,0,0,0,1
6357,1,0,0,0.0769230769230769,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,,,,,
6358,20,2,1,0.210526315789474,1,0.142857142857143,20,0,0,0,2,0,0,0,1,1,0,0,0,1,0,0,0,1
6359,0,1,1,0,0.166666666666667,0.25,0,0,0,0,0,1,0,0,1,,,,0,0,1,0,0,1
6360,5,1,1,0.217391304347826,0.5,0.25,5,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
6361,1,3,,0.166666666666667,0.0833333333333333,,1,0,0,0,0,3,,,,1,0,0,0,0,1,,,
6362,3,0,6,0.272727272727273,0,0.146341463414634,3,0,0,0,0,0,0,2,4,1,0,0,,,,0,0.333333333333333,0.666666666666667
6363,0,,6,0,,0.146341463414634,0,0,0,,,,0,2,4,,,,,,,0,0.333333333333333,0.666666666666667
6364,1,5,2,0.0833333333333333,0.227272727272727,0.25,0,1,0,0,4,1,0,2,0,0,1,0,0,0.8,0.2,0,1,0
6365,3,4,0,0.214285714285714,0.181818181818182,0,3,0,0,0,4,0,0,0,0,1,0,0,0,1,0,,,
6366,2,0,2,0.1,0,0.1,2,0,0,0,0,0,0,0,2,1,0,0,,,,0,0,1
6367,1,0,1,0.333333333333333,0,0.333333333333333,0,0,1,0,0,0,0,1,0,0,0,1,,,,0,1,0
6368,14,10,2,0.175,0.161290322580645,0.125,14,0,0,0,10,0,0,0,2,1,0,0,0,1,0,0,0,1
6369,3,1,4,0.75,0.0454545454545455,0.571428571428571,3,0,0,0,0,1,0,1,3,1,0,0,0,0,1,0,0.25,0.75
6370,10,,1,0.344827586206897,,1,7,0,3,,,,0,0,1,0.7,0,0.3,,,,0,0,1
6371,3,6,1,0.1875,0.142857142857143,0.0416666666666667,3,0,0,0,6,0,0,0,1,1,0,0,0,1,0,0,0,1
6372,1,24,,0.111111111111111,0.263736263736264,,1,0,0,2,5,17,,,,1,0,0,0.0833333333333333,0.208333333333333,0.708333333333333,,,
6373,1,6,4,0.5,0.272727272727273,0.285714285714286,1,0,0,0,6,0,0,0,4,1,0,0,0,1,0,0,0,1
6374,7,4,8,0.142857142857143,0.111111111111111,0.285714285714286,6,0,1,0,4,0,1,1,6,0.857142857142857,0,0.142857142857143,0,1,0,0.125,0.125,0.75
6375,1,3,,0.142857142857143,0.428571428571429,,1,0,0,0,3,0,,,,1,0,0,0,1,0,,,
6376,4,1,2,0.0930232558139535,0.0357142857142857,0.133333333333333,4,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0.5,0.5
6377,6,,,0.157894736842105,,,6,0,0,,,,,,,1,0,0,,,,,,
6378,5,2,2,0.294117647058824,0.117647058823529,0.25,5,0,0,0,2,0,1,0,1,1,0,0,0,1,0,0.5,0,0.5
6379,1,,,0.0666666666666667,,,1,0,0,,,,,,,1,0,0,,,,,,
6380,4,2,2,0.363636363636364,0.222222222222222,0.1,4,0,0,0,2,0,0,0,2,1,0,0,0,1,0,0,0,1
6381,14,2,2,0.175,0.0869565217391304,0.2,14,0,0,0,1,1,0,0,2,1,0,0,0,0.5,0.5,0,0,1
6382,5,11,0,0.142857142857143,0.150684931506849,0,5,0,0,0,11,0,0,0,0,1,0,0,0,1,0,,,
6383,7,1,1,0.148936170212766,0.2,0.125,7,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
6384,3,8,0,0.12,0.186046511627907,0,3,0,0,0,4,4,0,0,0,1,0,0,0,0.5,0.5,,,
6385,0,0,2,0,0,0.125,0,0,0,0,0,0,0,0,2,,,,,,,0,0,1
6386,0,3,0,0,0.230769230769231,0,0,0,0,0,3,0,0,0,0,,,,0,1,0,,,
6387,3,0,0,0.12,0,0,3,0,0,0,0,0,0,0,0,1,0,0,,,,,,
6388,20,1,,0.210526315789474,0.5,,20,0,0,0,1,0,,,,1,0,0,0,1,0,,,
6389,14,2,,0.175,0.153846153846154,,14,0,0,0,2,0,,,,1,0,0,0,1,0,,,
6390,3,1,14,0.107142857142857,0.5,0.259259259259259,3,0,0,0,1,0,0,5,9,1,0,0,0,1,0,0,0.357142857142857,0.642857142857143
6391,8,5,0,0.181818181818182,0.357142857142857,0,8,0,0,0,5,0,0,0,0,1,0,0,0,1,0,,,
6392,2,1,0,0.285714285714286,0.125,0,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,,,
6393,2,,0,0.2,,0,2,0,0,,,,0,0,0,1,0,0,,,,,,
6394,7,,1,0.142857142857143,,0.5,6,0,1,,,,0,0,1,0.857142857142857,0,0.142857142857143,,,,0,0,1
6395,2,0,2,0.222222222222222,0,0.4,2,0,0,0,0,0,0,2,0,1,0,0,,,,0,1,0
6396,2,1,0,0.285714285714286,0.125,0,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,,,
6397,4,3,0,0.210526315789474,0.375,0,4,0,0,0,3,0,0,0,0,1,0,0,0,1,0,,,
6398,0,12,,0,0.244897959183673,,0,0,0,0,12,0,,,,,,,0,1,0,,,
6399,1,,,0.0909090909090909,,,1,0,0,,,,,,,1,0,0,,,,,,
6400,7,1,,0.259259259259259,0.2,,7,0,0,0,0,1,,,,1,0,0,0,0,1,,,
6401,3,11,,0.1875,0.150684931506849,,3,0,0,0,11,0,,,,1,0,0,0,1,0,,,
6402,2,3,0,0.5,0.428571428571429,0,2,0,0,1,2,0,0,0,0,1,0,0,0.333333333333333,0.666666666666667,0,,,
6403,4,1,2,0.210526315789474,0.111111111111111,0.153846153846154,4,0,0,1,0,0,0,2,0,1,0,0,1,0,0,0,1,0
6404,,8,14,,0.242424242424242,0.259259259259259,,,,0,7,1,0,5,9,,,,0,0.875,0.125,0,0.357142857142857,0.642857142857143
6405,17,6,5,0.346938775510204,0.142857142857143,0.277777777777778,17,0,0,0,6,0,0,3,2,1,0,0,0,1,0,0,0.6,0.4
6406,3,2,0,0.107142857142857,0.2,0,3,0,0,0,2,0,0,0,0,1,0,0,0,1,0,,,
6407,2,0,2,0.142857142857143,0,0.117647058823529,2,0,0,0,0,0,0,0,2,1,0,0,,,,0,0,1
6408,1,3,0,0.25,0.428571428571429,0,1,0,0,0,1,2,0,0,0,1,0,0,0,0.333333333333333,0.666666666666667,,,
6409,2,4,3,0.4,0.571428571428571,0.12,2,0,0,0,4,0,0,1,2,1,0,0,0,1,0,0,0.333333333333333,0.666666666666667
6410,0,4,1,0,0.173913043478261,0.0833333333333333,0,0,0,0,4,0,0,0,1,,,,0,1,0,0,0,1
6411,2,1,,0.333333333333333,0.25,,2,0,0,0,1,0,,,,1,0,0,0,1,0,,,
6412,20,,,0.555555555555556,,,17,1,2,,,,,,,0.85,0.05,0.1,,,,,,
6413,1,,1,0.333333333333333,,0.333333333333333,1,0,0,,,,0,1,0,1,0,0,,,,0,1,0
6414,1,4,1,0.5,0.148148148148148,0.0666666666666667,1,0,0,0,4,0,0,1,0,1,0,0,0,1,0,0,1,0
6415,4,1,2,0.363636363636364,0.125,0.25,4,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0.5,0.5
6416,1,1,,0.2,0.5,,1,0,0,0,1,0,,,,1,0,0,0,1,0,,,
6417,6,,1,0.206896551724138,,0.0833333333333333,6,0,0,,,,0,1,0,1,0,0,,,,0,1,0
6418,2,24,0,0.4,0.263736263736264,0,2,0,0,2,5,17,0,0,0,1,0,0,0.0833333333333333,0.208333333333333,0.708333333333333,,,
6419,5,1,0,0.227272727272727,0.5,0,5,0,0,0,1,0,0,0,0,1,0,0,0,1,0,,,
6420,2,0,0,0.333333333333333,0,0,2,0,0,0,0,0,0,0,0,1,0,0,,,,,,
6421,4,2,0,0.0930232558139535,0.166666666666667,0,4,0,0,0,2,0,0,0,0,1,0,0,0,1,0,,,
6422,4,1,0,0.210526315789474,0.111111111111111,0,4,0,0,0,1,0,0,0,0,1,0,0,0,1,0,,,
6423,17,1,3,0.68,0.111111111111111,0.176470588235294,13,3,1,0,1,0,0,1,2,0.764705882352941,0.176470588235294,0.0588235294117647,0,1,0,0,0.333333333333333,0.666666666666667
6424,0,12,2,0,0.244897959183673,0.5,0,0,0,0,12,0,0,0,2,,,,0,1,0,0,0,1
6425,0,1,3,0,0.125,0.5,0,0,0,0,1,0,0,0,3,,,,0,1,0,0,0,1
6426,7,24,2,0.636363636363636,0.263736263736264,0.1,4,2,1,2,5,17,0,0,2,0.571428571428571,0.285714285714286,0.142857142857143,0.0833333333333333,0.208333333333333,0.708333333333333,0,0,1
6427,,3,1,,0.157894736842105,0.5,,,,0,3,0,0,0,1,,,,0,1,0,0,0,1
6428,0,1,1,0,0.0833333333333333,0.0714285714285714,0,0,0,0,1,0,0,0,1,,,,0,1,0,0,0,1
6429,0,3,2,0,0.157894736842105,0.25,0,0,0,0,3,0,0,2,0,,,,0,1,0,0,1,0
6430,24,1,8,0.19672131147541,0.111111111111111,0.285714285714286,24,0,0,0,0,1,1,1,6,1,0,0,0,0,1,0.125,0.125,0.75
6431,2,6,9,0.333333333333333,0.230769230769231,0.128571428571429,2,0,0,0,6,0,0,1,8,1,0,0,0,1,0,0,0.111111111111111,0.888888888888889
6432,28,4,1,0.345679012345679,0.2,0.0833333333333333,26,1,1,1,1,2,0,0,1,0.928571428571429,0.0357142857142857,0.0357142857142857,0.25,0.25,0.5,0,0,1
6433,0,1,7,0,0.5,0.142857142857143,0,0,0,0,0,1,6,0,1,,,,0,0,1,0.857142857142857,0,0.142857142857143
6434,2,0,,0.285714285714286,0,,2,0,0,0,0,0,,,,1,0,0,,,,,,
6435,28,0,4,0.345679012345679,0,0.2,26,1,1,0,0,0,1,1,2,0.928571428571429,0.0357142857142857,0.0357142857142857,,,,0.25,0.25,0.5
6436,4,1,0,0.571428571428571,0.111111111111111,0,1,0,3,0,1,0,0,0,0,0.25,0,0.75,0,1,0,,,
6437,2,1,2,0.142857142857143,0.125,0.153846153846154,2,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0.5,0.5
6438,1,1,0,0.25,0.333333333333333,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,,,
6439,3,,2,0.5,,0.0869565217391304,2,0,1,,,,0,1,1,0.666666666666667,0,0.333333333333333,,,,0,0.5,0.5
6440,2,6,0,0.0909090909090909,0.142857142857143,0,2,0,0,0,6,0,0,0,0,1,0,0,0,1,0,,,
6441,0,1,1,0,0.0526315789473684,0.25,0,0,0,0,1,0,0,0,1,,,,0,1,0,0,0,1
6442,11,0,0,0.354838709677419,0,0,11,0,0,0,0,0,0,0,0,1,0,0,,,,,,
6443,4,8,,0.0930232558139535,0.242424242424242,,4,0,0,0,7,1,,,,1,0,0,0,0.875,0.125,,,
6444,1,0,1,1,0,0.1,1,0,0,0,0,0,1,0,0,1,0,0,,,,1,0,0
6445,44,3,,0.321167883211679,0.272727272727273,,43,0,1,0,3,0,,,,0.977272727272727,0,0.0227272727272727,0,1,0,,,
6446,0,4,0,0,0.222222222222222,0,0,0,0,0,1,3,0,0,0,,,,0,0.25,0.75,,,
6447,5,3,0,0.294117647058824,0.142857142857143,0,5,0,0,0,3,0,0,0,0,1,0,0,0,1,0,,,
6448,0,3,1,0,0.0833333333333333,0.125,0,0,0,0,0,3,0,1,0,,,,0,0,1,0,1,0
6449,7,1,,0.291666666666667,1,,5,2,0,0,1,0,,,,0.714285714285714,0.285714285714286,0,0,1,0,,,
6450,0,,,0,,,0,0,0,,,,,,,,,,,,,,,
6451,2,8,0,0.25,0.285714285714286,0,0,0,2,1,1,6,0,0,0,0,0,1,0.125,0.125,0.75,,,
6452,3,2,0,0.3,0.1,0,3,0,0,0,1,1,0,0,0,1,0,0,0,0.5,0.5,,,
6453,,0,0,,0,0,,,,0,0,0,0,0,0,,,,,,,,,
6454,12,,0,0.324324324324324,,0,12,0,0,,,,0,0,0,1,0,0,,,,,,
6455,0,0,,0,0,,0,0,0,0,0,0,,,,,,,,,,,,
6456,,0,0,,0,0,,,,0,0,0,0,0,0,,,,,,,,,
6457,2,1,6,0.222222222222222,0.166666666666667,0.230769230769231,2,0,0,0,1,0,0,1,5,1,0,0,0,1,0,0,0.166666666666667,0.833333333333333
6458,3,,0,0.75,,0,3,0,0,,,,0,0,0,1,0,0,,,,,,
6459,1,0,0,0.25,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,,,,,
6460,13,6,0,0.464285714285714,0.142857142857143,0,10,0,3,0,6,0,0,0,0,0.769230769230769,0,0.230769230769231,0,1,0,,,
6461,2,4,2,0.666666666666667,0.173913043478261,0.125,2,0,0,0,4,0,1,0,1,1,0,0,0,1,0,0.5,0,0.5
6462,0,4,4,0,0.173913043478261,0.4,0,0,0,0,4,0,0,1,3,,,,0,1,0,0,0.25,0.75
6463,1,1,4,0.25,0.0909090909090909,0.153846153846154,1,0,0,0,1,0,0,1,3,1,0,0,0,1,0,0,0.25,0.75
6464,44,2,1,0.321167883211679,0.333333333333333,0.142857142857143,43,0,1,0,2,0,0,0,1,0.977272727272727,0,0.0227272727272727,0,1,0,0,0,1
6465,2,1,2,0.5,0.0833333333333333,0.25,2,0,0,0,0,1,0,2,0,1,0,0,0,0,1,0,1,0
6466,1,5,1,0.333333333333333,0.227272727272727,0.333333333333333,1,0,0,0,4,1,0,1,0,1,0,0,0,0.8,0.2,0,1,0
6467,3,6,,0.2,0.142857142857143,,3,0,0,0,6,0,,,,1,0,0,0,1,0,,,
6468,3,3,,0.12,0.6,,3,0,0,0,3,0,,,,1,0,0,0,1,0,,,
6469,3,4,1,0.214285714285714,0.285714285714286,0.0625,3,0,0,0,4,0,0,0,1,1,0,0,0,1,0,0,0,1
6470,5,1,14,0.15625,0.0416666666666667,0.259259259259259,5,0,0,0,0,1,0,5,9,1,0,0,0,0,1,0,0.357142857142857,0.642857142857143
6471,1,10,1,0.0625,0.204081632653061,0.0526315789473684,1,0,0,0,10,0,0,0,1,1,0,0,0,1,0,0,0,1
6472,3,8,2,0.230769230769231,0.266666666666667,0.285714285714286,3,0,0,0,7,1,0,0,2,1,0,0,0,0.875,0.125,0,0,1
6473,28,5,0,0.345679012345679,0.555555555555556,0,26,1,1,0,5,0,0,0,0,0.928571428571429,0.0357142857142857,0.0357142857142857,0,1,0,,,
6474,2,4,0,0.117647058823529,0.285714285714286,0,2,0,0,0,4,0,0,0,0,1,0,0,0,1,0,,,
6475,5,,1,0.217391304347826,,0.1,5,0,0,,,,0,0,1,1,0,0,,,,0,0,1
6476,5,6,0,0.138888888888889,0.230769230769231,0,5,0,0,0,6,0,0,0,0,1,0,0,0,1,0,,,
6477,1,11,1,0.333333333333333,0.150684931506849,0.0555555555555556,1,0,0,0,11,0,0,0,1,1,0,0,0,1,0,0,0,1
6478,0,2,2,0,0.125,0.153846153846154,0,0,0,0,0,2,0,0,2,,,,0,0,1,0,0,1
6479,20,4,0,0.210526315789474,0.333333333333333,0,20,0,0,0,4,0,0,0,0,1,0,0,0,1,0,,,
6480,3,4,1,0.333333333333333,0.2,0.142857142857143,3,0,0,0,2,2,0,1,0,1,0,0,0,0.5,0.5,0,1,0
6481,17,2,1,0.68,0.153846153846154,0.0625,13,3,1,0,2,0,0,0,1,0.764705882352941,0.176470588235294,0.0588235294117647,0,1,0,0,0,1
6482,3,0,1,0.214285714285714,0,0.0909090909090909,3,0,0,0,0,0,0,0,1,1,0,0,,,,0,0,1
6483,2,,0,0.666666666666667,,0,2,0,0,,,,0,0,0,1,0,0,,,,,,
6484,,4,0,,0.5,0,,,,1,2,1,0,0,0,,,,0.25,0.5,0.25,,,
6485,6,1,1,0.2,0.0434782608695652,0.0416666666666667,6,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
6486,0,3,,0,0.5,,0,0,0,2,1,0,,,,,,,0.666666666666667,0.333333333333333,0,,,
6487,7,4,1,0.142857142857143,0.333333333333333,0.2,6,0,1,0,0,4,0,0,1,0.857142857142857,0,0.142857142857143,0,0,1,0,0,1
