orderID,orderTime,userID,couponsReceived,couponID1,price1,basePrice1,reward1,premiumProduct1,brand1,productGroup1,categoryIDs1,couponID2,price2,basePrice2,reward2,premiumProduct2,brand2,productGroup2,categoryIDs2,couponID3,price3,basePrice3,reward3,premiumProduct3,brand3,productGroup3,categoryIDs3,coupon1Used,coupon2Used,coupon3Used,basketValue
1288,2015-01-18 17:50:23,1234,2015-01-18 17:42:24,545,23.06,6.98,0.94,0,6,53,1,703,6.02,0.75,1.57,0,5,50,16,888,5.88,2.45,1.57,0,5,86,3,0,1,0,234.7
1289,2015-01-18 18:03:54,1235,2015-01-13 20:04:02,546,4.49,0.9,1.26,0,2,36,5,1399,3.66,1.46,1.57,0,5,42,2:3:19,1981,2.73,3.03,1.88,0,6,104,2:3:10,0,0,0,217.19
1290,2015-01-18 18:10:37,1236,2015-01-13 17:50:10,547,5.37,0.08,3.14,0,5,13,1,1407,4.82,0.64,1.57,0,5,111,16,1374,5.09,1.02,1.57,0,5,19,3,1,0,0,219.51
1291,2015-01-18 18:40:52,1237,2015-01-18 18:36:41,91,10.98,3.43,1.57,0,2,9,1,1687,3.52,4.14,1.88,0,6,75,2:3:9:10,1460,13.85,5.54,1.57,0,5,16,3:10,0,0,0,400.95
1292,2015-01-18 19:10:34,1238,2015-01-18 16:50:43,50,9.22,11.51,1.26,0,6,13,1:2,816,10.1,2.1,1.57,0,5,111,6:16,1324,12.87,0,1.88,0,6,152,2:3:15,0,0,1,465.97
1293,2015-01-18 19:12:31,1239,2015-01-14 09:20:18,224,3.06,2.55,1.26,0,2,12,1,23,5.51,1.1,1.88,1,3,16,3:4,1949,4.82,0,1.57,0,21,52,17,0,0,0,209.69
1294,2015-01-18 19:16:45,473,2015-01-13 15:37:09,101,7.41,1.85,1.26,0,4,3,1:9,1048,3.52,1.41,1.57,0,5,116,3,2729,3.52,1.41,1.57,0,5,116,3:9,0,0,0,156.16
1295,2015-01-18 19:27:04,395,2015-01-13 13:46:14,91,10.98,3.43,1.57,0,2,9,1,1238,5.93,0.79,1.57,0,5,127,16,446,2.32,0.46,1.57,0,5,42,2:3:10,0,0,1,99.01
1296,2015-01-18 19:34:04,1241,2015-01-14 07:39:52,238,11.25,4.5,1.26,1,3,3,1:4,1352,8.1,0.9,1.26,0,5,66,2:9:11:16:21,2336,16.63,3.33,1.26,0,5,7,2:3,0,0,0,287.91
1297,2015-01-18 19:43:25,632,2015-01-13 13:35:36,91,10.98,3.43,1.57,0,2,9,1,1314,6.44,0.85,1.88,0,2,127,16,503,4.54,4.54,1.57,0,5,68,3,1,0,0,179.59
1298,2015-01-18 19:46:49,1242,2015-01-13 16:08:37,548,2.73,0.45,0.63,0,2,50,9:16,1753,6.44,3.21,1.26,0,5,48,14,2730,5.51,1.1,1.57,0,5,125,15,0,0,0,1184.42
1299,2015-01-18 19:56:59,1243,2015-01-16 20:43:49,429,4.54,1.56,0.94,0,2,17,5,1535,8.29,2.07,1.57,0,5,111,6:16,1434,3.66,0,1.26,0,5,90,3,0,0,0,206.87
1300,2015-01-18 20:18:21,626,2015-01-18 20:03:41,345,6.81,5.23,1.26,1,3,8,1,1305,12.92,4.46,1.57,0,5,131,16,1095,4.4,4.88,2.2,0,6,104,2:3:10,1,0,0,192.7
1301,2015-01-18 20:23:34,1244,2015-01-13 20:08:30,549,4.03,2.01,0.94,1,3,37,4:5,530,8.15,2.12,1.57,0,5,111,16,2330,3.43,2.85,1.88,1,3,154,3:4,1,0,0,187.51
1302,2015-01-18 20:38:10,1245,2015-01-13 15:45:41,390,2.64,1.32,1.26,0,2,26,1:9,1683,7.97,1.59,1.88,0,6,66,2:10:16,1701,6.11,2.45,1.57,1,3,116,3:4:9:20,1,0,0,206.17
1303,2015-01-18 20:42:12,1246,2015-01-14 13:14:50,228,3.43,1.37,0.94,0,5,36,5,1284,3.89,1.39,0.94,1,3,98,4:16,1900,4.35,2.18,1.57,1,3,97,3:4,1,0,0,188.16
1304,2015-01-18 20:51:27,1247,2015-01-18 13:05:27,282,3.66,2.44,6.28,0,9,23,7,1754,3.89,1.56,0.94,0,5,122,3,2731,3.89,0,1.57,0,5,199,15,1,0,1,249.7
1305,2015-01-18 20:56:50,75,2015-01-14 13:55:53,51,7.32,2.08,1.57,0,4,26,1,1234,7.13,1.78,1.26,1,3,50,4:9:16,233,5.51,5.51,1.57,1,3,68,3:4,0,0,0,185.84
1306,2015-01-18 21:28:51,259,2015-01-13 19:19:14,550,3.38,1.69,1.57,0,5,94,5,598,2.73,0.55,1.26,0,5,42,2:3:10,2732,2.55,1.02,1.57,0,2,172,3:9,0,0,0,97.71
1307,2015-01-18 21:31:24,1249,2015-01-13 14:48:36,551,3.89,0.78,0.94,0,5,81,5:9,1650,3.61,0.51,1.26,0,2,127,16,2089,4.58,1.02,1.26,0,5,149,3,0,0,0,592.21
1308,2015-01-18 21:42:51,1250,2015-01-18 20:54:23,552,3.24,1.8,0.63,0,2,17,5,1755,4.4,3.99,1.26,0,5,86,3,2733,4.17,0,1.57,0,5,119,3,1,1,0,188.48
1309,2015-01-18 21:46:03,564,2015-01-13 14:35:41,15,10.56,3.52,0.94,0,4,10,1:9,1272,4.82,0.6,1.57,0,5,50,16,2734,5.51,1.69,1.88,0,6,90,2:3:10,0,0,0,204.46
1310,2015-01-18 21:51:40,1251,2015-01-17 15:35:55,265,13.2,11.99,0.94,0,4,9,1:9,1338,5.74,1.59,1.57,0,5,111,16,579,7.87,1.31,1.26,0,5,88,2:3,0,0,0,345.43
1311,2015-01-18 21:56:54,1252,2015-01-14 11:42:23,21,12.18,4.87,1.57,0,2,15,1:9,747,8.29,1.66,1.57,1,3,20,3:4:9:10,2635,7.22,3.14,1.57,0,5,7,3,0,1,1,244.15
1312,2015-01-18 22:21:29,1253,2015-01-13 22:21:40,532,5.19,1.3,0.94,0,2,35,8,365,3.33,1.11,1.57,0,2,25,8,364,10.1,3.06,1.26,0,5,41,2:8,1,0,0,214.14
1313,2015-01-18 22:28:39,1254,2015-01-13 19:33:19,54,4.17,2.6,1.57,0,4,27,1:9,1756,5.46,9.93,1.57,0,6,2,2:3,1481,4.58,1.91,3.14,0,6,90,2:3,1,0,0,190.24
1314,2015-01-18 22:33:14,756,2015-01-13 16:51:08,266,6.39,2.13,0.94,0,2,14,1,438,5.37,2.23,1.57,0,5,98,16,1874,6.95,1.16,1.26,0,5,88,2:3,1,0,0,206.03
1315,2015-01-18 22:40:48,1255,2015-01-13 22:29:52,553,5.7,3.56,1.88,0,2,112,13,1757,4.58,2.29,1.26,0,11,40,13,2735,5.09,0,2.51,0,2,214,15,0,0,0,191.68
1316,2015-01-18 22:46:46,1256,2015-01-13 14:51:17,54,4.17,2.6,1.57,0,4,27,1:9,576,5.51,1.1,1.26,1,3,50,4:16,1259,4.58,1.39,0.94,0,5,80,3,0,0,0,270.45
1317,2015-01-18 23:03:13,1257,2015-01-18 22:13:02,554,4.17,13.89,0.94,0,5,28,3,1758,2.96,0,1.57,0,2,97,3:9,1213,2.73,0,1.26,0,27,28,3:6,0,1,0,187.83
1318,2015-01-18 23:11:37,1258,2015-01-13 13:52:43,183,6.21,8.86,1.57,0,7,13,1:10,920,5.37,2.23,1.57,0,5,98,16,2373,2.55,1.58,1.26,1,3,104,3:4:9,1,0,0,255.4
1319,2015-01-18 23:12:05,1259,2015-01-13 21:51:08,8,9.17,2.04,0.94,1,3,3,1:4,817,5.23,4.19,1.57,0,6,104,2:3:10,1844,3.52,1.76,1.26,1,3,160,4,0,0,0,339.27
1320,2015-01-18 23:27:36,762,2015-01-18 11:33:27,498,27.55,5.51,1.26,0,6,3,1,1300,5.93,0.79,1.57,0,5,127,16,2336,16.63,3.33,1.26,0,5,7,2:3,0,0,0,130.83
1321,2015-01-18 23:34:02,270,2015-01-13 14:26:29,451,4.82,1.2,1.26,0,2,9,1:9,1306,3.66,1.46,1.57,0,5,42,2:19,1287,3.98,2.74,1.26,1,3,115,3:4,0,0,0,246.23
1322,2015-01-18 23:48:12,1261,2015-01-13 20:15:41,553,5.7,3.56,1.88,0,2,112,13,23,5.51,1.1,1.88,1,3,16,3:4,2736,4.21,3.37,0.63,0,5,28,2:3,0,0,0,348.62
1323,2015-01-19 00:16:30,1262,2015-01-15 02:30:53,555,5,1.25,0.63,0,2,9,1,1482,2.73,4.55,1.88,1,3,2,3:4,2737,7.59,1.57,0.94,0,5,28,3,0,0,0,190.06
1324,2015-01-19 00:19:49,1263,2015-01-18 23:59:55,345,6.81,5.23,1.26,1,3,8,1,880,12.92,4.31,1.57,0,5,109,2:16,1682,4.26,1.37,1.57,0,6,137,2:3,0,0,0,282.03
1325,2015-01-19 01:08:51,1264,2015-01-13 15:05:26,556,2.78,1.54,1.57,0,2,17,5,399,2.73,2.73,0.94,0,2,68,3:9,435,2.59,1.72,0.63,0,5,17,5,1,0,0,395.21
1326,2015-01-19 01:22:07,1265,2015-01-18 02:43:03,50,9.22,11.51,1.26,0,6,13,1:2,861,3.33,0.67,0.63,1,3,50,4:16,1960,2.96,0.59,1.88,1,3,21,3:4,0,0,0,233.03
1327,2015-01-19 01:58:02,1266,2015-01-14 22:39:53,10,7.5,1.25,0.94,0,2,5,5:6,1590,6.44,1.29,1.26,0,9,83,19,89,15.7,15.7,1.26,0,5,28,3:6,1,0,0,186.17
1328,2015-01-19 05:51:12,1267,2015-01-14 17:37:30,211,5.51,11.02,3.14,1,3,3,1:4,1759,4.58,1.91,1.88,1,3,79,16,1130,8.29,1.66,1.57,1,3,28,3,0,0,0,143.61
1329,2015-01-19 08:01:50,1268,2015-01-13 14:04:03,203,15.28,5.09,1.26,0,2,53,1:9:10,1502,8.06,0.94,2.51,0,5,111,6:10:16,1698,7.04,1.41,1.26,0,5,172,3,0,0,0,188.2
1330,2015-01-19 08:31:28,1269,2015-01-13 15:38:48,495,5.6,2.55,1.57,0,2,9,1,1474,11.99,4.8,1.57,1,3,109,2:9:10:16,1197,4.58,13.1,1.57,0,5,2,3:9,1,0,0,259.71
1331,2015-01-19 08:50:04,772,2015-01-13 13:53:00,504,4.54,0.6,1.57,1,3,18,7,26,3.33,3.33,1.26,0,5,18,7,2738,7.32,2.93,1.26,0,5,62,15,0,0,0,308.61
1332,2015-01-19 08:55:37,1271,2015-01-19 08:17:14,173,3.61,2.41,1.88,0,4,12,1,1752,3.06,0.25,1.57,0,13,50,16,2739,14.36,14.36,0.63,0,5,28,3,1,1,0,202.84
1333,2015-01-19 09:20:54,612,2015-01-13 15:33:10,51,7.32,2.08,1.57,0,4,26,1,692,3.1,1.1,0.94,1,3,98,4:16,622,4.17,0.83,0.94,1,3,88,3:4,0,0,0,409.75
1334,2015-01-19 09:26:20,1272,2015-01-13 15:41:28,307,2.78,2.78,1.88,0,18,43,2:7:9,1760,2.32,0,1.26,0,5,121,14,333,2.5,2.27,0.94,0,2,12,1,0,0,0,160.37
1335,2015-01-19 09:38:23,1273,2015-01-13 13:45:01,234,3.29,2.73,1.57,0,5,8,1,1277,3.75,1.07,0.94,0,2,175,16,2535,4.26,1.7,1.26,1,3,149,3:4:9,0,0,0,185.61
1336,2015-01-19 10:07:42,1274,2015-01-13 14:46:52,54,4.17,2.6,1.57,0,4,27,1:9,576,5.51,1.1,1.26,1,3,50,4:16,1701,6.11,2.45,1.57,1,3,116,3:4:9:20,0,0,0,288.6
1337,2015-01-19 10:26:03,1275,2015-01-13 18:37:38,265,13.2,11.99,0.94,0,4,9,1:9,1761,3.61,5.16,1.57,0,8,13,1,178,6.67,1.67,1.57,0,4,10,1,0,0,0,95.26
1338,2015-01-19 10:32:48,14,2015-01-13 16:37:27,443,2.73,2.73,1.57,0,5,1,1,1413,6.95,0.96,0.94,0,5,109,16,2516,8.29,3.45,1.26,0,5,86,3,0,0,0,185.93
1339,2015-01-19 10:44:33,1277,2015-01-19 10:04:26,489,4.68,5.84,1.57,0,1,13,1,1360,7.36,2.95,0.94,0,5,86,3,2740,4.35,0.96,1.57,0,5,88,3:20,1,0,1,238.4
1340,2015-01-19 10:47:34,314,2015-01-13 13:53:34,349,2.41,1.45,0.94,0,2,12,1,1528,3.06,1.02,1.57,0,2,175,16,1673,2.59,1.04,1.57,1,3,88,3:4:9,1,0,0,126.01
1341,2015-01-19 10:52:46,1279,2015-01-13 14:48:50,395,10.1,6.72,0.63,0,13,9,1,1381,9.82,1.31,3.14,0,2,57,16,598,2.73,0.55,1.26,0,5,42,2:3:10,0,0,0,189.13
1342,2015-01-19 10:56:53,1280,2015-01-13 21:51:00,177,3.98,2.65,1.57,0,14,8,1,1378,5.56,1.11,0.63,0,2,50,16,747,8.29,1.66,1.57,1,3,20,3:4:9:10,0,0,0,220.9
1343,2015-01-19 11:19:05,1281,2015-01-13 13:42:06,297,3.98,2.09,2.2,0,4,12,1:9,1352,8.1,0.9,1.26,0,5,66,2:9:11:16:21,2734,5.51,1.69,1.88,0,6,90,2:3:10,0,0,0,235.3
1344,2015-01-19 11:20:55,7,2015-01-13 16:40:39,495,5.6,2.55,1.57,0,2,9,1,372,4.91,0.61,1.26,0,5,50,16,949,3.47,0.99,1.57,0,5,149,3:20,0,0,1,231.74
1345,2015-01-19 11:39:35,99,2015-01-15 09:37:30,12,5.33,4.44,0.94,0,7,1,1,1587,7.36,1.53,1.57,0,5,111,16,418,3.94,0,2.2,0,6,95,2:3:10,0,0,0,214.04
1346,2015-01-19 11:43:39,1283,2015-01-19 11:35:01,557,4.58,6.11,1.57,0,5,110,17,1762,4.82,2.41,1.26,0,11,40,13,2741,4.82,2.41,1.26,0,11,40,13,0,1,1,188.39
1347,2015-01-19 12:24:57,1284,2015-01-14 06:17:43,298,12.64,4.21,1.26,0,7,1,1,1763,4.08,1.5,1.26,0,5,75,3,2073,3.52,2.34,1.88,0,5,114,3,0,0,0,192.51
1348,2015-01-19 12:40:24,1285,2015-01-13 14:14:35,29,7.18,1.7,0.94,0,4,10,1:9,1458,4.58,2.29,1.57,0,1,92,2:19,966,2.69,2.69,1.57,1,3,123,3:4:9,0,0,0,148.33
1349,2015-01-19 13:04:07,1286,2015-01-14 12:24:55,29,7.18,1.7,0.94,0,4,10,1:9,372,4.91,0.61,1.26,0,5,50,16,2427,3.33,1.67,1.57,0,2,97,3:9,0,0,0,190.1
1350,2015-01-19 13:04:24,162,2015-01-13 13:38:33,483,5.42,2.35,1.26,1,3,17,4:5,1764,2.73,6.07,2.2,1,3,2,3:4,1482,2.73,4.55,1.88,1,3,2,3:4,0,0,0,269.48
1351,2015-01-19 13:06:18,1287,2015-01-13 14:19:33,558,6.67,2.67,1.57,0,5,17,5,1550,6.44,0,1.88,0,5,97,3,2683,4.45,0.89,1.57,0,5,68,3,0,0,0,233.36
1352,2015-01-19 13:17:52,1288,2015-01-13 13:38:30,559,3.66,12.19,1.57,0,5,63,3,1765,3.24,9.53,1.57,0,5,63,3:20,757,3.06,0.61,0.94,0,2,132,3,0,0,1,266.38
1353,2015-01-19 13:32:33,1289,2015-01-13 16:09:53,15,10.56,3.52,0.94,0,4,10,1:9,1352,8.1,0.9,1.26,0,5,66,2:9:11:16:21,1207,8.8,0,1.57,0,5,19,3,0,0,1,185.8
1354,2015-01-19 13:35:06,1290,2015-01-13 13:39:13,560,10.14,2.53,0.63,1,3,71,5:12,1238,5.93,0.79,1.57,0,5,127,16,2117,4.58,15.8,1.88,0,5,2,2:3,0,0,0,236.09
1355,2015-01-19 14:00:17,1291,2015-01-13 14:16:53,54,4.17,2.6,1.57,0,4,27,1:9,1272,4.82,0.6,1.57,0,5,50,16,1756,5.46,9.93,1.57,0,6,2,2:3,0,0,0,214.14
1356,2015-01-19 14:05:37,968,2015-01-19 13:59:00,475,4.35,1.55,1.88,0,2,104,3:9,1678,2.32,463.1,1.57,0,5,42,2:3:10,979,16.39,2.73,1.57,0,5,35,8,0,0,0,186.17
1357,2015-01-19 14:13:21,787,2015-01-19 13:43:07,3,7.92,2.64,1.26,1,3,3,1:4,1484,9.22,0.88,1.26,0,2,66,16,2313,7.36,1.83,1.26,0,5,76,2:3,1,0,0,262.25
1358,2015-01-19 14:18:05,1294,2015-01-14 15:55:00,489,4.68,5.84,1.57,0,1,13,1,1336,4.58,1.53,1.57,1,3,175,4:16,747,8.29,1.66,1.57,1,3,20,3:4:9:10,0,0,0,259.06
1359,2015-01-19 14:19:45,1295,2015-01-14 15:40:39,202,4.82,1.71,1.57,0,2,26,1:6,1308,8.1,0.9,1.26,0,23,66,2:9:11:16:21,765,4.45,1.48,0.94,0,5,114,3:11:21,0,0,0,185.29
1360,2015-01-19 14:29:16,1296,2015-01-13 17:12:33,165,9.96,1.99,0.94,0,4,14,1:9,1131,4.45,1.14,1.26,0,9,77,19,2435,4.58,0.65,1.26,0,5,90,3,1,0,0,246.42
1361,2015-01-19 14:39:07,1297,2015-01-13 14:35:58,261,8.94,3.58,1.57,0,2,72,1,1621,4.17,0.56,1.26,0,5,111,16,1315,6.02,3.01,0.94,0,5,103,3,0,0,0,190.33
1362,2015-01-19 14:48:49,1298,2015-01-13 14:22:28,213,10,166.72,0.94,1,3,5,4:5,1766,8.8,4.4,3.14,0,5,122,3,2714,8.8,4.4,0.94,0,5,122,3:6,1,0,0,144.67
1363,2015-01-19 14:51:06,1299,2015-01-13 13:49:18,91,10.98,3.43,1.57,0,2,9,1,1041,4.58,4.58,1.88,0,5,69,7:9:10,2334,4.58,0.18,1.57,0,5,125,15,0,0,0,214.23
1364,2015-01-19 14:56:07,1300,2015-01-13 14:22:24,121,4.12,2.74,1.88,0,4,27,1,1767,6.44,1.6,1.57,1,3,111,4:16,2111,3.89,0.56,2.2,1,3,90,3:4,0,0,0,260.08
1365,2015-01-19 15:29:58,700,2015-01-15 10:30:31,191,2.73,2.09,1.57,0,4,12,1,1276,11.44,1.31,1.88,0,2,57,16,840,2.73,4.55,1.88,0,10,114,3,0,0,0,212.01
1366,2015-01-19 15:44:31,1301,2015-01-15 19:35:29,402,6.02,2.32,1.88,0,5,26,1:6:10,1215,4.35,0.72,1.26,0,2,127,16,2093,5.84,2.92,1.88,0,5,194,3,0,0,0,210.43
1367,2015-01-19 15:46:15,813,2015-01-13 19:32:38,183,6.21,8.86,1.57,0,7,13,1:10,1394,3.33,1.9,1.57,0,5,111,16,2559,3.24,1.07,1.26,0,6,21,2:3:10,0,0,0,196.59
1368,2015-01-19 15:55:06,937,2015-01-14 12:11:24,462,4.58,0,1.26,0,5,102,7,508,5.51,0,0.94,0,5,103,3,2667,4.17,8.34,1.57,0,5,63,3,0,0,0,185.56
1369,2015-01-19 16:04:27,1303,2015-01-13 13:45:54,121,4.12,2.74,1.88,0,4,27,1,1632,2.69,0.44,0.94,0,2,50,16,1847,15.7,7.84,0.94,0,5,73,3,0,0,1,195.38
1370,2015-01-19 16:09:10,1304,2015-01-13 13:44:25,561,2.73,0.68,1.57,0,5,63,3:20,1349,2.32,0.87,0.94,0,5,147,3,511,3.01,0,1.57,0,2,96,6:15,0,1,0,127.4
1371,2015-01-19 16:18:06,1305,2015-01-13 18:43:56,307,2.78,2.78,1.88,0,18,43,2:7:9,1768,4.35,4.35,1.57,0,2,19,3,2742,5.05,1.01,1.57,0,5,145,17,0,1,1,218.68
1372,2015-01-19 16:19:42,1306,2015-01-13 14:52:04,562,8.71,0,1.88,0,5,52,17,170,9.22,6.14,1.57,0,7,8,1:6:10,2743,4.45,4.45,1.57,0,5,6,7:8,0,0,1,409.47
1373,2015-01-19 16:22:25,1307,2015-01-15 13:53:29,215,3.57,2.37,0.94,0,5,39,5,1769,3.01,2.41,1.26,0,5,17,5,2744,5.46,1.36,1.57,0,5,121,14,1,0,0,212.61
1374,2015-01-19 16:45:58,1308,2015-01-19 16:33:40,458,5.37,1.85,1.26,0,2,17,5,576,5.51,1.1,1.26,1,3,50,4:16,359,8.29,3.45,1.26,0,5,86,3,1,1,0,436.98
1375,2015-01-19 16:51:49,1309,2015-01-14 12:02:10,144,4.82,1.71,0.63,0,2,9,1:9,1620,3.98,1.59,1.26,1,5,152,3:4,2745,4.35,4.35,0.94,0,5,121,14,0,0,0,98.73
1376,2015-01-19 17:16:27,1310,2015-01-13 22:27:44,93,6.67,8.34,1.26,0,2,13,1,1683,7.97,1.59,1.88,0,6,66,2:10:16,1969,7.59,0.84,0.94,0,5,88,2:3,0,0,0,235.12
1377,2015-01-19 17:29:48,1311,2015-01-13 19:53:51,563,4.45,2.96,1.26,0,5,17,5,1770,4.35,1.97,0,0,5,26,19,2746,3.61,14.45,1.88,0,5,65,3,0,0,0,195.8
1378,2015-01-19 17:34:09,1312,2015-01-19 17:30:02,353,5.37,3.58,1.88,0,5,8,1,1412,2.87,0.47,0.94,0,2,127,16,2427,3.33,1.67,1.57,0,2,97,3:9,0,0,0,162.41
1379,2015-01-19 17:38:08,1313,2015-01-13 20:03:16,165,9.96,1.99,0.94,0,4,14,1:9,1340,5.65,1.13,1.57,0,2,175,16,815,5.93,3.95,2.51,0,6,90,2:3:9:10,0,0,0,255.63
1380,2015-01-19 17:38:46,409,2015-01-18 22:43:52,101,7.41,1.85,1.26,0,4,3,1:9,1771,7.36,0.82,1.88,0,2,66,16,1259,4.58,1.39,0.94,0,5,80,3,0,0,0,512.33
1381,2015-01-19 17:54:57,1314,2015-01-13 14:21:49,178,6.67,1.67,1.57,0,4,10,1,1393,11.07,5.53,2.2,1,3,109,4:9:16,954,5.51,1.1,0.94,0,5,81,3,0,0,1,244.15
1382,2015-01-19 18:02:39,260,2015-01-13 21:12:34,91,10.98,3.43,1.57,0,2,9,1,631,6.58,1.36,1.57,0,5,79,16,2203,8.89,2.22,1.57,0,5,191,3:10,0,0,0,243.82
1383,2015-01-19 18:05:11,1085,2015-01-13 16:27:48,252,12.27,2.04,1.26,0,9,71,5:12,1712,6.3,2.52,1.57,0,5,92,19,2293,2.73,0.55,1.26,1,3,68,3:4:6:9,0,0,0,444.3
1384,2015-01-19 18:45:12,788,2015-01-13 17:39:09,564,3.43,2.45,1.26,0,2,12,1,822,2.32,8.9,1.26,1,3,63,3:4,1630,5.09,5.2,1.57,0,5,184,3,0,0,0,361.26
1385,2015-01-19 18:45:45,1316,2015-01-13 16:27:02,10,7.5,1.25,0.94,0,2,5,5:6,1743,6.44,1.07,1.26,0,5,88,2:3,2359,2.41,4.82,1.57,0,5,30,3:9,0,0,1,337.09
1386,2015-01-19 18:55:09,212,2015-01-13 17:04:48,297,3.98,2.09,2.2,0,4,12,1:9,1314,6.44,0.85,1.88,0,2,127,16,2415,4.77,1.19,0.94,0,5,119,3:6,0,0,0,186.17
1387,2015-01-19 18:59:13,1317,2015-01-19 17:31:00,565,2.73,0.55,1.57,0,1,34,2:5,1569,8.29,2.36,1.57,0,5,111,16,1134,6.11,6.11,1.26,0,2,20,3,0,0,1,210.85
1388,2015-01-19 19:07:19,1318,2015-01-13 13:58:57,454,22.23,1.85,1.88,0,5,41,2:8,1772,9.17,3.06,1.57,0,5,41,2:8,47,4.49,0.49,0,0,5,25,8:11,0,0,0,188.16
1389,2015-01-19 19:18:09,1319,2015-01-13 15:55:46,8,9.17,2.04,0.94,1,3,3,1:4,1708,16.3,5.43,6.28,0,2,109,16,953,3.43,0.48,2.2,1,3,90,3:4,1,0,0,279.16
1390,2015-01-19 19:26:20,1320,2015-01-13 19:07:36,353,5.37,3.58,1.88,0,5,8,1,1336,4.58,1.53,1.57,1,3,175,4:16,485,5.51,0.18,2.2,0,21,67,15,0,0,0,843.68
1391,2015-01-19 19:33:06,788,2015-01-13 17:39:09,564,3.43,2.45,1.26,0,2,12,1,822,2.32,8.9,1.26,1,3,63,3:4,1630,5.09,5.2,1.57,0,5,184,3,0,0,0,281.33
1392,2015-01-19 20:26:51,1322,2015-01-14 09:05:30,566,5.51,2.11,1.26,0,1,26,1:2,1371,7.59,3.8,1.57,0,5,109,16,1986,6.44,3.21,0.94,1,3,86,3:4,0,0,0,338.39
1393,2015-01-19 20:27:39,1323,2015-01-13 14:29:20,273,3.43,0,1.57,0,5,11,5:6,735,3.24,0.54,1.26,0,2,127,16,2395,9.17,0,0.94,0,5,28,2:3,0,1,1,296.62
1394,2015-01-19 20:37:14,1324,2015-01-19 14:32:22,567,2.73,1.09,0.63,0,2,37,5:6,1238,5.93,0.79,1.57,0,5,127,16,1673,2.59,1.04,1.57,1,3,88,3:4:9,0,0,0,220.44
1395,2015-01-19 20:40:30,1325,2015-01-14 07:41:29,568,16.39,2.73,1.57,0,5,35,8,1025,10.37,5.23,1.26,0,5,41,2:8,2747,2.5,1,0.94,0,5,82,17,0,0,0,625.74
1396,2015-01-19 21:03:48,778,2015-01-13 15:52:31,569,4.35,1.81,0.63,0,2,9,1,1745,8.06,0.94,2.51,0,5,111,6:16,2748,3.33,1.13,6.28,0,2,65,3,0,0,0,101.28
1397,2015-01-19 21:08:24,620,2015-01-19 20:31:16,498,27.55,5.51,1.26,0,6,3,1,1126,4.17,0.83,1.26,1,3,50,4:6:9:16,1414,8.29,4.14,1.57,0,6,122,2:3:6,0,1,0,190.89
1398,2015-01-19 21:23:14,920,2015-01-15 09:59:13,345,6.81,5.23,1.26,1,3,8,1,1373,3.66,0.76,3.14,1,3,50,4:16,2665,3.15,1.57,0.94,1,3,117,3:4,0,0,0,197.05
1399,2015-01-19 21:26:02,1328,2015-01-13 19:18:05,570,2.87,1.91,0.94,0,5,17,5,1478,4.17,0.93,1.26,0,2,175,9:16,1315,6.02,3.01,0.94,0,5,103,3,0,0,0,274.99
1400,2015-01-19 21:59:53,1329,2015-01-13 15:15:50,63,9.17,3.67,1.26,1,3,3,1:4:9,1269,4.17,1.39,1.26,1,3,175,4:16,2749,2.96,2.82,1.57,1,10,99,3:4:6,0,0,0,187.23
1401,2015-01-19 22:02:00,767,2015-01-13 13:59:04,234,3.29,2.73,1.57,0,5,8,1,1773,2.73,1.05,1.57,0,5,159,3,1692,2.69,2.98,1.57,0,5,30,3,1,0,0,347.56
1402,2015-01-19 22:26:42,1330,2015-01-13 14:00:26,193,4.4,2.44,1.57,0,2,8,1,1774,14.77,7.38,0.94,0,2,100,3,2569,5.09,5.2,1.57,0,5,184,3,0,0,1,186.12
1403,2015-01-19 22:36:06,1331,2015-01-14 12:20:21,148,4.45,0,1.88,0,4,11,5,1394,3.33,1.9,1.57,0,5,111,16,2750,19.4,4.84,1.57,0,5,121,14,0,0,0,459.07
1404,2015-01-19 23:01:01,1332,2015-01-15 11:54:39,571,7.78,2.59,1.57,0,5,47,8,1044,7.22,4.82,1.26,0,5,47,8,10,7.5,1.25,0.94,0,2,5,5:6,0,0,0,314.26
1405,2015-01-19 23:11:36,1333,2015-01-13 20:35:10,572,2.78,1.39,0.94,0,2,17,5,1579,6.44,0.89,1.57,0,2,111,16,1291,5.09,1.45,1.88,0,5,172,3,1,0,0,316.2
1406,2015-01-19 23:21:29,455,2015-01-14 19:11:17,14,8.43,3.51,1.88,0,2,9,1,1535,8.29,2.07,1.57,0,5,111,6:16,1460,13.85,5.54,1.57,0,5,16,3:10,0,0,0,902.77
1407,2015-01-20 12:00:45,408,2015-01-20 11:17:09,360,6.02,4.63,1.88,0,5,1,1:10,1336,4.58,1.53,1.57,1,3,175,4:16,1817,4.58,0.92,0.94,1,3,88,3,0,0,0,187.37
1408,2015-01-20 12:04:11,847,2015-01-20 11:54:28,31,5.84,5.84,1.26,1,3,13,1,1284,3.89,1.39,0.94,1,3,98,4:16,268,20.38,13.58,0.94,0,5,73,3,0,0,0,221.59
1409,2015-01-20 13:59:15,151,2015-01-20 13:47:46,498,27.55,5.51,1.26,0,6,3,1,1479,8.29,2.07,3.14,0,2,131,16,2593,4.58,5.09,1.57,0,6,95,2:3,1,1,1,192.65
