orderID,couponsReceivedDate,couponsReceivedTime,couponsReceivedDoW,couponsReceivedWeekend,couponsReceivedFriSat,orderTimeDate,orderTimeTime,orderTimeDoW,orderTimeWeekend,orderTimeFriSat,batchID,couponsExpire,couponsSent,TimeBtwnSentRec,TimeBtwnRecExpire,TimeBtwnRecOrder,TimeBtwnOrderExpire
1593,2015-01-20,18H 1M 23S,Tuesday,0,0,2015-01-22,11H 54M 32S,Thursday,0,0,3,2015-01-27 00:00:01,2015-01-20 00:00:01,18.0227777777778,149.977222222222,41.8858333333333,108.091388888889
1594,2015-01-21,7H 55M 58S,Wednesday,0,0,2015-01-22,11H 55M 25S,Thursday,0,0,3,2015-01-27 00:00:01,2015-01-20 00:00:01,31.9325,136.0675,27.9908333333333,108.076666666667
1595,2015-01-20,21H 25M 21S,Tuesday,0,0,2015-01-22,11H 56M 13S,Thursday,0,0,3,2015-01-27 00:00:01,2015-01-20 00:00:01,21.4222222222222,146.577777777778,38.5144444444444,108.063333333333
1596,2015-01-20,13H 51M 33S,Tuesday,0,0,2015-01-22,11H 59M 21S,Thursday,0,0,3,2015-01-27 00:00:01,2015-01-20 00:00:01,13.8588888888889,154.141111111111,46.13,108.011111111111
1597,2015-01-20,15H 42M 35S,Tuesday,0,0,2015-01-22,11H 59M 38S,Thursday,0,0,3,2015-01-27 00:00:01,2015-01-20 00:00:01,15.7094444444444,152.290555555556,44.2841666666667,108.006388888889
1598,2015-01-22,10H 21M 37S,Thursday,0,0,2015-01-22,12H 11M 36S,Thursday,0,0,3,2015-01-27 00:00:01,2015-01-20 00:00:01,58.36,109.64,1.83305555555556,107.806944444444
1599,2015-01-22,12H 4M 25S,Thursday,0,0,2015-01-22,12H 32M 46S,Thursday,0,0,3,2015-01-27 00:00:01,2015-01-20 00:00:01,60.0733333333333,107.926666666667,0.4725,107.454166666667
1600,2015-01-22,12H 19M 58S,Thursday,0,0,2015-01-22,12H 39M 57S,Thursday,0,0,3,2015-01-27 00:00:01,2015-01-20 00:00:01,60.3325,107.6675,0.333055555555556,107.334444444444
1601,2015-01-22,12H 13M 20S,Thursday,0,0,2015-01-22,12H 50M 1S,Thursday,0,0,3,2015-01-27 00:00:01,2015-01-20 00:00:01,60.2219444444444,107.778055555556,0.611388888888889,107.166666666667
1602,2015-01-22,12H 58M 14S,Thursday,0,0,2015-01-22,13H 25M 50S,Thursday,0,0,3,2015-01-27 00:00:01,2015-01-20 00:00:01,60.9702777777778,107.029722222222,0.46,106.569722222222
1603,2015-01-20,15H 42M 45S,Tuesday,0,0,2015-01-22,13H 27M 53S,Thursday,0,0,3,2015-01-27 00:00:01,2015-01-20 00:00:01,15.7122222222222,152.287777777778,45.7522222222222,106.535555555556
1604,2015-01-22,11H 53M 45S,Thursday,0,0,2015-01-22,13H 30M 49S,Thursday,0,0,3,2015-01-27 00:00:01,2015-01-20 00:00:01,59.8955555555556,108.104444444444,1.61777777777778,106.486666666667
1605,2015-01-20,21H 4M 33S,Tuesday,0,0,2015-01-22,13H 42M 40S,Thursday,0,0,3,2015-01-27 00:00:01,2015-01-20 00:00:01,21.0755555555556,146.924444444444,40.6352777777778,106.289166666667
1606,2015-01-22,13H 13M 19S,Thursday,0,0,2015-01-22,13H 46M 17S,Thursday,0,0,3,2015-01-27 00:00:01,2015-01-20 00:00:01,61.2216666666667,106.778333333333,0.549444444444444,106.228888888889
1607,2015-01-22,13H 22M 6S,Thursday,0,0,2015-01-22,14H 0M 17S,Thursday,0,0,3,2015-01-27 00:00:01,2015-01-20 00:00:01,61.3680555555556,106.631944444444,0.636388888888889,105.995555555556
1608,2015-01-21,12H 4M 22S,Wednesday,0,0,2015-01-22,14H 1M 16S,Thursday,0,0,3,2015-01-27 00:00:01,2015-01-20 00:00:01,36.0725,131.9275,25.9483333333333,105.979166666667
1609,2015-01-22,13H 22M 31S,Thursday,0,0,2015-01-22,14H 31M 0S,Thursday,0,0,3,2015-01-27 00:00:01,2015-01-20 00:00:01,61.375,106.625,1.14138888888889,105.483611111111
1610,2015-01-22,14H 9M 49S,Thursday,0,0,2015-01-22,14H 33M 27S,Thursday,0,0,3,2015-01-27 00:00:01,2015-01-20 00:00:01,62.1633333333333,105.836666666667,0.393888888888889,105.442777777778
1611,2015-01-22,14H 26M 52S,Thursday,0,0,2015-01-22,14H 51M 4S,Thursday,0,0,3,2015-01-27 00:00:01,2015-01-20 00:00:01,62.4475,105.5525,0.403333333333333,105.149166666667
1612,2015-01-22,13H 29M 19S,Thursday,0,0,2015-01-22,14H 59M 17S,Thursday,0,0,3,2015-01-27 00:00:01,2015-01-20 00:00:01,61.4883333333333,106.511666666667,1.49944444444444,105.012222222222
1613,2015-01-20,14H 48M 17S,Tuesday,0,0,2015-01-22,15H 29M 25S,Thursday,0,0,3,2015-01-27 00:00:01,2015-01-20 00:00:01,14.8044444444444,153.195555555556,48.6855555555556,104.51
1614,2015-01-21,8H 19M 17S,Wednesday,0,0,2015-01-22,15H 32M 36S,Thursday,0,0,3,2015-01-27 00:00:01,2015-01-20 00:00:01,32.3211111111111,135.678888888889,31.2219444444444,104.456944444444
1615,2015-01-22,15H 1M 20S,Thursday,0,0,2015-01-22,15H 51M 47S,Thursday,0,0,3,2015-01-27 00:00:01,2015-01-20 00:00:01,63.0219444444444,104.978055555556,0.840833333333333,104.137222222222
1616,2015-01-20,18H 39M 57S,Tuesday,0,0,2015-01-22,15H 52M 10S,Thursday,0,0,3,2015-01-27 00:00:01,2015-01-20 00:00:01,18.6655555555556,149.334444444444,45.2036111111111,104.130833333333
1617,2015-01-20,14H 3M 27S,Tuesday,0,0,2015-01-22,15H 55M 33S,Thursday,0,0,3,2015-01-27 00:00:01,2015-01-20 00:00:01,14.0572222222222,153.942777777778,49.8683333333333,104.074444444444
1618,2015-01-22,15H 45M 3S,Thursday,0,0,2015-01-22,16H 18M 51S,Thursday,0,0,3,2015-01-27 00:00:01,2015-01-20 00:00:01,63.7505555555556,104.249444444444,0.563333333333333,103.686111111111
1619,2015-01-20,14H 8M 43S,Tuesday,0,0,2015-01-22,16H 28M 3S,Thursday,0,0,3,2015-01-27 00:00:01,2015-01-20 00:00:01,14.145,153.855,50.3222222222222,103.532777777778
1620,2015-01-22,16H 9M 46S,Thursday,0,0,2015-01-22,16H 33M 4S,Thursday,0,0,3,2015-01-27 00:00:01,2015-01-20 00:00:01,64.1625,103.8375,0.388333333333333,103.449166666667
1621,2015-01-20,18H 19M 36S,Tuesday,0,0,2015-01-22,16H 35M 15S,Thursday,0,0,3,2015-01-27 00:00:01,2015-01-20 00:00:01,18.3263888888889,149.673611111111,46.2608333333333,103.412777777778
1622,2015-01-20,13H 53M 24S,Tuesday,0,0,2015-01-22,16H 46M 53S,Thursday,0,0,3,2015-01-27 00:00:01,2015-01-20 00:00:01,13.8897222222222,154.110277777778,50.8913888888889,103.218888888889
1623,2015-01-22,16H 47M 36S,Thursday,0,0,2015-01-22,16H 49M 22S,Thursday,0,0,3,2015-01-27 00:00:01,2015-01-20 00:00:01,64.7930555555556,103.206944444444,0.0294444444444444,103.1775
1624,2015-01-20,15H 42M 34S,Tuesday,0,0,2015-01-22,17H 22M 30S,Thursday,0,0,3,2015-01-27 00:00:01,2015-01-20 00:00:01,15.7091666666667,152.290833333333,49.6655555555556,102.625277777778
1625,2015-01-21,9H 45M 36S,Wednesday,0,0,2015-01-22,17H 32M 7S,Thursday,0,0,3,2015-01-27 00:00:01,2015-01-20 00:00:01,33.7597222222222,134.240277777778,31.7752777777778,102.465
1626,2015-01-20,13H 49M 59S,Tuesday,0,0,2015-01-22,17H 46M 29S,Thursday,0,0,3,2015-01-27 00:00:01,2015-01-20 00:00:01,13.8327777777778,154.167222222222,51.9416666666667,102.225555555556
1627,2015-01-22,17H 57M 28S,Thursday,0,0,2015-01-22,18H 17M 42S,Thursday,0,0,3,2015-01-27 00:00:01,2015-01-20 00:00:01,65.9575,102.0425,0.337222222222222,101.705277777778
1628,2015-01-22,18H 28M 42S,Thursday,0,0,2015-01-22,18H 32M 11S,Thursday,0,0,3,2015-01-27 00:00:01,2015-01-20 00:00:01,66.4780555555556,101.521944444444,0.0580555555555556,101.463888888889
1629,2015-01-22,18H 23M 12S,Thursday,0,0,2015-01-22,19H 16M 7S,Thursday,0,0,3,2015-01-27 00:00:01,2015-01-20 00:00:01,66.3863888888889,101.613611111111,0.881944444444444,100.731666666667
1630,2015-01-20,13H 51M 36S,Tuesday,0,0,2015-01-22,19H 42M 6S,Thursday,0,0,3,2015-01-27 00:00:01,2015-01-20 00:00:01,13.8597222222222,154.140277777778,53.8416666666667,100.298611111111
1631,2015-01-20,15H 38M 56S,Tuesday,0,0,2015-01-22,19H 47M 6S,Thursday,0,0,3,2015-01-27 00:00:01,2015-01-20 00:00:01,15.6486111111111,152.351388888889,52.1361111111111,100.215277777778
1632,2015-01-22,18H 56M 1S,Thursday,0,0,2015-01-22,19H 50M 29S,Thursday,0,0,3,2015-01-27 00:00:01,2015-01-20 00:00:01,66.9333333333333,101.066666666667,0.907777777777778,100.158888888889
1633,2015-01-21,10H 22M 24S,Wednesday,0,0,2015-01-22,20H 1M 57S,Thursday,0,0,3,2015-01-27 00:00:01,2015-01-20 00:00:01,34.3730555555556,133.626944444444,33.6591666666667,99.9677777777778
1634,2015-01-21,16H 47M 9S,Wednesday,0,0,2015-01-22,20H 9M 39S,Thursday,0,0,3,2015-01-27 00:00:01,2015-01-20 00:00:01,40.7855555555556,127.214444444444,27.375,99.8394444444444
1635,2015-01-20,18H 4M 35S,Tuesday,0,0,2015-01-22,20H 20M 7S,Thursday,0,0,3,2015-01-27 00:00:01,2015-01-20 00:00:01,18.0761111111111,149.923888888889,50.2588888888889,99.665
1636,2015-01-20,17H 36M 20S,Tuesday,0,0,2015-01-22,21H 3M 28S,Thursday,0,0,3,2015-01-27 00:00:01,2015-01-20 00:00:01,17.6052777777778,150.394722222222,51.4522222222222,98.9425
1637,2015-01-22,20H 55M 54S,Thursday,0,0,2015-01-22,21H 4M 38S,Thursday,0,0,3,2015-01-27 00:00:01,2015-01-20 00:00:01,68.9313888888889,99.0686111111111,0.145555555555556,98.9230555555555
1638,2015-01-20,11H 8M 7S,Tuesday,0,0,2015-01-22,21H 13M 23S,Thursday,0,0,3,2015-01-27 00:00:01,2015-01-20 00:00:01,11.135,156.865,58.0877777777778,98.7772222222222
1639,2015-01-20,15H 8M 3S,Tuesday,0,0,2015-01-22,21H 21M 52S,Thursday,0,0,3,2015-01-27 00:00:01,2015-01-20 00:00:01,15.1338888888889,152.866111111111,54.2302777777778,98.6358333333333
1640,2015-01-22,20H 50M 41S,Thursday,0,0,2015-01-22,21H 38M 16S,Thursday,0,0,3,2015-01-27 00:00:01,2015-01-20 00:00:01,68.8444444444444,99.1555555555556,0.793055555555556,98.3625
1641,2015-01-22,20H 25M 17S,Thursday,0,0,2015-01-22,21H 41M 32S,Thursday,0,0,3,2015-01-27 00:00:01,2015-01-20 00:00:01,68.4211111111111,99.5788888888889,1.27083333333333,98.3080555555556
1642,2015-01-22,21H 35M 33S,Thursday,0,0,2015-01-22,21H 49M 55S,Thursday,0,0,3,2015-01-27 00:00:01,2015-01-20 00:00:01,69.5922222222222,98.4077777777778,0.239444444444444,98.1683333333333
1643,2015-01-22,21H 19M 22S,Thursday,0,0,2015-01-22,21H 55M 38S,Thursday,0,0,3,2015-01-27 00:00:01,2015-01-20 00:00:01,69.3225,98.6775,0.604444444444444,98.0730555555556
1644,2015-01-21,22H 38M 37S,Wednesday,0,0,2015-01-22,22H 37M 43S,Thursday,0,0,3,2015-01-27 00:00:01,2015-01-20 00:00:01,46.6433333333333,121.356666666667,23.985,97.3716666666667
1645,2015-01-22,22H 52M 58S,Thursday,0,0,2015-01-22,22H 57M 20S,Thursday,0,0,3,2015-01-27 00:00:01,2015-01-20 00:00:01,70.8825,97.1175,0.0727777777777778,97.0447222222222
1646,2015-01-22,22H 47M 3S,Thursday,0,0,2015-01-22,23H 5M 28S,Thursday,0,0,3,2015-01-27 00:00:01,2015-01-20 00:00:01,70.7838888888889,97.2161111111111,0.306944444444444,96.9091666666667
1647,2015-01-22,23H 28M 37S,Thursday,0,0,2015-01-22,23H 49M 58S,Thursday,0,0,3,2015-01-27 00:00:01,2015-01-20 00:00:01,71.4766666666667,96.5233333333333,0.355833333333333,96.1675
1648,2015-01-20,15H 20M 6S,Tuesday,0,0,2015-01-22,23H 55M 59S,Thursday,0,0,3,2015-01-27 00:00:01,2015-01-20 00:00:01,15.3347222222222,152.665277777778,56.5980555555556,96.0672222222222
1649,2015-01-22,23H 32M 51S,Thursday,0,0,2015-01-23,2M 35S,Friday,0,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,71.5472222222222,96.4527777777778,0.495555555555556,95.9572222222222
1650,2015-01-23,36M 45S,Friday,0,1,2015-01-23,1H 4M 25S,Friday,0,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,72.6122222222222,95.3877777777778,0.461111111111111,94.9266666666667
1651,2015-01-20,15H 38M 3S,Tuesday,0,0,2015-01-23,4H 35M 11S,Friday,0,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,15.6338888888889,152.366111111111,60.9522222222222,91.4138888888889
1652,2015-01-20,15H 54M 4S,Tuesday,0,0,2015-01-23,6H 51M 13S,Friday,0,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,15.9008333333333,152.099166666667,62.9525,89.1466666666667
1653,2015-01-20,14H 53M 6S,Tuesday,0,0,2015-01-23,7H 41M 20S,Friday,0,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,14.8847222222222,153.115277777778,64.8038888888889,88.3113888888889
1654,2015-01-20,15H 17M 31S,Tuesday,0,0,2015-01-23,9H 3M 25S,Friday,0,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,15.2916666666667,152.708333333333,65.765,86.9433333333333
1655,2015-01-20,14H 17M 6S,Tuesday,0,0,2015-01-23,9H 17M 7S,Friday,0,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,14.2847222222222,153.715277777778,67.0002777777778,86.715
1656,2015-01-22,12H 18M 37S,Thursday,0,0,2015-01-23,9H 20M 50S,Friday,0,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,60.31,107.69,21.0369444444444,86.6530555555556
1657,2015-01-21,6H 9M 51S,Wednesday,0,0,2015-01-23,9H 30M 56S,Friday,0,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,30.1638888888889,137.836111111111,51.3513888888889,86.4847222222222
1658,2015-01-20,20H 39M 21S,Tuesday,0,0,2015-01-23,9H 49M 51S,Friday,0,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,20.6555555555556,147.344444444444,61.175,86.1694444444445
1659,2015-01-23,9H 34M 15S,Friday,0,1,2015-01-23,10H 18M 14S,Friday,0,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,81.5705555555556,86.4294444444444,0.733055555555556,85.6963888888889
1660,2015-01-23,9H 6M 20S,Friday,0,1,2015-01-23,10H 28M 37S,Friday,0,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,81.1052777777778,86.8947222222222,1.37138888888889,85.5233333333333
1661,2015-01-21,10H 48M 46S,Wednesday,0,0,2015-01-23,10H 48M 48S,Friday,0,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,34.8125,133.1875,48.0005555555556,85.1869444444444
1662,2015-01-23,9H 36M 55S,Friday,0,1,2015-01-23,11H 3M 56S,Friday,0,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,81.615,86.385,1.45027777777778,84.9347222222222
1663,2015-01-23,11H 1M 43S,Friday,0,1,2015-01-23,11H 27M 6S,Friday,0,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,83.0283333333333,84.9716666666667,0.423055555555556,84.5486111111111
1664,2015-01-20,14H 28M 57S,Tuesday,0,0,2015-01-23,11H 58M 31S,Friday,0,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,14.4822222222222,153.517777777778,69.4927777777778,84.025
1665,2015-01-23,12H 9M 3S,Friday,0,1,2015-01-23,12H 39M 42S,Friday,0,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,84.1505555555556,83.8494444444444,0.510833333333333,83.3386111111111
1666,2015-01-23,11H 24M 10S,Friday,0,1,2015-01-23,12H 42M 3S,Friday,0,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,83.4025,84.5975,1.29805555555556,83.2994444444444
1667,2015-01-20,16H 18M 3S,Tuesday,0,0,2015-01-23,13H 16M 49S,Friday,0,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,16.3005555555556,151.699444444444,68.9794444444444,82.72
1668,2015-01-23,13H 8M 52S,Friday,0,1,2015-01-23,13H 41M 16S,Friday,0,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,85.1475,82.8525,0.54,82.3125
1669,2015-01-20,14H 11M 13S,Tuesday,0,0,2015-01-23,13H 44M 10S,Friday,0,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,14.1866666666667,153.813333333333,71.5491666666667,82.2641666666667
1670,2015-01-20,15H 39M 14S,Tuesday,0,0,2015-01-23,14H 8M 38S,Friday,0,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,15.6536111111111,152.346388888889,70.49,81.8563888888889
1671,2015-01-23,14H 15M 21S,Friday,0,1,2015-01-23,14H 40M 29S,Friday,0,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,86.2555555555556,81.7444444444444,0.418888888888889,81.3255555555556
1672,2015-01-21,12H 56M 16S,Wednesday,0,0,2015-01-23,14H 42M 10S,Friday,0,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,36.9375,131.0625,49.765,81.2975
1673,2015-01-20,16H 51M 58S,Tuesday,0,0,2015-01-23,14H 42M 10S,Friday,0,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,16.8658333333333,151.134166666667,69.8366666666667,81.2975
1674,2015-01-21,7H 55M 13S,Wednesday,0,0,2015-01-23,15H 28M 21S,Friday,0,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,31.92,136.08,55.5522222222222,80.5277777777778
1675,2015-01-20,17H 18M 40S,Tuesday,0,0,2015-01-23,15H 54M 37S,Friday,0,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,17.3108333333333,150.689166666667,70.5991666666667,80.09
1676,2015-01-20,16H 5M 6S,Tuesday,0,0,2015-01-23,16H 22M 15S,Friday,0,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,16.0847222222222,151.915277777778,72.2858333333333,79.6294444444444
1677,2015-01-23,11H 32M 34S,Friday,0,1,2015-01-23,16H 23M 42S,Friday,0,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,83.5425,84.4575,4.85222222222222,79.6052777777778
1678,2015-01-20,15H 3M 20S,Tuesday,0,0,2015-01-23,16H 27M 30S,Friday,0,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,15.0552777777778,152.944722222222,73.4027777777778,79.5419444444444
1679,2015-01-23,16H 55M 55S,Friday,0,1,2015-01-23,17H 32M 8S,Friday,0,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,88.9316666666667,79.0683333333333,0.603611111111111,78.4647222222222
1680,2015-01-23,15H 19M 32S,Friday,0,1,2015-01-23,17H 54M 17S,Friday,0,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,87.3252777777778,80.6747222222222,2.57916666666667,78.0955555555555
1681,2015-01-21,13H 22M 42S,Wednesday,0,0,2015-01-23,18H 19M 4S,Friday,0,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,37.3780555555556,130.621944444444,52.9394444444444,77.6825
1682,2015-01-20,14H 34M 11S,Tuesday,0,0,2015-01-23,18H 34M 54S,Friday,0,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,14.5694444444444,153.430555555556,76.0119444444444,77.4186111111111
1683,2015-01-23,17H 52M 55S,Friday,0,1,2015-01-23,18H 36M 2S,Friday,0,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,89.8816666666667,78.1183333333333,0.718611111111111,77.3997222222222
1684,2015-01-23,19H 31M 38S,Friday,0,1,2015-01-23,19H 46M 29S,Friday,0,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,91.5269444444444,76.4730555555556,0.2475,76.2255555555556
1685,2015-01-20,13H 53M 24S,Tuesday,0,0,2015-01-23,19H 51M 47S,Friday,0,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,13.8897222222222,154.110277777778,77.9730555555556,76.1372222222222
1686,2015-01-20,13H 51M 16S,Tuesday,0,0,2015-01-23,19H 57M 58S,Friday,0,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,13.8541666666667,154.145833333333,78.1116666666667,76.0341666666667
1687,2015-01-22,9H 59M 8S,Thursday,0,0,2015-01-23,20H 40M 1S,Friday,0,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,57.9852777777778,110.014722222222,34.6813888888889,75.3333333333333
1688,2015-01-23,19H 14M 21S,Friday,0,1,2015-01-23,20H 45M 10S,Friday,0,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,91.2388888888889,76.7611111111111,1.51361111111111,75.2475
1689,2015-01-20,14H 36M 52S,Tuesday,0,0,2015-01-23,20H 51M 4S,Friday,0,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,14.6141666666667,153.385833333333,78.2366666666667,75.1491666666667
1690,2015-01-23,10H 29M 50S,Friday,0,1,2015-01-23,20H 56M 3S,Friday,0,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,82.4969444444444,85.5030555555556,10.4369444444444,75.0661111111111
1691,2015-01-20,17H 51M 5S,Tuesday,0,0,2015-01-23,21H 14M 2S,Friday,0,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,17.8511111111111,150.148888888889,75.3825,74.7663888888889
1692,2015-01-23,19H 51M 39S,Friday,0,1,2015-01-23,21H 24M 41S,Friday,0,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,91.8605555555555,76.1394444444445,1.55055555555556,74.5888888888889
1693,2015-01-23,20H 46M 12S,Friday,0,1,2015-01-23,21H 50M 12S,Friday,0,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,92.7697222222222,75.2302777777778,1.06666666666667,74.1636111111111
1694,2015-01-23,20H 44M 47S,Friday,0,1,2015-01-23,21H 51M 44S,Friday,0,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,92.7461111111111,75.2538888888889,1.11583333333333,74.1380555555556
1695,2015-01-23,21H 41M 0S,Friday,0,1,2015-01-23,22H 9M 26S,Friday,0,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,93.6830555555556,74.3169444444444,0.473888888888889,73.8430555555556
1696,2015-01-20,22H 11M 28S,Tuesday,0,0,2015-01-23,22H 16M 25S,Friday,0,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,22.1908333333333,145.809166666667,72.0825,73.7266666666667
1697,2015-01-20,22H 25M 49S,Tuesday,0,0,2015-01-23,23H 7M 43S,Friday,0,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,22.43,145.57,72.6983333333333,72.8716666666667
1698,2015-01-22,22H 21M 18S,Thursday,0,0,2015-01-23,23H 25M 13S,Friday,0,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,70.3547222222222,97.6452777777778,25.0652777777778,72.58
1699,2015-01-20,13H 55M 15S,Tuesday,0,0,2015-01-23,23H 25M 30S,Friday,0,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,13.9205555555556,154.079444444444,81.5041666666667,72.5752777777778
1700,2015-01-20,16H 2M 41S,Tuesday,0,0,2015-01-23,23H 28M 20S,Friday,0,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,16.0444444444444,151.955555555556,79.4275,72.5280555555556
1701,2015-01-23,21H 13M 22S,Friday,0,1,2015-01-23,23H 31M 44S,Friday,0,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,93.2225,74.7775,2.30611111111111,72.4713888888889
1702,2015-01-20,19H 3M 12S,Tuesday,0,0,2015-01-23,23H 52M 26S,Friday,0,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,19.0530555555556,148.946944444444,76.8205555555556,72.1263888888889
1703,2015-01-24,6M 3S,Saturday,1,1,2015-01-24,55M 26S,Saturday,1,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,96.1005555555556,71.8994444444444,0.823055555555556,71.0763888888889
1704,2015-01-20,13H 59M 32S,Tuesday,0,0,2015-01-24,2H 22M 1S,Saturday,1,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,13.9919444444444,154.008055555556,84.3747222222222,69.6333333333333
1705,2015-01-20,14H 58M 41S,Tuesday,0,0,2015-01-24,8H 40M 18S,Saturday,1,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,14.9777777777778,153.022222222222,89.6936111111111,63.3286111111111
1706,2015-01-20,14H 58M 41S,Tuesday,0,0,2015-01-24,8H 43M 59S,Saturday,1,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,14.9777777777778,153.022222222222,89.755,63.2672222222222
1707,2015-01-24,10H 15M 46S,Saturday,1,1,2015-01-24,10H 47M 38S,Saturday,1,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,106.2625,61.7375,0.531111111111111,61.2063888888889
1708,2015-01-21,17H 44M 54S,Wednesday,0,0,2015-01-24,10H 53M 36S,Saturday,1,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,41.7480555555556,126.251944444444,65.145,61.1069444444444
1709,2015-01-24,10H 53M 9S,Saturday,1,1,2015-01-24,10H 56M 56S,Saturday,1,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,106.885555555556,61.1144444444444,0.0630555555555556,61.0513888888889
1710,2015-01-24,10H 25M 56S,Saturday,1,1,2015-01-24,11H 3M 4S,Saturday,1,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,106.431944444444,61.5680555555556,0.618888888888889,60.9491666666667
1711,2015-01-20,14H 59M 34S,Tuesday,0,0,2015-01-24,11H 59M 54S,Saturday,1,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,14.9925,153.0075,93.0055555555556,60.0019444444444
1712,2015-01-20,17H 32M 24S,Tuesday,0,0,2015-01-24,12H 2M 29S,Saturday,1,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,17.5397222222222,150.460277777778,90.5013888888889,59.9588888888889
1713,2015-01-22,18H 3M 0S,Thursday,0,0,2015-01-24,12H 17M 24S,Saturday,1,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,66.0497222222222,101.950277777778,42.24,59.7102777777778
1714,2015-01-20,18H 49M 38S,Tuesday,0,0,2015-01-24,12H 25M 19S,Saturday,1,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,18.8269444444444,149.173055555556,89.5947222222222,59.5783333333333
1715,2015-01-20,19H 15M 47S,Tuesday,0,0,2015-01-24,12H 43M 11S,Saturday,1,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,19.2627777777778,148.737222222222,89.4566666666667,59.2805555555556
1716,2015-01-24,12H 34M 58S,Saturday,1,1,2015-01-24,12H 59M 4S,Saturday,1,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,108.5825,59.4175,0.401666666666667,59.0158333333333
1717,2015-01-21,11H 49M 36S,Wednesday,0,0,2015-01-24,13H 7M 0S,Saturday,1,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,35.8263888888889,132.173611111111,73.29,58.8836111111111
1718,2015-01-20,14H 58M 55S,Tuesday,0,0,2015-01-24,13H 11M 43S,Saturday,1,1,3,2015-01-27 00:00:01,2015-01-20 00:00:01,14.9816666666667,153.018333333333,94.2133333333333,58.805
