orderID,TimeBtwnRecExpire,coupon2Used,basketValue,coupon3Used,TimeBtwnOrderExpire,premiumProduct1,reward2,premiumProduct2,brand2,productGroup2,orderTimeWeekend,orderTimeFriSat,couponID1,price1,basePrice1,reward1,productGroup3,couponsSent,userID,coupon1Used,TimeBtwnRecOrder,productGroup1,brand3,couponsReceivedDate,couponsReceivedTime,couponsReceivedDoW,couponsReceivedWeekend,categoryIDs2,couponID3,price3,basePrice3,reward3,premiumProduct3,couponsExpire,couponsReceived,orderTime,TimeBtwnSentRec,brand1,categoryIDs3,batchID,categoryIDs1,couponID2,price2,basePrice2,couponsReceivedFriSat,orderTimeDate,orderTimeTime,orderTimeDoW
6192,152.206111111111,,,,131.261111111111,0,0.94,1,brand4,prod86,0,0,cpn159,4.26,2.13,1.26,prod3,2015-03-10 00:00:01,user2246,,20.945,prod74,brand4,2015-03-10,39,Tuesday,0,cat3:cat7,cpn812,8.29,1.66,1.26,1,2015-03-17 00:00:01,2015-03-10 15:47:39,2015-03-11 12:44:21,15.7938888888889,brand6,cat5:cat7:cat15,10,cat1,cpn494,8.29,3.32,0,2015-03-11,21,Wednesday
6193,152.852222222222,,,,131.260555555556,0,1.57,0,brand3,prod36,0,0,cpn153,9.22,11.51,1.26,prod64,2015-03-10 00:00:01,user55,,21.5916666666667,prod40,brand5,2015-03-10,53,Tuesday,0,cat3,cpn155,3.15,0,1.26,0,2015-03-17 00:00:01,2015-03-10 15:08:53,2015-03-11 12:44:23,15.1477777777778,brand5,cat5:cat2,10,cat1:cat2,cpn154,12.92,4.46,0,2015-03-11,23,Wednesday
6194,131.773611111111,,,,131.259444444444,0,1.88,1,brand4,prod24,0,0,cpn566,2.73,2.09,1.57,prod4,2015-03-10 00:00:01,user770,,0.514166666666667,prod38,brand3,2015-03-11,36,Wednesday,0,cat5:cat7,cpn1865,4.91,0,1.57,0,2015-03-17 00:00:01,2015-03-11 12:13:36,2015-03-11 12:44:27,36.2263888888889,brand6,cat5:cat19:cat4,10,cat1,cpn71,5.51,1.1,0,2015-03-11,27,Wednesday
6195,151.944444444444,,,,131.219722222222,0,0.94,0,brand2,prod8,0,0,cpn42,8.43,3.51,1.88,prod42,2015-03-10 00:00:01,user15,,20.7247222222222,prod31,brand6,2015-03-10,21,Tuesday,0,cat3,cpn387,9.96,1.99,0.94,0,2015-03-17 00:00:01,2015-03-10 16:03:21,2015-03-11 12:46:50,16.0555555555556,brand2,cat1:cat4,10,cat1,cpn43,3.75,1.07,0,2015-03-11,50,Wednesday
6196,152.852222222222,,,,131.111666666667,0,1.57,0,brand3,prod36,0,0,cpn153,9.22,11.51,1.26,prod64,2015-03-10 00:00:01,user55,,21.7405555555556,prod40,brand5,2015-03-10,53,Tuesday,0,cat3,cpn155,3.15,0,1.26,0,2015-03-17 00:00:01,2015-03-10 15:08:53,2015-03-11 12:53:19,15.1477777777778,brand5,cat5:cat2,10,cat1:cat2,cpn154,12.92,4.46,0,2015-03-11,19,Wednesday
6197,150.1025,,,,131.069722222222,0,1.26,0,brand5,prod100,0,0,cpn726,3.29,2.73,1.57,prod100,2015-03-10 00:00:01,user342,,19.0327777777778,prod30,brand5,2015-03-10,52,Tuesday,0,cat2,cpn727,5.93,4.56,1.26,0,2015-03-17 00:00:01,2015-03-10 17:53:52,2015-03-11 12:55:50,17.8975,brand3,cat2,10,cat1,cpn260,5.93,4.56,0,2015-03-11,50,Wednesday
6198,135.808888888889,,,,131.040555555556,0,1.57,0,brand19,prod11,0,0,cpn156,7.32,2.08,1.57,prod59,2015-03-10 00:00:01,user1827,,4.76833333333333,prod74,brand4,2015-03-11,29,Wednesday,0,cat3,cpn373,2.5,0.5,1.26,1,2015-03-17 00:00:01,2015-03-11 08:11:29,2015-03-11 12:57:35,32.1911111111111,brand6,cat5:cat7,10,cat1,cpn1689,3.06,0.25,0,2015-03-11,35,Wednesday
6199,132.026388888889,,,,130.951388888889,0,1.57,0,brand3,prod43,0,0,cpn156,7.32,2.08,1.57,prod14,2015-03-10 00:00:01,user389,,1.075,prod74,brand3,2015-03-11,26,Wednesday,0,cat3,cpn107,8.8,1.76,1.88,0,2015-03-17 00:00:01,2015-03-11 11:58:26,2015-03-11 13:02:56,35.9736111111111,brand6,cat5,10,cat1,cpn671,6.95,1.16,0,2015-03-11,56,Wednesday
6200,152.989166666667,,,,130.789166666667,0,6.28,0,brand2,prod26,0,0,cpn156,7.32,2.08,1.57,prod114,2015-03-10 00:00:01,user182,,22.2,prod74,brand3,2015-03-10,40,Tuesday,0,cat3,cpn1886,7.97,1.99,0.94,0,2015-03-17 00:00:01,2015-03-10 15:00:40,2015-03-11 13:12:40,15.0108333333333,brand6,cat5,10,cat1,cpn3371,9.12,1.14,0,2015-03-11,40,Wednesday
6201,136.532777777778,,,,130.548333333333,0,1.57,0,brand3,prod77,0,0,cpn997,10.28,1.71,0.94,prod110,2015-03-10 00:00:01,user953,,5.98444444444444,prod15,brand2,2015-03-11,3,Wednesday,0,cat6,cpn3372,3.47,0.69,2.2,0,2015-03-17 00:00:01,2015-03-11 07:28:03,2015-03-11 13:27:07,31.4672222222222,brand3,cat6,10,cat8,cpn365,6.44,0,0,2015-03-11,7,Wednesday
6202,130.466666666667,,,,130.371944444444,0,1.26,0,brand2,prod12,0,0,cpn1711,4.58,2.29,1.26,prod50,2015-03-10 00:00:01,user1094,,0.0947222222222222,prod108,brand3,2015-03-11,1,Wednesday,0,cat5,cpn3374,3.43,0,1.57,0,2015-03-17 00:00:01,2015-03-11 13:32:01,2015-03-11 13:37:42,37.5333333333333,brand17,cat5,10,cat23,cpn3373,3.66,2.44,0,2015-03-11,42,Wednesday
6203,152.291388888889,,,,129.865555555556,0,1.26,0,brand3,prod71,0,0,cpn1608,8.29,2.09,1.57,prod71,2015-03-10 00:00:01,user2990,,22.4258333333333,prod71,brand3,2015-03-10,32,Tuesday,0,cat12,cpn1140,4.45,1.48,1.57,0,2015-03-17 00:00:01,2015-03-10 15:42:32,2015-03-11 14:08:05,15.7086111111111,brand3,cat12,10,cat12,cpn409,5.23,0.57,0,2015-03-11,5,Wednesday
6204,129.624166666667,,,,129.238333333333,0,1.57,0,brand2,prod8,0,0,cpn45,10.56,3.52,0.94,prod73,2015-03-10 00:00:01,user1831,,0.385833333333333,prod33,brand3,2015-03-11,34,Wednesday,0,cat3,cpn1089,4.4,1.19,1.57,0,2015-03-17 00:00:01,2015-03-11 14:22:34,2015-03-11 14:45:43,38.3758333333333,brand6,cat5,10,cat1:cat4,cpn300,5.65,1.13,0,2015-03-11,43,Wednesday
6205,129.583611111111,,,,129.220833333333,0,1.26,0,brand3,prod109,0,0,cpn787,7.22,3.61,1.26,prod109,2015-03-10 00:00:01,user2991,,0.362777777777778,prod109,brand3,2015-03-11,0,Wednesday,0,cat12:cat9:cat2,cpn1940,9.08,4.58,1.26,1,2015-03-17 00:00:01,2015-03-11 14:25:00,2015-03-11 14:46:46,38.4163888888889,brand3,cat12:cat2,10,cat12,cpn2651,10.14,3.07,0,2015-03-11,46,Wednesday
6206,132.303611111111,,,,129.211944444444,0,1.57,0,brand3,prod43,0,0,cpn378,4.12,2.74,1.88,prod29,2015-03-10 00:00:01,user991,,3.09166666666667,prod76,brand5,2015-03-11,48,Wednesday,0,cat3,cpn96,3.61,1.9,1.88,0,2015-03-17 00:00:01,2015-03-11 11:41:48,2015-03-11 14:47:18,35.6963888888889,brand6,cat5:cat15:cat2,10,cat1,cpn1534,6.58,1.36,0,2015-03-11,18,Wednesday
6207,148.419722222222,,,,129.145,0,1.57,0,brand3,prod28,0,0,cpn3296,2.78,2.13,1.26,prod165,2015-03-10 00:00:01,user914,,19.2747222222222,prod38,brand3,2015-03-10,50,Tuesday,0,cat3:cat9,cpn1048,9.91,3.3,1.57,0,2015-03-17 00:00:01,2015-03-10 19:34:50,2015-03-11 14:51:19,19.5802777777778,brand6,cat5,10,cat1,cpn990,8.29,2.07,0,2015-03-11,19,Wednesday
6208,152.339722222222,,,,129.06,0,1.57,0,brand3,prod28,0,0,cpn3296,2.78,2.13,1.26,prod37,2015-03-10 00:00:01,user64,,23.2797222222222,prod38,brand5,2015-03-10,38,Tuesday,0,cat3,cpn167,5.93,3.95,2.51,0,2015-03-17 00:00:01,2015-03-10 15:39:38,2015-03-11 14:56:25,15.6602777777778,brand6,cat5:cat15:cat4:cat2,10,cat1,cpn181,7.5,1.56,0,2015-03-11,25,Wednesday
6209,129.12,,,,129.009444444444,0,1.26,0,brand3,prod17,0,0,cpn1134,42.93,5.05,1.57,prod37,2015-03-10 00:00:01,user1110,,0.110555555555556,prod7,brand3,2015-03-11,49,Wednesday,0,cat5:cat9,cpn3104,3.15,1.74,1.26,0,2015-03-17 00:00:01,2015-03-11 14:52:49,2015-03-11 14:59:27,38.88,brand2,cat5,10,cat1,cpn272,15.7,15.7,0,2015-03-11,27,Wednesday
6210,152.339722222222,,,,128.976666666667,0,1.57,0,brand3,prod28,0,0,cpn3296,2.78,2.13,1.26,prod37,2015-03-10 00:00:01,user64,,23.3630555555556,prod38,brand5,2015-03-10,38,Tuesday,0,cat3,cpn167,5.93,3.95,2.51,0,2015-03-17 00:00:01,2015-03-10 15:39:38,2015-03-11 15:01:25,15.6602777777778,brand6,cat5:cat15:cat4:cat2,10,cat1,cpn181,7.5,1.56,0,2015-03-11,25,Wednesday
6211,131.711944444444,,,,128.928055555556,0,1.88,0,brand3,prod27,0,0,cpn570,4.08,2.04,1.57,prod37,2015-03-10 00:00:01,user2992,,2.78388888888889,prod1,brand3,2015-03-11,18,Wednesday,0,cat5:cat18,cpn838,4.17,0.93,1.26,0,2015-03-17 00:00:01,2015-03-11 12:17:18,2015-03-11 15:04:20,36.2880555555556,brand3,cat5,10,cat1:cat9,cpn1213,6.11,0.97,0,2015-03-11,20,Wednesday
6212,130.878611111111,,,,128.382222222222,0,1.57,0,brand3,prod150,0,0,cpn2332,11.44,1.9,0.94,prod60,2015-03-10 00:00:01,user2549,,2.49638888888889,prod127,brand3,2015-03-11,18,Wednesday,0,cat5:cat18,cpn3375,2.64,2.64,6.28,0,2015-03-17 00:00:01,2015-03-11 13:07:18,2015-03-11 15:37:05,37.1213888888889,brand2,cat27:cat5:cat2,10,cat8:cat19,cpn717,2.69,0.64,0,2015-03-11,5,Wednesday
6213,128.705,,,,128.263055555556,1,1.88,0,brand2,prod2,0,0,cpn738,11.25,4.5,1.26,prod3,2015-03-10 00:00:01,user900,,0.441944444444444,prod7,brand3,2015-03-11,43,Wednesday,0,cat3:cat4:cat2,cpn3,12.92,12.92,2.2,0,2015-03-17 00:00:01,2015-03-11 15:17:43,2015-03-11 15:44:14,39.295,brand4,cat5:cat4:cat2,10,cat1:cat7,cpn637,6.95,0.77,0,2015-03-11,14,Wednesday
6214,152.885,,,,127.9125,0,1.57,1,brand4,prod75,0,0,cpn1922,7.18,1.59,0.63,prod57,2015-03-10 00:00:01,user1304,,24.9725,prod104,brand3,2015-03-10,55,Tuesday,0,cat5:cat7:cat4,cpn3376,4.08,4.08,1.57,0,2015-03-17 00:00:01,2015-03-10 15:06:55,2015-03-11 16:05:16,15.115,brand3,cat5,10,cat8:cat4:cat2,cpn158,2.69,2.69,0,2015-03-11,16,Wednesday
6215,149.164444444444,,,,127.7125,0,1.26,0,brand3,prod28,0,0,cpn3296,2.78,2.13,1.26,prod90,2015-03-10 00:00:01,user128,,21.4519444444444,prod38,brand5,2015-03-10,9,Tuesday,0,cat3,cpn2154,11.02,36.73,1.26,0,2015-03-17 00:00:01,2015-03-10 18:50:09,2015-03-11 16:17:16,18.8355555555556,brand6,cat5:cat2,10,cat1,cpn319,9.17,1.05,0,2015-03-11,16,Wednesday
6216,127.868888888889,,,,127.689722222222,1,1.26,0,brand3,prod86,0,0,cpn302,8.29,8.29,1.26,prod90,2015-03-10 00:00:01,user71,,0.179166666666667,prod40,brand3,2015-03-11,53,Wednesday,0,cat3,cpn1880,5.46,2.19,0.94,1,2015-03-17 00:00:01,2015-03-11 16:07:53,2015-03-11 16:18:38,40.1311111111111,brand4,cat5:cat7,10,cat1:cat4,cpn1395,4.35,0.96,0,2015-03-11,38,Wednesday
6217,147.129444444444,,,,127.129166666667,1,1.57,1,brand4,prod11,0,0,cpn269,13.52,7.51,0.63,prod57,2015-03-10 00:00:01,user930,,20.0002777777778,prod7,brand4,2015-03-10,15,Tuesday,0,cat3:cat7:cat4,cpn231,6.44,3.21,0.94,1,2015-03-17 00:00:01,2015-03-10 20:52:15,2015-03-11 16:52:16,20.8705555555556,brand4,cat5:cat7,10,cat1:cat7,cpn11,3.66,0.73,0,2015-03-11,16,Wednesday
6218,129.068333333333,,,,126.8175,0,0.63,0,brand2,prod11,0,0,cpn159,4.26,2.13,1.26,prod3,2015-03-10 00:00:01,user57,,2.25083333333333,prod74,brand4,2015-03-11,55,Wednesday,0,cat3:cat4,cpn161,8.29,1.66,1.57,1,2015-03-17 00:00:01,2015-03-11 14:55:55,2015-03-11 17:10:58,38.9316666666667,brand6,cat5:cat7:cat15:cat4,10,cat1,cpn157,2.73,0.45,0,2015-03-11,58,Wednesday
6219,152.613055555556,,,,126.794166666667,0,1.88,0,brand14,prod44,0,0,cpn3296,2.78,2.13,1.26,prod18,2015-03-10 00:00:01,user224,,25.8188888888889,prod38,brand3,2015-03-10,14,Tuesday,0,cat5,cpn520,8.29,1.96,0.94,0,2015-03-17 00:00:01,2015-03-10 15:23:14,2015-03-11 17:12:22,15.3869444444444,brand6,cat5,10,cat1,cpn262,2.73,4.55,0,2015-03-11,22,Wednesday
6220,134.831666666667,,,,126.432222222222,0,1.26,0,brand3,prod2,0,0,cpn770,7.09,2.36,1.57,prod37,2015-03-10 00:00:01,user155,,8.39944444444444,prod81,brand5,2015-03-11,7,Wednesday,0,cat3:cat2:cat17,cpn380,8.29,2.95,1.26,0,2015-03-17 00:00:01,2015-03-11 09:10:07,2015-03-11 17:34:05,33.1683333333333,brand6,cat5:cat2,10,cat1,cpn379,8.1,0.9,0,2015-03-11,5,Wednesday
6221,152.135,,,,126.294166666667,0,1.57,0,brand3,prod85,0,0,cpn2359,13.85,1.72,1.26,prod150,2015-03-10 00:00:01,user1332,,25.8408333333333,prod127,brand2,2015-03-10,55,Tuesday,0,cat5,cpn2952,3.89,0.71,0.94,0,2015-03-17 00:00:01,2015-03-10 15:51:55,2015-03-11 17:42:22,15.865,brand3,cat5,10,cat8:cat19,cpn1018,4.17,0.83,0,2015-03-11,22,Wednesday
6222,129.251944444444,,,,126.209166666667,0,1.57,0,brand3,prod11,0,0,cpn16,7.5,1.25,0.63,prod16,2015-03-10 00:00:01,user1396,,3.04277777777778,prod15,brand2,2015-03-11,54,Wednesday,0,cat3,cpn3377,3.66,0.31,1.57,0,2015-03-17 00:00:01,2015-03-11 14:44:54,2015-03-11 17:47:28,38.7480555555556,brand2,cat5,10,cat8:cat9,cpn1420,6.95,1.16,0,2015-03-11,28,Wednesday
6223,148.705277777778,,,,126.074444444444,0,1.57,0,brand3,prod52,0,0,cpn3378,5.79,2.32,0.94,prod122,2015-03-10 00:00:01,user2993,,22.6308333333333,prod51,brand3,2015-03-10,42,Tuesday,0,cat5,cpn3380,9.22,2.09,1.26,0,2015-03-17 00:00:01,2015-03-10 19:17:42,2015-03-11 17:55:33,19.2947222222222,brand1,cat21,10,cat8,cpn3379,3.24,1.3,0,2015-03-11,33,Wednesday
6224,126.858888888889,,,,125.869722222222,0,1.88,0,brand2,prod2,0,0,cpn318,7.41,1.85,1.26,prod57,2015-03-10 00:00:01,user926,,0.989166666666667,prod7,brand3,2015-03-11,29,Wednesday,0,cat3:cat4:cat2,cpn984,7.78,3.89,1.26,0,2015-03-17 00:00:01,2015-03-11 17:08:29,2015-03-11 18:07:50,41.1411111111111,brand6,cat5:cat4:cat2,10,cat1:cat4,cpn637,6.95,0.77,0,2015-03-11,50,Wednesday
6225,126.788055555556,,,,125.745277777778,0,2.2,1,brand4,prod24,0,0,cpn3296,2.78,2.13,1.26,prod63,2015-03-10 00:00:01,user2994,,1.04277777777778,prod38,brand3,2015-03-11,44,Wednesday,0,cat5:cat7,cpn3381,4.58,15.28,1.88,1,2015-03-17 00:00:01,2015-03-11 17:12:44,2015-03-11 18:15:18,41.2119444444444,brand6,cat5,10,cat1,cpn210,6.02,1.2,0,2015-03-11,18,Wednesday
6226,147.934444444444,,,,125.685,0,1.26,0,brand3,prod86,0,0,cpn2359,13.85,1.72,1.26,prod52,2015-03-10 00:00:01,user2995,,22.2494444444444,prod127,brand2,2015-03-10,57,Tuesday,0,cat3,cpn1236,2.73,2.73,0.94,0,2015-03-17 00:00:01,2015-03-10 20:03:57,2015-03-11 18:18:55,20.0655555555556,brand3,cat5:cat4,10,cat8:cat19,cpn1400,6.9,1.72,0,2015-03-11,55,Wednesday
6227,136.396666666667,,,,125.361666666667,0,1.26,0,brand3,prod2,0,0,cpn915,4.91,4.91,1.57,prod3,2015-03-10 00:00:01,user1242,,11.035,prod156,brand4,2015-03-11,13,Wednesday,0,cat3:cat2:cat17,cpn161,8.29,1.66,1.57,1,2015-03-17 00:00:01,2015-03-11 07:36:13,2015-03-11 18:38:19,31.6033333333333,brand6,cat5:cat7:cat15:cat4,10,cat1,cpn379,8.1,0.9,0,2015-03-11,19,Wednesday
6228,125.825833333333,,,,125.214444444444,0,1.57,0,brand3,prod13,0,0,cpn45,10.56,3.52,0.94,prod57,2015-03-10 00:00:01,user855,,0.611388888888889,prod33,brand3,2015-03-11,28,Wednesday,0,cat3,cpn2320,4.58,4.17,1.26,0,2015-03-17 00:00:01,2015-03-11 18:10:28,2015-03-11 18:47:09,42.1741666666667,brand6,cat5:cat4,10,cat1:cat4,cpn194,5.93,0.79,0,2015-03-11,9,Wednesday
6229,125.795555555556,,,,125.167222222222,1,1.88,1,brand4,prod24,0,0,cpn184,2.96,0,1.26,prod14,2015-03-10 00:00:01,user108,,0.628333333333333,prod35,brand4,2015-03-11,17,Wednesday,0,cat5:cat7,cpn276,4.58,2.29,0.94,1,2015-03-17 00:00:01,2015-03-11 18:12:17,2015-03-11 18:49:59,42.2044444444444,brand4,cat5:cat7,10,cat8:cat7,cpn71,5.51,1.1,0,2015-03-11,59,Wednesday
6230,130.090277777778,,,,125.100833333333,0,1.57,0,brand5,prod39,0,0,cpn3382,2.96,1.19,0.94,prod44,2015-03-10 00:00:01,user1759,,4.98944444444444,prod68,brand3,2015-03-11,36,Wednesday,0,cat5:cat18:cat2,cpn1009,3.66,2.15,1.26,0,2015-03-17 00:00:01,2015-03-11 13:54:36,2015-03-11 18:53:58,37.9097222222222,brand3,cat5:cat18,10,cat8:cat4,cpn53,4.58,3.06,0,2015-03-11,58,Wednesday
6231,125.648055555556,,,,124.936944444444,1,0.94,0,brand3,prod224,0,0,cpn184,2.96,0,1.26,prod231,2015-03-10 00:00:01,user2996,,0.711111111111111,prod35,brand3,2015-03-11,8,Wednesday,0,cat11:cat2,cpn3383,3.66,0.73,1.57,0,2015-03-17 00:00:01,2015-03-11 18:21:08,2015-03-11 19:03:48,42.3519444444444,brand4,cat13,10,cat8:cat7,cpn3058,23.16,0,0,2015-03-11,48,Wednesday
6232,152.558888888889,,,,124.785,0,1.57,0,brand3,prod58,0,0,cpn3091,2.32,0.46,1.57,prod162,2015-03-10 00:00:01,user954,,27.7738888888889,prod58,brand2,2015-03-10,29,Tuesday,0,cat5,cpn2335,7.32,0,2.2,0,2015-03-17 00:00:01,2015-03-10 15:26:29,2015-03-11 19:12:55,15.4411111111111,brand3,cat13,10,cat5,cpn2120,2.32,0.46,0,2015-03-11,55,Wednesday
6233,147.950833333333,,,,124.393055555556,1,0.94,0,brand2,prod13,0,0,cpn114,10,166.72,0.94,prod17,2015-03-10 00:00:01,user2997,,23.5577777777778,prod15,brand3,2015-03-10,58,Tuesday,0,cat3,cpn3011,5,2,1.26,0,2015-03-17 00:00:01,2015-03-10 20:02:58,2015-03-11 19:36:26,20.0491666666667,brand4,cat5,10,cat8:cat7,cpn568,2.87,0.47,0,2015-03-11,26,Wednesday
6234,129.918055555556,,,,124.360277777778,0,1.26,0,brand3,prod2,0,0,cpn958,5.51,2.75,1.26,prod154,2015-03-10 00:00:01,user511,,5.55777777777778,prod1,brand4,2015-03-11,56,Wednesday,0,cat16:cat3:cat2,cpn3384,5,2.52,1.26,1,2015-03-17 00:00:01,2015-03-11 14:04:56,2015-03-11 19:38:24,38.0819444444444,brand1,cat12:cat7:cat2,10,cat1:cat9:cat2,cpn823,8.1,0.9,0,2015-03-11,24,Wednesday
6235,124.655555555556,,,,124.280833333333,1,2.2,0,brand3,prod4,0,0,cpn431,6.3,3.15,0.63,prod60,2015-03-10 00:00:01,user640,,0.374722222222222,prod51,brand3,2015-03-11,41,Wednesday,0,cat5:cat4,cpn110,3.57,0,1.57,0,2015-03-17 00:00:01,2015-03-11 19:20:41,2015-03-11 19:43:10,43.3444444444444,brand4,cat5:cat2,10,cat8:cat7:cat15,cpn413,4.54,0.69,0,2015-03-11,10,Wednesday
6236,136.681944444444,,,,124.126666666667,1,1.26,0,brand2,prod2,0,0,cpn7,7.92,2.64,1.26,prod75,2015-03-10 00:00:01,user928,,12.5552777777778,prod7,brand4,2015-03-11,6,Wednesday,0,cat3,cpn227,2.73,0,1.88,1,2015-03-17 00:00:01,2015-03-11 07:19:06,2015-03-11 19:52:25,31.3180555555556,brand4,cat5:cat7,10,cat1:cat7,cpn819,9.22,0.88,0,2015-03-11,25,Wednesday
6237,124.163333333333,,,,124.024444444444,0,1.57,1,brand4,prod47,0,0,cpn1490,2.32,2.32,1.88,prod51,2015-03-10 00:00:01,user2998,,0.138888888888889,prod10,brand2,2015-03-11,13,Wednesday,0,cat11:cat7:cat4,cpn1411,5.37,1.85,1.26,0,2015-03-17 00:00:01,2015-03-11 19:50:13,2015-03-11 19:58:33,43.8366666666667,brand3,cat8,10,cat1,cpn1269,2.73,2.73,0,2015-03-11,33,Wednesday
6238,150.313611111111,,,,123.9325,1,1.57,1,brand4,prod86,0,0,cpn150,12.5,7.35,0.63,prod24,2015-03-10 00:00:01,user1172,,26.3811111111111,prod7,brand4,2015-03-10,12,Tuesday,0,cat3:cat7,cpn210,6.02,1.2,2.2,1,2015-03-17 00:00:01,2015-03-10 17:41:12,2015-03-11 20:04:04,17.6863888888889,brand4,cat5:cat7,10,cat1:cat7,cpn209,9.08,2.27,0,2015-03-11,4,Wednesday
6239,129.811944444444,,,,123.891944444444,1,1.26,0,brand3,prod27,0,0,cpn252,4.49,2.08,0.94,prod44,2015-03-10 00:00:01,user1288,,5.92,prod51,brand3,2015-03-11,18,Wednesday,0,cat5:cat2,cpn994,3.43,2.54,1.26,0,2015-03-17 00:00:01,2015-03-11 14:11:18,2015-03-11 20:06:30,38.1880555555556,brand4,cat5:cat15,10,cat8:cat7,cpn746,6.95,1.16,0,2015-03-11,30,Wednesday
6240,124.203888888889,,,,123.821388888889,0,1.88,0,brand5,prod103,0,0,cpn1811,2.32,0.51,1.57,prod103,2015-03-10 00:00:01,user2999,,0.3825,prod101,brand5,2015-03-11,47,Wednesday,0,cat5:cat15:cat4:cat2,cpn292,3.52,2.34,2.2,0,2015-03-17 00:00:01,2015-03-11 19:47:47,2015-03-11 20:10:44,43.7961111111111,brand3,cat5:cat15:cat19:cat2,10,cat8,cpn1000,3.52,4.14,0,2015-03-11,44,Wednesday
6241,124.46,,,,123.798333333333,0,1.26,0,brand11,prod123,0,0,cpn3366,11.9,2.64,3.14,prod12,2015-03-10 00:00:01,user995,,0.661666666666667,prod81,brand3,2015-03-11,25,Wednesday,0,cat10,cpn969,3.98,3.45,1.26,0,2015-03-17 00:00:01,2015-03-11 19:32:25,2015-03-11 20:12:07,43.54,brand3,cat5:cat2,10,cat1,cpn1432,4.45,1.14,0,2015-03-11,7,Wednesday
6242,153.075555555556,,,,123.564166666667,0,1.57,0,brand3,prod28,0,0,cpn546,6.21,8.86,1.57,prod59,2015-03-10 00:00:01,user99,,29.5113888888889,prod40,brand4,2015-03-10,29,Tuesday,0,cat3,cpn1358,3.98,0.8,1.57,1,2015-03-17 00:00:01,2015-03-10 14:55:29,2015-03-11 20:26:10,14.9244444444444,brand7,cat5:cat7:cat15,10,cat1:cat15,cpn625,7.87,2.19,0,2015-03-11,10,Wednesday
6243,130.9825,,,,123.529444444444,0,1.88,0,brand2,prod26,0,0,cpn387,9.96,1.99,0.94,prod29,2015-03-10 00:00:01,user383,,7.45305555555556,prod42,brand5,2015-03-11,4,Wednesday,0,cat3,cpn789,3.52,3.91,1.88,0,2015-03-17 00:00:01,2015-03-11 13:01:04,2015-03-11 20:28:15,37.0175,brand6,cat5:cat15:cat2,10,cat1:cat4,cpn40,11.44,1.31,0,2015-03-11,15,Wednesday
6244,152.055277777778,,,,123.453611111111,1,1.57,0,brand3,prod165,0,0,cpn512,7.59,5.06,1.26,prod145,2015-03-10 00:00:01,user3000,,28.6016666666667,prod7,brand3,2015-03-10,42,Tuesday,0,cat5,cpn1640,10.84,1.2,1.26,0,2015-03-17 00:00:01,2015-03-10 15:56:42,2015-03-11 20:32:48,15.9447222222222,brand4,cat12,10,cat1,cpn1048,9.91,3.3,0,2015-03-11,48,Wednesday
6245,147.076111111111,,,,122.954444444444,1,1.26,0,brand3,prod2,0,0,cpn193,9.17,3.67,1.26,prod14,2015-03-10 00:00:01,user432,,24.1216666666667,prod7,brand4,2015-03-10,27,Tuesday,0,cat16:cat3:cat4:cat2:cat17,cpn426,7.36,7.36,1.88,1,2015-03-17 00:00:01,2015-03-10 20:55:27,2015-03-11 21:02:45,20.9238888888889,brand4,cat5:cat7:cat4:cat2,10,cat1:cat7:cat4,cpn338,8.1,0.9,0,2015-03-11,45,Wednesday
6246,123.639722222222,,,,122.942222222222,0,1.26,0,brand3,prod2,0,0,cpn824,13.2,11.99,0.94,prod58,2015-03-10 00:00:01,user1000,,0.6975,prod31,brand4,2015-03-11,38,Wednesday,0,cat16:cat3:cat4:cat2:cat17,cpn1078,2.73,0.78,1.88,1,2015-03-17 00:00:01,2015-03-11 20:21:38,2015-03-11 21:03:29,44.3602777777778,brand6,cat5,10,cat1:cat4,cpn338,8.1,0.9,0,2015-03-11,29,Wednesday
6247,123.583333333333,,,,122.898888888889,1,1.57,1,brand4,prod86,0,0,cpn22,9.17,2.04,0.94,prod44,2015-03-10 00:00:01,user80,,0.684444444444444,prod7,brand4,2015-03-11,1,Wednesday,0,cat3:cat7,cpn961,2.96,2.11,0.63,1,2015-03-17 00:00:01,2015-03-11 20:25:01,2015-03-11 21:06:05,44.4166666666667,brand4,cat5:cat7,10,cat1:cat7,cpn209,9.08,2.27,0,2015-03-11,5,Wednesday
6248,148.509166666667,,,,122.663333333333,1,1.57,0,brand3,prod171,0,0,cpn888,3.66,0.73,1.26,prod77,2015-03-10 00:00:01,user3001,,25.8458333333333,prod83,brand3,2015-03-10,28,Tuesday,0,cat5:cat18:cat4:cat2,cpn172,6.44,0,1.57,0,2015-03-17 00:00:01,2015-03-10 19:29:28,2015-03-11 21:20:13,19.4908333333333,brand4,cat6,10,cat8:cat7,cpn2447,2.32,0.93,0,2015-03-11,13,Wednesday
6249,122.590555555556,,,,122.557777777778,0,2.2,0,brand2,prod14,0,0,cpn441,4.82,1.71,0.63,prod64,2015-03-10 00:00:01,user3002,,0.0327777777777778,prod31,brand3,2015-03-11,35,Wednesday,0,cat5:cat2,cpn483,3.24,1.62,1.57,0,2015-03-17 00:00:01,2015-03-11 21:24:35,2015-03-11 21:26:33,45.4094444444444,brand2,cat5,10,cat1:cat4,cpn1646,3.33,1.67,0,2015-03-11,33,Wednesday
