orderID,orderTime,userID,couponsReceived,basketValue,couponID1,price1,basePrice1,reward1,premiumProduct1,brand1,productGroup1,categoryIDs1,coupon1Used,couponID2,price2,basePrice2,reward2,premiumProduct2,brand2,productGroup2,categoryIDs2,coupon2Used,couponID3,price3,basePrice3,reward3,premiumProduct3,brand3,productGroup3,categoryIDs3,coupon3Used
683,2015-01-11 16:40:16,user665,2015-01-11 16:28:33,93.27,cpn801,3.52,1.76,0.63,1,brand4,prod104,cat8:cat7:cat4,1,cpn1150,5.28,1.32,1.88,0,brand11,prod98,cat10,0,cpn842,4.91,2.45,2.2,1,brand4,prod14,cat5:cat7,0
684,2015-01-11 16:44:18,user666,2015-01-06 19:36:49,201.68,cpn780,8.66,8.66,1.26,0,brand1,prod40,cat1,0,cpn40,11.44,1.31,1.88,0,brand2,prod26,cat3,0,cpn204,6.11,2.45,1.57,1,brand4,prod34,cat5:cat7:cat18:cat4,0
685,2015-01-11 16:49:12,user667,2015-01-11 16:19:52,185.38,cpn950,3.66,3.66,1.26,1,brand4,prod52,cat5:cat7,1,cpn1151,7.22,2.41,1.26,0,brand3,prod87,cat12,0,cpn1152,4.58,0.18,1.57,0,brand3,prod115,cat13,0
686,2015-01-11 16:54:35,user668,2015-01-06 16:21:29,292.49,cpn1082,5.79,4.82,1.57,0,brand3,prod40,cat1,1,cpn339,8.29,1.66,0.94,0,brand3,prod17,cat5,0,cpn1153,5.74,1.15,1.57,0,brand2,prod17,cat5:cat4,0
687,2015-01-11 16:59:53,user669,2015-01-11 16:21:08,199.13,cpn318,7.41,1.85,1.26,0,brand6,prod7,cat1:cat4,1,cpn895,5.51,1.57,1.26,0,brand20,prod108,cat23:cat10:cat5:cat18,1,cpn722,5.51,5.51,1.57,1,brand4,prod52,cat5:cat7,1
688,2015-01-11 17:00:09,user670,2015-01-11 16:43:20,267.95,cpn437,6.95,2.32,1.26,0,brand2,prod1,cat1,0,cpn831,4.45,0.74,1.57,0,brand2,prod13,cat3,0,cpn1154,7.36,1.83,0.94,0,brand3,prod60,cat5,0
689,2015-01-11 17:01:00,user671,2015-01-06 18:51:35,181.03,cpn156,7.32,2.08,1.57,0,brand6,prod74,cat1,0,cpn1155,4.08,1.04,1.26,0,brand11,prod98,cat10,0,cpn1156,4.82,7.41,0.94,1,brand4,prod63,cat5:cat7,0
690,2015-01-11 17:01:02,user672,2015-01-07 10:11:25,322.92,cpn203,10.88,3.2,1.57,0,brand2,prod31,cat1:cat4:cat2,1,cpn950,3.66,3.66,1.26,1,brand4,prod52,cat5:cat7,0,cpn430,8.29,3.63,1.26,0,brand3,prod57,cat5,0
691,2015-01-11 17:06:11,user673,2015-01-06 21:04:15,192.83,cpn165,4.17,2.6,1.57,0,brand6,prod76,cat1:cat4,0,cpn1157,4.45,1.78,1.57,1,brand4,prod93,cat10:cat7,1,cpn1158,10.93,4.37,1.88,0,brand5,prod3,cat5:cat15:cat2,0
692,2015-01-11 17:07:28,user674,2015-01-11 16:54:52,316.34,cpn28,7.5,1.25,0.94,0,brand2,prod15,cat8:cat9,1,cpn357,7.36,2.95,0.94,0,brand3,prod57,cat5,0,cpn1088,5.19,1.04,1.57,0,brand3,prod69,cat5:cat4,0
693,2015-01-11 17:14:14,user675,2015-01-11 13:01:01,237.94,cpn419,12.23,4.08,0,1,brand4,prod131,cat1:cat7:cat15,0,cpn338,8.1,0.9,1.26,0,brand3,prod2,cat16:cat3:cat4:cat2:cat17,0,cpn1159,7.13,3.57,1.57,0,brand5,prod41,cat5:cat4:cat2,0
694,2015-01-11 17:14:18,user676,2015-01-11 16:51:50,207.24,cpn791,3.29,1.32,0.63,0,brand3,prod104,cat8,0,cpn338,8.1,0.9,1.26,0,brand3,prod2,cat16:cat3:cat4:cat2:cat17,1,cpn21,3.52,1.76,1.88,0,brand2,prod14,cat5,0
695,2015-01-11 17:20:38,user677,2015-01-11 17:05:11,185.93,cpn51,2.96,1.56,1.57,0,brand2,prod38,cat1,0,cpn612,2.5,0.33,0.94,0,brand2,prod8,cat3:cat4,0,cpn896,3.66,2.44,0.94,0,brand3,prod37,cat5:cat4,1
696,2015-01-11 17:22:20,user678,2015-01-06 15:30:43,194.59,cpn1160,4.12,2.29,1.57,1,brand4,prod132,cat8:cat7:cat15,0,cpn1161,22.18,11.09,1.88,0,brand3,prod3,cat5,0,cpn514,7.36,1.47,0.94,0,brand3,prod17,cat5,0
697,2015-01-11 17:24:19,user679,2015-01-11 16:50:41,163.01,cpn759,4.58,2.29,1.57,0,brand1,prod1,cat1:cat2,0,cpn574,5.97,1.24,1.57,0,brand3,prod43,cat3:cat2,0,cpn542,3.06,2.45,1.26,1,brand4,prod64,cat5:cat7,0
698,2015-01-11 17:25:26,user680,2015-01-06 15:54:15,310.46,cpn193,9.17,3.67,1.26,1,brand4,prod7,cat1:cat7:cat4,0,cpn157,2.73,0.45,0.63,0,brand2,prod11,cat3:cat4,0,cpn521,4.45,4.53,1.26,0,brand3,prod94,cat5,0
699,2015-01-11 17:25:52,user681,2015-01-07 08:20:39,187.6,cpn418,7.36,2.45,1.26,0,brand6,prod33,cat1:cat4,0,cpn1162,6.44,0.89,1.57,0,brand2,prod28,cat3,0,cpn1163,9.22,3.69,1.26,0,brand3,prod12,cat5:cat2,0
700,2015-01-11 17:27:34,user682,2015-01-11 16:44:13,185.56,cpn22,9.17,2.04,0.94,1,brand4,prod7,cat1:cat7,1,cpn209,9.08,2.27,1.57,1,brand4,prod86,cat3:cat7,0,cpn842,4.91,2.45,2.2,1,brand4,prod14,cat5:cat7,0
701,2015-01-11 17:28:11,user683,2015-01-11 16:59:54,255.82,cpn16,7.5,1.25,0.63,0,brand2,prod15,cat8:cat9,1,cpn257,2.73,1.09,1.26,0,brand3,prod69,cat5:cat2,0,cpn1164,24.54,3.07,0.94,0,brand3,prod169,cat20:cat14,0
702,2015-01-11 17:32:01,user684,2015-01-06 21:20:18,236.83,cpn288,6.67,8.34,1.26,0,brand2,prod40,cat1,0,cpn670,4.58,2.29,1.26,1,brand4,prod144,cat5:cat7:cat4,0,cpn598,2.96,1.19,1.57,1,brand4,prod18,cat5,0
703,2015-01-11 17:32:12,user685,2015-01-06 17:44:10,256.79,cpn1165,3.52,43.99,1.88,0,brand3,prod4,cat5,1,cpn336,5.28,0.58,1.26,0,brand3,prod71,cat12,1,cpn1119,5.74,1.15,3.14,0,brand3,prod24,cat5:cat4,0
704,2015-01-11 17:32:25,user686,2015-01-11 15:29:28,204.37,cpn1166,6.95,1.16,1.88,1,brand24,prod84,cat20,0,cpn1167,15.56,0.37,0.94,0,brand3,prod84,cat20:cat2,0,cpn1168,9.08,1.82,1.57,0,brand3,prod139,cat20,0
705,2015-01-11 17:39:10,user687,2015-01-11 17:21:42,212.66,cpn1169,8.15,4.08,1.26,0,brand3,prod109,cat12,1,cpn787,7.22,3.61,1.26,0,brand3,prod109,cat12,0,cpn1170,5.51,1.57,1.26,0,brand20,prod108,cat23:cat10:cat5:cat18,1
706,2015-01-11 17:51:07,user688,2015-01-10 21:45:14,200.29,cpn156,7.32,2.08,1.57,0,brand6,prod74,cat1,1,cpn567,9.59,1.18,0.94,0,brand3,prod2,cat16:cat3:cat2,0,cpn1171,3.66,2.44,1.26,1,brand4,prod34,cat5,0
707,2015-01-11 17:57:23,user689,2015-01-11 17:38:29,259.89,cpn753,3.61,2.48,2.2,0,brand3,prod37,cat5:cat4,0,cpn1172,15.56,0.4,0.94,0,brand3,prod84,cat20:cat2,0,cpn1173,8.29,1.66,2.51,0,brand3,prod129,cat13:cat9,0
708,2015-01-11 18:04:03,user690,2015-01-11 13:45:56,219,cpn1110,6.02,4.63,1.88,0,brand3,prod1,cat1:cat15,1,cpn647,6.39,1.07,1.26,0,brand3,prod39,cat5,0,cpn62,4.45,1.48,0.94,0,brand3,prod44,cat16:cat5:cat17,0
709,2015-01-11 18:09:39,user691,2015-01-06 20:41:47,287.4,cpn88,9.63,9.63,1.26,1,brand4,prod40,cat1:cat7,1,cpn185,7.36,2.04,1.88,1,brand4,prod36,cat3:cat7,0,cpn426,7.36,7.36,1.88,1,brand4,prod14,cat5:cat7:cat4:cat2,0
710,2015-01-11 18:17:55,user692,2015-01-06 20:19:26,210.76,cpn1174,7.27,2.5,1.26,0,brand1,prod51,cat8:cat19,0,cpn558,2.73,2.73,1.57,1,brand4,prod75,cat5:cat7,0,cpn1080,8.29,2.76,6.28,1,brand4,prod121,cat12:cat7,0
711,2015-01-11 18:28:41,user693,2015-01-06 15:41:27,830.2,cpn88,9.63,9.63,1.26,1,brand4,prod40,cat1:cat7,0,cpn678,4.26,0.7,1.26,1,brand4,prod13,cat3:cat7,0,cpn1175,6.02,2,1.26,0,brand5,prod59,cat5:cat15:cat2,0
712,2015-01-11 18:29:18,user694,2015-01-06 15:15:38,328.38,cpn1176,3.01,1.36,0.94,0,brand2,prod51,cat8:cat4,0,cpn147,2.69,0.44,1.26,0,brand2,prod11,cat3,0,cpn1177,2.41,2.41,0.94,0,brand2,prod52,cat5,0
713,2015-01-11 18:50:09,user695,2015-01-10 19:25:03,185.47,cpn570,4.08,2.04,1.57,0,brand3,prod1,cat1:cat9,0,cpn1178,7.36,0.82,1.88,0,brand2,prod2,cat3,1,cpn1179,3.61,0.72,1.57,0,brand3,prod58,cat5:cat15:cat2,0
714,2015-01-11 19:04:08,user696,2015-01-11 15:01:20,264.38,cpn738,11.25,4.5,1.26,1,brand4,prod7,cat1:cat7,0,cpn1180,6.02,2.41,1.57,0,brand3,prod93,cat10,0,cpn260,5.93,4.56,1.26,0,brand5,prod100,cat2,0
715,2015-01-11 19:09:45,user697,2015-01-09 18:46:31,185.98,cpn522,3.61,2.41,1.88,0,brand6,prod38,cat1,0,cpn1181,20.33,0.81,1.57,0,brand3,prod26,cat3,0,cpn864,7.36,2.95,1.88,0,brand3,prod14,cat5,0
716,2015-01-11 19:15:20,user698,2015-01-06 16:52:43,203.81,cpn42,8.43,3.51,1.88,0,brand2,prod31,cat1,0,cpn1182,7.36,1.53,1.57,0,brand3,prod28,cat3,0,cpn1183,8.29,1.66,1.57,1,brand4,prod17,cat5,0
717,2015-01-11 19:22:44,user699,2015-01-11 17:22:21,274.48,cpn1184,9.08,1.85,1.26,0,brand3,prod76,cat1,1,cpn1185,16.63,4.15,0.94,0,brand25,prod114,cat5,0,cpn1186,14.91,4.26,1.57,0,brand3,prod165,cat5,0
718,2015-01-11 19:34:24,user700,2015-01-11 16:37:05,187.46,cpn156,7.32,2.08,1.57,0,brand6,prod74,cat1,1,cpn1187,2.64,2.64,1.26,0,brand3,prod60,cat5,0,cpn1188,15.28,3.06,1.26,0,brand3,prod109,cat12:cat2,0
719,2015-01-11 19:36:17,user701,2015-01-07 18:15:22,525.8,cpn283,10.98,3.43,1.57,0,brand2,prod31,cat1,0,cpn510,6.67,1.31,1.57,0,brand3,prod28,cat3,0,cpn874,5.51,1.1,1.26,0,brand3,prod18,cat5:cat2,0
720,2015-01-11 19:43:29,user702,2015-01-11 19:26:47,187.42,cpn1189,7.04,4.69,1.57,0,brand2,prod170,cat23,1,cpn1190,6.44,1.29,1.26,0,brand11,prod98,cat10,0,cpn1191,4.35,1.08,1.26,0,brand3,prod37,cat5:cat2,0
721,2015-01-11 19:54:22,user703,2015-01-08 10:25:32,197,cpn283,10.98,3.43,1.57,0,brand2,prod31,cat1,0,cpn1145,2.22,0.74,3.14,0,brand3,prod8,cat3,1,cpn772,4.17,0,1.26,0,brand2,prod52,cat5,0
722,2015-01-11 19:55:39,user704,2015-01-11 19:00:42,273.32,cpn1192,2.32,2.89,1.26,0,brand2,prod95,cat8:cat4:cat9,0,cpn937,5.37,0,1.26,0,brand3,prod52,cat5,1,cpn1193,3.98,1.99,2.2,0,brand2,prod14,cat5:cat4,0
723,2015-01-11 20:05:57,user705,2015-01-11 18:23:27,193.76,cpn28,7.5,1.25,0.94,0,brand2,prod15,cat8:cat9,1,cpn1194,3.89,1.96,0.63,0,brand3,prod87,cat12,1,cpn1195,2.73,0,1.88,0,brand2,prod146,cat13,0
724,2015-01-11 20:07:42,user706,2015-01-07 18:01:06,207.19,cpn419,12.23,4.08,0,1,brand4,prod131,cat1:cat7:cat15,0,cpn120,7.13,1.78,1.26,1,brand4,prod11,cat3:cat7:cat4,0,cpn231,6.44,3.21,0.94,1,brand4,prod57,cat5:cat7,0
725,2015-01-11 20:14:46,user707,2015-01-06 19:52:17,191.26,cpn716,5.51,1.57,1.26,0,brand20,prod108,cat23:cat10:cat5:cat18,0,cpn949,4.58,4.58,1.26,0,brand2,prod13,cat3,0,cpn1196,2.32,6.43,1.88,0,brand3,prod112,cat21,0
726,2015-01-11 20:15:40,user708,2015-01-11 13:01:21,238.22,cpn566,2.73,2.09,1.57,0,brand6,prod38,cat1,0,cpn1197,9.22,1.84,1.57,0,brand3,prod2,cat3,1,cpn966,2.69,2.69,1.57,1,brand4,prod75,cat5:cat7,0
727,2015-01-11 20:22:19,user709,2015-01-11 20:18:42,196.82,cpn193,9.17,3.67,1.26,1,brand4,prod7,cat1:cat7:cat4,0,cpn46,4.58,0.92,1.26,1,brand4,prod11,cat3:cat7,0,cpn230,3.98,3.98,1.88,0,brand5,prod44,cat5:cat2,1
728,2015-01-11 20:27:21,user710,2015-01-06 18:23:55,259.47,cpn193,9.17,3.67,1.26,1,brand4,prod7,cat1:cat7:cat4,0,cpn678,4.26,0.7,1.26,1,brand4,prod13,cat3:cat7,0,cpn1035,8.29,0,1.26,0,brand5,prod90,cat5:cat4:cat2,0
729,2015-01-11 20:28:33,user161,2015-01-11 20:06:16,185.24,cpn393,3.38,0.33,2.51,0,brand3,prod102,cat13,0,cpn394,11.99,1.49,1.88,0,brand2,prod127,cat8:cat19,1,cpn16,7.5,1.25,0.63,0,brand2,prod15,cat8:cat9,0
730,2015-01-11 20:39:59,user711,2015-01-06 15:28:58,312.13,cpn594,2.55,1.27,1.57,0,brand2,prod68,cat8,0,cpn525,2.32,0.46,0.63,0,brand2,prod68,cat8:cat4:cat9,0,cpn1198,7.36,5.25,1.88,0,brand2,prod65,cat13,0
731,2015-01-11 20:40:31,user712,2015-01-11 20:23:16,217.7,cpn431,6.3,3.15,0.63,1,brand4,prod51,cat8:cat7:cat15,1,cpn1199,4.31,3.45,1.57,0,brand3,prod39,cat5,0,cpn138,3.98,3.98,0.94,0,brand2,prod3,cat5:cat4:cat2,1
732,2015-01-11 20:46:12,user713,2015-01-06 23:05:31,116.01,cpn824,13.2,11.99,0.94,0,brand6,prod31,cat1:cat4,0,cpn8,4.17,1.39,1.26,1,brand4,prod8,cat3:cat7,0,cpn1200,5.09,1.33,0.63,0,brand3,prod171,cat5:cat26,0
733,2015-01-11 20:50:15,user714,2015-01-11 19:11:14,235.16,cpn1201,2.64,1.32,1.26,0,brand2,prod74,cat1:cat4,1,cpn781,2.32,0.93,1.26,0,brand2,prod86,cat3,0,cpn118,11.07,2.01,0.63,0,brand3,prod17,cat5:cat2,0
734,2015-01-11 20:52:03,user715,2015-01-11 20:00:48,187.37,cpn1202,20.19,3.1,0.94,0,brand3,prod30,cat1,1,cpn440,5.93,0.98,1.57,0,brand2,prod11,cat3,0,cpn532,4.54,0.91,1.26,1,brand4,prod27,cat5,0
735,2015-01-11 20:54:19,user716,2015-01-11 20:02:12,360.01,cpn754,11.02,13.77,0,0,brand21,prod40,cat1:cat15:cat9,0,cpn305,18.29,3.05,3.14,0,brand2,prod36,cat22,1,cpn534,8.29,3.45,1.26,0,brand3,prod57,cat5,0
736,2015-01-11 21:02:20,user717,2015-01-06 21:46:27,204.41,cpn302,8.29,8.29,1.26,1,brand4,prod40,cat1:cat4,0,cpn1203,4.58,1.83,1.26,0,brand3,prod28,cat3,0,cpn730,3.66,0,1.57,0,brand5,prod64,cat5:cat2,0
737,2015-01-11 21:03:38,user718,2015-01-06 15:19:01,185.52,cpn490,5.51,2.2,1.26,0,brand3,prod81,cat1,0,cpn300,5.65,1.13,1.57,0,brand2,prod8,cat3,1,cpn1204,7.36,0,0.94,0,brand3,prod18,cat5:cat2,0
738,2015-01-11 21:07:39,user719,2015-01-11 20:56:53,251.14,cpn540,3.89,1.95,0.94,1,brand4,prod104,cat8:cat7,0,cpn1205,7.13,2.22,1.26,0,brand3,prod56,cat5,1,cpn1206,8.71,0,1.88,0,brand3,prod77,cat6,0
739,2015-01-11 21:08:05,user720,2015-01-11 20:42:11,211.5,cpn16,7.5,1.25,0.63,0,brand2,prod15,cat8:cat9,0,cpn976,5.93,2.37,1.88,0,brand2,prod86,cat3,1,cpn357,7.36,2.95,0.94,0,brand3,prod57,cat5,1
740,2015-01-11 21:08:15,user721,2015-01-11 20:54:55,192.83,cpn16,7.5,1.25,0.63,0,brand2,prod15,cat8:cat9,0,cpn1207,6.02,1,1.26,0,brand3,prod43,cat3,1,cpn1208,4.21,0,1.57,0,brand3,prod37,cat5,0
741,2015-01-11 21:21:15,user722,2015-01-06 17:53:50,205.29,cpn608,4.82,1.71,1.57,0,brand2,prod74,cat1:cat9,0,cpn665,4.26,1.42,3.14,0,brand3,prod8,cat3,0,cpn1209,2.41,1.2,0.94,0,brand2,prod172,cat5,0
742,2015-01-11 21:23:47,user723,2015-01-11 20:57:18,327.64,cpn310,4.35,2.9,1.26,0,brand2,prod74,cat1:cat4,0,cpn1210,4.54,0.91,0.94,1,brand4,prod27,cat5:cat7,0,cpn1072,3.66,0,0.94,1,brand4,prod52,cat5:cat7,0
743,2015-01-11 21:25:11,user724,2015-01-06 15:27:13,403.13,cpn400,2.59,1.3,1.26,0,brand2,prod51,cat8,0,cpn1197,9.22,1.84,1.57,0,brand3,prod2,cat3,0,cpn1211,4.45,1.11,1.26,0,brand3,prod27,cat5:cat2,0
744,2015-01-11 21:28:08,user725,2015-01-11 20:55:50,198.99,cpn1212,3.43,2.28,1.26,0,brand3,prod132,cat8,0,cpn1205,7.13,2.22,1.26,0,brand3,prod56,cat5,1,cpn1213,6.11,0.97,1.88,0,brand3,prod27,cat5:cat18,0
745,2015-01-11 21:30:15,user57,2015-01-07 12:14:01,284.9,cpn159,4.26,2.13,1.26,0,brand6,prod74,cat1,0,cpn160,3.66,1.46,1.57,0,brand3,prod58,cat10:cat2,0,cpn161,8.29,1.66,1.57,1,brand4,prod3,cat5:cat7:cat15:cat4,0
746,2015-01-11 21:39:31,user726,2015-01-11 21:16:41,210.02,cpn572,4.4,2.44,1.57,0,brand2,prod30,cat1,0,cpn840,6.44,2.14,1.88,0,brand3,prod14,cat5,0,cpn275,4.45,1.58,0.94,0,brand3,prod44,cat16:cat5:cat17,1
747,2015-01-11 21:40:01,user727,2015-01-11 20:28:17,222.61,cpn1214,2.73,1.36,1.26,0,brand3,prod106,cat8,1,cpn795,3.33,1.67,0.94,0,brand2,prod88,cat11:cat4:cat2,0,cpn1215,3.01,2,0.63,0,brand3,prod106,cat8,0
748,2015-01-11 21:52:48,user728,2015-01-06 15:24:58,200.43,cpn1216,2.13,0,1.88,0,brand14,prod77,cat20,0,cpn1217,10.1,3.06,1.26,0,brand3,prod109,cat12:cat2,0,cpn1218,6.44,1.07,1.57,0,brand3,prod115,cat13,0
749,2015-01-11 21:55:11,user43,2015-01-07 15:03:56,198.07,cpn122,3.06,3.39,1.26,0,brand3,prod1,cat1,0,cpn123,4.26,1.42,1.57,0,brand3,prod64,cat5,0,cpn124,11.07,7.37,1.57,0,brand3,prod65,cat13,0
750,2015-01-11 21:56:53,user729,2015-01-06 18:12:39,203.67,cpn606,2.87,2.39,1.26,0,brand2,prod134,cat1,0,cpn623,6.67,1.85,1.26,0,brand3,prod36,cat3,0,cpn1219,3.66,1.82,1.57,0,brand3,prod39,cat5,0
751,2015-01-11 22:06:07,user730,2015-01-06 18:13:47,187.32,cpn1220,10.1,6.72,0.63,0,brand19,prod31,cat1,1,cpn494,8.29,3.32,0.94,1,brand4,prod86,cat3:cat7,0,cpn1221,13.71,1.71,1.57,0,brand3,prod127,cat8:cat19:cat9,1
752,2015-01-11 22:13:03,user393,2015-01-07 17:45:03,119.2,cpn681,2.5,4.17,0.94,0,brand14,prod1,cat1,0,cpn541,5.37,0.89,1.88,0,brand3,prod13,cat3,0,cpn426,7.36,7.36,1.88,1,brand4,prod14,cat5:cat7:cat4:cat2,0
753,2015-01-11 22:13:54,user731,2015-01-11 21:31:19,199.6,cpn119,4.58,0,1.26,1,brand4,prod35,cat8:cat7,0,cpn11,3.66,0.73,1.57,1,brand4,prod11,cat3:cat7:cat4,1,cpn1222,2.87,1.91,1.26,1,brand4,prod44,cat5:cat7,0
754,2015-01-11 22:14:08,user732,2015-01-06 16:23:47,264.89,cpn1223,2.32,0.93,1.57,1,brand4,prod55,cat11,0,cpn1224,3.43,2.28,1.57,0,brand3,prod73,cat5,0,cpn589,2.64,0.66,1.26,0,brand3,prod37,cat5:cat4:cat2,0
755,2015-01-11 22:15:38,user733,2015-01-06 15:34:15,279.02,cpn376,5.93,0.74,1.26,0,brand3,prod124,cat8,0,cpn155,3.15,0,1.26,0,brand5,prod64,cat5:cat2,0,cpn276,4.58,2.29,0.94,1,brand4,prod14,cat5:cat7,0
756,2015-01-11 22:16:36,user734,2015-01-06 19:47:22,396.41,cpn635,4.91,8.18,1.57,0,brand2,prod40,cat1,0,cpn723,13.85,5.54,1.57,0,brand3,prod24,cat5:cat15,1,cpn1225,4.26,0.94,1.26,0,brand3,prod55,cat5,0
757,2015-01-11 22:17:23,user735,2015-01-09 07:37:13,196.26,cpn533,3.7,2.46,1.26,0,brand2,prod1,cat1,0,cpn1226,3.66,0.73,1.57,1,brand4,prod75,cat5:cat7,0,cpn295,3.06,0.31,1.88,1,brand4,prod75,cat5:cat7,0
758,2015-01-11 22:19:08,user736,2015-01-11 21:24:45,225.9,cpn361,5.7,2.28,1.26,0,brand3,prod81,cat1,1,cpn711,6.85,1.14,1.88,0,brand2,prod86,cat3:cat4,0,cpn65,5.51,2.75,2.51,1,brand4,prod14,cat5:cat7,0
759,2015-01-11 22:20:14,user737,2015-01-06 19:55:35,255.03,cpn674,21.49,4.77,1.26,0,brand2,prod33,cat1,0,cpn1227,5.51,1.57,1.26,0,brand20,prod108,cat23:cat10,0,cpn9,2.73,0.88,1.26,0,brand5,prod9,cat5:cat2,0
760,2015-01-11 22:21:58,user738,2015-01-06 16:44:30,144.44,cpn184,2.96,0,1.26,1,brand4,prod35,cat8:cat7,0,cpn1228,4.58,0,1.88,1,brand3,prod63,cat5:cat7,0,cpn757,3.06,0.61,0.63,0,brand3,prod17,cat5,0
761,2015-01-11 22:23:39,user739,2015-01-07 20:28:04,206.73,cpn460,3.24,0.65,1.88,1,brand4,prod113,cat11,0,cpn140,5.46,2.19,2.2,0,brand5,prod24,cat5:cat2,0,cpn626,5.51,2.75,1.57,0,brand5,prod64,cat5:cat15:cat2,0
762,2015-01-11 22:28:21,user740,2015-01-11 22:23:33,227.85,cpn1229,5.51,2.62,1.26,0,brand11,prod55,cat11,1,cpn1230,4.35,2.9,1.57,0,brand11,prod158,cat10,1,cpn1231,3.89,1.56,0.63,0,brand3,prod114,cat5,1
763,2015-01-11 22:34:10,user741,2015-01-06 16:35:03,273.09,cpn674,21.49,4.77,1.26,0,brand2,prod33,cat1,0,cpn1232,6.44,1.15,1.57,0,brand2,prod28,cat3,0,cpn210,6.02,1.2,2.2,1,brand4,prod24,cat5:cat7,0
764,2015-01-11 22:48:36,user742,2015-01-06 16:48:59,188.85,cpn431,6.3,3.15,0.63,1,brand4,prod51,cat8:cat7:cat15,1,cpn29,3.06,0.61,1.26,1,brand4,prod22,cat5,0,cpn457,2.55,1.58,1.26,1,brand4,prod29,cat5:cat7:cat4,1
765,2015-01-11 22:56:23,user743,2015-01-06 23:07:15,144.35,cpn318,7.41,1.85,1.26,0,brand6,prod7,cat1:cat4,0,cpn829,5.74,2.87,1.57,0,brand3,prod43,cat3,0,cpn426,7.36,7.36,1.88,1,brand4,prod14,cat5:cat7:cat4:cat2,0
766,2015-01-11 22:56:44,user744,2015-01-07 14:00:56,173.11,cpn533,3.7,2.46,1.26,0,brand2,prod1,cat1,0,cpn188,18.48,6.16,1.26,0,brand3,prod3,cat5,0,cpn138,3.98,3.98,0.94,0,brand2,prod3,cat5:cat4:cat2,0
767,2015-01-11 22:59:26,user745,2015-01-11 22:57:36,271.1,cpn1233,5.19,2.07,1.57,0,brand3,prod93,cat10:cat9,0,cpn1234,4.54,1.82,2.51,0,brand3,prod24,cat5:cat4,0,cpn1235,3.24,2.25,3.14,0,brand3,prod57,cat5,0
768,2015-01-11 23:03:13,user746,2015-01-11 22:39:02,226.27,cpn1236,2.73,2.73,0.94,0,brand2,prod52,cat5:cat4,1,cpn1237,10.14,3.07,1.26,0,brand3,prod109,cat12:cat2,1,cpn1238,8.29,2.76,1.57,0,brand3,prod87,cat12,0
769,2015-01-11 23:04:54,user747,2015-01-09 22:05:23,648.71,cpn1239,5,3.57,0.94,0,brand3,prod17,cat5,0,cpn1026,3.66,2.52,0.94,1,brand3,prod85,cat5:cat7,0,cpn487,2.96,0.69,1.88,0,brand3,prod16,cat5,0
770,2015-01-11 23:16:08,user625,2015-01-07 09:58:28,403.64,cpn824,13.2,11.99,0.94,0,brand6,prod31,cat1:cat4,0,cpn11,3.66,0.73,1.57,1,brand4,prod11,cat3:cat7:cat4,1,cpn676,5.46,9.26,1.57,0,brand5,prod4,cat5:cat2,0
771,2015-01-11 23:21:07,user748,2015-01-06 16:40:19,238.22,cpn852,6.44,2.14,0.94,0,brand3,prod74,cat1,0,cpn1240,10.1,2.1,1.57,0,brand3,prod28,cat3:cat9,0,cpn1241,5.74,1.18,1.57,0,brand3,prod153,cat5,0
772,2015-01-11 23:23:50,user749,2015-01-07 18:53:54,391.32,cpn139,3.98,3.98,1.57,0,brand1,prod40,cat1:cat2,0,cpn515,6.02,0.75,1.57,0,brand3,prod11,cat3,0,cpn1183,8.29,1.66,1.57,1,brand4,prod17,cat5,0
773,2015-01-11 23:29:48,user750,2015-01-06 18:23:02,142.17,cpn177,2.59,0.52,1.57,1,brand4,prod47,cat11:cat19:cat4,1,cpn14,5.74,0.88,1.57,1,brand4,prod13,cat3:cat7,0,cpn1191,4.35,1.08,1.26,0,brand3,prod37,cat5:cat2,0
774,2015-01-11 23:32:32,user751,2015-01-09 13:02:57,185.24,cpn3,12.92,12.92,2.2,0,brand3,prod3,cat5:cat4:cat2,0,cpn1242,5.28,2.4,0.63,0,brand1,prod51,cat8,0,cpn637,6.95,0.77,1.88,0,brand2,prod2,cat3:cat4:cat2,0
775,2015-01-11 23:54:13,user752,2015-01-11 22:25:15,185.38,cpn533,3.7,2.46,1.26,0,brand2,prod1,cat1,0,cpn17,4.35,1.44,1.26,0,brand3,prod16,cat10:cat2,0,cpn1002,14.73,7.36,1.26,0,brand3,prod18,cat5:cat2,0
776,2015-01-11 23:55:48,user753,2015-01-06 19:23:22,278.32,cpn310,4.35,2.9,1.26,0,brand2,prod74,cat1:cat4,1,cpn1243,3.15,4.63,1.88,0,brand3,prod4,cat5,0,cpn483,3.24,1.62,1.57,0,brand3,prod64,cat5,0
777,2015-01-12 00:18:48,user754,2015-01-06 19:05:39,478.66,cpn1110,6.02,4.63,1.88,0,brand3,prod1,cat1:cat15,1,cpn1244,3.66,2.44,0.94,0,brand3,prod12,cat5,0,cpn1245,3.66,1.82,1.26,0,brand3,prod125,cat5,0
778,2015-01-12 00:22:04,user755,2015-01-06 15:17:18,210.15,cpn22,9.17,2.04,0.94,1,brand4,prod7,cat1:cat7,0,cpn578,2.55,0.51,1.57,1,brand4,prod59,cat5:cat7:cat4,0,cpn1246,3.15,0.9,0.63,0,brand3,prod111,cat5:cat2,0
