orderID,coupon2Used,couponID2,basePrice2,price2,basketValue,TimeBtwnRecExpire,couponsReceivedFriSat,orderTimeDate,orderTimeTime,orderTimeDoW,reward3,premiumProduct3,couponsExpire,couponsReceived,orderTime,TimeBtwnSentRec,brand1,categoryIDs3,batchID,categoryIDs1,coupon3Used,TimeBtwnOrderExpire,premiumProduct1,reward2,premiumProduct2,brand2,productGroup2,orderTimeWeekend,orderTimeFriSat,couponID1,price1,basePrice1,reward1,productGroup3,couponsSent,userID,coupon1Used,TimeBtwnRecOrder,productGroup1,brand3,couponsReceivedDate,couponsReceivedTime,couponsReceivedDoW,couponsReceivedWeekend,categoryIDs2,couponID3,price3,basePrice3
919,0,cpn1390,1.79,5.37,230.02,135.443333333333,0,2015-01-14,10,Wednesday,1.26,0,2015-01-20 00:00:01,2015-01-14 08:33:25,2015-01-14 08:58:10,32.5566666666667,brand3,cat5,2,cat1,0,135.030833333333,0,1.26,0,brand11,prod178,0,0,cpn180,6.11,2.04,1.26,prod52,2015-01-13 00:00:01,user21,0,0.4125,prod74,brand3,2015-01-14,25,Wednesday,0,cat10,cpn937,5.37,0
920,0,cpn1391,1.48,13.34,156.39,154.101388888889,0,2015-01-14,53,Wednesday,1.26,0,2015-01-20 00:00:01,2015-01-13 13:53:56,2015-01-14 09:13:53,13.8986111111111,brand3,cat12,2,cat12:cat2,0,134.768888888889,0,1.26,0,brand3,prod87,0,0,cpn1148,22.23,1.85,1.88,prod87,2015-01-13 00:00:01,user869,0,19.3325,prod109,brand3,2015-01-13,56,Tuesday,0,cat12,cpn239,13.34,1.48
921,0,cpn1392,1.41,7.36,128.14,151.806111111111,0,2015-01-14,4,Wednesday,1.88,1,2015-01-20 00:00:01,2015-01-13 16:11:39,2015-01-14 09:21:04,16.1938888888889,brand6,cat5:cat7,2,cat1,0,134.649166666667,0,1.57,0,brand3,prod2,0,0,cpn566,2.73,2.09,1.57,prod4,2015-01-13 00:00:01,user282,0,17.1569444444444,prod38,brand4,2015-01-13,39,Tuesday,0,cat3,cpn784,2.73,4.55
922,0,cpn1366,1.59,7.97,139.81,134.710277777778,0,2015-01-14,3,Wednesday,1.26,0,2015-01-20 00:00:01,2015-01-14 09:17:24,2015-01-14 09:24:03,33.2897222222222,brand3,cat5,2,cat1:cat15,0,134.599444444444,0,1.88,0,brand5,prod28,0,0,cpn527,8.24,8.67,1.57,prod34,2015-01-13 00:00:01,user80,0,0.110833333333333,prod40,brand5,2015-01-14,24,Wednesday,0,cat3:cat15:cat9:cat2,cpn1393,6.02,4.01
923,1,cpn1395,0.96,4.35,216.18,134.872777777778,0,2015-01-14,11,Wednesday,1.57,1,2015-01-20 00:00:01,2015-01-14 09:07:39,2015-01-14 09:24:11,33.1272222222222,brand5,cat5,2,cat8:cat15:cat2,0,134.597222222222,0,1.26,0,brand3,prod86,0,0,cpn1394,3.47,2.78,1.57,prod14,2015-01-13 00:00:01,user180,1,0.275555555555556,prod132,brand4,2015-01-14,39,Wednesday,0,cat3,cpn15,4.91,2.45
924,0,cpn1291,2.12,8.15,359.88,154.305555555556,0,2015-01-14,20,Wednesday,1.57,0,2015-01-20 00:00:01,2015-01-13 13:41:41,2015-01-14 09:44:20,13.6944444444444,brand2,cat5,2,cat8:cat9,0,134.261388888889,0,1.57,0,brand3,prod28,0,0,cpn16,7.5,1.25,0.63,prod44,2015-01-13 00:00:01,user870,0,20.0441666666667,prod15,brand3,2015-01-13,41,Tuesday,0,cat3,cpn1396,2.41,1.93
925,0,cpn1397,0.51,3.61,178.48,149.808333333333,0,2015-01-14,8,Wednesday,1.26,0,2015-01-20 00:00:01,2015-01-13 18:11:31,2015-01-14 09:59:08,18.1916666666667,brand6,cat5,2,cat1,0,134.014722222222,0,1.26,0,brand2,prod13,0,0,cpn522,3.61,2.41,1.88,prod52,2015-01-13 00:00:01,user208,0,15.7936111111111,prod38,brand3,2015-01-13,31,Tuesday,0,cat3,cpn937,5.37,0
926,0,cpn1293,0.56,4.17,220.07,154.053055555556,0,2015-01-14,22,Wednesday,1.88,0,2015-01-20 00:00:01,2015-01-13 13:56:50,2015-01-14 10:10:22,13.9469444444444,brand4,cat5:cat2,2,cat1:cat7,0,133.8275,1,1.26,0,brand3,prod28,0,0,cpn7,7.92,2.64,1.26,prod44,2015-01-13 00:00:01,user871,0,20.2255555555556,prod7,brand5,2015-01-13,50,Tuesday,0,cat3,cpn230,3.98,3.98
927,0,cpn1399,1.47,4.58,185.52,134.445277777778,0,2015-01-14,51,Wednesday,1.57,1,2015-01-20 00:00:01,2015-01-14 09:33:18,2015-01-14 10:14:51,33.5547222222222,brand3,cat5:cat7:cat15:cat4,2,cat8:cat19,0,133.752777777778,0,1.88,0,brand5,prod9,0,0,cpn1398,7.36,2.45,3.14,prod3,2015-01-13 00:00:01,user872,0,0.6925,prod51,brand4,2015-01-14,18,Wednesday,0,cat5:cat2,cpn161,8.29,1.66
928,0,cpn1400,1.72,6.9,142.03,153.282222222222,0,2015-01-14,35,Wednesday,2.2,0,2015-01-20 00:00:01,2015-01-13 14:43:05,2015-01-14 10:20:35,14.7177777777778,brand6,cat5,2,cat1,0,133.657222222222,0,1.26,0,brand3,prod86,0,0,cpn530,6.67,1.67,1.57,prod37,2015-01-13 00:00:01,user873,0,19.625,prod33,brand3,2015-01-13,5,Tuesday,0,cat3,cpn1401,3.66,0.91
929,0,cpn1291,2.12,8.15,195.38,151.000555555556,0,2015-01-14,44,Wednesday,1.26,0,2015-01-20 00:00:01,2015-01-13 16:59:59,2015-01-14 10:29:44,16.9994444444444,brand3,cat5:cat2,2,cat1,0,133.504722222222,0,1.57,0,brand3,prod28,0,0,cpn436,3.1,2.58,1.26,prod114,2015-01-13 00:00:01,user874,0,17.4958333333333,prod38,brand3,2015-01-13,59,Tuesday,0,cat3,cpn1402,13.85,4.94
930,0,cpn502,1.9,3.33,188.9,152.356666666667,0,2015-01-14,14,Wednesday,0.94,0,2015-01-20 00:00:01,2015-01-13 15:38:37,2015-01-14 10:33:14,15.6433333333333,brand2,cat16:cat5:cat17,2,cat1:cat4,0,133.446388888889,0,1.57,0,brand3,prod28,0,0,cpn441,4.82,1.71,0.63,prod44,2015-01-13 00:00:01,user875,0,18.9102777777778,prod31,brand3,2015-01-13,37,Tuesday,0,cat3,cpn275,4.45,1.58
931,0,cpn1403,1.55,3.1,185.75,150.228611111111,0,2015-01-14,21,Wednesday,1.26,0,2015-01-20 00:00:01,2015-01-13 17:46:18,2015-01-14 10:39:21,17.7713888888889,brand6,cat5:cat15:cat2,2,cat1,0,133.344444444444,0,1.26,0,brand3,prod171,0,0,cpn378,4.12,2.74,1.88,prod58,2015-01-13 00:00:01,user876,0,16.8841666666667,prod76,brand3,2015-01-13,18,Tuesday,0,cat16:cat5:cat18:cat2,cpn1032,2.73,0.55
932,1,cpn895,1.57,5.51,154.12,152.161944444444,0,2015-01-14,39,Wednesday,1.88,1,2015-01-20 00:00:01,2015-01-13 15:50:18,2015-01-14 10:45:39,15.8380555555556,brand2,cat5:cat7,2,cat1,0,133.239444444444,0,1.26,0,brand20,prod108,0,0,cpn890,9.49,3.51,1.57,prod24,2015-01-13 00:00:01,user877,0,18.9225,prod31,brand4,2015-01-13,18,Tuesday,0,cat23:cat10:cat5:cat18,cpn71,5.51,1.1
933,0,cpn1399,1.47,4.58,185.7,134.445277777778,0,2015-01-14,30,Wednesday,1.57,1,2015-01-20 00:00:01,2015-01-14 09:33:18,2015-01-14 10:56:30,33.5547222222222,brand3,cat5:cat7:cat15:cat4,2,cat8:cat19,0,133.058611111111,0,1.88,0,brand5,prod9,0,0,cpn1398,7.36,2.45,3.14,prod3,2015-01-13 00:00:01,user872,0,1.38666666666667,prod51,brand4,2015-01-14,18,Wednesday,0,cat5:cat2,cpn161,8.29,1.66
934,0,cpn1335,1.27,4.45,218.26,133.770833333333,0,2015-01-14,33,Wednesday,1.26,0,2015-01-20 00:00:01,2015-01-14 10:13:46,2015-01-14 11:00:33,34.2291666666667,brand6,cat5:cat2,2,cat1,0,132.991111111111,0,1.26,0,brand3,prod46,0,0,cpn530,6.67,1.67,1.57,prod18,2015-01-13 00:00:01,user878,1,0.779722222222222,prod33,brand3,2015-01-14,46,Wednesday,0,cat3:cat9,cpn1002,14.73,7.36
935,1,cpn1404,0.39,2.73,187.69,153.844444444444,0,2015-01-14,42,Wednesday,0,0,2015-01-20 00:00:01,2015-01-13 14:09:21,2015-01-14 11:02:42,14.1555555555556,brand5,cat5:cat4:cat2,2,cat8:cat15:cat2,0,132.955277777778,0,1.26,0,brand3,prod37,0,0,cpn1394,3.47,2.78,1.57,prod37,2015-01-13 00:00:01,user879,0,20.8891666666667,prod132,brand3,2015-01-13,21,Tuesday,0,cat5,cpn116,2.08,0.42
936,0,cpn1405,1.02,5.09,217.93,146.612777777778,0,2015-01-14,37,Wednesday,0.94,0,2015-01-20 00:00:01,2015-01-13 21:23:15,2015-01-14 11:22:37,21.3872222222222,brand4,cat5,2,cat1:cat7,0,132.623333333333,1,1.57,0,brand2,prod19,0,0,cpn624,9.08,2.27,0.63,prod85,2015-01-13 00:00:01,user880,0,13.9894444444444,prod31,brand3,2015-01-13,15,Tuesday,0,cat5,cpn518,4.58,1.39
937,0,cpn874,1.1,5.51,110.36,134.074722222222,0,2015-01-14,32,Wednesday,2.51,0,2015-01-20 00:00:01,2015-01-14 09:55:32,2015-01-14 11:27:32,33.9252777777778,brand4,cat5:cat4,2,cat1,0,132.541388888889,1,1.26,0,brand3,prod18,0,0,cpn1061,6.81,5.23,1.26,prod14,2015-01-13 00:00:01,user45,0,1.53333333333333,prod30,brand2,2015-01-14,32,Wednesday,0,cat5:cat2,cpn1406,3.98,1.99
938,0,cpn432,0.76,3.66,217.38,133.1,0,2015-01-14,51,Wednesday,0.94,1,2015-01-20 00:00:01,2015-01-14 10:54:01,2015-01-14 11:41:51,34.9,brand4,cat5:cat7,2,cat1,0,132.302777777778,1,3.14,1,brand4,prod11,0,0,cpn1061,6.81,5.23,1.26,prod41,2015-01-13 00:00:01,user881,0,0.797222222222222,prod30,brand4,2015-01-14,1,Wednesday,0,cat3:cat7,cpn1407,3.15,1.57
939,1,cpn708,0,3.1,428.55,151.954722222222,0,2015-01-14,12,Wednesday,0.94,0,2015-01-20 00:00:01,2015-01-13 16:02:44,2015-01-14 11:51:12,16.0452777777778,brand3,cat5,2,cat13,0,132.146944444444,0,2.51,0,brand2,prod120,0,0,cpn1408,4.17,0.83,1.57,prod82,2015-01-13 00:00:01,user882,0,19.8077777777778,prod23,brand3,2015-01-13,44,Tuesday,0,cat13,cpn734,7.04,0.01
940,1,cpn1409,0.52,2.59,124.67,134.911944444444,0,2015-01-14,57,Wednesday,0.63,0,2015-01-20 00:00:01,2015-01-14 09:05:18,2015-01-14 12:00:57,33.0880555555556,brand4,cat5,2,cat1:cat7,1,131.984444444444,1,1.26,0,brand11,prod142,0,0,cpn622,8.71,3.62,0.94,prod114,2015-01-13 00:00:01,user883,0,2.9275,prod33,brand3,2015-01-14,18,Wednesday,0,cat10,cpn1410,4.58,2.72
941,0,cpn1366,1.59,7.97,411.56,147.531111111111,0,2015-01-14,13,Wednesday,1.57,1,2015-01-20 00:00:01,2015-01-13 20:28:09,2015-01-14 12:10:13,20.4688888888889,brand2,cat5:cat7,2,cat8,1,131.83,0,1.88,0,brand5,prod28,0,0,cpn1411,5.37,1.85,1.26,prod75,2015-01-13 00:00:01,user884,1,15.7011111111111,prod51,brand4,2015-01-13,9,Tuesday,0,cat3:cat15:cat9:cat2,cpn966,2.69,2.69
942,0,cpn62,1.48,4.45,142.31,132.611388888889,0,2015-01-14,49,Wednesday,2.51,0,2015-01-20 00:00:01,2015-01-14 11:23:20,2015-01-14 12:14:49,35.3886111111111,brand4,cat5,2,cat1,1,131.753333333333,1,0.94,0,brand3,prod44,0,0,cpn1412,7.36,7.36,1.26,prod72,2015-01-13 00:00:01,user885,0,0.858055555555556,prod40,brand2,2015-01-14,20,Wednesday,0,cat16:cat5:cat17,cpn148,5.09,5.09
943,0,cpn689,0.31,6.3,421.51,154.045555555556,0,2015-01-14,13,Wednesday,1.57,0,2015-01-20 00:00:01,2015-01-13 13:57:17,2015-01-14 12:19:13,13.9544444444444,brand2,cat6,2,cat1,0,131.68,0,1.57,0,brand2,prod2,0,0,cpn448,8.15,8.15,1.26,prod77,2015-01-13 00:00:01,user886,0,22.3655555555556,prod40,brand13,2015-01-13,17,Tuesday,0,cat3,cpn1296,4.82,0
944,0,cpn1155,1.04,4.08,139.35,153.991666666667,0,2015-01-14,35,Wednesday,1.26,1,2015-01-20 00:00:01,2015-01-13 14:00:31,2015-01-14 12:24:35,14.0083333333333,brand4,cat5,2,cat11:cat7,0,131.590555555556,1,1.26,0,brand11,prod98,0,0,cpn105,3.06,3.06,1.88,prod179,2015-01-13 00:00:01,user887,0,22.4011111111111,prod61,brand4,2015-01-13,31,Tuesday,0,cat10,cpn1413,3.43,1.14
945,0,cpn1414,2.08,5,252.44,154.320277777778,0,2015-01-14,42,Wednesday,2.2,0,2015-01-20 00:00:01,2015-01-13 13:40:48,2015-01-14 12:59:42,13.6797222222222,brand6,cat5:cat4:cat2,2,cat1,0,131.005277777778,0,1.57,0,brand11,prod178,0,0,cpn378,4.12,2.74,1.88,prod3,2015-01-13 00:00:01,user888,1,23.315,prod76,brand3,2015-01-13,48,Tuesday,0,cat10:cat5:cat18,cpn348,7.36,1.47
946,0,cpn1415,1.54,6.95,219.51,149.885,0,2015-01-14,16,Wednesday,0.94,0,2015-01-20 00:00:01,2015-01-13 18:06:55,2015-01-14 13:05:16,18.115,brand6,cat5,2,cat1:cat4,0,130.9125,0,1.88,1,brand4,prod86,0,0,cpn165,4.17,2.6,1.57,prod41,2015-01-13 00:00:01,user426,0,18.9725,prod76,brand14,2015-01-13,55,Tuesday,0,cat3:cat7,cpn1416,2.45,0
947,0,cpn1294,1.6,4.58,573.18,154.305833333333,0,2015-01-14,56,Wednesday,1.88,0,2015-01-20 00:00:01,2015-01-13 13:41:40,2015-01-14 13:10:56,13.6941666666667,brand3,cat5:cat4,2,cat5,0,130.818055555556,0,1.57,0,brand3,prod29,0,0,cpn1417,4.96,2.35,1.57,prod29,2015-01-13 00:00:01,user889,0,23.4877777777778,prod72,brand2,2015-01-13,40,Tuesday,0,cat5:cat15,cpn1418,4.35,1.55
948,0,cpn1419,3.26,6.21,384.74,131.229166666667,0,2015-01-14,13,Wednesday,0.94,0,2015-01-20 00:00:01,2015-01-14 12:46:16,2015-01-14 13:15:13,36.7708333333333,brand4,cat5:cat24,2,cat8:cat7,0,130.746666666667,1,1.57,0,brand3,prod12,0,0,cpn141,3.57,1.78,1.26,prod114,2015-01-13 00:00:01,user890,1,0.4825,prod70,brand3,2015-01-14,16,Wednesday,0,cat5,cpn492,5.84,1.45
949,0,cpn95,0.69,3.47,217.43,131.072222222222,0,2015-01-14,45,Wednesday,0,1,2015-01-20 00:00:01,2015-01-14 12:55:41,2015-01-14 13:17:45,36.9277777777778,brand2,cat5:cat7,2,cat1:cat9,0,130.704444444444,0,0.94,1,brand4,prod11,0,0,cpn608,4.82,1.71,1.57,prod85,2015-01-13 00:00:01,user384,1,0.367777777777778,prod74,brand4,2015-01-14,41,Wednesday,0,cat3:cat7,cpn207,2.27,0.45
950,0,cpn1420,1.16,6.95,941.2,151.823888888889,0,2015-01-14,21,Wednesday,1.26,0,2015-01-20 00:00:01,2015-01-13 16:10:35,2015-01-14 13:23:21,16.1761111111111,brand2,cat5:cat2,2,cat1,0,130.611111111111,0,1.57,0,brand3,prod11,0,0,cpn283,10.98,3.43,1.57,prod39,2015-01-13 00:00:01,user891,0,21.2127777777778,prod31,brand5,2015-01-13,35,Tuesday,0,cat3,cpn778,6.67,4.45
951,0,cpn1421,1.51,2.87,101.84,131.138055555556,0,2015-01-14,57,Wednesday,1.26,0,2015-01-20 00:00:01,2015-01-14 12:51:44,2015-01-14 13:30:57,36.8619444444444,brand6,cat5,2,cat1,0,130.484444444444,0,1.88,0,brand3,prod28,0,0,cpn530,6.67,1.67,1.57,prod57,2015-01-13 00:00:01,user186,0,0.653611111111111,prod33,brand3,2015-01-14,44,Wednesday,0,cat3,cpn99,15.7,3.14
952,0,cpn415,3.3,8.24,411.51,153.937222222222,0,2015-01-14,49,Wednesday,1.26,0,2015-01-20 00:00:01,2015-01-13 14:03:47,2015-01-14 13:35:49,14.0627777777778,brand6,cat5:cat15:cat4:cat2,2,cat1,0,130.403333333333,0,1.26,1,brand4,prod86,0,0,cpn168,13.11,7.28,0.63,prod59,2015-01-13 00:00:01,user175,0,23.5338888888889,prod7,brand5,2015-01-13,47,Tuesday,0,cat3:cat7,cpn151,5.09,1.69
953,1,cpn1422,1.59,7.97,285.18,130.939722222222,0,2015-01-14,57,Wednesday,1.57,0,2015-01-20 00:00:01,2015-01-14 13:03:38,2015-01-14 13:39:57,37.0602777777778,brand2,cat2,2,cat1:cat4,0,130.334444444444,0,1.88,0,brand5,prod2,0,0,cpn412,8.66,5.09,1.26,prod100,2015-01-13 00:00:01,user892,1,0.605277777777778,prod131,brand5,2015-01-14,38,Wednesday,0,cat3:cat15:cat2,cpn586,5.93,5.38
954,0,cpn1424,1.81,9.03,113.14,154.140555555556,0,2015-01-14,24,Wednesday,0.94,1,2015-01-20 00:00:01,2015-01-13 13:51:35,2015-01-14 13:59:24,13.8594444444444,brand3,cat5:cat7:cat2,2,cat1,0,130.010277777778,0,1.57,0,brand3,prod2,0,0,cpn1423,4.86,1.21,1.26,prod27,2015-01-13 00:00:01,user893,0,24.1302777777778,prod80,brand3,2015-01-13,35,Tuesday,0,cat3,cpn1425,6.44,0.85
955,0,cpn639,1.28,5.14,232.15,151.563888888889,0,2015-01-14,30,Wednesday,1.57,1,2015-01-20 00:00:01,2015-01-13 16:26:11,2015-01-14 14:01:30,16.4361111111111,brand4,cat5,2,cat1:cat7,0,129.975277777778,1,0.94,1,brand4,prod28,0,0,cpn560,14.82,8.22,0.94,prod59,2015-01-13 00:00:01,user894,0,21.5886111111111,prod45,brand4,2015-01-13,11,Tuesday,0,cat3:cat7,cpn103,2.73,0.55
956,1,cpn1382,0,5.51,105.73,131.810277777778,0,2015-01-14,2,Wednesday,1.57,0,2015-01-20 00:00:01,2015-01-14 12:11:24,2015-01-14 14:04:02,36.1897222222222,brand3,cat5,2,cat11,0,129.933055555556,0,0.94,0,brand3,prod82,0,0,cpn1426,4.58,0,1.26,prod63,2015-01-13 00:00:01,user895,0,1.87722222222222,prod180,brand3,2015-01-14,24,Wednesday,0,cat5,cpn1427,4.17,8.34
957,0,cpn1428,0.21,1.76,237.39,130.695555555556,0,2015-01-14,8,Wednesday,1.26,1,2015-01-20 00:00:01,2015-01-14 13:18:17,2015-01-14 14:04:08,37.3044444444444,brand2,cat5:cat7:cat4,2,cat1:cat4:cat2,1,129.931388888889,0,3.14,0,brand2,prod11,0,0,cpn203,10.88,3.2,1.57,prod29,2015-01-13 00:00:01,user318,1,0.764166666666667,prod31,brand4,2015-01-14,17,Wednesday,0,cat22,cpn457,2.55,1.58
958,0,cpn1336,1.14,4.58,341.95,130.531666666667,0,2015-01-14,32,Wednesday,1.26,1,2015-01-20 00:00:01,2015-01-14 13:28:07,2015-01-14 14:09:32,37.4683333333333,brand4,cat5:cat7,2,cat8:cat7,0,129.841388888889,1,1.57,0,brand5,prod27,0,0,cpn652,10,166.72,0.94,prod14,2015-01-13 00:00:01,user108,0,0.690277777777778,prod15,brand4,2015-01-14,7,Wednesday,0,cat5:cat2,cpn1429,4.58,2.29
959,1,cpn955,1.24,5.97,225.95,130.444166666667,0,2015-01-14,18,Wednesday,1.88,0,2015-01-20 00:00:01,2015-01-14 13:33:22,2015-01-14 14:14:18,37.5558333333333,brand2,cat2,2,cat1,0,129.761944444444,0,1.57,0,brand3,prod43,0,0,cpn1430,8.34,3.33,1.26,prod100,2015-01-13 00:00:01,user896,1,0.682222222222222,prod76,brand5,2015-01-14,22,Wednesday,0,cat3:cat2,cpn814,3.61,2.41
960,0,cpn1432,1.14,4.45,216.31,147.349444444444,0,2015-01-14,50,Wednesday,1.26,0,2015-01-20 00:00:01,2015-01-13 20:39:03,2015-01-14 14:21:50,20.6505555555556,brand2,cat5:cat19,2,cat8:cat19:cat9,1,129.636388888889,0,1.26,0,brand11,prod123,0,0,cpn1431,16.3,2.04,1.88,prod103,2015-01-13 00:00:01,user897,0,17.7130555555556,prod51,brand3,2015-01-13,3,Tuesday,0,cat10,cpn545,7.36,0.82
961,0,cpn1097,1.93,4.82,99.52,151.81,0,2015-01-14,52,Wednesday,1.57,1,2015-01-20 00:00:01,2015-01-13 16:11:25,2015-01-14 14:26:52,16.19,brand6,cat5:cat7:cat4,2,cat1:cat4,0,129.5525,0,1.57,0,brand8,prod43,0,0,cpn387,9.96,1.99,0.94,prod75,2015-01-13 00:00:01,user898,0,22.2575,prod42,brand4,2015-01-13,25,Tuesday,0,cat3:cat14,cpn158,2.69,2.69
962,0,cpn1434,0,8.89,234.42,132.2675,0,2015-01-14,37,Wednesday,1.26,0,2015-01-20 00:00:01,2015-01-14 11:43:58,2015-01-14 14:37:37,35.7325,brand3,cat12:cat2,2,cat5,0,129.373333333333,0,1.88,0,brand3,prod181,0,0,cpn1433,3.43,0.01,0.63,prod182,2015-01-13 00:00:01,user899,0,2.89416666666667,prod82,brand5,2015-01-14,58,Wednesday,0,cat20,cpn1435,5.46,10.93
963,1,cpn1436,0.82,7.36,193.76,129.565277777778,0,2015-01-14,6,Wednesday,1.57,1,2015-01-20 00:00:01,2015-01-14 14:26:06,2015-01-14 14:48:06,38.4347222222222,brand3,cat5:cat7:cat2,2,cat1,1,129.198611111111,0,1.88,0,brand2,prod2,0,0,cpn715,8.24,3.92,1.57,prod75,2015-01-13 00:00:01,user900,0,0.366666666666667,prod1,brand4,2015-01-14,6,Wednesday,0,cat3,cpn1437,2.64,2.64
964,0,cpn1439,5.98,4.49,180.7,154.156666666667,0,2015-01-14,21,Wednesday,1.26,1,2015-01-20 00:00:01,2015-01-13 13:50:37,2015-01-14 14:49:21,13.8433333333333,brand3,cat23:cat7:cat4,2,cat12,0,129.177777777778,0,1.57,0,brand3,prod53,0,0,cpn1438,6.67,8.34,1.26,prod108,2015-01-13 00:00:01,user516,0,24.9788888888889,prod87,brand20,2015-01-13,37,Tuesday,0,cat6,cpn1440,3.33,1.39
965,0,cpn678,0.7,4.26,224.88,129.559166666667,0,2015-01-14,9,Wednesday,1.57,0,2015-01-20 00:00:01,2015-01-14 14:26:28,2015-01-14 14:50:09,38.4408333333333,brand21,cat5:cat18:cat2,2,cat1:cat15,0,129.164444444444,0,1.26,1,brand4,prod13,0,0,cpn1441,11.02,13.77,0.63,prod39,2015-01-13 00:00:01,user246,0,0.394722222222222,prod40,brand5,2015-01-14,28,Wednesday,0,cat3:cat7,cpn53,4.58,3.06
966,0,cpn1443,0.55,2.73,93.55,152.258055555556,0,2015-01-14,48,Wednesday,1.26,1,2015-01-20 00:00:01,2015-01-13 15:44:32,2015-01-14 15:07:48,15.7419444444444,brand2,cat5:cat7,2,cat13,0,128.870277777778,0,3.14,0,brand2,prod23,0,0,cpn1442,2.73,0.55,1.57,prod63,2015-01-13 00:00:01,user147,0,23.3877777777778,prod23,brand4,2015-01-13,32,Tuesday,0,cat13,cpn1264,2.32,8.9
967,0,cpn805,0.68,4.08,363.07,159.206388888889,0,2015-01-14,42,Wednesday,1.26,0,2015-01-20 00:00:01,2015-01-13 08:47:38,2015-01-14 15:14:42,8.79361111111111,brand2,cat5,2,cat8:cat9,0,128.755277777778,0,1.26,0,brand2,prod13,0,0,cpn28,7.5,1.25,0.94,prod37,2015-01-13 00:00:01,user901,0,30.4511111111111,prod15,brand3,2015-01-13,38,Tuesday,0,cat3,cpn642,3.66,0
968,0,cpn1444,0.89,6.44,206.91,128.594722222222,0,2015-01-14,44,Wednesday,1.57,1,2015-01-20 00:00:01,2015-01-14 15:24:20,2015-01-14 15:32:44,39.4052777777778,brand3,cat5,2,cat1,0,128.454722222222,0,1.57,0,brand2,prod28,0,0,cpn726,3.29,2.73,1.57,prod18,2015-01-13 00:00:01,user902,0,0.14,prod30,brand4,2015-01-14,20,Wednesday,0,cat3,cpn598,2.96,1.19
969,0,cpn633,0.67,3.33,139.53,128.888055555556,0,2015-01-14,20,Wednesday,1.57,0,2015-01-20 00:00:01,2015-01-14 15:06:44,2015-01-14 15:39:20,39.1119444444444,brand6,cat5,2,cat1:cat4,0,128.344722222222,0,0.63,1,brand4,prod11,0,0,cpn165,4.17,2.6,1.57,prod41,2015-01-13 00:00:01,user903,0,0.543333333333333,prod76,brand3,2015-01-14,44,Wednesday,0,cat3:cat7,cpn1445,6.95,2.32
970,0,cpn633,0.67,3.33,534.88,148.985,0,2015-01-14,7,Wednesday,1.88,1,2015-01-20 00:00:01,2015-01-13 19:00:55,2015-01-14 15:41:07,19.015,brand4,cat5:cat7,2,cat8:cat7:cat4,0,128.315,1,0.63,1,brand4,prod11,0,0,cpn201,2.59,0.52,1.57,prod4,2015-01-13 00:00:01,user307,0,20.67,prod83,brand4,2015-01-13,55,Tuesday,0,cat3:cat7,cpn396,2.73,4.55
971,0,cpn126,0.79,5.93,234.56,154.336111111111,0,2015-01-14,46,Wednesday,1.26,0,2015-01-20 00:00:01,2015-01-13 13:39:51,2015-01-14 15:43:46,13.6638888888889,brand6,cat5:cat2,2,cat1:cat4,0,128.270833333333,0,1.57,0,brand3,prod13,0,0,cpn45,10.56,3.52,0.94,prod27,2015-01-13 00:00:01,user904,0,26.0652777777778,prod33,brand9,2015-01-13,51,Tuesday,0,cat3,cpn1446,5.09,0.63
972,0,cpn1447,0.99,7.97,212.42,154.407222222222,0,2015-01-14,2,Wednesday,0.94,0,2015-01-20 00:00:01,2015-01-13 13:35:35,2015-01-14 15:48:02,13.5927777777778,brand2,cat16:cat5:cat17,2,cat1,0,128.199722222222,0,0.94,0,brand3,prod18,0,0,cpn288,6.67,8.34,1.26,prod44,2015-01-13 00:00:01,user905,0,26.2075,prod40,brand3,2015-01-13,35,Tuesday,0,cat5,cpn62,4.45,1.48
973,0,cpn1449,1.47,7.36,93.82,128.448888888889,0,2015-01-14,21,Wednesday,1.57,0,2015-01-20 00:00:01,2015-01-14 15:33:05,2015-01-14 15:54:21,39.5511111111111,brand3,cat13,2,cat5,0,128.094444444444,0,1.57,0,brand3,prod107,0,0,cpn1448,2.32,5.14,1.57,prod48,2015-01-13 00:00:01,user906,0,0.354444444444444,prod16,brand3,2015-01-14,5,Wednesday,0,cat21,cpn1450,10.1,2.02
974,0,cpn1452,1.04,2.59,223.31,145.636111111111,0,2015-01-14,16,Wednesday,1.57,0,2015-01-20 00:00:01,2015-01-13 22:21:51,2015-01-14 16:18:16,22.3638888888889,brand2,cat5,2,cat1,0,127.695833333333,0,1.57,1,brand4,prod27,0,0,cpn1451,9.35,4.68,1.26,prod24,2015-01-13 00:00:01,user907,0,17.9402777777778,prod131,brand3,2015-01-13,51,Tuesday,0,cat5:cat7:cat4,cpn32,7.36,1.47
975,0,cpn296,1.59,5.74,137.96,153.495,0,2015-01-14,45,Wednesday,2.51,1,2015-01-20 00:00:01,2015-01-13 14:30:19,2015-01-14 16:22:45,14.505,brand7,cat5:cat7,2,cat1,0,127.621111111111,0,1.57,0,brand3,prod28,0,0,cpn924,12.64,4.21,1.26,prod14,2015-01-13 00:00:01,user177,0,25.8738888888889,prod1,brand4,2015-01-13,19,Tuesday,0,cat3,cpn65,5.51,2.75
