orderID,orderTime,userID,couponsReceived,basketValue,couponID,price,basePrice,reward,premiumProduct,brand,productGroup,categoryIDs,couponUsed,couponCol
1720,2015-01-24 13:47:30,user1074,2015-01-24 13:33:58,131.71,cpn1796,6.02,2.41,1.57,1,brand4,prod3,cat5:cat7:cat4,0,2
1720,2015-01-24 13:47:30,user1074,2015-01-24 13:33:58,131.71,cpn1933,12.92,8.61,3.14,0,brand3,prod112,cat21,1,3
1720,2015-01-24 13:47:30,user1074,2015-01-24 13:33:58,131.71,cpn302,8.29,8.29,1.26,1,brand4,prod40,cat1:cat4,1,1
1721,2015-01-24 13:52:13,user1382,2015-01-21 09:50:42,216.96,cpn1242,5.28,2.4,0.63,0,brand1,prod51,cat8,0,1
1721,2015-01-24 13:52:13,user1382,2015-01-21 09:50:42,216.96,cpn1881,4.58,1.91,1.57,1,brand4,prod43,cat3,0,2
1721,2015-01-24 13:52:13,user1382,2015-01-21 09:50:42,216.96,cpn532,4.54,0.91,1.26,1,brand4,prod27,cat5,0,3
1722,2015-01-24 13:59:30,user248,2015-01-24 11:39:27,191.12,cpn165,4.17,2.6,1.57,0,brand6,prod76,cat1:cat4,0,1
1722,2015-01-24 13:59:30,user248,2015-01-24 11:39:27,191.12,cpn416,8.29,1.66,1.57,1,brand4,prod17,cat5,1,3
1722,2015-01-24 13:59:30,user248,2015-01-24 11:39:27,191.12,cpn563,5.74,0.29,1.57,0,brand2,prod2,cat3,0,2
1723,2015-01-24 14:26:31,user1383,2015-01-24 13:52:49,263.46,cpn1391,13.34,1.48,1.26,0,brand3,prod87,cat12,1,1
1723,2015-01-24 14:26:31,user1383,2015-01-24 13:52:49,263.46,cpn1934,10.84,1.2,0.94,0,brand2,prod121,cat12,1,2
1723,2015-01-24 14:26:31,user1383,2015-01-24 13:52:49,263.46,cpn1935,5.28,0.58,1.57,0,brand3,prod71,cat12,1,3
1724,2015-01-24 15:37:06,user856,2015-01-24 15:29:46,217.66,cpn1936,5.51,3.67,1.88,0,brand3,prod44,cat5,1,1
1724,2015-01-24 15:37:06,user856,2015-01-24 15:29:46,217.66,cpn1937,3.57,1.43,1.57,0,brand3,prod130,cat6,1,3
1724,2015-01-24 15:37:06,user856,2015-01-24 15:29:46,217.66,cpn435,3.89,0.65,1.57,0,brand2,prod71,cat12,0,2
1725,2015-01-24 15:43:09,user253,2015-01-23 21:30:12,296.71,cpn217,6.67,0.94,1.57,1,brand4,prod27,cat5:cat7,0,3
1725,2015-01-24 15:43:09,user253,2015-01-23 21:30:12,296.71,cpn415,8.24,3.3,1.26,1,brand4,prod86,cat3:cat7,0,2
1725,2015-01-24 15:43:09,user253,2015-01-23 21:30:12,296.71,cpn97,5.84,5.84,1.26,1,brand4,prod40,cat1,0,1
1726,2015-01-24 15:59:15,user50,2015-01-20 15:08:35,103.69,cpn1015,8.8,0,1.57,0,brand3,prod55,cat5,0,3
1726,2015-01-24 15:59:15,user50,2015-01-20 15:08:35,103.69,cpn1805,5.51,1.22,1.57,1,brand4,prod43,cat3,0,2
1726,2015-01-24 15:59:15,user50,2015-01-20 15:08:35,103.69,cpn91,7.18,1.7,0.94,0,brand6,prod33,cat1:cat4,0,1
1727,2015-01-24 16:45:01,user511,2015-01-24 10:59:52,210.2,cpn326,8.29,2.07,1.57,0,brand3,prod28,cat3,0,2
1727,2015-01-24 16:45:01,user511,2015-01-24 10:59:52,210.2,cpn412,8.66,5.09,1.26,0,brand2,prod131,cat1:cat4,0,1
1727,2015-01-24 16:45:01,user511,2015-01-24 10:59:52,210.2,cpn814,3.61,2.41,1.88,0,brand5,prod100,cat2,0,3
1728,2015-01-24 16:56:15,user556,2015-01-24 16:24:21,299.21,cpn142,9.59,1.07,0.94,0,brand3,prod2,cat16:cat3:cat2,0,2
1728,2015-01-24 16:56:15,user556,2015-01-24 16:24:21,299.21,cpn19,4.68,2.59,1.26,1,brand4,prod7,cat1:cat7,0,1
1728,2015-01-24 16:56:15,user556,2015-01-24 16:24:21,299.21,cpn1938,4.35,1.16,1.26,0,brand5,prod27,cat5:cat2,0,3
1729,2015-01-24 17:46:38,user1384,2015-01-20 15:17:47,349.87,cpn1249,6.02,2.32,1.88,0,brand3,prod74,cat1:cat15:cat9,0,1
1729,2015-01-24 17:46:38,user1384,2015-01-20 15:17:47,349.87,cpn578,2.55,0.51,1.57,1,brand4,prod59,cat5:cat7:cat4,0,3
1729,2015-01-24 17:46:38,user1384,2015-01-20 15:17:47,349.87,cpn675,7.04,0.83,0.94,0,brand2,prod43,cat3,0,2
1730,2015-01-24 18:20:57,user803,2015-01-20 18:39:19,245.3,cpn172,6.44,0,1.57,0,brand3,prod77,cat6,0,3
1730,2015-01-24 18:20:57,user803,2015-01-20 18:39:19,245.3,cpn264,3.66,3.66,0.63,0,brand2,prod3,cat5:cat9,0,2
1730,2015-01-24 18:20:57,user803,2015-01-20 18:39:19,245.3,cpn412,8.66,5.09,1.26,0,brand2,prod131,cat1:cat4,0,1
1731,2015-01-24 18:30:55,user73,2015-01-24 17:37:56,186.12,cpn1939,6.11,1.91,1.57,0,brand3,prod46,cat3,0,2
1731,2015-01-24 18:30:55,user73,2015-01-24 17:37:56,186.12,cpn216,3.89,1.95,0.94,0,brand2,prod30,cat1:cat4,0,1
1731,2015-01-24 18:30:55,user73,2015-01-24 17:37:56,186.12,cpn292,3.52,2.34,2.2,0,brand5,prod103,cat5:cat15:cat19:cat2,1,3
1732,2015-01-24 19:17:59,user1385,2015-01-21 21:02:06,217.1,cpn1851,2.82,0.85,1.57,0,brand3,prod68,cat8,0,1
1732,2015-01-24 19:17:59,user1385,2015-01-21 21:02:06,217.1,cpn24,6.21,1.24,1.57,1,brand4,prod19,cat5,0,2
1732,2015-01-24 19:17:59,user1385,2015-01-21 21:02:06,217.1,cpn979,3.43,0.8,0.94,0,brand3,prod103,cat5:cat4,0,3
1733,2015-01-24 20:06:50,user564,2015-01-20 14:02:55,140,cpn467,7.22,2.89,2.2,0,brand5,prod24,cat5:cat15:cat2,0,3
1733,2015-01-24 20:06:50,user564,2015-01-20 14:02:55,140,cpn633,3.33,0.67,0.63,1,brand4,prod11,cat3:cat7,0,2
1733,2015-01-24 20:06:50,user564,2015-01-20 14:02:55,140,cpn852,6.44,2.14,0.94,0,brand3,prod74,cat1,0,1
1734,2015-01-24 20:25:54,user1386,2015-01-24 16:16:20,336.16,cpn11,3.66,0.73,1.57,1,brand4,prod11,cat3:cat7:cat4,0,2
1734,2015-01-24 20:25:54,user1386,2015-01-24 16:16:20,336.16,cpn139,3.98,3.98,1.57,0,brand1,prod40,cat1:cat2,0,1
1734,2015-01-24 20:25:54,user1386,2015-01-24 16:16:20,336.16,cpn1848,5.19,3.45,1.57,0,brand5,prod197,cat5:cat15:cat2,0,3
1735,2015-01-24 20:26:39,user1387,2015-01-24 19:28:03,464.26,cpn161,8.29,1.66,1.57,1,brand4,prod3,cat5:cat7:cat15:cat4,1,3
1735,2015-01-24 20:26:39,user1387,2015-01-24 19:28:03,464.26,cpn1720,4.58,1.91,1.88,1,brand4,prod43,cat3,1,2
1735,2015-01-24 20:26:39,user1387,2015-01-24 19:28:03,464.26,cpn1863,4.58,3.06,0.94,1,brand4,prod51,cat8:cat7,0,1
1736,2015-01-24 20:52:12,user796,2015-01-20 14:03:44,139.67,cpn1337,2.69,0.44,0.94,0,brand2,prod11,cat3,0,2
1736,2015-01-24 20:52:12,user796,2015-01-20 14:03:44,139.67,cpn1474,4.26,1.37,1.57,0,brand5,prod9,cat5:cat2,0,3
1736,2015-01-24 20:52:12,user796,2015-01-20 14:03:44,139.67,cpn1514,4.68,5.84,1.57,0,brand1,prod40,cat1,0,1
1737,2015-01-24 22:07:39,user731,2015-01-24 21:36:08,231.13,cpn604,4.17,0.83,1.26,1,brand4,prod11,cat3:cat7:cat4:cat9,1,2
1737,2015-01-24 22:07:39,user731,2015-01-24 21:36:08,231.13,cpn888,3.66,0.73,1.26,1,brand4,prod83,cat8:cat7,1,1
1737,2015-01-24 22:07:39,user731,2015-01-24 21:36:08,231.13,cpn950,3.66,3.66,1.26,1,brand4,prod52,cat5:cat7,1,3
1738,2015-01-24 22:21:13,user1388,2015-01-20 13:58:35,279.39,cpn1363,8.61,4.34,1.26,0,brand3,prod176,cat12:cat2,0,2
1738,2015-01-24 22:21:13,user1388,2015-01-20 13:58:35,279.39,cpn1940,9.08,4.58,1.26,1,brand3,prod109,cat12:cat2,0,1
1738,2015-01-24 22:21:13,user1388,2015-01-20 13:58:35,279.39,cpn1941,2.87,5.74,0.63,0,brand3,prod92,cat6,0,3
1739,2015-01-24 22:33:57,user376,2015-01-24 22:07:41,186.86,cpn1525,2.73,4.96,0.94,1,brand4,prod9,cat5:cat7,0,3
1739,2015-01-24 22:33:57,user376,2015-01-24 22:07:41,186.86,cpn390,9.03,1.81,0.94,0,brand19,prod31,cat1,0,1
1739,2015-01-24 22:33:57,user376,2015-01-24 22:07:41,186.86,cpn40,11.44,1.31,1.88,0,brand2,prod26,cat3,1,2
1740,2015-01-25 00:11:21,user921,2015-01-22 16:26:59,185.29,cpn1119,5.74,1.15,3.14,0,brand3,prod24,cat5:cat4,0,3
1740,2015-01-25 00:11:21,user921,2015-01-22 16:26:59,185.29,cpn1139,5.74,1.15,3.14,0,brand3,prod24,cat5,0,2
1740,2015-01-25 00:11:21,user921,2015-01-22 16:26:59,185.29,cpn1942,1.81,1.81,1.88,0,brand3,prod113,cat11:cat15:cat19:cat4:cat2,0,1
1741,2015-01-25 04:48:16,user1389,2015-01-20 14:50:38,136.94,cpn1943,2.41,2.41,3.14,0,brand2,prod115,cat13,0,3
1741,2015-01-25 04:48:16,user1389,2015-01-20 14:50:38,136.94,cpn412,8.66,5.09,1.26,0,brand2,prod131,cat1:cat4,0,1
1741,2015-01-25 04:48:16,user1389,2015-01-20 14:50:38,136.94,cpn675,7.04,0.83,0.94,0,brand2,prod43,cat3,0,2
1742,2015-01-25 08:01:06,user1390,2015-01-20 19:11:39,237.48,cpn1118,2.64,0.66,1.26,0,brand3,prod37,cat5:cat2,0,3
1742,2015-01-25 08:01:06,user1390,2015-01-20 19:11:39,237.48,cpn1944,10.79,4.9,1.26,0,brand2,prod7,cat1:cat4,0,1
1742,2015-01-25 08:01:06,user1390,2015-01-20 19:11:39,237.48,cpn95,3.47,0.69,0.94,1,brand4,prod11,cat3:cat7,0,2
1743,2015-01-25 08:59:05,user1391,2015-01-21 15:07:46,4035.45,cpn1945,2.73,1.56,1.57,0,brand14,prod135,cat11,0,2
1743,2015-01-25 08:59:05,user1391,2015-01-21 15:07:46,4035.45,cpn1946,9.91,0,1.57,0,brand3,prod129,cat13,0,3
1743,2015-01-25 08:59:05,user1391,2015-01-21 15:07:46,4035.45,cpn278,2.41,1.2,1.57,0,brand2,prod68,cat8:cat4:cat9,0,1
1744,2015-01-25 09:17:17,user120,2015-01-20 16:36:33,289.34,cpn1664,5.84,5.84,1.57,0,brand1,prod30,cat1,1,1
1744,2015-01-25 09:17:17,user120,2015-01-20 16:36:33,289.34,cpn1803,13.85,0,2.51,0,brand3,prod193,cat13,0,3
1744,2015-01-25 09:17:17,user120,2015-01-20 16:36:33,289.34,cpn665,4.26,1.42,3.14,0,brand3,prod8,cat3,1,2
1745,2015-01-25 10:01:01,user1392,2015-01-22 08:34:45,186.07,cpn1089,4.4,1.19,1.57,0,brand3,prod73,cat5,0,3
1745,2015-01-25 10:01:01,user1392,2015-01-22 08:34:45,186.07,cpn152,3.15,1.26,6.28,1,brand4,prod73,cat5:cat7,0,2
1745,2015-01-25 10:01:01,user1392,2015-01-22 08:34:45,186.07,cpn1888,4.72,1.27,1.26,0,brand3,prod73,cat5,1,1
1746,2015-01-25 10:32:36,user1393,2015-01-20 14:15:03,472.69,cpn1947,7.87,4.49,1.57,0,brand3,prod165,cat5,0,2
1746,2015-01-25 10:32:36,user1393,2015-01-20 14:15:03,472.69,cpn1948,6.95,2.52,0.94,0,brand3,prod17,cat5:cat4,0,3
1746,2015-01-25 10:32:36,user1393,2015-01-20 14:15:03,472.69,cpn63,12.18,4.87,1.57,0,brand2,prod45,cat1:cat4,0,1
1747,2015-01-25 10:50:36,user1394,2015-01-20 14:20:22,156.16,cpn116,2.08,0.42,0,0,brand3,prod37,cat5:cat4:cat2,0,2
1747,2015-01-25 10:50:36,user1394,2015-01-20 14:20:22,156.16,cpn1520,9.22,6.14,1.57,0,brand3,prod65,cat13,0,3
1747,2015-01-25 10:50:36,user1394,2015-01-20 14:20:22,156.16,cpn686,2.82,2.82,1.26,1,brand4,prod95,cat8:cat7,0,1
1748,2015-01-25 11:56:59,user1395,2015-01-24 17:48:33,111.79,cpn165,4.17,2.6,1.57,0,brand6,prod76,cat1:cat4,1,1
1748,2015-01-25 11:56:59,user1395,2015-01-24 17:48:33,111.79,cpn1841,5.51,1.37,1.88,0,brand3,prod37,cat5:cat4,0,3
1748,2015-01-25 11:56:59,user1395,2015-01-24 17:48:33,111.79,cpn504,8.06,1.57,1.26,0,brand3,prod28,cat3,0,2
1749,2015-01-25 11:57:27,user1396,2015-01-25 11:06:28,265.59,cpn1949,2.73,0.75,0.94,0,brand3,prod173,cat8,1,1
1749,2015-01-25 11:57:27,user1396,2015-01-25 11:06:28,265.59,cpn1950,4.31,3.58,1.26,0,brand3,prod69,cat5,1,3
1749,2015-01-25 11:57:27,user1396,2015-01-25 11:06:28,265.59,cpn544,4.82,0.64,1.57,0,brand3,prod28,cat3,0,2
1750,2015-01-25 11:59:12,user805,2015-01-20 14:01:15,176.35,cpn1951,3.66,2.93,1.88,0,brand3,prod74,cat1,0,1
1750,2015-01-25 11:59:12,user805,2015-01-20 14:01:15,176.35,cpn1952,3.66,4.35,1.57,0,brand3,prod39,cat5:cat18,0,3
1750,2015-01-25 11:59:12,user805,2015-01-20 14:01:15,176.35,cpn675,7.04,0.83,0.94,0,brand2,prod43,cat3,0,2
1751,2015-01-25 12:06:09,user179,2015-01-25 09:39:09,191.26,cpn16,7.5,1.25,0.63,0,brand2,prod15,cat8:cat9,0,1
1751,2015-01-25 12:06:09,user179,2015-01-25 09:39:09,191.26,cpn228,9.59,1.07,0.94,0,brand3,prod2,cat16:cat3:cat2,0,2
1751,2015-01-25 12:06:09,user179,2015-01-25 09:39:09,191.26,cpn62,4.45,1.48,0.94,0,brand3,prod44,cat16:cat5:cat17,0,3
1752,2015-01-25 12:34:46,user1397,2015-01-20 14:00:23,193.48,cpn1953,3.43,2.37,1.26,0,brand2,prod63,cat5,1,2
1752,2015-01-25 12:34:46,user1397,2015-01-20 14:00:23,193.48,cpn1954,6.44,1.29,1.57,0,brand3,prod199,cat13:cat9,0,3
1752,2015-01-25 12:34:46,user1397,2015-01-20 14:00:23,193.48,cpn658,3.57,2.37,0.94,0,brand3,prod106,cat8,0,1
1753,2015-01-25 13:07:33,user973,2015-01-25 12:40:55,197.23,cpn1061,6.81,5.23,1.26,1,brand4,prod30,cat1,1,1
1753,2015-01-25 13:07:33,user973,2015-01-25 12:40:55,197.23,cpn206,5,1.34,1.57,0,brand7,prod46,cat3,0,2
1753,2015-01-25 13:07:33,user973,2015-01-25 12:40:55,197.23,cpn24,6.21,1.24,1.57,1,brand4,prod19,cat5,0,3
1754,2015-01-25 13:31:39,user389,2015-01-20 16:55:49,211.73,cpn1402,13.85,4.94,1.26,0,brand3,prod114,cat5:cat2,0,3
1754,2015-01-25 13:31:39,user389,2015-01-20 16:55:49,211.73,cpn1720,4.58,1.91,1.88,1,brand4,prod43,cat3,0,2
1754,2015-01-25 13:31:39,user389,2015-01-20 16:55:49,211.73,cpn809,8.94,3.58,1.57,0,brand2,prod156,cat1,1,1
1755,2015-01-25 13:32:13,user1398,2015-01-20 13:52:54,229.84,cpn1955,4.58,0.61,1.26,0,brand2,prod28,cat3,0,2
1755,2015-01-25 13:32:13,user1398,2015-01-20 13:52:54,229.84,cpn213,12.32,2.73,0.94,0,brand2,prod76,cat1,0,1
1755,2015-01-25 13:32:13,user1398,2015-01-20 13:52:54,229.84,cpn518,4.58,1.39,0.94,0,brand3,prod85,cat5,0,3
1756,2015-01-25 13:33:22,user1399,2015-01-25 13:06:27,191.77,cpn1452,2.59,1.04,1.57,1,brand4,prod27,cat5:cat7:cat4,0,3
1756,2015-01-25 13:33:22,user1399,2015-01-25 13:06:27,191.77,cpn1495,5.42,2.35,1.26,1,brand4,prod51,cat8:cat7,0,1
1756,2015-01-25 13:33:22,user1399,2015-01-25 13:06:27,191.77,cpn307,6.3,1.26,0.94,1,brand16,prod93,cat10:cat7,0,2
1757,2015-01-25 13:36:38,user151,2015-01-25 13:07:16,193.07,cpn1007,4.58,5.09,1.57,0,brand5,prod64,cat5:cat2,0,3
1757,2015-01-25 13:36:38,user151,2015-01-25 13:07:16,193.07,cpn1550,27.55,5.51,1.26,0,brand5,prod7,cat1,1,1
1757,2015-01-25 13:36:38,user151,2015-01-25 13:07:16,193.07,cpn803,8.29,2.07,3.14,0,brand2,prod36,cat3,0,2
1758,2015-01-25 13:45:55,user1400,2015-01-20 23:01:04,313.29,cpn1720,4.58,1.91,1.88,1,brand4,prod43,cat3,0,2
1758,2015-01-25 13:45:55,user1400,2015-01-20 23:01:04,313.29,cpn501,9.17,4.58,0,1,brand4,prod131,cat1:cat7:cat15,0,1
1758,2015-01-25 13:45:55,user1400,2015-01-20 23:01:04,313.29,cpn640,4.91,0.98,0.94,1,brand4,prod27,cat5:cat9,0,3
1759,2015-01-25 13:59:30,user1065,2015-01-23 12:06:22,199.83,cpn1587,15.75,8.74,0.94,0,brand2,prod7,cat1:cat2,0,1
1759,2015-01-25 13:59:30,user1065,2015-01-23 12:06:22,199.83,cpn1720,4.58,1.91,1.88,1,brand4,prod43,cat3,0,2
1759,2015-01-25 13:59:30,user1065,2015-01-23 12:06:22,199.83,cpn1956,3.33,1.33,1.57,0,brand5,prod58,cat5:cat15:cat2,0,3
1760,2015-01-25 14:00:25,user1401,2015-01-22 19:24:35,187.83,cpn1957,6.44,3.9,1.57,0,brand3,prod103,cat5:cat15:cat4,0,3
1760,2015-01-25 14:00:25,user1401,2015-01-22 19:24:35,187.83,cpn292,3.52,2.34,2.2,0,brand5,prod103,cat5:cat15:cat19:cat2,0,2
1760,2015-01-25 14:00:25,user1401,2015-01-22 19:24:35,187.83,cpn754,11.02,13.77,0,0,brand21,prod40,cat1:cat15:cat9,0,1
1761,2015-01-25 14:06:38,user1402,2015-01-20 21:23:24,1673,cpn190,5.05,1.73,0.94,0,brand2,prod51,cat8:cat4,0,1
1761,2015-01-25 14:06:38,user1402,2015-01-20 21:23:24,1673,cpn1958,4.58,14.32,1.57,0,brand3,prod4,cat5:cat4,0,2
1761,2015-01-25 14:06:38,user1402,2015-01-20 21:23:24,1673,cpn1959,3.98,10.21,1.88,0,brand3,prod4,cat5:cat19:cat4,0,3
1762,2015-01-25 14:12:05,user1403,2015-01-20 18:15:40,222.01,cpn1220,10.1,6.72,0.63,0,brand19,prod31,cat1,0,1
1762,2015-01-25 14:12:05,user1403,2015-01-20 18:15:40,222.01,cpn1960,4.58,3.06,0.94,0,brand3,prod56,cat5,0,3
1762,2015-01-25 14:12:05,user1403,2015-01-20 18:15:40,222.01,cpn803,8.29,2.07,3.14,0,brand2,prod36,cat3,0,2
1763,2015-01-25 14:25:05,user1404,2015-01-21 13:03:31,243.22,cpn161,8.29,1.66,1.57,1,brand4,prod3,cat5:cat7:cat15:cat4,0,3
1763,2015-01-25 14:25:05,user1404,2015-01-21 13:03:31,243.22,cpn19,4.68,2.59,1.26,1,brand4,prod7,cat1:cat7,0,1
1763,2015-01-25 14:25:05,user1404,2015-01-21 13:03:31,243.22,cpn319,9.17,1.05,1.26,0,brand3,prod28,cat3,0,2
1764,2015-01-25 14:51:58,user1405,2015-01-22 07:44:09,326.21,cpn1088,5.19,1.04,1.57,0,brand3,prod69,cat5:cat4,0,3
1764,2015-01-25 14:51:58,user1405,2015-01-22 07:44:09,326.21,cpn326,8.29,2.07,1.57,0,brand3,prod28,cat3,0,2
1764,2015-01-25 14:51:58,user1405,2015-01-22 07:44:09,326.21,cpn562,4.58,2.08,1.57,0,brand2,prod76,cat1,0,1
1765,2015-01-25 15:03:10,user1406,2015-01-25 13:09:35,311.48,cpn415,8.24,3.3,1.26,1,brand4,prod86,cat3:cat7,0,2
1765,2015-01-25 15:03:10,user1406,2015-01-25 13:09:35,311.48,cpn722,5.51,5.51,1.57,1,brand4,prod52,cat5:cat7,0,3
1765,2015-01-25 15:03:10,user1406,2015-01-25 13:09:35,311.48,cpn920,3.98,2.09,2.2,0,brand6,prod38,cat1:cat4,0,1
1766,2015-01-25 15:04:15,user1407,2015-01-22 18:59:36,156.06,cpn1938,4.35,1.16,1.26,0,brand5,prod27,cat5:cat2,1,3
1766,2015-01-25 15:04:15,user1407,2015-01-22 18:59:36,156.06,cpn318,7.41,1.85,1.26,0,brand6,prod7,cat1:cat4,0,1
1766,2015-01-25 15:04:15,user1407,2015-01-22 18:59:36,156.06,cpn432,3.66,0.76,3.14,1,brand4,prod11,cat3:cat7,0,2
1767,2015-01-25 15:08:08,user207,2015-01-25 14:07:17,210.94,cpn1693,5.37,0.08,3.14,0,brand3,prod40,cat1,1,1
1767,2015-01-25 15:08:08,user207,2015-01-25 14:07:17,210.94,cpn1927,16.63,6.65,1.26,0,brand3,prod114,cat5:cat2,0,3
1767,2015-01-25 15:08:08,user207,2015-01-25 14:07:17,210.94,cpn955,5.97,1.24,1.57,0,brand3,prod43,cat3:cat2,1,2
1768,2015-01-25 15:22:39,user1142,2015-01-23 10:06:45,239.24,cpn22,9.17,2.04,0.94,1,brand4,prod7,cat1:cat7,0,1
1768,2015-01-25 15:22:39,user1142,2015-01-23 10:06:45,239.24,cpn430,8.29,3.63,1.26,0,brand3,prod57,cat5,0,3
1768,2015-01-25 15:22:39,user1142,2015-01-23 10:06:45,239.24,cpn95,3.47,0.69,0.94,1,brand4,prod11,cat3:cat7,1,2
1769,2015-01-25 16:03:14,user654,2015-01-20 15:43:01,394.7,cpn210,6.02,1.2,2.2,1,brand4,prod24,cat5:cat7,0,3
1769,2015-01-25 16:03:14,user654,2015-01-20 15:43:01,394.7,cpn412,8.66,5.09,1.26,0,brand2,prod131,cat1:cat4,0,1
1769,2015-01-25 16:03:14,user654,2015-01-20 15:43:01,394.7,cpn675,7.04,0.83,0.94,0,brand2,prod43,cat3,0,2
1770,2015-01-25 16:29:06,user671,2015-01-21 20:39:54,195.57,cpn1961,3.89,7.78,1.57,0,brand3,prod63,cat5:cat18,0,3
1770,2015-01-25 16:29:06,user671,2015-01-21 20:39:54,195.57,cpn213,12.32,2.73,0.94,0,brand2,prod76,cat1,1,1
1770,2015-01-25 16:29:06,user671,2015-01-21 20:39:54,195.57,cpn35,5.74,0,1.88,0,brand2,prod27,cat5,0,2
1771,2015-01-25 17:03:00,user1229,2015-01-20 13:57:09,413.36,cpn1775,5.51,4.23,1.26,0,brand5,prod64,cat5:cat2,0,3
1771,2015-01-25 17:03:00,user1229,2015-01-20 13:57:09,413.36,cpn338,8.1,0.9,1.26,0,brand3,prod2,cat16:cat3:cat4:cat2:cat17,1,2
1771,2015-01-25 17:03:00,user1229,2015-01-20 13:57:09,413.36,cpn412,8.66,5.09,1.26,0,brand2,prod131,cat1:cat4,0,1
1772,2015-01-25 17:38:42,user1408,2015-01-25 17:09:06,488.71,cpn1080,8.29,2.76,6.28,1,brand4,prod121,cat12:cat7,0,2
1772,2015-01-25 17:38:42,user1408,2015-01-25 17:09:06,488.71,cpn1962,3.06,0,1.57,0,brand13,prod54,cat13,1,3
1772,2015-01-25 17:38:42,user1408,2015-01-25 17:09:06,488.71,cpn93,4.08,2.81,1.57,0,brand3,prod18,cat5,0,1
1773,2015-01-25 17:39:15,user1409,2015-01-22 12:52:03,191.4,cpn1463,2.82,2.35,1.57,0,brand3,prod10,cat1,0,1
1773,2015-01-25 17:39:15,user1409,2015-01-22 12:52:03,191.4,cpn289,4.17,0.83,0.94,1,brand4,prod27,cat5:cat7,0,3
1773,2015-01-25 17:39:15,user1409,2015-01-22 12:52:03,191.4,cpn338,8.1,0.9,1.26,0,brand3,prod2,cat16:cat3:cat4:cat2:cat17,0,2
1774,2015-01-25 17:40:41,user1410,2015-01-24 18:09:28,185.66,cpn1123,4.26,0.85,2.51,0,brand3,prod24,cat5:cat4,0,3
1774,2015-01-25 17:40:41,user1410,2015-01-24 18:09:28,185.66,cpn13,12.27,2.45,1.26,0,brand6,prod7,cat1,1,1
1774,2015-01-25 17:40:41,user1410,2015-01-24 18:09:28,185.66,cpn35,5.74,0,1.88,0,brand2,prod27,cat5,1,2
1775,2015-01-25 17:49:47,user1411,2015-01-25 17:46:15,243.27,cpn1459,3.66,182.92,1.26,0,brand3,prod47,cat11,1,2
1775,2015-01-25 17:49:47,user1411,2015-01-25 17:46:15,243.27,cpn165,4.17,2.6,1.57,0,brand6,prod76,cat1:cat4,1,1
1775,2015-01-25 17:49:47,user1411,2015-01-25 17:46:15,243.27,cpn172,6.44,0,1.57,0,brand3,prod77,cat6,1,3
1776,2015-01-25 18:05:31,user1047,2015-01-21 08:18:38,117.35,cpn1963,9.4,5.21,1.26,0,brand2,prod161,cat1,0,1
1776,2015-01-25 18:05:31,user1047,2015-01-21 08:18:38,117.35,cpn426,7.36,7.36,1.88,1,brand4,prod14,cat5:cat7:cat4:cat2,0,3
1776,2015-01-25 18:05:31,user1047,2015-01-21 08:18:38,117.35,cpn633,3.33,0.67,0.63,1,brand4,prod11,cat3:cat7,0,2
1777,2015-01-25 18:15:40,user1412,2015-01-20 19:28:14,166.02,cpn1938,4.35,1.16,1.26,0,brand5,prod27,cat5:cat2,0,3
1777,2015-01-25 18:15:40,user1412,2015-01-20 19:28:14,166.02,cpn22,9.17,2.04,0.94,1,brand4,prod7,cat1:cat7,0,1
1777,2015-01-25 18:15:40,user1412,2015-01-20 19:28:14,166.02,cpn78,8.1,0.9,1.26,0,brand3,prod2,cat16:cat3:cat2,0,2
1778,2015-01-25 18:17:37,user743,2015-01-20 14:22:44,277.95,cpn1175,6.02,2,1.26,0,brand5,prod59,cat5:cat15:cat2,0,3
1778,2015-01-25 18:17:37,user743,2015-01-20 14:22:44,277.95,cpn166,8.1,0.9,1.26,0,brand12,prod2,cat16:cat3:cat4:cat2:cat17,0,2
1778,2015-01-25 18:17:37,user743,2015-01-20 14:22:44,277.95,cpn622,8.71,3.62,0.94,1,brand4,prod33,cat1:cat7,0,1
1779,2015-01-25 18:20:34,user1413,2015-01-25 16:43:29,213.49,cpn136,2.96,3.29,1.26,0,brand3,prod1,cat1,1,1
1779,2015-01-25 18:20:34,user1413,2015-01-25 16:43:29,213.49,cpn1964,3.43,2.28,3.14,0,brand3,prod41,cat5:cat14,0,2
1779,2015-01-25 18:20:34,user1413,2015-01-25 16:43:29,213.49,cpn483,3.24,1.62,1.57,0,brand3,prod64,cat5,0,3
1780,2015-01-25 18:34:22,user1414,2015-01-20 18:55:46,261.88,cpn161,8.29,1.66,1.57,1,brand4,prod3,cat5:cat7:cat15:cat4,0,2
1780,2015-01-25 18:34:22,user1414,2015-01-20 18:55:46,261.88,cpn1965,2.73,3.9,0.94,1,brand4,prod9,cat5:cat7,0,3
1780,2015-01-25 18:34:22,user1414,2015-01-20 18:55:46,261.88,cpn318,7.41,1.85,1.26,0,brand6,prod7,cat1:cat4,0,1
1781,2015-01-25 19:04:52,user1,2015-01-25 19:01:37,441.57,cpn1240,10.1,2.1,1.57,0,brand3,prod28,cat3:cat9,0,2
1781,2015-01-25 19:04:52,user1,2015-01-25 19:01:37,441.57,cpn1546,7.87,2.7,1.88,0,brand3,prod57,cat5:cat4,0,3
