"","orderID","orderTime","userID","couponsReceived","couponID1","price1","basePrice1","reward1","premiumProduct1","brand1","productGroup1","categoryIDs1","couponID2","price2","basePrice2","reward2","premiumProduct2","brand2","productGroup2","categoryIDs2","couponID3","price3","basePrice3","reward3","premiumProduct3","brand3","productGroup3","categoryIDs3","coupon1Used","coupon2Used","coupon3Used","basketValue"
"1575",1575,"2015-01-22 07:44:15",645,"2015-01-22 07:38:19",67,10.88,3.2,1.57,0,2,9,23,1238,5.93,0.79,1.57,0,5,127,63,1959,3.43,22.84,1.57,1,3,116,11,1,1,0,266.14
"1576",1576,"2015-01-22 07:51:06",853,"2015-01-22 07:23:45",80,4.91,0,1.57,0,4,24,15,1804,5.09,2.68,3.14,0,2,111,63,2779,2.73,0.66,1.57,1,3,137,11,1,0,1,224.93
"1577",1577,"2015-01-22 08:11:56",280,"2015-01-20 14:27:01",353,5.37,3.58,1.88,0,5,8,4,1805,4.45,1.11,2.2,0,5,2,64,2780,4.26,13.31,1.57,0,5,2,68,0,0,0,243.45
"1578",1578,"2015-01-22 08:54:57",951,"2015-01-21 14:47:06",31,5.84,5.84,1.26,1,3,13,4,23,5.51,1.1,1.88,1,3,16,11,532,5.19,1.3,0.94,0,2,35,19,0,0,0,186.4
"1579",1579,"2015-01-22 09:02:08",432,"2015-01-20 14:50:04",455,3.47,2.78,1.57,0,6,54,72,1269,4.17,1.39,1.26,1,3,175,35,2660,6.3,2.52,1.88,0,6,172,2,0,0,0,224.23
"1580",1580,"2015-01-22 09:07:27",693,"2015-01-20 16:00:14",14,8.43,3.51,1.88,0,2,9,4,1637,7.97,1.59,1.88,0,6,66,147,1095,4.4,4.88,2.2,0,6,104,40,0,0,0,778.05
"1581",1581,"2015-01-22 09:31:06",1316,"2015-01-22 09:04:31",192,4.08,2.04,1.57,0,5,1,12,1288,8.1,0.9,1.26,0,5,66,81,2781,3.43,2.01,1.26,0,5,114,2,0,0,1,223.17
"1582",1582,"2015-01-22 10:08:51",467,"2015-01-22 09:24:33",246,4.58,2.29,1.57,0,1,1,1,1806,6.39,0,0.94,0,2,73,2,1248,5.74,1.15,3.14,0,5,16,64,1,0,0,194.04
"1583",1583,"2015-01-22 10:10:24",348,"2015-01-20 18:10:07",505,15.75,8.74,0.94,0,2,3,1,1415,5.97,1.24,1.57,0,5,79,55,2256,5.28,2.11,1.57,0,6,172,7,0,0,0,189.55
"1584",1584,"2015-01-22 10:12:14",868,"2015-01-21 08:19:17",10,7.5,1.25,0.94,0,2,5,5,1776,37.23,2.75,1.26,0,5,117,2,765,4.45,1.48,0.94,0,5,114,93,0,0,0,185.93
"1585",1585,"2015-01-22 10:15:21",307,"2015-01-22 09:57:59",125,9.03,1.81,0.94,0,13,9,4,1649,4.35,0.96,1.26,0,5,109,63,1443,2.73,0,1.88,1,3,123,11,1,1,0,440.69
"1586",1586,"2015-01-22 10:24:24",696,"2015-01-22 10:22:29",537,5.84,5.84,1.57,0,1,8,4,1807,5.19,2.07,1.57,0,5,92,142,1900,4.35,2.18,1.57,1,3,97,11,0,0,0,190.1
"1587",1587,"2015-01-22 10:38:33",266,"2015-01-20 14:11:07",98,4.35,2.9,1.26,0,2,26,8,1336,4.58,1.53,1.57,1,3,175,35,1549,5.46,1.76,1.88,0,6,59,143,0,0,0,104.29
"1588",1588,"2015-01-22 10:40:35",213,"2015-01-22 10:38:56",483,5.42,2.35,1.26,1,3,17,13,1430,7.78,3.11,1.57,0,5,109,63,1925,5.51,2.75,2.51,1,3,97,11,0,1,0,204.88
"1589",1589,"2015-01-22 10:46:03",956,"2015-01-20 14:03:53",191,2.73,2.09,1.57,0,4,12,4,312,5.97,1.24,1.57,0,5,79,55,1196,4.58,1.6,1.57,0,5,104,16,0,0,0,191.95
"1590",1590,"2015-01-22 10:53:32",1317,"2015-01-20 13:55:04",609,4.26,1.7,0.94,0,5,39,9,1808,2.41,1.2,1.57,0,5,119,2,658,2.45,1.96,0.63,0,5,39,15,0,0,0,143.84
"1591",1591,"2015-01-22 11:11:41",1318,"2015-01-22 10:50:39",610,4.54,0.91,1.26,1,3,88,2,1809,3.61,0.9,1.26,0,5,90,7,2782,7.13,0.89,0.94,0,5,121,33,0,0,1,327.09
"1592",1592,"2015-01-22 11:27:00",637,"2015-01-22 11:22:15",560,10.14,2.53,0.63,1,3,71,48,424,4.58,0.92,1.26,0,6,42,40,1944,4.58,1.14,0.94,0,6,42,40,1,0,0,202.05
"1593",1593,"2015-01-22 11:54:32",304,"2015-01-20 18:01:23",611,4.58,3.06,0.94,1,3,17,13,1810,3.24,1.3,1.26,0,5,90,2,1758,2.96,0,1.57,0,2,97,64,0,0,0,93.18
"1594",1594,"2015-01-22 11:55:25",1319,"2015-01-21 07:55:58",612,4.91,0,1.57,0,5,2,83,1438,3.33,6.67,1.57,0,5,63,61,112,2.96,29.64,1.26,0,5,45,34,1,1,1,336.86
"1595",1595,"2015-01-22 11:56:13",1320,"2015-01-20 21:25:21",25,4.4,1.99,0.94,1,3,17,13,1277,3.75,1.07,0.94,0,2,175,63,2783,2.22,1.27,1.57,0,5,126,64,1,1,1,239.47
"1596",1596,"2015-01-22 11:59:21",974,"2015-01-20 13:51:33",191,2.73,2.09,1.57,0,4,12,4,747,8.29,1.66,1.57,1,3,20,91,1525,2.69,2.69,1.57,1,3,123,11,0,0,0,195.34
"1597",1597,"2015-01-22 11:59:38",125,"2015-01-20 15:42:35",8,9.17,2.04,0.94,1,3,3,3,1396,8.06,1.57,1.26,0,5,111,63,1801,3.06,2.45,1.26,1,3,95,11,0,0,0,310.09
"1598",1598,"2015-01-22 12:11:36",1321,"2015-01-22 10:21:37",140,6.3,3.15,0.63,1,3,17,38,688,5.51,1.22,1.57,1,3,79,63,2249,6.44,2.57,1.26,0,6,20,7,0,0,0,237.94
"1599",1599,"2015-01-22 12:32:46",672,"2015-01-22 12:04:25",165,9.96,1.99,0.94,0,4,14,8,1443,2.73,0,1.88,1,3,123,11,2784,5.84,1.17,0.94,0,5,7,2,1,0,0,276.24
"1600",1600,"2015-01-22 12:39:57",1322,"2015-01-22 12:19:58",613,2.73,0.55,1.57,0,1,34,29,1418,9.22,2.56,1.57,0,5,111,63,2338,4.45,0.94,1.26,0,5,183,2,0,0,0,247.34
"1601",1601,"2015-01-22 12:50:01",1323,"2015-01-22 12:13:20",242,2.41,0.48,1.57,0,5,19,14,1811,5.37,2.15,1.57,0,5,92,60,167,4.58,1.53,1.88,0,4,10,4,0,0,0,453.84
"1602",1602,"2015-01-22 13:25:50",1324,"2015-01-22 12:58:14",8,9.17,2.04,0.94,1,3,3,3,1174,9.59,1.07,0.94,0,5,66,81,2093,5.84,2.92,1.88,0,5,194,2,0,0,0,222.98
"1603",1603,"2015-01-22 13:27:53",574,"2015-01-20 15:42:45",547,5.37,0.08,3.14,0,5,13,4,1361,8.1,0.9,1.26,0,5,66,133,1882,3.15,2.09,1.57,0,6,114,7,0,0,0,244.24
"1604",1604,"2015-01-22 13:30:49",878,"2015-01-22 11:53:45",143,6.67,1.67,1.26,0,4,10,8,1347,9.17,1.05,1.26,0,5,111,63,508,5.51,0,0.94,0,5,103,2,1,0,0,188.67
"1605",1605,"2015-01-22 13:42:40",489,"2015-01-20 21:04:33",169,7.59,5.06,1.26,1,3,3,4,1412,2.87,0.47,0.94,0,2,127,63,2785,2.32,1.54,0.63,0,10,117,2,0,0,0,188.62
"1606",1606,"2015-01-22 13:46:17",298,"2015-01-22 13:13:19",267,13.48,3.84,1.26,0,4,15,4,1503,5.09,0.56,1.26,0,2,66,63,2139,7.36,3.68,1.57,0,6,90,7,0,0,0,324.31
"1607",1607,"2015-01-22 14:00:17",54,"2015-01-22 13:22:06",63,9.17,3.67,1.26,1,3,3,21,1594,4.58,1.83,1.26,0,5,111,63,2660,6.3,2.52,1.88,0,6,172,2,0,0,0,186.17
"1608",1608,"2015-01-22 14:01:16",1325,"2015-01-21 12:04:22",614,4.12,6.86,0.94,0,5,47,19,1812,4.58,0.02,2.51,0,5,171,151,2786,3.24,0.13,1.88,0,5,171,34,0,0,0,492.92
"1609",1609,"2015-01-22 14:31:00",366,"2015-01-22 13:22:31",385,3.01,1.36,0.94,0,2,17,18,1376,6.02,0.8,1.57,0,2,111,63,2625,3.98,1.99,2.2,0,2,97,64,0,0,0,186.63
"1610",1610,"2015-01-22 14:33:27",347,"2015-01-22 14:09:49",495,5.6,2.55,1.57,0,2,9,4,1280,9.59,1.18,0.94,0,5,66,128,2787,6.44,4.73,0.94,0,5,28,2,1,1,1,191.77
"1611",1611,"2015-01-22 14:51:04",285,"2015-01-22 14:26:52",101,7.41,1.85,1.26,0,4,3,8,1347,9.17,1.05,1.26,0,5,111,63,2672,6.3,1.31,1.88,0,2,186,2,1,1,0,370.85
"1612",1612,"2015-01-22 14:59:17",2,"2015-01-22 13:29:19",46,3.57,1.78,1.26,1,3,24,13,1813,6.44,1.07,1.26,0,5,88,7,432,3.98,1.99,1.88,0,2,97,64,1,0,0,187
"1613",1613,"2015-01-22 15:29:25",1326,"2015-01-20 14:48:17",22,17.32,7.87,0.94,1,3,15,3,1269,4.17,1.39,1.26,1,3,175,35,2356,5.93,5.38,1.57,0,6,160,113,0,1,0,234.88
"1614",1614,"2015-01-22 15:32:36",868,"2015-01-21 08:19:17",10,7.5,1.25,0.94,0,2,5,5,1776,37.23,2.75,1.26,0,5,117,2,765,4.45,1.48,0.94,0,5,114,93,0,0,0,186.95
"1615",1615,"2015-01-22 15:51:47",1327,"2015-01-22 15:01:20",50,9.22,11.51,1.26,0,6,13,1,1248,5.74,1.15,3.14,0,5,16,64,2788,5.51,3.67,1.88,0,5,114,2,1,0,0,203.9
"1616",1616,"2015-01-22 15:52:10",888,"2015-01-20 18:39:57",219,21.49,4.77,1.26,0,2,10,4,1752,3.06,0.25,1.57,0,13,50,63,2789,16.63,2.77,1.26,0,5,86,64,0,0,0,242.71
"1617",1617,"2015-01-22 15:55:33",1328,"2015-01-20 14:03:27",255,6.99,2.45,1.57,0,2,9,4,1461,6.3,1.87,2.2,0,2,111,63,2790,3.24,2.16,0.94,1,3,115,11,0,0,0,191.4
"1618",1618,"2015-01-22 16:18:51",483,"2015-01-22 15:45:03",165,9.96,1.99,0.94,0,4,14,8,1336,4.58,1.53,1.57,1,3,175,35,2674,4.58,3.06,1.57,0,6,97,26,0,0,0,619.63
"1619",1619,"2015-01-22 16:28:03",916,"2015-01-20 14:08:43",12,5.33,4.44,0.94,0,7,1,4,1312,7.5,1.56,1.57,0,5,111,63,2295,2.73,3.03,1.57,0,6,86,7,1,0,0,301.52
"1620",1620,"2015-01-22 16:33:04",277,"2015-01-22 16:09:46",133,8.66,5.09,1.26,0,2,53,8,1478,4.17,0.93,1.26,0,2,175,80,2105,5.46,2.19,0.94,1,5,152,11,1,0,0,252.3
"1621",1621,"2015-01-22 16:35:15",1329,"2015-01-20 18:19:36",97,8.29,8.29,1.26,1,3,13,8,1814,4.58,1.91,1.57,1,3,79,63,1687,3.52,4.14,1.88,0,6,75,97,0,0,0,270.82
"1622",1622,"2015-01-22 16:46:53",1330,"2015-01-20 13:53:24",41,6.44,0,0.94,1,3,11,13,1269,4.17,1.39,1.26,1,3,175,35,1792,4.91,2.45,2.2,1,3,97,11,0,0,0,199.13
"1623",1623,"2015-01-22 16:49:22",1331,"2015-01-22 16:47:36",67,10.88,3.2,1.57,0,2,9,23,1101,9.59,1.18,0.94,0,5,66,81,1847,15.7,7.84,0.94,0,5,73,2,0,0,1,419.43
"1624",1624,"2015-01-22 17:22:30",1332,"2015-01-20 15:42:34",263,12.5,1.39,1.57,0,8,5,29,1613,8.29,1.66,1.26,1,3,20,145,2250,12.5,2.5,1.57,0,5,20,16,1,0,0,96.28
"1625",1625,"2015-01-22 17:32:07",1333,"2015-01-21 09:45:36",318,4.12,5.88,1.26,0,7,1,4,790,4.91,3.77,2.51,1,3,2,11,1273,3.06,0.61,1.26,1,3,132,2,0,0,0,586.42
"1626",1626,"2015-01-22 17:46:29",1334,"2015-01-20 13:49:59",615,5.37,2.98,1.57,0,5,1,4,1505,4.17,1.85,1.26,0,5,154,2,2354,3.66,2.28,1.26,0,5,154,2,0,0,1,201.45
"1627",1627,"2015-01-22 18:17:42",441,"2015-01-22 17:57:28",20,7.22,2.19,1.57,0,8,14,1,1726,5.97,0.99,1.26,0,5,79,63,2510,5.84,1.45,0.94,0,5,122,163,0,0,0,198.86
"1628",1628,"2015-01-22 18:32:11",1335,"2015-01-22 18:28:42",8,9.17,2.04,0.94,1,3,3,3,1216,5.51,1.57,1.57,0,15,40,66,2791,3.66,1.58,1.57,0,5,115,2,1,1,0,199.74
"1629",1629,"2015-01-22 19:16:07",715,"2015-01-22 18:23:12",244,5.51,3.94,1.57,0,4,1,4,1288,8.1,0.9,1.26,0,5,66,81,130,12.92,12.92,2.2,0,5,20,26,0,0,0,187.28
"1630",1630,"2015-01-22 19:42:06",990,"2015-01-20 13:51:36",18,9.22,9.22,1.57,0,5,13,4,1319,9.22,1.44,1.57,0,5,111,63,2530,5.28,2.62,2.2,0,5,172,2,0,0,0,333.52
"1631",1631,"2015-01-22 19:47:06",959,"2015-01-20 15:38:56",616,4.21,3.51,1.26,0,5,17,15,1684,4.26,0.93,1.26,1,3,111,35,1888,7.97,1.99,0.94,0,5,122,2,0,0,0,104.61
"1632",1632,"2015-01-22 19:50:29",500,"2015-01-22 18:56:01",55,13.11,7.28,0.63,0,4,3,4,870,9.08,2.27,1.57,1,3,109,35,2151,5.51,1.1,0.94,0,5,88,2,0,0,0,241.74
"1633",1633,"2015-01-22 20:01:57",516,"2015-01-21 10:22:24",617,4.72,1.27,1.26,0,5,59,2,1815,3.61,1.12,1.57,0,5,59,2,2792,3.33,0.9,1.57,0,5,59,2,0,0,0,299.58
"1634",1634,"2015-01-22 20:09:39",981,"2015-01-21 16:47:09",144,4.82,1.71,0.63,0,2,9,8,1816,9.03,1.81,1.57,0,5,66,63,89,15.7,15.7,1.26,0,5,28,27,1,0,0,195.89
"1635",1635,"2015-01-22 20:20:07",1336,"2015-01-20 18:04:35",433,6.44,6.44,1.26,0,5,85,4,1269,4.17,1.39,1.26,1,3,175,35,1883,3.24,0.79,1.57,0,5,101,2,0,0,1,237.52
"1636",1636,"2015-01-22 21:03:28",402,"2015-01-20 17:36:20",121,4.12,2.74,1.88,0,4,27,4,1334,4.45,1.64,1.26,0,5,98,63,2190,7.36,1.47,1.88,0,5,20,122,0,0,0,194.59
"1637",1637,"2015-01-22 21:04:38",1337,"2015-01-22 20:55:54",251,7.09,2.36,1.57,0,4,31,4,263,12.5,1.39,1.57,0,8,5,29,2793,18.06,2.25,0.94,0,5,213,46,0,0,1,195.61
"1638",1638,"2015-01-22 21:13:23",862,"2015-01-20 11:08:07",297,3.98,2.09,2.2,0,4,12,8,607,4.58,1.53,1.26,1,3,98,63,1475,7.36,7.36,1.88,1,3,97,139,1,1,0,211.45
"1639",1639,"2015-01-22 21:21:52",1338,"2015-01-20 15:08:03",29,7.18,1.7,0.94,0,4,10,8,775,6.62,2.41,1.26,1,1,17,13,2794,15.56,7.78,1.26,0,5,169,36,0,0,0,1193.55
"1640",1640,"2015-01-22 21:38:16",251,"2015-01-22 20:50:41",308,5.51,2.75,1.26,0,1,1,53,692,3.1,1.1,0.94,1,3,98,35,1165,3.52,2.34,2.2,0,6,75,120,0,0,0,144.3
"1641",1641,"2015-01-22 21:41:32",1339,"2015-01-22 20:25:17",618,8.38,1.95,0.63,0,2,17,15,410,2.73,2.73,1.57,1,3,29,69,828,2.55,0.63,1.26,1,3,38,14,0,1,0,188.11
"1642",1642,"2015-01-22 21:49:55",318,"2015-01-22 21:35:33",91,10.98,3.43,1.57,0,2,9,4,1270,3.66,0.73,1.57,1,3,50,125,2111,3.89,0.56,2.2,1,3,90,11,1,0,0,143.79
"1643",1643,"2015-01-22 21:55:38",161,"2015-01-22 21:19:22",619,11.99,1.49,1.88,0,2,71,48,1477,6.07,0.92,0,0,2,98,63,479,16.39,2.73,1.57,0,5,47,19,0,0,0,186.81
"1644",1644,"2015-01-22 22:37:43",1340,"2015-01-21 22:38:37",211,5.51,11.02,3.14,1,3,3,3,692,3.1,1.1,0.94,1,3,98,35,2174,4.54,1.33,1.88,0,6,59,143,0,0,0,226.46
"1645",1645,"2015-01-22 22:57:20",1341,"2015-01-22 22:52:58",542,4.86,1.21,1.26,0,3,54,15,1817,4.58,0.92,0.94,1,3,88,2,705,3.15,1.12,1.26,1,3,117,11,0,0,0,268.13
"1646",1646,"2015-01-22 23:05:28",376,"2015-01-22 22:47:03",125,9.03,1.81,0.94,0,13,9,4,1276,11.44,1.31,1.88,0,2,57,63,2685,2.73,4.96,0.94,1,3,137,11,0,1,0,187.37
"1647",1647,"2015-01-22 23:49:58",857,"2015-01-22 23:28:37",187,3.66,3.66,1.57,0,5,58,39,1752,3.06,0.25,1.57,0,13,50,63,2795,13.66,0.3,1.57,0,2,89,46,0,1,0,47.1
"1648",1648,"2015-01-22 23:55:59",678,"2015-01-20 15:20:06",63,9.17,3.67,1.26,1,3,3,21,1662,7.97,1.59,1.88,0,6,66,147,1523,7.36,2.95,1.26,0,6,117,26,0,0,0,430.96
"1649",1649,"2015-01-23 00:02:35",1342,"2015-01-22 23:32:51",620,9.22,3.69,1.26,0,5,7,7,1818,10,1.11,1.57,0,5,47,19,2796,4.58,1.67,1.26,0,5,45,34,0,0,1,471.39
"1650",1650,"2015-01-23 01:04:25",1343,"2015-01-23 00:36:45",83,5.56,4.27,1.57,0,5,8,4,1819,4.4,0,1.57,0,5,146,2,2630,3.89,1.56,0.63,0,5,122,2,1,0,1,189.18
"1651",1651,"2015-01-23 04:35:11",1344,"2015-01-20 15:38:03",57,11.86,5.93,0.63,0,5,28,7,1820,7.13,0.89,0.94,0,5,121,33,246,4.58,2.29,1.57,0,1,1,1,0,0,0,186.54
"1652",1652,"2015-01-23 06:51:13",299,"2015-01-20 15:54:04",54,4.17,2.6,1.57,0,4,27,8,1347,9.17,1.05,1.26,0,5,111,63,2313,7.36,1.83,1.26,0,5,76,7,0,0,0,490.84
"1653",1653,"2015-01-23 07:41:20",416,"2015-01-20 14:53:06",19,6.67,9.52,1.57,0,7,13,10,1428,7.87,2.19,1.57,0,5,111,63,2753,5.51,4.23,1.26,0,6,95,7,0,0,0,244.38
"1654",1654,"2015-01-23 09:03:25",917,"2015-01-20 15:17:31",353,5.37,3.58,1.88,0,5,8,4,1174,9.59,1.07,0.94,0,5,66,81,822,2.32,8.9,1.26,1,3,63,11,0,0,1,118.74
"1655",1655,"2015-01-23 09:17:07",314,"2015-01-20 14:17:06",52,4.26,2.13,1.26,0,4,26,4,1284,3.89,1.39,0.94,1,3,98,35,2589,3.66,1.46,2.2,1,3,16,11,0,0,0,193.53
"1656",1656,"2015-01-23 09:20:50",1345,"2015-01-22 12:18:37",621,4.08,3.7,1.57,0,5,117,2,1821,3.66,0.95,3.14,0,2,146,2,465,3.43,0.01,0.63,0,5,103,2,0,1,0,153.66
"1657",1657,"2015-01-23 09:30:56",965,"2015-01-21 06:09:51",537,5.84,5.84,1.57,0,1,8,4,1444,7.04,0.83,0.94,0,2,79,63,1310,11.86,5.93,0.63,0,5,28,2,0,0,0,339.45
"1658",1658,"2015-01-23 09:49:51",1346,"2015-01-20 20:39:21",547,5.37,0.08,3.14,0,5,13,4,756,2.64,0.53,0,1,3,50,35,625,5.37,0,1.26,0,5,68,2,1,0,0,153.89
"1659",1659,"2015-01-23 10:18:14",1347,"2015-01-23 09:34:15",622,4.17,0.83,0.94,1,3,88,11,840,2.73,4.55,1.88,0,10,114,2,1847,15.7,7.84,0.94,0,5,73,2,1,0,0,191.95
"1660",1660,"2015-01-23 10:28:37",1348,"2015-01-23 09:06:20",37,10,166.72,0.94,1,3,5,13,684,2.73,1.82,0.94,0,1,37,29,2067,3.24,1.3,1.57,0,6,68,40,0,0,0,260.77
"1661",1661,"2015-01-23 10:48:48",1349,"2015-01-21 10:48:46",623,3.38,1.93,0.94,0,5,7,2,978,4.45,1.48,1.26,0,5,25,19,2503,15.7,0,0.63,0,5,158,34,1,1,0,185.52
"1662",1662,"2015-01-23 11:03:56",1350,"2015-01-23 09:36:55",624,3.66,1.82,1.57,0,5,39,82,477,2.73,0.78,1.57,1,3,50,63,2111,3.89,0.56,2.2,1,3,90,11,1,0,0,185.56
"1663",1663,"2015-01-23 11:27:06",1351,"2015-01-23 11:01:43",6,7.5,1.25,0.63,0,2,5,5,268,20.38,13.58,0.94,0,5,73,2,132,6.44,0,1.57,0,5,52,36,1,0,0,511.17
"1664",1664,"2015-01-23 11:58:31",446,"2015-01-20 14:28:57",133,8.66,5.09,1.26,0,2,53,8,1822,4.21,0,1.57,0,5,90,2,587,3.98,1.99,1.88,0,2,97,64,0,0,0,240.12
"1665",1665,"2015-01-23 12:39:42",1352,"2015-01-23 12:09:03",625,5.37,0,1.26,0,5,68,2,1823,6.44,1.07,1.57,0,5,125,34,2797,4.54,0.6,3.14,0,5,125,34,0,0,0,144.49
"1666",1666,"2015-01-23 12:42:03",1353,"2015-01-23 11:24:10",318,4.12,5.88,1.26,0,7,1,4,1724,5.37,1.51,1.57,0,5,98,63,1252,22.18,8.87,1.88,0,6,16,40,1,1,1,190.38
"1667",1667,"2015-01-23 13:16:49",1354,"2015-01-20 16:18:03",626,2.96,1.64,1.26,0,2,12,4,1382,3.33,1.9,1.57,0,5,111,63,2203,8.89,2.22,1.57,0,5,191,16,0,0,0,284.71
"1668",1668,"2015-01-23 13:41:16",482,"2015-01-23 13:08:52",178,6.67,1.67,1.57,0,4,10,4,1285,7.32,1.35,1.26,0,5,98,63,130,12.92,12.92,2.2,0,5,20,26,0,0,0,258.6
"1669",1669,"2015-01-23 13:44:10",1355,"2015-01-20 14:11:13",59,6.11,2.04,1.26,0,5,26,4,1554,3.89,0.52,1.26,0,2,175,63,1527,3.98,3.45,1.26,0,5,7,7,0,0,0,1107.78
"1670",1670,"2015-01-23 14:08:38",438,"2015-01-20 15:39:14",627,5.37,1.34,2.2,1,3,118,25,1824,4.35,2.18,1.57,1,3,97,11,1802,5.28,3.52,1.57,0,5,73,2,0,0,0,118.79
"1671",1671,"2015-01-23 14:40:29",555,"2015-01-23 14:15:21",167,4.58,1.53,1.88,0,4,10,4,1569,8.29,2.36,1.57,0,5,111,63,579,7.87,1.31,1.26,0,5,88,7,0,0,0,188.99
"1672",1672,"2015-01-23 14:42:10",697,"2015-01-21 12:56:16",288,12.04,3.01,1.88,0,2,27,4,688,5.51,1.22,1.57,1,3,79,63,2798,2.87,3.58,1.26,1,3,7,11,0,0,0,192
"1673",1673,"2015-01-23 14:42:10",1356,"2015-01-20 16:51:58",158,2.96,0.59,0.94,0,5,58,42,1825,4.45,2.88,1.57,0,5,7,27,2501,4.08,11.32,1.57,0,5,63,61,0,0,0,95.07
"1674",1674,"2015-01-23 15:28:21",607,"2015-01-21 07:55:13",91,10.98,3.43,1.57,0,2,9,4,1428,7.87,2.19,1.57,0,5,111,63,23,5.51,1.1,1.88,1,3,16,11,1,0,0,214.65
"1675",1675,"2015-01-23 15:54:37",1357,"2015-01-20 17:18:40",101,7.41,1.85,1.26,0,4,3,8,1321,5.88,1.95,1.57,0,5,98,63,1698,7.04,1.41,1.26,0,5,172,2,0,0,0,359.46
"1676",1676,"2015-01-23 16:22:15",1358,"2015-01-20 16:05:06",187,3.66,3.66,1.57,0,5,58,39,6,7.5,1.25,0.63,0,2,5,5,2799,11.58,4.63,1.57,0,5,109,63,0,0,0,232.01
"1677",1677,"2015-01-23 16:23:42",470,"2015-01-23 11:32:34",91,10.98,3.43,1.57,0,2,9,4,1759,4.58,1.91,1.88,1,3,79,63,2593,4.58,5.09,1.57,0,6,95,7,1,1,0,409.1
"1678",1678,"2015-01-23 16:27:30",1359,"2015-01-20 15:03:20",628,2.59,0.52,2.2,0,5,46,14,1428,7.87,2.19,1.57,0,5,111,63,2800,3.01,1,1.57,0,5,121,33,0,0,0,1700.69
"1679",1679,"2015-01-23 17:32:08",1360,"2015-01-23 16:55:55",629,5,1.85,0.94,1,3,17,13,1826,8.71,8.71,1.26,0,6,122,7,2657,4.91,0.56,1.57,1,3,60,11,0,0,0,194.59
"1680",1680,"2015-01-23 17:54:17",1361,"2015-01-23 15:19:32",190,2.73,1.36,0.63,0,2,26,4,1385,3.8,0.84,1.88,0,2,109,63,663,3.06,0.31,1.88,1,3,123,11,0,1,1,199.97
"1681",1681,"2015-01-23 18:19:04",1362,"2015-01-21 13:22:42",271,3.66,3.66,0.63,0,2,20,27,1827,2.22,1.06,1.57,0,5,7,2,2232,2.32,0.82,0.94,0,5,147,2,0,0,0,592.95
"1682",1682,"2015-01-23 18:34:54",65,"2015-01-20 14:34:11",630,4.82,1.93,0.94,0,5,81,15,209,6.95,0.77,1.88,0,2,66,41,508,5.51,0,0.94,0,5,103,2,0,0,0,484.31
"1683",1683,"2015-01-23 18:36:02",1363,"2015-01-23 17:52:55",25,4.4,1.99,0.94,1,3,17,13,1475,7.36,7.36,1.88,1,3,97,139,311,3.06,1.53,1.57,1,3,36,13,0,0,1,343.67
"1684",1684,"2015-01-23 19:46:29",705,"2015-01-23 19:31:38",631,6.58,1.36,1.57,0,5,79,63,1828,7.97,3.19,1.88,0,5,173,36,2801,6.85,3.91,1.26,0,5,169,36,0,0,0,186.44
"1685",1685,"2015-01-23 19:51:47",1330,"2015-01-20 13:53:24",41,6.44,0,0.94,1,3,11,13,1269,4.17,1.39,1.26,1,3,175,35,1792,4.91,2.45,2.2,1,3,97,11,0,0,0,204.6
"1686",1686,"2015-01-23 19:57:58",1364,"2015-01-20 13:51:16",632,7.22,1.81,1.26,0,5,85,4,1651,4.58,1.47,1.88,0,6,137,7,1682,4.26,1.37,1.57,0,6,137,7,0,0,0,327.83
"1687",1687,"2015-01-23 20:40:01",586,"2015-01-22 09:59:08",633,7.18,1.59,0.63,0,5,37,9,398,5.19,2.07,1.57,0,5,92,67,2358,5.37,2.98,1.57,0,6,104,40,0,0,0,186.72
"1688",1688,"2015-01-23 20:45:10",1365,"2015-01-23 19:14:21",40,5.97,1.99,1.57,0,4,10,4,1573,9.22,0.92,1.88,0,2,109,80,2659,3.24,3.24,1.88,1,3,30,11,0,0,0,210.8
"1689",1689,"2015-01-23 20:51:04",212,"2015-01-20 14:36:52",133,8.66,5.09,1.26,0,2,53,8,1484,9.22,0.88,1.26,0,2,66,63,747,8.29,1.66,1.57,1,3,20,91,0,0,0,141.71
"1690",1690,"2015-01-23 20:56:03",1366,"2015-01-23 10:29:50",177,3.98,2.65,1.57,0,14,8,4,1592,9.22,1.84,1.57,0,5,66,63,23,5.51,1.1,1.88,1,3,16,11,0,0,0,408.13
"1691",1691,"2015-01-23 21:14:02",1367,"2015-01-20 17:51:05",634,12.78,1.42,1.57,0,5,47,19,676,8.29,2.76,1.57,0,5,47,19,854,6.76,0,1.57,0,5,141,36,0,0,0,217.52
"1692",1692,"2015-01-23 21:24:41",1368,"2015-01-23 19:51:39",295,4.91,4.91,1.57,0,4,72,4,1726,5.97,0.99,1.26,0,5,79,63,2802,9.22,3.69,1.26,0,5,7,2,0,0,0,223.4
"1693",1693,"2015-01-23 21:50:12",730,"2015-01-23 20:46:12",307,2.78,2.78,1.88,0,18,43,52,1829,2.32,0,1.57,0,3,63,2,2078,2.27,0.45,0,1,3,80,11,1,0,1,185.66
"1694",1694,"2015-01-23 21:51:44",1369,"2015-01-23 20:44:47",353,5.37,3.58,1.88,0,5,8,4,1347,9.17,1.05,1.26,0,5,111,63,1344,5.51,0.73,1.26,0,5,88,7,0,0,0,210.76
