"orderID","userID","userID_fac","order_num_times","order_total_times","basket_value","ave_basket_value","med_basket_value","basket_value_over500","num_couponUsed_perorder","num_order_couponUsed_peruser","total_num_couponUsed","total_num_coupon1Used","total_num_coupon2Used","total_num_coupon3Used"
1505,"e64f5a0a7314864cfae43f0cdf038efd",2687,2,8,185.24,165.61625,157.035,0,1,4,4,2,1,1
1506,"db78eb6f35c1a9f54940131cb8edec9d",2557,1,3,188.11,188.573333333333,188.11,0,0,0,0,0,0,0
1507,"2119af66a296e1098d3a23236ed5265f",411,3,11,103.83,110.9,104.34,0,0,1,1,0,1,0
1508,"c5956e6ac9f49bd628a6f7e3fb139a8b",2316,1,1,463.38,463.38,463.38,0,1,1,1,0,0,1
1509,"43efc7c79af1e2d0d42a798284ac7c13",807,1,5,190.29,213.49,200.38,0,1,1,1,1,0,0
1510,"7ca1c10fef1c070e305a1be6aa1178c0",1461,3,9,193.39,222.19,217.98,0,0,3,4,2,1,1
1511,"e22b84347b06aa8836f9aa479883e02d",2634,1,3,238.77,175.606666666667,188.67,0,1,1,1,0,1,0
1512,"7b3d7c1df76aa792f54ae07669105009",1442,1,1,238.77,238.77,238.77,0,0,0,0,0,0,0
1513,"b5e023213dffcf5ff462d8159927bcc8",2138,1,2,346.35,272.395,272.395,0,1,2,2,0,2,0
1514,"881186df50f10cba067c99c47f4cc966",1586,1,1,197.98,197.98,197.98,0,1,1,1,0,0,1
1515,"60b44fdd2a38188079a7a33c206079d1",1146,1,1,190.8,190.8,190.8,0,0,0,0,0,0,0
1516,"56b0558f5e5b4bbf3bff69e9af19e0de",1029,1,4,295.27,311.0875,310.3,0,0,1,1,1,0,0
1517,"4289148e155cfa22f19e8acddcf6e109",788,1,2,280.31,204.455,204.455,0,0,0,0,0,0,0
1518,"4289148e155cfa22f19e8acddcf6e109",788,2,2,128.6,204.455,204.455,0,0,0,0,0,0,0
1519,"b07e6d8a595457c682423ca0fb2b353d",2067,2,2,190.75,217.03,217.03,0,0,0,0,0,0,0
1520,"1c0f1cfef3573cd6c973e3f199654795",346,1,1,196.68,196.68,196.68,0,0,0,0,0,0,0
1521,"b32927028e56f6c69e84ed589b56a7c6",2102,2,5,353.02,369.914,353.02,0,0,1,1,1,0,0
1522,"805d6bc72a9b0de9f0cf2e3bddfb1851",1500,1,1,374.37,374.37,374.37,0,2,1,2,1,0,1
1523,"da65bea82db459b230e64c3a414939b7",2548,2,6,94.52,156.42,94.66,0,0,3,3,2,0,1
1524,"72d0f60d42a686e2f0fc1938c21cfeba",1346,2,5,221.36,223.234,221.36,0,2,5,8,2,3,3
1525,"8a035c365f1f7345e64acf2222eb2072",1620,1,2,314.21,339.38,339.38,0,1,1,1,1,0,0
1526,"928feeddf8a020d5b4d924460f5ec26e",1728,1,1,467.87,467.87,467.87,0,0,0,0,0,0,0
1527,"c464e512f9bb8b808b163b922c3c33fc",2297,1,4,235.39,167.305,159.655,0,0,0,0,0,0,0
1528,"4f2127bf443b321ab109a5bea11dba54",939,1,3,196.45,206.556666666667,208.16,0,1,2,4,2,1,1
1529,"8da064b217371bec77cd8662e3e94699",1676,1,4,514.09,335.0175,297.68,1,2,2,3,1,1,1
1530,"8e3408fa1acc99abbe24b04bb1bd1aa6",1679,2,6,233.36,201.596666666667,193.95,0,3,6,15,5,6,4
1531,"0185511c89f713ce1cb32299a9bee5fd",12,1,1,395.21,395.21,395.21,0,2,1,2,0,1,1
1532,"dc9ab4e6ce3879791c6c845b495d3f07",2576,1,3,208.26,142.68,109.89,0,0,2,3,2,1,0
1533,"59fccc52a3e789a4b04a673dd4eb4551",1069,2,6,185.84,206.318333333333,186.28,0,0,4,5,2,0,3
1534,"366765c21dbe9bea81b8b3cbe990e783",666,2,5,208.9,202.882,200.38,0,0,2,2,1,1,0
1535,"caccdd366e40ee060019c1f031c685be",2367,2,4,479.35,350.5075,339.335,0,3,4,10,3,3,4
1536,"1de9ff532eefd8092cfadeb88924dd18",369,3,6,150,185.881666666667,158.36,0,0,1,1,0,1,0
1537,"a4c75d660628b39df93e18ed0139058a",1943,2,3,186.12,186.46,186.12,0,2,2,3,2,1,0
1538,"a5d721c7275bb03dd28f09210e18d38c",1957,1,2,982.88,895.01,895.01,2,1,1,1,0,0,1
1539,"477e322c6b2d1ed1bd95d5e8bc083ba8",847,2,2,163.24,167.04,167.04,0,1,1,1,0,0,1
1540,"2c5e9d0d342a3df2c73b9a1ecd62b76f",555,1,3,238.5,242.08,238.5,0,1,3,3,2,1,0
1541,"4121ae2c0c9fb436ecf7ea19eb601e48",767,1,1,197.47,197.47,197.47,0,0,0,0,0,0,0
1542,"af5eaa3997b99b943786ac5502873a1a",2059,1,5,186.81,193.398,191.49,0,0,2,2,1,1,0
1543,"a63de5dddab367885c59a7cf61386c6f",1965,1,1,188.67,188.67,188.67,0,2,1,2,0,1,1
1544,"6efe4d23bdc3be41cbd05755dd8c8046",1295,2,3,202.47,256.356666666667,237.57,0,0,1,1,0,0,1
1545,"12ebadc8d97bb18d6ec98f693690fef0",222,1,1,724.2,724.2,724.2,1,1,1,1,1,0,0
1546,"48175635f8a946aeddb5a591693786f1",854,2,5,388.31,720.24,655.75,3,0,0,0,0,0,0
1547,"f12d13a551284179761972c36c07847b",2800,2,5,290.64,305.764,290.64,0,1,3,3,2,1,0
1548,"84e03b1a8fe2c0067d385d5a128b92d6",1552,1,1,208.77,208.77,208.77,0,2,1,2,1,0,1
1549,"7c450c3473c0ad27e8ba4ca9853d03b4",1458,1,2,187.6,187.205,187.205,0,0,0,0,0,0,0
1550,"5d4a87700d382cb69ebf2174f58678ab",1116,2,3,194.36,284.113333333333,210.76,0,0,0,0,0,0,0
1551,"668aafdd5063be61c5aae548d1f0dd2e",1201,2,2,441.7,344.36,344.36,0,0,0,0,0,0,0
1552,"711f2accf3d0070f90d1fe01a9ff47b7",1319,2,8,286.89,329.8425,299.835,1,0,4,6,2,3,1
1553,"9faa7739ff393dada2d90ec807334137",1881,1,2,98.69,142.565,142.565,0,0,0,0,0,0,0
1554,"54672331b4158a64247e052e1c2a42d8",1007,1,3,205.38,217.036666666667,205.38,0,0,0,0,0,0,0
1555,"c065516fb38be933969ad4fb4b7db342",2254,1,1,248.41,248.41,248.41,0,2,1,2,0,1,1
1556,"fca05ce180404f4610562d2782749caf",2917,1,2,227.85,222.705,222.705,0,0,0,0,0,0,0
1557,"4b4516e39a35bb8951001de9fdf506d8",894,6,12,185.24,185.420833333333,185.285,0,1,9,9,6,0,3
1558,"ff8cf7612d60a77002c8fa756ea28f7e",2956,1,1,198.81,198.81,198.81,0,2,1,2,1,1,0
1559,"495e4dcfb125eb3c903ab61273f8e3df",872,2,5,213.26,332.218,213.26,1,1,5,6,2,3,1
1560,"e3922abb4a0f7138fc0a4129bd8c49af",2651,1,3,311.62,381.686666666667,311.62,1,0,0,0,0,0,0
1561,"e0a0d06e5994cf123c9f73b85a1c664e",2614,2,6,221.59,217.958333333333,220.25,0,1,5,8,5,1,2
1562,"6498d956f20ffb50bf7b959cc4f15809",1183,1,2,329.45,271.215,271.215,0,1,2,3,2,1,0
1563,"1fb9d838d627f6bcbb0339be1b431b8f",394,2,5,385.02,332.366,344.08,0,1,4,5,1,2,2
1564,"34741e74ed5d27b053e9d11ce72c7c14",647,2,4,185.8,194.7025,194.83,0,1,4,4,1,1,2
1565,"9e6799dd558c4779d078b2ab5f712a84",1866,3,9,361.87,359.072222222222,358.76,0,0,1,1,0,0,1
1566,"e1a3349710dbac298397253c1397e54d",2628,2,5,509.55,419.532,370.06,2,1,2,3,2,1,0
1567,"4f59577e58f054ab9fe224f87e088af4",945,2,6,313.47,290.88,271.815,1,0,0,0,0,0,0
1568,"8173447cca91b18d8c0d45a85262597c",1511,1,4,197.28,210.0875,195.245,0,0,0,0,0,0,0
1569,"f691959cea7ec3630faeea43916b8057",2860,2,2,408.13,892.535,892.535,1,0,0,0,0,0,0
1570,"4289584acd0c8fdc258f46600b1b8f3b",789,3,8,412.48,383.1975,408.265,0,3,8,16,6,5,5
1571,"716edc648f0d7487b766fc238268d84a",1324,3,8,143.42,189.92125,186.975,0,1,7,8,1,5,2
1572,"8a8c587fe72e74e33f908bed70c20753",1629,1,4,343.57,274.19,260.865,0,2,3,5,2,3,0
1573,"f26eaa4ac9dd3fb8eaf43d401243505a",2813,1,1,488.01,488.01,488.01,0,0,0,0,0,0,0
1574,"861a5ede6fa6d4b2c25dfdd05a94fc6f",1562,1,2,224.28,183.015,183.015,0,0,0,0,0,0,0
1575,"551f4e356bb9b6312ac2c2e6ec93d463",1013,2,4,266.14,327.99,343.76,0,2,3,6,3,2,1
1576,"47e687f261feee6cc2e23f09a7ca1689",852,2,5,224.93,206.524,208.21,0,2,4,6,2,1,3
1577,"d014c8cf86a833c5dd453de0671d4bdd",2427,3,8,243.45,205.57,187.3,0,0,3,4,2,2,0
1578,"1b4876a2f34f09d22746e5b308d94889",336,2,4,186.4,178.005,171.975,0,0,0,0,0,0,0
1579,"fcd6314fa157d2a582aafeb0081e4075",2920,3,8,224.23,236.07,230.53,0,0,2,2,1,1,0
1580,"1655400283d0bab5665d83a8a3a973d7",263,2,3,778.05,814.5,830.2,3,0,0,0,0,0,0
1581,"29edeafe028091e4872a4e0ae411bf2c",516,1,2,223.17,188.505,188.505,0,1,1,1,0,0,1
1582,"6eb2496ceb382b310e6ae10d3da7b8c7",1294,2,4,194.04,190.185,190.52,0,1,1,1,1,0,0
1583,"13a7596330cc51ac3cdfd1ba3f78dcf1",235,2,4,189.55,167.55,167.315,0,0,0,0,0,0,0
1584,"bd4d327a76cd4ce33ebcd65285d34ca4",2219,5,6,185.93,179.765,186.58,0,0,1,1,0,0,1
1585,"db841cbf27cfcdd95efe3b6d475bf4ee",2558,3,10,440.69,407.319,452.24,2,2,7,12,4,5,3
1586,"dec15c08fc0fa42b9c9bd2243d4c3c2b",2598,2,5,190.1,228.51,195.06,0,0,2,4,1,2,1
1587,"89391d21cacbb107fd01c69648ffacd5",1609,2,4,104.29,122.6625,108.155,0,0,0,0,0,0,0
1588,"d00243147254cef9e3f904cefaa39fe9",2426,3,12,204.88,148.844166666667,152.31,0,1,7,8,4,2,2
1589,"5304c484c6cb8df392975ecaa4dcbe74",991,2,5,191.95,165.188,176.63,0,0,1,1,0,1,0
1590,"f3cde9c26abee87dd0803a23ddb4ecf5",2832,1,1,143.84,143.84,143.84,0,0,0,0,0,0,0
1591,"05d063eacec51762820470ca600c8f98",58,1,3,327.09,241.536666666667,207.56,0,1,3,3,0,1,2
1592,"871926667a76348e670026a2b91f6ea1",1576,2,2,202.05,468.935,468.935,1,1,2,3,1,1,1
1593,"8cede04d799f1af90cad11d3b42aa094",1668,2,6,93.18,166.725,139.3,0,0,0,0,0,0,0
1594,"c610fd31df5fa07f2616dbd7a41c46b9",2323,1,1,336.86,336.86,336.86,0,3,1,3,1,1,1
1595,"ffb25cac0d40dde06ac1d5d6b5311b56",2958,1,1,239.47,239.47,239.47,0,3,1,3,1,1,1
1596,"18ddbfe41326a2625c3416ca3eab836d",307,2,5,195.34,206.526,199.78,0,0,0,0,0,0,0
1597,"c7c346453125265bf18d73ae9c64e4e0",2335,3,9,310.09,297.247777777778,293.42,0,0,0,0,0,0,0
1598,"59bd0bac6c6edd857c4bbf1cb8c9ff2d",1066,1,6,237.94,157.105,142.31,0,0,5,12,4,5,3
1599,"bd0f543d9c80df4345a88afc72212a06",2217,2,5,276.24,332.626,322.92,0,1,3,3,3,0,0
1600,"305fe1cf605ca74db434d10a82c34b82",595,1,1,247.34,247.34,247.34,0,0,0,0,0,0,0
1601,"11af9f9e72a3d42a4ea712b2de264e70",208,1,1,453.84,453.84,453.84,0,0,0,0,0,0,0
1602,"b27dd5ba10b7af0f0f1df6d2810fadd4",2093,1,4,222.98,245.5825,245.905,0,0,1,1,1,0,0
1603,"98f27362748d0d0c0129215849c0d06f",1799,2,5,244.24,225.716,219.69,0,0,1,1,0,1,0
1604,"ce6cd9712306d1211013e944640e653f",2402,2,6,188.67,269.333333333333,205.295,0,1,4,4,4,0,0
1605,"a192a4eae2aaec23c54b424b961864c9",1902,3,8,188.62,201.24375,194.755,0,0,2,2,2,0,0
1606,"6e04e7020f041b55bab26719bf901322",1285,2,4,324.31,223.5975,206.245,0,0,0,0,0,0,0
1607,"679820802c6cd9c16508a63c76a9d840",1213,5,11,186.17,197.218181818182,186.17,0,0,5,9,3,4,2
1608,"22a9500987d3e0ef4f5d6d55c9226126",437,1,1,492.92,492.92,492.92,0,0,0,0,0,0,0
1609,"230aa5c8643f2793cb7615eb62e273b2",443,2,3,186.63,246.446666666667,220.48,0,0,0,0,0,0,0
1610,"66f77ccddf16d5aa39b1530f3f3dd180",1207,2,4,191.77,204.355,193.39,0,3,4,8,4,1,3
1611,"1a9cf5a76eb2dcd52db5579f71c62b4a",328,2,2,370.85,368.05,368.05,0,2,1,2,1,1,0
1612,"49fb109b47d0cee1753b63c24574d9d5",882,2,3,187,186.626666666667,186.95,0,1,2,3,2,0,1
1613,"3727254320a55a62e0447dc408d94f7c",671,1,2,234.88,212.675,212.675,0,1,1,1,0,1,0
1614,"bd4d327a76cd4ce33ebcd65285d34ca4",2219,6,6,186.95,179.765,186.58,0,0,1,1,0,0,1
1615,"e90b6858ef45c6a76c2374dfbb0f1958",2717,1,4,203.9,208.22,206.935,0,1,2,2,1,0,1
1616,"5a8f52a7298cbacf4459ed2ad0eed1c6",1075,2,3,242.71,251.386666666667,252.44,0,0,1,1,1,0,0
1617,"3b3b9c2ee6f239684e93640af56b47b1",713,1,1,191.4,191.4,191.4,0,0,0,0,0,0,0
1618,"1132b3ab2bb4e638a8a5205ad4794404",200,4,9,619.63,480.851111111111,477.73,4,0,1,1,1,0,0
1619,"25484902c7308d8de1a13cc718ab5a95",470,2,6,301.52,261.271666666667,297.1,0,1,3,3,1,1,1
1620,"b225d17208ae6fb3797b3261d27a2c82",2087,2,5,252.3,201.236,194.97,0,1,2,2,1,0,1
1621,"35e4761cec6fad672e83af13d097bf58",662,1,2,270.82,230.785,230.785,0,0,1,3,1,1,1
1622,"b9e9a5f9d11855add04adda5f6267558",2184,1,2,199.13,201.865,201.865,0,0,0,0,0,0,0
1623,"4a8192502e8ae07d6cc1276f8a09a6b3",886,1,2,419.43,312.825,312.825,0,1,1,1,0,0,1
1624,"2eec9cfa5f9585f4f717c95f0c38f55e",583,1,1,96.28,96.28,96.28,0,1,1,1,1,0,0
1625,"58041c42722a721e3a7316631c5ed6c8",1051,1,2,586.42,533.12,533.12,1,0,1,1,0,0,1
1626,"c750a17ec6ce222b5d6ef8b9bf2ade48",2334,1,2,201.45,324.96,324.96,0,1,1,1,0,0,1
1627,"317bf12b1257d6c07cabd06284eddd33",611,3,8,198.86,165.35,165.3,0,0,5,6,2,1,3
1628,"c89119093c57956a764674b7c9227a16",2343,1,1,199.74,199.74,199.74,0,2,1,2,1,1,0
1629,"62b707d6ceab2e3d79a1c47a78701f3d",1167,2,6,187.28,192.713333333333,189.965,0,0,3,5,2,2,1
1630,"f36cae18dfe8534695e05c7873fe94dd",2825,2,7,333.52,510.481428571429,359.6,2,0,1,1,0,0,1
1631,"1265d2bb38fdae0ed89fc77ce314c59b",214,2,3,104.61,107.113333333333,104.61,0,0,0,0,0,0,0
1632,"12f482af19fc0f9f480ac43cb5f3063c",223,2,3,241.74,222.613333333333,238.91,0,0,1,1,1,0,0
1633,"0f60a2d8e8e469529cfdf5f8bb0ffeb0",178,3,8,299.58,242.75,239.79,0,0,2,2,0,1,1
1634,"3ff2869d491199a80bb452b3264f38fd",752,2,6,195.89,213.706666666667,202.515,0,1,3,3,3,0,0
1635,"525edfd5178be0cb4f8ab54b498876ee",983,1,1,237.52,237.52,237.52,0,1,1,1,0,0,1
1636,"bddc1ccc12c59d460c095a1ae442fcd5",2228,2,2,194.59,204.315,204.315,0,0,0,0,0,0,0
1637,"e7d0876167d37957e98f045b663b9082",2703,1,1,195.61,195.61,195.61,0,1,1,1,0,0,1
1638,"cba28ca9975092b12a2eb58a71af269a",2378,2,4,211.45,209.4275,205.455,0,2,2,4,1,2,1
1639,"1370711a053df2424c654d2d7392c28e",231,1,1,1193.55,1193.55,1193.55,1,0,0,0,0,0,0
1640,"fe762ca42d670e124e1db11fb1b7af16",2942,2,4,144.3,150.355,145.205,0,0,0,0,0,0,0
1641,"cf73a9d6f3fb1e35909b588b13605d35",2416,1,1,188.11,188.11,188.11,0,1,1,1,0,1,0
1642,"03e895710ad3c1eba8b20dbdaf126e5e",36,3,8,143.79,191.77,193.115,0,1,5,8,5,1,2
1643,"4905a1090aa113b242801b8d8b3c5bcb",867,3,4,186.81,200.66,186.325,0,0,2,2,0,2,0
1644,"23589633b6ab4990e46d000def18f1af",447,1,4,226.46,222.345,221.965,0,0,0,0,0,0,0
1645,"44451912b12063d6a9058e414e9292b4",810,1,2,268.13,254.215,254.215,0,0,0,0,0,0,0
1646,"4691fffa03aa98f650eb31c60bbc8889",831,4,9,187.37,186.767777777778,186.68,0,1,6,6,3,2,1
1647,"40a1781d096b5dd06664e79ef84d1ed4",759,2,6,47.1,47.8783333333333,47.26,0,1,5,8,1,5,2
1648,"219cc0471489acd72c4d6e5e35d80359",417,2,3,430.96,289.45,242.8,0,0,0,0,0,0,0
1649,"ef4a1fa29fb38550fe393b3bf6e59741",2786,1,2,471.39,516.59,516.59,1,1,2,3,0,1,2
1650,"cd75210c683f30ed4423221eaf200a27",2394,1,2,189.18,196.265,196.265,0,2,2,3,2,0,1
1651,"801062a5134eb66e73bdd65736f38b3b",1498,1,2,186.54,221.755,221.755,0,0,1,1,1,0,0
1652,"452fbaebd4fc0b3af0d5dc8c3537d9e0",819,2,4,490.84,326.7975,314.12,0,0,1,1,0,0,1
1653,"a57196d947a7a51a19d20085d18b6b07",1953,3,6,244.38,217.033333333333,221.595,0,0,1,1,1,0,0
1654,"915f7601bfddb182590468e22467d004",1714,2,8,118.74,122.72875,117.585,0,1,2,2,1,0,1
1655,"4f901734c534943b196c05a150d2ca71",952,2,5,193.53,194.928,193.53,0,0,1,1,0,1,0
1656,"5cc3409b1c5b32f85d50b94b385c1a80",1104,1,2,153.66,150.09,150.09,0,1,2,3,1,2,0
1657,"a8d7ea8bd67492033090830842382e57",1997,2,2,339.45,268.575,268.575,0,0,0,0,0,0,0
1658,"7794ab9660560aeb8c2dd1b2a97aa938",1395,1,3,153.89,151.773333333333,153.89,0,1,1,1,1,0,0
1659,"b21fb6bbfa603eabbe5b9a46eab11f60",2085,1,3,191.95,231.686666666667,209.46,0,1,1,1,1,0,0
1660,"03ac5cec0b5a56d11d20eab37c2a55d8",30,1,1,260.77,260.77,260.77,0,0,0,0,0,0,0
1661,"6df0ec930c96ce06530bb2e26f3aeded",1284,1,1,185.52,185.52,185.52,0,2,1,2,1,1,0
1662,"d557f4ecd072daad00f1ef4aae64764f",2480,1,2,185.56,187.275,187.275,0,1,2,3,1,1,1
1663,"c02c979d2158f1ae4252e27a2b94cd19",2253,1,2,511.17,419.245,419.245,1,1,2,2,2,0,0
1664,"50f348ae5c1459f94eb03f100731609b",965,3,10,240.12,406.448,370.41,2,0,1,1,0,1,0
1665,"72309793a24c669a727b5a3812627598",1337,1,2,144.49,153.335,153.335,0,0,0,0,0,0,0
1666,"b4255bb3177fbb06f16f7d186339b500",2120,1,2,190.38,311.46,311.46,0,3,2,5,2,1,2
1667,"14c5731fa0d6af83714457e093dd1c00",248,1,3,284.71,250.226666666667,258.64,0,0,1,2,1,1,0
1668,"ffa941e31909f0c5f7092316755f15ae",2957,2,5,258.6,212.238,206.54,0,0,3,4,2,0,2
1669,"abfd585cb73b3d6740b36c8a47a670b5",2025,1,2,1107.78,1214.78,1214.78,2,0,1,1,0,0,1
1670,"7d2772661674c345f0bddf4f530862fc",1465,3,6,118.79,116.216666666667,115.29,0,0,1,1,0,0,1
1671,"2c801c57b68d9c67ac4116e0f7f320cd",557,2,4,188.99,191.7675,191.93,0,0,2,5,1,2,2
1672,"49242774e8a7225cc5c82bd80d2b4e8c",870,2,4,192,234.99,191.47,0,0,0,0,0,0,0
1673,"b6cf0697e9bb447fbe5a830de4f2eed3",2153,1,2,95.07,190.38,190.38,0,0,0,0,0,0,0
1674,"2f4e3efab611ba1049c7d8d6f60639ff",585,2,4,214.65,210.1675,216.2,0,1,1,1,1,0,0
1675,"0139653652e1c08bb143c7431c4ffa37",6,1,4,359.46,346.225,349.805,0,0,2,3,0,2,1
1676,"ea434ac4d1767af21b536eba509bec46",2729,1,3,232.01,218.103333333333,232.01,0,0,0,0,0,0,0
1677,"6442af701f3ad6f92f1a084c991f2a39",1181,2,3,409.1,303.96,259.24,0,2,2,3,2,1,0
1678,"35dba4f74027d2f7e10800c954c296f2",660,1,2,1700.69,7217.575,7217.575,2,0,0,0,0,0,0
1679,"0e30e930c96ef29fd04f61aa7715a702",159,1,3,194.59,204.01,203.21,0,0,0,0,0,0,0
1680,"4d88daf1f14232a756bcb781b93e3529",925,1,3,199.97,282.23,204.27,0,2,2,3,1,1,1
1681,"ad5671478298491f855fc08fd6ecaee9",2037,1,1,592.95,592.95,592.95,1,0,0,0,0,0,0
1682,"7458aedd95b4416d3df7bcd5558158c0",1360,2,2,484.31,346.42,346.42,0,0,1,1,0,0,1
1683,"2cb1dc0de7a4be59f58d87fdefa91a59",560,1,2,343.67,219.51,219.51,0,1,1,1,0,0,1
1684,"b8503565472d13f2d133e8eb41d7590e",2169,2,4,186.44,189.985,190.1,0,0,3,6,2,2,2
1685,"b9e9a5f9d11855add04adda5f6267558",2184,2,2,204.6,201.865,201.865,0,0,0,0,0,0,0
1686,"06090634d068ebccdec581ec9923b4f5",62,1,2,327.83,328.455,328.455,0,0,0,0,0,0,0
1687,"a5e8837fe41b7c9d7be06824d49c7d01",1960,2,3,186.72,187.676666666667,187.09,0,0,1,1,1,0,0
1688,"ba7b18ff579e6cb3678e084b2db38def",2189,1,2,210.8,215.99,215.99,0,0,0,0,0,0,0
1689,"dcc870229ed54d045746ce2587bbeacd",2580,4,13,141.71,145.581538461538,141.48,0,0,4,4,0,2,2
1690,"fed439b08d639fd362aa8f74062f9962",2947,1,2,408.13,301.895,301.895,0,0,0,0,0,0,0
1691,"1061fdd6d4723bd704c9e42fc9ff7750",190,1,1,217.52,217.52,217.52,0,0,0,0,0,0,0
1692,"7d1b2b00574207ccbdec08923f533d81",1464,1,6,223.4,234.798333333333,232.13,0,0,2,2,1,0,1
1693,"1ccddd386c446293715e18b7d07b83f2",353,2,2,185.66,186.49,186.49,0,2,2,4,2,0,2
1694,"fc7aeb4c22f5fa162ae386d6dca62040",2913,1,1,210.76,210.76,210.76,0,0,0,0,0,0,0
1695,"11191282f44092c744e795af82627801",199,1,2,190.38,199.455,199.455,0,2,2,5,2,1,2
1696,"4b4516e39a35bb8951001de9fdf506d8",894,7,12,185.24,185.420833333333,185.285,0,1,9,9,6,0,3
1697,"a34e7f959958e1d859505a0f058aacc8",1922,1,2,241.09,275.73,275.73,0,0,1,1,1,0,0
1698,"e26d42057cde3edfaca69474cb35acc7",2642,2,2,192.6,196.885,196.885,0,1,1,1,1,0,0
1699,"44cd3add3db65ae76612a5062664f0c3",816,1,1,197.88,197.88,197.88,0,0,0,0,0,0,0
1700,"69c9dba9841b427f47c20ea825e06df9",1242,2,2,188.34,191.075,191.075,0,0,1,1,0,1,0
1701,"57abb151196150095fd07d657de0683f",1046,2,2,311.02,288.465,288.465,0,0,0,0,0,0,0
1702,"3cca376ba19a74e09575df5b44384d62",730,2,5,300.83,254.926,253.59,0,0,1,1,0,1,0
1703,"b2bd9e37d39eac3f26008c64c9755bdd",2096,1,1,186.81,186.81,186.81,0,0,0,0,0,0,0
1704,"b15e4553ca972375b916bdb9ca58b1fb",2078,1,1,631.21,631.21,631.21,1,0,0,0,0,0,0
1705,"62fbaf2c6f10bca0189db8a5f638d3ac",1171,2,7,171.86,240.508571428571,178.76,1,0,0,0,0,0,0
1706,"62fbaf2c6f10bca0189db8a5f638d3ac",1171,3,7,141.2,240.508571428571,178.76,1,0,0,0,0,0,0
1707,"bb424a82034093b8a62c0940115cac85",2194,3,6,189.04,239.923333333333,198.6,0,0,2,2,2,0,0
1708,"f353cd34fe8a1167818f7294c57071f9",2821,1,1,162.41,162.41,162.41,0,0,0,0,0,0,0
1709,"1dc3a34782529c7f4313c36a0848559c",366,1,2,213.35,158.775,158.775,0,0,0,0,0,0,0
1710,"2b25f64953704005dcf3a8dc34319076",536,3,9,188.9,197.961111111111,188.81,0,0,6,9,5,1,3
1711,"8661b1fa912bf696539c285b83b9d03c",1569,1,4,188.11,186.6425,186.54,0,1,4,9,2,3,4
1712,"e71de80aaf3ee3462926f3c716b2c2e9",2696,1,1,161.71,161.71,161.71,0,0,0,0,0,0,0
1713,"8cb56efff5871319d09ef527e2c57225",1657,1,1,375.3,375.3,375.3,0,1,1,1,1,0,0
1714,"4c31cc5e3e3cddae774628b0ab0318c9",908,1,2,290.92,312.175,312.175,0,0,0,0,0,0,0
1715,"5faca6d11dfedf9217ae4f26915797aa",1131,1,1,202.98,202.98,202.98,0,0,0,0,0,0,0
1716,"426c0eac455df6b11149436e0da23d75",783,2,8,185.56,229.3675,226.085,0,0,2,3,1,1,1
1717,"b48dc9c8691b60fcc7900d54a4d8131b",2125,7,14,185.47,213.41,185.73,1,0,9,12,8,1,3
1718,"5157c2df3ead14c40616dff7f0fa679b",973,2,5,192.6,196.928,192.6,0,0,0,0,0,0,0
1719,"42b06a2cf6e444ca10f0e760e00d0c9c",793,1,4,186.07,214.2525,208.21,0,0,0,0,0,0,0
1720,"1b15eec36b228dd3a6921514456b67fd",334,2,6,131.71,165.636666666667,171.88,0,2,3,6,3,1,2
1721,"42b06a2cf6e444ca10f0e760e00d0c9c",793,2,4,216.96,214.2525,208.21,0,0,0,0,0,0,0
1722,"efcde1aee640695385916c5894bc01cb",2790,2,4,191.12,200,198.925,0,1,4,10,3,3,4
1723,"c0b4a63d51e50e58bd55a42ad7d76b20",2259,1,1,263.46,263.46,263.46,0,3,1,3,1,1,1
1724,"9692dbf3dd7791668dde7f6ffdd05540",1776,2,4,217.66,207.99,209.645,0,2,4,6,1,2,3
1725,"1f29a3bd996887e8ae843871e59d81ee",386,2,3,296.71,323.473333333333,330.51,0,0,2,2,1,0,1
1726,"e2da70d2ed4d585f7b79df563435d3e6",2647,3,6,103.69,140.845,127.025,0,0,0,0,0,0,0
1727,"070c63f1773d5bcf2bfcc7a9a41d2513",69,2,6,210.2,228.331666666667,214.855,0,0,3,6,2,1,3
1728,"2913904618a96163d7a94a01038e7cf8",509,3,7,299.21,277.245714285714,284.95,0,0,0,0,0,0,0
1729,"59c41393b215821ca25ab4358de4a01d",1067,1,3,349.87,267.92,248.18,0,0,1,1,0,0,1
1730,"de47be21eb4c420773de7f381f4ef553",2593,2,3,245.3,208.346666666667,193.62,0,0,0,0,0,0,0
1731,"206585c6a4ed4e1a83a514e7659603e1",399,2,2,186.12,187.44,187.44,0,1,1,1,0,0,1
1732,"891a5c7ac6bd7388829294c56374e63f",1608,1,2,217.1,209.575,209.575,0,0,0,0,0,0,0
1733,"d57b05ccac3db7ba9d05878e6aef5045",2483,3,6,140,162.325,155.67,0,0,0,0,0,0,0
1734,"f6f367971ee67a1dc21fa030113674f4",2864,1,2,336.16,354.87,354.87,0,0,0,0,0,0,0
1735,"4c0e0bedf85b4630681264b94e2f3f79",904,1,3,464.26,430.886666666667,464.26,0,2,3,5,1,2,2
1736,"7debab3b4926e125c0ca3d7388b700ba",1477,2,5,139.67,114.228,107.9,0,0,0,0,0,0,0
1737,"5c68ed2d6e78e6567034c54bff03370c",1098,3,6,231.13,256.913333333333,254.96,0,3,5,10,2,5,3
