orderID,nCoupon1,nCoupon2,nCoupon3,nCoup1Col1,nCoup1Col2,nCoup1Col3,nCoup2Col1,nCoup2Col2,nCoup2Col3,nCoup3Col1,nCoup3Col2,nCoup3Col3,pCoup1Col1,pCoup1Col2,pCoup1Col3,pCoup2Col1,pCoup2Col2,pCoup2Col3,pCoup3Col1,pCoup3Col2,pCoup3Col3,nCoup1Batch,nCoup2Batch,nCoup3Batch,firstTimeCoup1Rec,firstTimeCoup2Rec,firstTimeCoup3Rec
6172,24,16,9,24,0,0,0,16,0,0,2,7,1,0,0,0,1,0,0,0.222222222222222,0.777777777777778,2,2,1,2015-01-08 09:40:20,2015-01-07 01:16:28,2015-01-07 01:16:28
6173,15,1,11,13,1,1,0,1,0,9,0,2,0.866666666666667,0.0666666666666667,0.0666666666666667,0,1,0,0.818181818181818,0,0.181818181818182,3,1,2,2015-01-07 12:01:13,2015-03-11 10:43:57,2015-01-06 19:34:56
6174,55,18,18,51,2,2,0,18,0,0,2,16,0.927272727272727,0.0363636363636364,0.0363636363636364,0,1,0,0,0.111111111111111,0.888888888888889,12,1,4,2015-01-06 15:23:15,2015-01-06 15:26:38,2015-01-06 16:14:06
6175,33,37,35,33,0,0,0,36,1,0,6,29,1,0,0,0,0.972972972972973,0.027027027027027,0,0.171428571428571,0.828571428571429,9,9,13,2015-01-06 15:22:25,2015-01-06 15:22:25,2015-01-06 15:22:25
6176,5,5,6,4,1,0,0,5,0,0,1,5,0.8,0.2,0,0,1,0,0,0.166666666666667,0.833333333333333,1,1,3,2015-01-13 18:43:20,2015-02-12 12:16:55,2015-02-10 12:35:38
6177,6,6,35,6,0,0,0,6,0,0,6,29,1,0,0,0,1,0,0,0.171428571428571,0.828571428571429,2,1,13,2015-02-24 14:53:52,2015-02-17 16:19:59,2015-01-06 15:22:25
6178,33,37,35,33,0,0,0,36,1,0,6,29,1,0,0,0,0.972972972972973,0.027027027027027,0,0.171428571428571,0.828571428571429,9,9,13,2015-01-06 15:22:25,2015-01-06 15:22:25,2015-01-06 15:22:25
6179,17,8,1,14,3,0,2,2,4,0,0,1,0.823529411764706,0.176470588235294,0,0.25,0.25,0.5,0,0,1,2,2,1,2015-01-06 16:31:49,2015-01-18 14:56:11,2015-03-10 15:52:46
6180,33,37,35,33,0,0,0,36,1,0,6,29,1,0,0,0,0.972972972972973,0.027027027027027,0,0.171428571428571,0.828571428571429,9,9,13,2015-01-06 15:22:25,2015-01-06 15:22:25,2015-01-06 15:22:25
6181,44,3,2,7,14,23,0,1,2,0,1,1,0.159090909090909,0.318181818181818,0.522727272727273,0,0.333333333333333,0.666666666666667,0,0.5,0.5,5,1,1,2015-01-06 16:22:42,2015-02-12 15:26:16,2015-01-06 16:45:10
6182,11,10,5,9,1,1,0,10,0,0,0,5,0.818181818181818,0.0909090909090909,0.0909090909090909,0,1,0,0,0,1,2,1,2,2015-01-06 16:37:40,2015-01-11 20:54:55,2015-01-06 18:12:48
6183,8,2,1,8,0,0,0,2,0,0,0,1,1,0,0,0,1,0,0,0,1,4,1,1,2015-01-06 21:40:53,2015-01-07 14:50:33,2015-03-10 21:25:49
6184,29,10,14,29,0,0,1,9,0,0,2,12,1,0,0,0.1,0.9,0,0,0.142857142857143,0.857142857142857,5,3,2,2015-01-06 15:52:21,2015-01-17 10:54:51,2015-01-06 15:27:25
6185,33,37,35,33,0,0,0,36,1,0,6,29,1,0,0,0,0.972972972972973,0.027027027027027,0,0.171428571428571,0.828571428571429,9,9,13,2015-01-06 15:22:25,2015-01-06 15:22:25,2015-01-06 15:22:25
6186,17,18,11,17,0,0,4,8,6,0,2,9,1,0,0,0.222222222222222,0.444444444444444,0.333333333333333,0,0.181818181818182,0.818181818181818,3,4,4,2015-01-06 16:09:15,2015-01-06 17:37:17,2015-01-06 19:46:23
6187,33,37,35,33,0,0,0,36,1,0,6,29,1,0,0,0,0.972972972972973,0.027027027027027,0,0.171428571428571,0.828571428571429,9,9,13,2015-01-06 15:22:25,2015-01-06 15:22:25,2015-01-06 15:22:25
6188,10,1,2,10,0,0,0,1,0,0,0,2,1,0,0,0,1,0,0,0,1,3,1,1,2015-01-06 20:16:22,2015-03-11 12:04:34,2015-02-11 09:25:43
6189,26,3,11,26,0,0,0,3,0,2,1,8,1,0,0,0,1,0,0.181818181818182,0.0909090909090909,0.727272727272727,4,1,4,2015-01-06 18:16:00,2015-02-11 11:40:52,2015-01-06 17:11:34
6190,48,63,7,47,0,1,2,17,44,1,2,4,0.979166666666667,0,0.0208333333333333,0.0317460317460317,0.26984126984127,0.698412698412698,0.142857142857143,0.285714285714286,0.571428571428571,6,7,3,2015-01-06 18:09:31,2015-01-06 15:13:38,2015-01-21 07:55:58
6191,8,5,3,8,0,0,0,3,2,1,0,2,1,0,0,0,0.6,0.4,0.333333333333333,0,0.666666666666667,4,2,1,2015-01-06 21:40:53,2015-01-06 19:43:04,2015-02-17 15:24:12
6192,55,45,28,51,2,2,0,45,0,1,4,23,0.927272727272727,0.0363636363636364,0.0363636363636364,0,1,0,0.0357142857142857,0.142857142857143,0.821428571428571,12,2,5,2015-01-06 15:23:15,2015-01-06 15:58:09,2015-01-06 18:09:31
6193,33,37,35,33,0,0,0,36,1,0,6,29,1,0,0,0,0.972972972972973,0.027027027027027,0,0.171428571428571,0.828571428571429,9,9,13,2015-01-06 15:22:25,2015-01-06 15:22:25,2015-01-06 15:22:25
6194,48,63,7,47,0,1,2,17,44,1,2,4,0.979166666666667,0,0.0208333333333333,0.0317460317460317,0.26984126984127,0.698412698412698,0.142857142857143,0.285714285714286,0.571428571428571,6,7,3,2015-01-06 18:09:31,2015-01-06 15:13:38,2015-01-21 07:55:58
6195,40,18,87,40,0,0,0,17,1,83,2,2,1,0,0,0,0.944444444444444,0.0555555555555556,0.954022988505747,0.0229885057471264,0.0229885057471264,2,1,7,2015-01-06 15:15:12,2015-01-06 15:36:12,2015-01-06 09:02:41
6196,33,37,35,33,0,0,0,36,1,0,6,29,1,0,0,0,0.972972972972973,0.027027027027027,0,0.171428571428571,0.828571428571429,9,9,13,2015-01-06 15:22:25,2015-01-06 15:22:25,2015-01-06 15:22:25
6197,17,26,23,16,0,1,1,6,19,1,2,20,0.941176470588235,0,0.0588235294117647,0.0384615384615385,0.230769230769231,0.730769230769231,0.0434782608695652,0.0869565217391304,0.869565217391304,2,3,1,2015-01-08 14:01:08,2015-01-06 15:31:50,2015-01-08 14:01:08
6198,69,11,20,67,0,2,0,11,0,1,3,16,0.971014492753623,0,0.0289855072463768,0,1,0,0.05,0.15,0.8,20,2,3,2015-01-06 16:12:57,2015-01-18 17:38:24,2015-01-06 15:15:12
6199,69,7,6,67,0,2,0,6,1,0,1,5,0.971014492753623,0,0.0289855072463768,0,0.857142857142857,0.142857142857143,0,0.166666666666667,0.833333333333333,20,2,1,2015-01-06 16:12:57,2015-01-08 10:42:16,2015-01-06 16:13:39
6200,69,1,6,67,0,2,0,1,0,0,1,5,0.971014492753623,0,0.0289855072463768,0,1,0,0,0.166666666666667,0.833333333333333,20,1,1,2015-01-06 16:12:57,2015-03-10 15:00:40,2015-01-20 15:38:56
6201,14,5,1,10,3,1,1,2,2,0,0,1,0.714285714285714,0.214285714285714,0.0714285714285714,0.2,0.4,0.4,0,0,1,3,1,1,2015-01-06 19:41:28,2015-01-06 15:24:25,2015-03-11 07:28:03
6202,2,2,1,1,1,0,0,2,0,0,0,1,0.5,0.5,0,0,1,0,0,0,1,1,2,1,2015-01-13 22:29:52,2015-03-11 13:32:01,2015-03-11 13:32:01
6203,5,19,10,2,0,3,7,3,9,2,3,5,0.4,0,0.6,0.368421052631579,0.157894736842105,0.473684210526316,0.2,0.3,0.5,1,3,4,2015-01-13 14:00:05,2015-01-06 19:41:28,2015-01-06 20:12:30
6204,46,30,11,46,0,0,0,30,0,0,2,9,1,0,0,0,1,0,0,0.181818181818182,0.818181818181818,6,7,3,2015-01-06 15:26:41,2015-01-06 15:10:39,2015-01-06 15:13:23
6205,7,7,2,2,1,4,3,2,2,1,0,1,0.285714285714286,0.142857142857143,0.571428571428571,0.428571428571429,0.285714285714286,0.285714285714286,0.5,0,0.5,2,2,1,2015-01-06 15:10:29,2015-02-11 13:33:00,2015-01-20 13:58:35
6206,53,7,15,52,1,0,2,5,0,1,3,11,0.981132075471698,0.0188679245283019,0,0.285714285714286,0.714285714285714,0,0.0666666666666667,0.2,0.733333333333333,6,1,4,2015-01-06 16:33:20,2015-01-13 21:12:34,2015-01-06 17:05:00
6207,22,11,5,22,0,0,0,11,0,0,1,4,1,0,0,0,1,0,0,0.2,0.8,19,3,2,2015-03-05 09:39:11,2015-01-06 15:23:35,2015-01-10 20:49:04
6208,22,29,38,22,0,0,0,28,1,1,5,32,1,0,0,0,0.96551724137931,0.0344827586206897,0.0263157894736842,0.131578947368421,0.842105263157895,19,6,8,2015-03-05 09:39:11,2015-01-06 15:31:50,2015-01-06 15:17:30
6209,12,44,2,12,0,0,7,14,23,0,1,1,1,0,0,0.159090909090909,0.318181818181818,0.522727272727273,0,0.5,0.5,3,5,1,2015-01-06 16:53:17,2015-01-06 16:22:42,2015-02-26 08:39:05
6210,22,29,38,22,0,0,0,28,1,1,5,32,1,0,0,0,0.96551724137931,0.0344827586206897,0.0263157894736842,0.131578947368421,0.842105263157895,19,6,8,2015-03-05 09:39:11,2015-01-06 15:31:50,2015-01-06 15:17:30
6211,16,6,4,16,0,0,0,2,4,0,0,4,1,0,0,0,0.333333333333333,0.666666666666667,0,0,1,1,1,2,2015-01-07 22:16:23,2015-01-11 20:55:50,2015-01-09 07:56:15
6212,4,5,1,4,0,0,0,3,2,0,0,1,1,0,0,0,0.6,0.4,0,0,1,1,2,1,2015-01-27 21:09:12,2015-01-06 19:43:04,2015-03-11 13:07:18
6213,32,21,96,32,0,0,2,18,1,12,17,67,1,0,0,0.0952380952380952,0.857142857142857,0.0476190476190476,0.125,0.177083333333333,0.697916666666667,4,5,11,2015-01-06 17:21:25,2015-01-06 15:21:40,2015-01-06 09:34:53
6214,8,44,2,8,0,0,1,12,31,0,0,2,1,0,0,0.0227272727272727,0.272727272727273,0.704545454545455,0,0,1,2,8,2,2015-01-22 09:59:08,2015-01-06 19:10:25,2015-03-10 15:06:55
6215,22,35,2,22,0,0,0,34,1,0,0,2,1,0,0,0,0.971428571428571,0.0285714285714286,0,0,1,19,5,1,2015-03-05 09:39:11,2015-01-06 15:09:37,2015-01-27 13:53:23
6216,53,16,4,52,0,1,0,16,0,0,1,3,0.981132075471698,0,0.0188679245283019,0,1,0,0,0.25,0.75,9,5,1,2015-01-06 16:38:07,2015-01-14 09:07:39,2015-01-22 16:09:46
6217,17,81,19,17,0,0,0,81,0,0,2,17,1,0,0,0,1,0,0,0.105263157894737,0.894736842105263,6,8,4,2015-01-06 15:08:13,2015-01-06 13:13:12,2015-01-06 21:49:47
6218,55,34,112,51,2,2,1,33,0,4,25,83,0.927272727272727,0.0363636363636364,0.0363636363636364,0.0294117647058824,0.970588235294118,0,0.0357142857142857,0.223214285714286,0.741071428571429,12,8,21,2015-01-06 15:23:15,2015-01-06 15:54:15,2015-01-06 15:58:09
6219,22,13,7,22,0,0,1,2,10,0,2,5,1,0,0,0.0769230769230769,0.153846153846154,0.769230769230769,0,0.285714285714286,0.714285714285714,19,1,1,2015-03-05 09:39:11,2015-01-06 16:06:47,2015-01-07 17:28:58
6220,25,22,8,25,0,0,0,22,0,0,1,7,1,0,0,0,1,0,0,0.125,0.875,1,3,1,2015-01-08 17:23:01,2015-01-06 17:08:23,2015-01-06 17:08:23
6221,7,6,4,7,0,0,1,1,4,1,0,3,1,0,0,0.166666666666667,0.166666666666667,0.666666666666667,0.25,0,0.75,2,2,1,2015-02-03 12:53:50,2015-01-06 23:09:25,2015-02-17 15:38:20
6222,32,17,1,25,5,2,2,15,0,0,0,1,0.78125,0.15625,0.0625,0.117647058823529,0.882352941176471,0,0,0,1,2,2,1,2015-01-06 15:14:20,2015-01-13 15:28:52,2015-03-11 14:44:54
6223,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,1,2015-03-10 19:17:42,2015-03-10 19:17:42,2015-03-10 19:17:42
6224,109,21,11,109,0,0,2,18,1,2,1,8,1,0,0,0.0952380952380952,0.857142857142857,0.0476190476190476,0.181818181818182,0.0909090909090909,0.727272727272727,14,5,3,2015-01-06 15:06:22,2015-01-06 15:21:40,2015-01-07 19:04:41
6225,22,25,1,22,0,0,0,8,17,0,0,1,1,0,0,0,0.32,0.68,0,0,1,19,3,1,2015-03-05 09:39:11,2015-01-06 16:35:03,2015-03-11 17:12:44
6226,7,15,9,7,0,0,0,15,0,4,2,3,1,0,0,0,1,0,0.444444444444444,0.222222222222222,0.333333333333333,2,2,3,2015-02-03 12:53:50,2015-01-13 14:43:05,2015-01-11 22:39:02
6227,13,22,112,13,0,0,0,22,0,4,25,83,1,0,0,0,1,0,0.0357142857142857,0.223214285714286,0.741071428571429,2,3,21,2015-01-06 17:38:55,2015-01-06 17:08:23,2015-01-06 15:58:09
6228,46,20,7,46,0,0,1,18,1,0,3,4,1,0,0,0.05,0.9,0.05,0,0.428571428571429,0.571428571428571,6,6,1,2015-01-06 15:26:41,2015-01-06 15:07:37,2015-01-29 18:20:33
6229,31,63,9,31,0,0,2,17,44,0,1,8,1,0,0,0.0317460317460317,0.26984126984127,0.698412698412698,0,0.111111111111111,0.888888888888889,8,7,2,2015-01-06 16:44:30,2015-01-06 15:13:38,2015-01-06 15:34:15
6230,1,19,5,1,0,0,0,4,15,0,3,2,1,0,0,0,0.210526315789474,0.789473684210526,0,0.6,0.4,1,3,2,2015-03-11 13:54:36,2015-01-06 15:57:56,2015-01-06 15:20:47
6231,31,3,1,31,0,0,2,1,0,0,0,1,1,0,0,0.666666666666667,0.333333333333333,0,0,0,1,8,1,1,2015-01-06 16:44:30,2015-02-25 04:42:23,2015-03-11 18:21:08
6232,2,2,7,1,0,1,0,1,1,0,1,6,0.5,0,0.5,0,0.5,0.5,0,0.142857142857143,0.857142857142857,1,1,1,2015-02-25 21:36:14,2015-01-28 22:52:54,2015-01-27 13:50:38
6233,39,13,2,33,2,4,0,13,0,0,0,2,0.846153846153846,0.0512820512820513,0.102564102564103,0,1,0,0,0,1,3,2,1,2015-01-06 15:39:41,2015-01-07 21:59:57,2015-02-23 20:05:47
6234,16,19,2,16,0,0,2,17,0,0,0,2,1,0,0,0.105263157894737,0.894736842105263,0,0,0,1,5,2,2,2015-01-06 15:09:37,2015-01-06 18:32:32,2015-03-11 14:04:56
6235,19,12,9,18,0,1,1,3,8,0,1,8,0.947368421052632,0,0.0526315789473684,0.0833333333333333,0.25,0.666666666666667,0,0.111111111111111,0.888888888888889,1,2,2,2015-01-06 16:48:59,2015-01-07 10:40:30,2015-01-06 17:19:19
6236,53,7,23,53,0,0,0,7,0,0,6,17,1,0,0,0,1,0,0,0.260869565217391,0.739130434782609,6,2,3,2015-01-06 09:29:16,2015-01-06 17:19:25,2015-01-06 15:10:03
6237,6,3,9,6,0,0,1,2,0,7,0,2,1,0,0,0.333333333333333,0.666666666666667,0,0.777777777777778,0,0.222222222222222,2,1,2,2015-01-14 03:37:16,2015-01-12 11:48:48,2015-01-13 20:28:09
6238,22,23,25,21,1,0,1,22,0,0,8,17,0.954545454545455,0.0454545454545455,0,0.0434782608695652,0.956521739130435,0,0,0.32,0.68,6,5,3,2015-01-06 18:49:24,2015-01-06 16:24:24,2015-01-06 16:35:03
6239,6,8,2,5,0,1,0,4,4,0,0,2,0.833333333333333,0,0.166666666666667,0,0.5,0.5,0,0,1,2,1,1,2015-01-06 15:30:40,2015-01-06 17:27:50,2015-01-06 20:57:07
6240,3,23,30,3,0,0,0,7,16,1,8,21,1,0,0,0,0.304347826086957,0.695652173913043,0.0333333333333333,0.266666666666667,0.7,1,1,4,2015-01-21 11:45:31,2015-01-06 21:24:39,2015-01-06 16:20:54
6241,4,9,3,4,0,0,1,8,0,0,1,2,1,0,0,0.111111111111111,0.888888888888889,0,0,0.333333333333333,0.666666666666667,4,1,1,2015-03-10 16:25:21,2015-01-13 17:12:33,2015-01-09 23:15:01
6242,15,21,13,14,1,0,0,21,0,0,1,12,0.933333333333333,0.0666666666666667,0,0,1,0,0,0.0769230769230769,0.923076923076923,3,3,2,2015-01-07 20:41:23,2015-01-08 08:31:10,2015-01-13 14:14:05
6243,87,45,19,83,2,2,0,44,1,0,3,16,0.954022988505747,0.0229885057471264,0.0229885057471264,0,0.977777777777778,0.0222222222222222,0,0.157894736842105,0.842105263157895,7,12,3,2015-01-06 09:02:41,2015-01-06 15:10:10,2015-01-06 09:02:41
6244,25,5,3,25,0,0,0,1,4,1,1,1,1,0,0,0,0.2,0.8,0.333333333333333,0.333333333333333,0.333333333333333,4,2,1,2015-01-06 15:10:07,2015-01-10 20:49:04,2015-01-13 13:37:48
6245,77,68,76,74,2,1,0,68,0,0,15,61,0.961038961038961,0.025974025974026,0.012987012987013,0,1,0,0,0.197368421052632,0.802631578947368,7,6,6,2015-01-06 15:30:43,2015-01-06 15:05:40,2015-01-06 15:44:30
6246,39,68,7,38,0,1,0,68,0,0,2,5,0.974358974358974,0,0.0256410256410256,0,1,0,0,0.285714285714286,0.714285714285714,4,6,2,2015-01-06 17:34:13,2015-01-06 15:05:40,2015-01-06 15:27:03
6247,153,23,6,150,2,1,1,22,0,0,0,6,0.980392156862745,0.0130718954248366,0.0065359477124183,0.0434782608695652,0.956521739130435,0,0,0,1,16,5,1,2015-01-06 15:05:40,2015-01-06 16:24:24,2015-01-09 21:58:17
6248,11,14,17,9,0,2,2,6,6,3,2,12,0.818181818181818,0,0.181818181818182,0.142857142857143,0.428571428571429,0.428571428571429,0.176470588235294,0.117647058823529,0.705882352941177,1,1,1,2015-01-07 10:41:17,2015-02-05 08:01:22,2015-01-06 19:39:29
6249,35,5,14,35,0,0,0,3,2,2,4,8,1,0,0,0,0.6,0.4,0.142857142857143,0.285714285714286,0.571428571428571,6,1,1,2015-01-06 16:40:25,2015-01-13 16:17:50,2015-01-06 19:23:22
6250,55,17,6,51,2,2,0,16,1,0,2,4,0.927272727272727,0.0363636363636364,0.0363636363636364,0,0.941176470588235,0.0588235294117647,0,0.333333333333333,0.666666666666667,12,3,1,2015-01-06 15:23:15,2015-01-17 00:52:03,2015-01-08 09:40:20
6251,5,7,7,5,0,0,0,7,0,0,2,5,1,0,0,0,1,0,0,0.285714285714286,0.714285714285714,1,2,2,2015-01-06 15:27:03,2015-01-06 15:27:03,2015-01-06 15:27:03
6252,46,8,3,46,0,0,0,8,0,0,0,3,1,0,0,0,1,0,0,0,1,6,2,2,2015-01-06 15:26:41,2015-01-07 08:07:37,2015-01-27 16:07:43
6253,3,4,4,3,0,0,0,4,0,0,0,4,1,0,0,0,1,0,0,0,1,1,1,1,2015-01-11 22:23:33,2015-01-11 22:23:33,2015-01-11 22:23:33
6254,10,14,2,10,0,0,0,14,0,0,1,1,1,0,0,0,1,0,0,0.5,0.5,1,1,1,2015-01-08 18:20:34,2015-01-06 16:32:24,2015-01-13 17:26:28
6255,8,27,14,8,0,0,21,3,3,13,0,1,1,0,0,0.777777777777778,0.111111111111111,0.111111111111111,0.928571428571429,0,0.0714285714285714,4,3,1,2015-01-06 21:40:53,2015-01-06 15:10:35,2015-01-06 22:28:54
6256,40,21,4,40,0,0,0,21,0,0,0,4,1,0,0,0,1,0,0,0,1,3,3,1,2015-01-06 17:07:01,2015-01-08 08:31:10,2015-01-13 15:15:50
6257,77,23,4,74,2,1,0,23,0,0,0,4,0.961038961038961,0.025974025974026,0.012987012987013,0,1,0,0,0,1,7,3,3,2015-01-06 15:30:43,2015-01-06 16:59:51,2015-03-05 11:13:43
6258,22,5,22,21,0,1,0,5,0,0,4,18,0.954545454545455,0,0.0454545454545455,0,1,0,0,0.181818181818182,0.818181818181818,1,1,4,2015-01-06 13:13:12,2015-01-18 10:37:12,2015-01-06 15:07:12
6259,1,10,2,1,0,0,0,2,8,1,0,1,1,0,0,0,0.2,0.8,0.5,0,0.5,1,3,1,2015-03-10 15:10:34,2015-01-06 15:59:29,2015-03-03 16:40:13
6260,14,13,23,6,3,5,3,5,5,2,5,16,0.428571428571429,0.214285714285714,0.357142857142857,0.230769230769231,0.384615384615385,0.384615384615385,0.0869565217391304,0.217391304347826,0.695652173913043,5,4,5,2015-01-08 09:19:31,2015-01-06 22:28:40,2015-01-06 18:24:05
6261,2,2,1,1,0,1,0,2,0,0,0,1,0.5,0,0.5,0,1,0,0,0,1,1,1,1,2015-02-01 16:59:35,2015-02-24 15:13:10,2015-03-11 22:11:34
6262,77,6,20,74,2,1,0,6,0,3,3,14,0.961038961038961,0.025974025974026,0.012987012987013,0,1,0,0.15,0.15,0.7,7,1,3,2015-01-06 15:30:43,2015-01-06 16:46:01,2015-01-06 15:10:39
6263,8,15,12,5,1,2,0,15,0,1,2,9,0.625,0.125,0.25,0,1,0,0.0833333333333333,0.166666666666667,0.75,2,3,1,2015-01-06 18:13:47,2015-01-06 15:15:38,2015-01-06 16:37:30
6264,34,50,10,34,0,0,0,50,0,0,7,3,1,0,0,0,1,0,0,0.7,0.3,2,8,1,2015-01-06 12:48:41,2015-01-06 15:15:14,2015-01-23 16:55:55
6265,53,7,7,53,0,0,0,7,0,0,0,7,1,0,0,0,1,0,0,0,1,6,2,1,2015-01-06 09:29:16,2015-01-06 17:19:25,2015-01-06 17:19:25
6266,87,27,12,83,2,2,0,27,0,0,0,12,0.954022988505747,0.0229885057471264,0.0229885057471264,0,1,0,0,0,1,7,2,3,2015-01-06 09:02:41,2015-01-06 15:24:18,2015-01-06 16:04:51
6267,132,10,1,132,0,0,1,9,0,0,0,1,1,0,0,0.1,0.9,0,0,0,1,10,2,1,2015-01-06 15:16:43,2015-01-06 23:09:25,2015-03-11 17:54:47
6268,5,14,2,5,0,0,0,12,2,0,0,2,1,0,0,0,0.857142857142857,0.142857142857143,0,0,1,1,1,1,2015-01-06 18:02:46,2015-01-06 16:33:42,2015-01-14 16:31:57
6269,3,4,2,3,0,0,1,1,2,0,0,2,1,0,0,0.25,0.25,0.5,0,0,1,1,1,2,2015-02-03 09:16:27,2015-01-06 15:27:13,2015-03-10 16:05:01
6270,19,30,76,17,0,2,0,30,0,0,15,61,0.894736842105263,0,0.105263157894737,0,1,0,0,0.197368421052632,0.802631578947368,2,7,6,2015-01-06 17:53:50,2015-01-06 15:10:39,2015-01-06 15:44:30
6271,25,20,35,24,0,1,1,18,1,0,6,29,0.96,0,0.04,0.05,0.9,0.05,0,0.171428571428571,0.828571428571429,1,6,4,2015-01-06 19:26:01,2015-01-06 15:07:37,2015-01-06 20:00:33
6272,37,26,4,36,0,1,1,24,1,0,1,3,0.972972972972973,0,0.027027027027027,0.0384615384615385,0.923076923076923,0.0384615384615385,0,0.25,0.75,6,1,1,2015-01-06 15:17:26,2015-01-06 15:07:37,2015-01-20 14:15:03
6273,22,5,3,22,0,0,0,5,0,0,1,2,1,0,0,0,1,0,0,0.333333333333333,0.666666666666667,19,1,1,2015-03-05 09:39:11,2015-01-09 12:37:12,2015-02-19 20:01:02
6274,9,29,5,9,0,0,2,23,4,0,0,5,1,0,0,0.0689655172413793,0.793103448275862,0.137931034482759,0,0,1,2,3,1,2015-01-06 19:43:04,2015-01-06 15:17:06,2015-01-13 13:42:55
6275,153,26,28,150,2,1,0,26,0,1,4,23,0.980392156862745,0.0130718954248366,0.0065359477124183,0,1,0,0.0357142857142857,0.142857142857143,0.821428571428571,16,4,5,2015-01-06 15:05:40,2015-01-06 15:31:43,2015-01-06 18:09:31
6276,4,10,4,4,0,0,2,3,5,3,0,1,1,0,0,0.2,0.3,0.5,0.75,0,0.25,1,4,1,2015-01-06 17:37:03,2015-01-06 20:12:30,2015-01-13 13:38:02
6277,11,2,3,4,5,2,0,2,0,1,0,2,0.363636363636364,0.454545454545455,0.181818181818182,0,1,0,0.333333333333333,0,0.666666666666667,3,1,1,2015-01-06 22:28:40,2015-02-18 10:03:34,2015-01-27 15:32:08
6278,26,54,76,24,1,1,0,54,0,0,15,61,0.923076923076923,0.0384615384615385,0.0384615384615385,0,1,0,0,0.197368421052632,0.802631578947368,4,5,6,2015-01-06 15:08:06,2015-01-06 09:29:16,2015-01-06 15:44:30
6279,8,54,10,8,0,0,0,54,0,0,0,10,1,0,0,0,1,0,0,0,1,1,5,2,2015-01-06 23:02:00,2015-01-06 09:29:16,2015-02-17 17:43:01
6280,41,29,36,41,0,0,0,28,1,0,8,28,1,0,0,0,0.96551724137931,0.0344827586206897,0,0.222222222222222,0.777777777777778,5,6,4,2015-01-06 15:15:14,2015-01-06 15:31:50,2015-01-06 16:39:56
6281,29,17,4,27,1,1,0,16,1,0,0,4,0.931034482758621,0.0344827586206897,0.0344827586206897,0,0.941176470588235,0.0588235294117647,0,0,1,2,3,1,2015-01-06 15:06:02,2015-01-17 00:52:03,2015-01-20 16:37:42
6282,69,25,11,67,0,2,0,25,0,0,2,9,0.971014492753623,0,0.0289855072463768,0,1,0,0,0.181818181818182,0.818181818181818,20,4,1,2015-01-06 16:12:57,2015-01-06 19:30:49,2015-01-06 15:21:40
6283,77,40,48,74,2,1,0,38,2,2,12,34,0.961038961038961,0.025974025974026,0.012987012987013,0,0.95,0.05,0.0416666666666667,0.25,0.708333333333333,7,6,7,2015-01-06 15:30:43,2015-01-06 15:30:43,2015-01-06 15:30:43
6284,18,11,3,18,0,0,0,11,0,0,1,2,1,0,0,0,1,0,0,0.333333333333333,0.666666666666667,1,2,1,2015-01-06 15:19:29,2015-01-06 15:48:12,2015-01-13 14:48:36
6285,13,35,24,13,0,0,0,34,1,0,3,21,1,0,0,0,0.971428571428571,0.0285714285714286,0,0.125,0.875,2,5,4,2015-01-06 17:38:55,2015-01-06 15:09:37,2015-01-07 09:10:24
6286,53,24,11,53,0,0,0,24,0,0,2,9,1,0,0,0,1,0,0,0.181818181818182,0.818181818181818,6,1,4,2015-01-06 09:29:16,2015-01-06 16:37:30,2015-01-06 19:46:23
6287,35,1,1,35,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,3,1,1,2015-01-06 15:20:30,2015-03-12 09:18:21,2015-03-12 09:18:21
6288,93,16,5,91,1,1,0,16,0,0,0,5,0.978494623655914,0.010752688172043,0.010752688172043,0,1,0,0,0,1,12,5,2,2015-01-06 15:06:58,2015-01-14 09:07:39,2015-01-09 09:49:35
6289,15,18,7,13,1,1,0,18,0,0,1,6,0.866666666666667,0.0666666666666667,0.0666666666666667,0,1,0,0,0.142857142857143,0.857142857142857,3,4,2,2015-01-07 12:01:13,2015-01-06 15:14:06,2015-01-06 15:41:27
6290,10,7,4,10,0,0,0,7,0,0,0,4,1,0,0,0,1,0,0,0,1,3,1,1,2015-01-06 20:16:22,2015-01-13 20:12:48,2015-01-29 10:06:35
6291,22,44,14,22,0,0,1,12,31,0,2,12,1,0,0,0.0227272727272727,0.272727272727273,0.704545454545455,0,0.142857142857143,0.857142857142857,1,8,1,2015-01-06 15:17:06,2015-01-06 19:10:25,2015-01-06 16:48:59
6292,16,10,7,2,7,7,2,3,5,0,2,5,0.125,0.4375,0.4375,0.2,0.3,0.5,0,0.285714285714286,0.714285714285714,2,4,1,2015-01-07 08:28:10,2015-01-06 20:12:30,2015-01-06 18:15:18
6293,53,7,6,52,0,1,0,5,2,0,1,5,0.981132075471698,0,0.0188679245283019,0,0.714285714285714,0.285714285714286,0,0.166666666666667,0.833333333333333,9,2,1,2015-01-06 16:38:07,2015-01-27 15:11:49,2015-01-06 18:24:36
6294,8,7,4,8,0,0,0,7,0,0,0,4,1,0,0,0,1,0,0,0,1,1,2,1,2015-01-06 20:24:09,2015-01-07 08:15:19,2015-01-25 19:40:21
