orderID,nCoupon1Used,nCoupon2Used,nCoupon3Used,pCoupon1Used,pCoupon2Used,pCoupon3Used,nCoup1Col1Used,nCoup1Col2Used,nCoup1Col3Used,nCoup2Col1Used,nCoup2Col2Used,nCoup2Col3Used,nCoup3Col1Used,nCoup3Col2Used,nCoup3Col3Used,pCoup1Col1Used,pCoup1Col2Used,pCoup1Col3Used,pCoup2Col1Used,pCoup2Col2Used,pCoup2Col3Used,pCoup3Col1Used,pCoup3Col2Used,pCoup3Col3Used
1289,1,1,0,0.25,0.1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,,,
1290,10,0,2,0.434782608695652,0,0.1,10,0,0,0,0,0,0,0,2,1,0,0,,,,0,0,1
1291,28,3,4,0.345679012345679,0.136363636363636,0.333333333333333,26,1,1,0,0,3,0,1,3,0.928571428571429,0.0357142857142857,0.0357142857142857,0,0,1,0,0.25,0.75
1292,4,0,1,0.166666666666667,0,0.1,4,0,0,0,0,0,0,0,1,1,0,0,,,,0,0,1
1293,3,0,1,0.214285714285714,0,0.111111111111111,3,0,0,0,0,0,0,1,0,1,0,0,,,,0,1,0
1294,20,0,0,0.210526315789474,0,0,20,0,0,0,0,0,0,0,0,1,0,0,,,,,,
1295,28,3,1,0.345679012345679,0.214285714285714,0.125,26,1,1,0,3,0,0,0,1,0.928571428571429,0.0357142857142857,0.0357142857142857,0,1,0,0,0,1
1296,3,10,1,0.107142857142857,0.161290322580645,0.1,3,0,0,0,10,0,0,0,1,1,0,0,0,1,0,0,0,1
1297,28,1,1,0.345679012345679,0.0666666666666667,0.0769230769230769,26,1,1,0,1,0,0,0,1,0.928571428571429,0.0357142857142857,0.0357142857142857,0,1,0,0,0,1
1298,3,0,0,0.115384615384615,0,0,0,3,0,0,0,0,0,0,0,0,1,0,,,,,,
1299,2,2,0,0.25,0.25,0,2,0,0,0,2,0,0,0,0,1,0,0,0,1,0,,,
1300,7,9,0,0.205882352941176,0.321428571428571,0,7,0,0,0,8,1,0,0,0,1,0,0,0,0.888888888888889,0.111111111111111,,,
1301,2,2,0,0.5,0.08,0,2,0,0,0,2,0,0,0,0,1,0,0,0,1,0,,,
1302,5,2,5,0.217391304347826,0.153846153846154,0.106382978723404,5,0,0,0,2,0,0,0,5,1,0,0,0,1,0,0,0,1
1303,4,5,2,0.444444444444444,0.119047619047619,0.133333333333333,4,0,0,0,5,0,0,1,1,1,0,0,0,1,0,0,0.5,0.5
1304,3,0,1,0.6,0,1,2,1,0,0,0,0,0,0,1,0.666666666666667,0.333333333333333,0,,,,0,0,1
1305,7,4,8,0.142857142857143,0.148148148148148,0.186046511627907,6,0,1,0,4,0,0,4,4,0.857142857142857,0,0.142857142857143,0,1,0,0,0.5,0.5
1306,0,3,0,0,0.3,0,0,0,0,0,0,3,0,0,0,,,,0,0,1,,,
1307,1,2,1,0.125,0.25,0.5,1,0,0,0,2,0,0,1,0,1,0,0,0,1,0,0,1,0
1308,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,,,
1309,8,3,0,0.2,0.157894736842105,0,8,0,0,0,3,0,0,0,0,1,0,0,0,1,0,,,
1310,5,3,3,0.142857142857143,0.0882352941176471,0.333333333333333,5,0,0,0,3,0,0,2,1,1,0,0,0,1,0,0,0.666666666666667,0.333333333333333
1311,4,24,1,0.148148148148148,0.263736263736264,0.333333333333333,4,0,0,2,5,17,0,0,1,1,0,0,0.0833333333333333,0.208333333333333,0.708333333333333,0,0,1
1312,2,1,2,0.333333333333333,0.333333333333333,0.25,1,0,1,0,1,0,1,1,0,0.5,0,0.5,0,1,0,0.5,0.5,0
1313,24,1,1,0.19672131147541,0.142857142857143,0.111111111111111,24,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1
1314,3,3,2,0.214285714285714,0.333333333333333,0.285714285714286,3,0,0,0,3,0,0,2,0,1,0,0,0,1,0,0,1,0
1315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1316,24,5,0,0.19672131147541,0.131578947368421,0,24,0,0,0,5,0,0,0,0,1,0,0,0,1,0,,,
1317,0,1,1,0,0.142857142857143,0.333333333333333,0,0,0,0,1,0,1,0,0,,,,0,1,0,1,0,0
1318,2,3,1,0.166666666666667,0.375,0.166666666666667,2,0,0,0,3,0,0,0,1,1,0,0,0,1,0,0,0,1
1319,44,3,2,0.321167883211679,0.1875,0.2,43,0,1,2,0,1,0,0,2,0.977272727272727,0,0.0227272727272727,0.666666666666667,0,0.333333333333333,0,0,1
1320,2,0,1,0.2,0,0.1,2,0,0,0,0,0,0,0,1,1,0,0,,,,0,0,1
1321,1,3,4,0.111111111111111,0.3,0.363636363636364,1,0,0,0,3,0,0,0,4,1,0,0,0,1,0,0,0,1
1322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1323,0,2,0,0,0.125,0,0,0,0,0,0,2,0,0,0,,,,0,0,1,,,
1324,7,0,0,0.205882352941176,0,0,7,0,0,0,0,0,0,0,0,1,0,0,,,,,,
1325,1,2,0,0.333333333333333,0.333333333333333,0,1,0,0,1,1,0,0,0,0,1,0,0,0.5,0.5,0,,,
1326,4,6,0,0.166666666666667,0.157894736842105,0,4,0,0,0,6,0,0,0,0,1,0,0,0,1,0,,,
1327,49,2,13,0.628205128205128,0.5,0.333333333333333,34,8,7,0,2,0,1,3,9,0.693877551020408,0.163265306122449,0.142857142857143,0,1,0,0.0769230769230769,0.230769230769231,0.692307692307692
1328,0,6,2,0,0.272727272727273,0.285714285714286,0,0,0,0,6,0,0,0,2,,,,0,1,0,0,0,1
1329,3,0,1,0.214285714285714,0,0.0714285714285714,3,0,0,0,0,0,0,0,1,1,0,0,,,,0,0,1
1330,2,3,0,0.285714285714286,0.176470588235294,0,2,0,0,0,3,0,0,0,0,1,0,0,0,1,0,,,
1331,0,2,0,0,0.285714285714286,0,0,0,0,1,1,0,0,0,0,,,,0.5,0.5,0,,,
1332,2,3,0,0.0625,0.333333333333333,0,2,0,0,0,3,0,0,0,0,1,0,0,0,1,0,,,
1333,7,1,4,0.142857142857143,0.0526315789473684,0.181818181818182,6,0,1,0,1,0,1,1,2,0.857142857142857,0,0.142857142857143,0,1,0,0.25,0.25,0.5
1334,9,0,2,0.375,0,0.222222222222222,6,2,1,0,0,0,2,0,0,0.666666666666667,0.222222222222222,0.111111111111111,,,,1,0,0
1335,5,1,1,0.333333333333333,0.0588235294117647,0.0769230769230769,5,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
1336,24,5,5,0.19672131147541,0.131578947368421,0.106382978723404,24,0,0,0,5,0,0,0,5,1,0,0,0,1,0,0,0,1
1337,5,0,6,0.142857142857143,0,0.157894736842105,5,0,0,0,0,0,6,0,0,1,0,0,,,,1,0,0
1338,1,4,4,0.333333333333333,0.19047619047619,0.363636363636364,1,0,0,0,4,0,0,0,4,1,0,0,0,1,0,0,0,1
1339,1,1,2,0.0555555555555556,0.0555555555555556,1,1,0,0,0,0,1,0,0,2,1,0,0,0,0,1,0,0,1
1340,2,3,0,0.666666666666667,0.230769230769231,0,2,0,0,0,3,0,0,0,0,1,0,0,0,1,0,,,
1341,1,2,3,0.142857142857143,0.153846153846154,0.3,1,0,0,0,2,0,0,0,3,1,0,0,0,1,0,0,0,1
1342,2,2,24,0.166666666666667,0.133333333333333,0.263736263736264,2,0,0,0,2,0,2,5,17,1,0,0,0,1,0,0.0833333333333333,0.208333333333333,0.708333333333333
1343,7,10,0,0.194444444444444,0.161290322580645,0,7,0,0,0,10,0,0,0,0,1,0,0,0,1,0,,,
1344,2,4,2,0.285714285714286,0.111111111111111,0.666666666666667,2,0,0,0,4,0,0,0,2,1,0,0,0,1,0,0,0,1
1345,5,0,2,0.3125,0,0.111111111111111,3,1,1,0,0,0,0,1,1,0.6,0.2,0.2,,,,0,0.5,0.5
1346,0,2,1,0,1,1,0,0,0,0,1,1,0,0,1,,,,0,0.5,0.5,0,0,1
1347,4,0,0,0.222222222222222,0,0,3,0,1,0,0,0,0,0,0,0.75,0,0.25,,,,,,
1348,5,2,3,0.25,0.333333333333333,0.0833333333333333,5,0,0,0,2,0,0,0,3,1,0,0,0,1,0,0,0,1
1349,5,4,0,0.25,0.111111111111111,0,5,0,0,0,4,0,0,0,0,1,0,0,0,1,0,,,
1350,1,0,2,0.111111111111111,0,0.125,1,0,0,0,0,0,0,0,2,1,0,0,,,,0,0,1
1351,1,0,0,0.5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,,,,,
1352,1,0,5,0.333333333333333,0,0.416666666666667,1,0,0,0,0,0,0,1,4,1,0,0,,,,0,0.2,0.8
1353,8,10,12,0.2,0.161290322580645,0.444444444444444,8,0,0,0,10,0,0,4,8,1,0,0,0,1,0,0,0.333333333333333,0.666666666666667
1354,1,3,0,0.2,0.214285714285714,0,1,0,0,0,3,0,0,0,0,1,0,0,0,1,0,,,
1355,24,3,1,0.19672131147541,0.157894736842105,0.142857142857143,24,0,0,0,3,0,0,0,1,1,0,0,0,1,0,0,0,1
1356,1,0,3,0.142857142857143,0,0.375,0,1,0,0,0,0,2,1,0,0,1,0,,,,0.666666666666667,0.333333333333333,0
1357,7,0,2,0.148936170212766,0,0.285714285714286,7,0,0,0,0,0,0,1,1,1,0,0,,,,0,0.5,0.5
1358,1,6,24,0.0555555555555556,0.230769230769231,0.263736263736264,1,0,0,0,6,0,2,5,17,1,0,0,0,1,0,0.0833333333333333,0.208333333333333,0.708333333333333
1359,4,3,9,0.235294117647059,0.0789473684210526,0.18,3,0,1,0,2,1,0,3,6,0.75,0,0.25,0,0.666666666666667,0.333333333333333,0,0.333333333333333,0.666666666666667
1360,14,1,1,0.175,0.125,0.2,14,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1
1361,4,0,1,0.333333333333333,0,0.1,4,0,0,0,0,0,0,0,1,1,0,0,,,,0,0,1
1362,17,0,1,0.68,0,0.142857142857143,13,3,1,0,0,0,0,0,1,0.764705882352941,0.176470588235294,0.0588235294117647,,,,0,0,1
1363,28,1,1,0.345679012345679,0.25,0.333333333333333,26,1,1,0,1,0,0,1,0,0.928571428571429,0.0357142857142857,0.0357142857142857,0,1,0,0,1,0
1364,7,0,2,0.148936170212766,0,0.153846153846154,7,0,0,0,0,0,0,0,2,1,0,0,,,,0,0,1
1365,5,8,2,0.119047619047619,0.242424242424242,0.166666666666667,5,0,0,0,7,1,1,0,1,1,0,0,0,0.875,0.125,0.5,0,0.5
1366,1,1,0,0.0666666666666667,0.142857142857143,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,,,
1367,2,2,0,0.166666666666667,0.133333333333333,0,2,0,0,0,2,0,0,0,0,1,0,0,0,1,0,,,
1368,0,4,0,0,0.2,0,0,0,0,1,2,1,0,0,0,,,,0.25,0.5,0.25,,,
1369,7,2,3,0.148936170212766,0.133333333333333,0.375,7,0,0,0,2,0,0,1,2,1,0,0,0,1,0,0,0.333333333333333,0.666666666666667
1370,0,2,4,0,0.222222222222222,0.19047619047619,0,0,0,0,2,0,1,2,1,,,,0,1,0,0.25,0.5,0.25
1371,9,1,1,0.375,0.333333333333333,1,6,2,1,0,1,0,0,0,1,0.666666666666667,0.222222222222222,0.111111111111111,0,1,0,0,0,1
1372,2,6,1,0.222222222222222,0.333333333333333,0.333333333333333,0,1,1,6,0,0,0,0,1,0,0.5,0.5,1,0,0,0,0,1
1373,1,0,1,0.25,0,0.5,1,0,0,0,0,0,0,0,1,1,0,0,,,,0,0,1
1374,4,5,0,0.571428571428571,0.131578947368421,0,4,0,0,0,5,0,0,0,0,1,0,0,0,1,0,,,
1375,6,1,0,0.206896551724138,0.25,0,6,0,0,0,1,0,0,0,0,1,0,0,0,1,0,,,
1376,6,2,2,0.25,0.153846153846154,0.5,6,0,0,0,2,0,0,1,1,1,0,0,0,1,0,0,0.5,0.5
1377,0,0,2,0,0,0.666666666666667,0,0,0,0,0,0,0,0,2,,,,,,,0,0,1
1378,4,3,0,0.222222222222222,0.272727272727273,0,4,0,0,0,3,0,0,0,0,1,0,0,0,1,0,,,
1379,14,4,6,0.175,0.173913043478261,0.2,14,0,0,0,4,0,0,1,5,1,0,0,0,1,0,0,0.166666666666667,0.833333333333333
1380,20,3,0,0.210526315789474,0.75,0,20,0,0,0,3,0,0,0,0,1,0,0,0,1,0,,,
1381,6,4,2,0.157894736842105,0.153846153846154,0.4,6,0,0,0,4,0,0,0,2,1,0,0,0,1,0,0,0,1
1382,28,1,3,0.345679012345679,0.166666666666667,0.333333333333333,26,1,1,0,1,0,0,0,3,0.928571428571429,0.0357142857142857,0.0357142857142857,0,1,0,0,0,1
1383,2,0,0,0.5,0,0,2,0,0,0,0,0,0,0,0,1,0,0,,,,,,
1384,0,4,1,0,0.285714285714286,0.166666666666667,0,0,0,1,1,2,0,0,1,,,,0.25,0.25,0.5,0,0,1
1385,49,1,2,0.628205128205128,0.2,0.666666666666667,34,8,7,0,1,0,0,1,1,0.693877551020408,0.163265306122449,0.142857142857143,0,1,0,0,0.5,0.5
1386,7,1,1,0.194444444444444,0.0666666666666667,0.166666666666667,7,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
1387,0,1,8,0,0.0833333333333333,0.285714285714286,0,0,0,0,1,0,1,1,6,,,,0,1,0,0.125,0.125,0.75
1388,3,0,6,0.375,0,0.4,2,1,0,0,0,0,1,3,2,0.666666666666667,0.333333333333333,0,,,,0.166666666666667,0.5,0.333333333333333
1389,44,0,14,0.321167883211679,0,0.259259259259259,43,0,1,0,0,0,0,5,9,0.977272727272727,0,0.0227272727272727,,,,0,0.357142857142857,0.642857142857143
1390,4,6,1,0.222222222222222,0.230769230769231,0.25,4,0,0,0,6,0,1,0,0,1,0,0,0,1,0,1,0,0
1391,0,4,1,0,0.285714285714286,0.166666666666667,0,0,0,1,1,2,0,0,1,,,,0.25,0.25,0.5,0,0,1
1392,3,1,1,0.375,0.0625,0.0666666666666667,3,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
1393,2,1,6,0.333333333333333,0.25,0.857142857142857,2,0,0,0,1,0,0,1,5,1,0,0,0,1,0,0,0.166666666666667,0.833333333333333
1394,2,3,0,0.25,0.214285714285714,0,2,0,0,0,3,0,0,0,0,1,0,0,0,1,0,,,
1395,0,1,0,0,0.25,0,0,0,0,0,1,0,0,0,0,,,,0,1,0,,,
1396,1,0,1,0.111111111111111,0,0.333333333333333,1,0,0,0,0,0,0,0,1,1,0,0,,,,0,0,1
1397,2,12,4,0.2,0.244897959183673,0.333333333333333,2,0,0,0,12,0,0,0,4,1,0,0,0,1,0,0,0,1
1398,7,0,1,0.205882352941176,0,0.166666666666667,7,0,0,0,0,0,0,0,1,1,0,0,,,,0,0,1
1399,0,0,1,0,0,0.1,0,0,0,0,0,0,0,0,1,,,,,,,0,0,1
1400,7,10,0,0.1,0.204081632653061,0,7,0,0,0,10,0,0,0,0,1,0,0,0,1,0,,,
1401,5,1,0,0.333333333333333,0.5,0,5,0,0,0,0,1,0,0,0,1,0,0,0,0,1,,,
1402,11,0,3,0.354838709677419,0,1,11,0,0,0,0,0,0,0,3,1,0,0,,,,0,0,1
1403,3,2,0,0.3,0.133333333333333,0,3,0,0,0,2,0,0,0,0,1,0,0,0,1,0,,,
1404,0,0,49,0,0,0.628205128205128,0,0,0,0,0,0,34,8,7,,,,,,,0.693877551020408,0.163265306122449,0.142857142857143
1405,1,0,1,1,0,0.125,1,0,0,0,0,0,0,1,0,1,0,0,,,,0,1,0
1406,10,2,4,0.263157894736842,0.25,0.333333333333333,10,0,0,0,2,0,0,1,3,1,0,0,0,1,0,0,0.25,0.75
1407,2,6,5,0.166666666666667,0.230769230769231,0.25,2,0,0,0,6,0,0,1,4,1,0,0,0,1,0,0,0.2,0.8
1408,1,5,3,0.0303030303030303,0.119047619047619,0.176470588235294,1,0,0,0,5,0,2,0,1,1,0,0,0,1,0,0.666666666666667,0,0.333333333333333
1409,2,4,4,0.2,0.285714285714286,0.235294117647059,2,0,0,0,4,0,0,0,4,1,0,0,0,1,0,0,0,1
1410,8,6,24,0.2,0.230769230769231,0.263736263736264,8,0,0,0,6,0,2,5,17,1,0,0,0,1,0,0.0833333333333333,0.208333333333333,0.708333333333333
1411,0,2,1,0,0.4,0.333333333333333,0,0,0,1,1,0,0,0,1,,,,0.5,0.5,0,0,0,1
1412,0,3,0,0,0.5,0,0,0,0,0,1,2,0,0,0,,,,0,0.333333333333333,0.666666666666667,,,
1413,6,1,0,0.25,0.0434782608695652,0,6,0,0,0,1,0,0,0,0,1,0,0,0,1,0,,,
1414,7,4,1,0.1,0.181818181818182,0.0769230769230769,7,0,0,0,4,0,0,0,1,1,0,0,0,1,0,0,0,1
1415,49,0,9,0.628205128205128,0,0.18,34,8,7,0,0,0,0,3,6,0.693877551020408,0.163265306122449,0.142857142857143,,,,0,0.333333333333333,0.666666666666667
1416,2,0,0,0.125,0,0,2,0,0,0,0,0,0,0,0,1,0,0,,,,,,
1417,49,0,9,0.628205128205128,0,0.18,34,8,7,0,0,0,0,3,6,0.693877551020408,0.163265306122449,0.142857142857143,,,,0,0.333333333333333,0.666666666666667
1418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1419,2,3,0,0.5,0.176470588235294,0,2,0,0,0,3,0,0,0,0,1,0,0,0,1,0,,,
1420,3,0,1,0.157894736842105,0,1,3,0,0,0,0,0,0,0,1,1,0,0,,,,0,0,1
1421,49,0,9,0.628205128205128,0,0.18,34,8,7,0,0,0,0,3,6,0.693877551020408,0.163265306122449,0.142857142857143,,,,0,0.333333333333333,0.666666666666667
1422,0,1,5,0,0.2,0.454545454545455,0,0,0,0,1,0,0,3,2,,,,0,1,0,0,0.6,0.4
1423,8,1,3,0.2,0.0588235294117647,0.25,8,0,0,0,1,0,0,1,2,1,0,0,0,1,0,0,0.333333333333333,0.666666666666667
1424,24,0,3,0.19672131147541,0,0.15,24,0,0,0,0,0,0,1,2,1,0,0,,,,0,0.333333333333333,0.666666666666667
1425,7,10,0,0.259259259259259,0.161290322580645,0,7,0,0,0,10,0,0,0,0,1,0,0,0,1,0,,,
1426,5,2,4,0.131578947368421,0.117647058823529,0.363636363636364,0,5,0,0,2,0,2,1,1,0,1,0,0,1,0,0.5,0.25,0.25
1427,1,3,2,0.0588235294117647,0.111111111111111,0.133333333333333,1,0,0,0,3,0,0,1,1,1,0,0,0,1,0,0,0.5,0.5
1428,4,2,3,0.148148148148148,0.25,0.15,4,0,0,0,2,0,0,0,3,1,0,0,0,1,0,0,0,1
1429,8,3,4,0.2,0.75,0.181818181818182,8,0,0,0,3,0,1,1,2,1,0,0,0,1,0,0.25,0.25,0.5
1430,1,1,1,0.0303030303030303,0.2,0.0625,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
1431,3,5,12,0.230769230769231,0.131578947368421,0.444444444444444,3,0,0,0,5,0,0,4,8,1,0,0,0,1,0,0,0.333333333333333,0.666666666666667
1432,2,5,9,0.4,0.147058823529412,0.105882352941176,2,0,0,0,5,0,1,1,7,1,0,0,0,1,0,0.111111111111111,0.111111111111111,0.777777777777778
1433,1,1,2,0.333333333333333,0.5,0.5,1,0,0,0,1,0,0,0,2,1,0,0,0,1,0,0,0,1
1434,1,0,0,0.166666666666667,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,,,,,
1435,3,2,5,0.176470588235294,0.25,0.147058823529412,0,3,0,0,0,2,0,5,0,0,1,0,0,0,1,0,1,0
1436,28,3,14,0.345679012345679,0.0789473684210526,0.259259259259259,26,1,1,0,2,1,0,5,9,0.928571428571429,0.0357142857142857,0.0357142857142857,0,0.666666666666667,0.333333333333333,0,0.357142857142857,0.642857142857143
1437,2,8,3,0.117647058823529,0.266666666666667,1,2,0,0,0,7,1,1,0,2,1,0,0,0,0.875,0.125,0.333333333333333,0,0.666666666666667
1438,14,0,1,0.175,0,0.142857142857143,14,0,0,0,0,0,1,0,0,1,0,0,,,,1,0,0
1439,7,0,5,0.205882352941176,0,0.106382978723404,6,1,0,0,0,0,0,0,5,0.857142857142857,0.142857142857143,0,,,,0,0,1
1440,0,3,0,0,0.6,0,0,0,0,0,3,0,0,0,0,,,,0,1,0,,,
1441,1,1,4,0.0833333333333333,1,0.222222222222222,1,0,0,0,1,0,0,1,3,1,0,0,0,1,0,0,0.25,0.75
1442,8,4,0,0.470588235294118,0.153846153846154,0,8,0,0,0,4,0,0,0,0,1,0,0,0,1,0,,,
1443,2,1,4,0.2,0.142857142857143,0.173913043478261,2,0,0,0,0,1,0,0,4,1,0,0,0,0,1,0,0,1
1444,5,1,0,0.333333333333333,0.0666666666666667,0,5,0,0,0,1,0,0,0,0,1,0,0,0,1,0,,,
1445,10,3,0,0.434782608695652,0.0833333333333333,0,10,0,0,0,0,3,0,0,0,1,0,0,0,0,1,,,
1446,3,1,2,0.333333333333333,0.333333333333333,0.666666666666667,0,2,1,0,1,0,0,0,2,0,0.666666666666667,0.333333333333333,0,1,0,0,0,1
1447,1,5,3,0.125,0.357142857142857,0.230769230769231,0,0,1,0,2,3,0,2,1,0,0,1,0,0.4,0.6,0,0.666666666666667,0.333333333333333
1448,2,1,0,0.666666666666667,0.25,0,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,,,
1449,1,3,0,0.333333333333333,0.428571428571429,0,1,0,0,0,3,0,0,0,0,1,0,0,0,1,0,,,
1450,3,5,3,0.1875,0.3125,0.230769230769231,3,0,0,1,4,0,0,0,3,1,0,0,0.2,0.8,0,0,0,1
1451,0,1,2,0,0.25,0.181818181818182,0,0,0,0,0,1,0,1,1,,,,0,0,1,0,0.5,0.5
1452,1,1,4,0.5,0.0666666666666667,0.363636363636364,1,0,0,0,1,0,0,0,4,1,0,0,0,1,0,0,0,1
1453,1,1,0,0.0588235294117647,0.142857142857143,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,,,
1454,7,2,2,0.142857142857143,1,0.125,6,0,1,1,1,0,0,0,2,0.857142857142857,0,0.142857142857143,0.5,0.5,0,0,0,1
1455,7,6,6,0.259259259259259,0.153846153846154,0.272727272727273,7,0,0,0,6,0,0,3,3,1,0,0,0,1,0,0,0.5,0.5
1456,9,2,8,0.257142857142857,0.153846153846154,0.285714285714286,9,0,0,0,2,0,1,1,6,1,0,0,0,1,0,0.125,0.125,0.75
1457,0,4,13,0,0.133333333333333,0.333333333333333,0,0,0,0,4,0,1,3,9,,,,0,1,0,0.0769230769230769,0.230769230769231,0.692307692307692
1458,2,6,4,0.333333333333333,0.4,0.19047619047619,0,0,2,1,3,2,1,2,1,0,0,1,0.166666666666667,0.5,0.333333333333333,0.25,0.5,0.25
1459,10,6,2,0.4,0.2,0.125,10,0,0,0,1,5,0,0,2,1,0,0,0,0.166666666666667,0.833333333333333,0,0,1
1460,3,0,0,0.1875,0,0,3,0,0,0,0,0,0,0,0,1,0,0,,,,,,
1461,0,2,1,0,0.285714285714286,0.166666666666667,0,0,0,0,1,1,0,1,0,,,,0,0.5,0.5,0,1,0
1462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1463,1,4,0,0.333333333333333,0.2,0,1,0,0,1,1,2,0,0,0,1,0,0,0.25,0.25,0.5,,,
1464,49,1,0,0.628205128205128,0.0833333333333333,0,34,8,7,1,0,0,0,0,0,0.693877551020408,0.163265306122449,0.142857142857143,1,0,0,,,
1465,2,5,0,0.222222222222222,0.357142857142857,0,2,0,0,1,4,0,0,0,0,1,0,0,0.2,0.8,0,,,
1466,3,6,2,0.2,0.272727272727273,0.166666666666667,3,0,0,0,6,0,0,2,0,1,0,0,0,1,0,0,1,0
1467,20,6,3,0.210526315789474,0.13953488372093,0.142857142857143,20,0,0,0,6,0,0,0,3,1,0,0,0,1,0,0,0,1
1468,1,10,0,0.0384615384615385,0.161290322580645,0,0,1,0,0,10,0,0,0,0,0,1,0,0,1,0,,,
1469,20,0,0,0.555555555555556,0,0,17,1,2,0,0,0,0,0,0,0.85,0.05,0.1,,,,,,
1470,4,4,1,0.148148148148148,0.133333333333333,0.2,4,0,0,0,4,0,0,0,1,1,0,0,0,1,0,0,0,1
1471,1,4,4,1,0.571428571428571,0.5,1,0,0,0,2,2,3,0,1,1,0,0,0,0.5,0.5,0.75,0,0.25
1472,0,1,1,0,0.0526315789473684,0.166666666666667,0,0,0,0,1,0,1,0,0,,,,0,1,0,1,0,0
1473,0,0,6,0,0,0.666666666666667,0,0,0,0,0,0,3,0,3,,,,,,,0.5,0,0.5
1474,2,1,1,0.142857142857143,0.5,0.5,2,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
1475,2,6,1,0.142857142857143,0.272727272727273,0.125,2,0,0,0,6,0,0,1,0,1,0,0,0,1,0,0,1,0
1476,10,1,4,0.4,0.25,0.19047619047619,10,0,0,0,1,0,1,2,1,1,0,0,0,1,0,0.25,0.5,0.25
1477,0,2,0,0,0.117647058823529,0,0,0,0,0,0,2,0,0,0,,,,0,0,1,,,
1478,5,3,1,0.25,0.111111111111111,0.25,5,0,0,0,3,0,0,0,1,1,0,0,0,1,0,0,0,1
1479,4,12,0,0.19047619047619,0.244897959183673,0,4,0,0,0,12,0,0,0,0,1,0,0,0,1,0,,,
1480,1,0,2,0.125,0,0.25,0,1,0,0,0,0,2,0,0,0,1,0,,,,1,0,0
1481,6,9,0,0.2,0.692307692307692,0,6,0,0,0,7,2,0,0,0,1,0,0,0,0.777777777777778,0.222222222222222,,,
1482,1,1,1,0.333333333333333,0.5,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1
1483,0,1,1,0,0.0833333333333333,0.0555555555555556,0,0,0,0,1,0,0,0,1,,,,0,1,0,0,0,1
1484,3,2,5,0.1875,0.117647058823529,0.25,3,0,0,0,2,0,0,1,4,1,0,0,0,1,0,0,0.2,0.8
1485,1,5,2,0.0909090909090909,0.119047619047619,0.1,1,0,0,0,5,0,0,0,2,1,0,0,0,1,0,0,0,1
1486,2,2,0,0.142857142857143,0.105263157894737,0,2,0,0,0,2,0,0,0,0,1,0,0,0,1,0,,,
1487,8,49,4,0.533333333333333,0.628205128205128,0.333333333333333,1,3,4,34,8,7,1,1,2,0.125,0.375,0.5,0.693877551020408,0.163265306122449,0.142857142857143,0.25,0.25,0.5
1488,7,3,0,0.205882352941176,0.0789473684210526,0,6,1,0,0,2,1,0,0,0,0.857142857142857,0.142857142857143,0,0,0.666666666666667,0.333333333333333,,,
1489,44,2,0,0.321167883211679,0.25,0,43,0,1,1,1,0,0,0,0,0.977272727272727,0,0.0227272727272727,0.5,0.5,0,,,
1490,5,6,4,0.185185185185185,0.142857142857143,0.125,5,0,0,0,6,0,0,1,3,1,0,0,0,1,0,0,0.25,0.75
1491,6,1,2,0.25,0.0526315789473684,0.0869565217391304,6,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0.5,0.5
1492,5,0,3,0.333333333333333,0,0.176470588235294,5,0,0,0,0,0,0,1,2,1,0,0,,,,0,0.333333333333333,0.666666666666667
1493,1,1,1,0.142857142857143,0.0714285714285714,0.2,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
1494,5,6,1,0.357142857142857,0.272727272727273,0.0714285714285714,5,0,0,0,6,0,0,0,1,1,0,0,0,1,0,0,0,1
1495,2,2,0,1,0.4,0,1,0,1,0,1,1,0,0,0,0.5,0,0.5,0,0.5,0.5,,,
1496,2,10,8,0.222222222222222,0.204081632653061,0.186046511627907,2,0,0,0,10,0,0,4,4,1,0,0,0,1,0,0,0.5,0.5
1497,8,11,49,0.533333333333333,0.366666666666667,0.628205128205128,1,3,4,11,0,0,34,8,7,0.125,0.375,0.5,1,0,0,0.693877551020408,0.163265306122449,0.142857142857143
